,society_male,society_female,tuple,average_male,average_female,female-male
0,0.53488415,0.31774575,"('unsociable', 'sociable')",0.5348842,0.3177457,-0.2171385
1,1.6799221,1.6021874,"('unfriendly', 'friendly')",1.6799221,1.6021874,-0.0777347
2,0.25053546,0.27873468,"('unlikable', 'likable')",0.2505355,0.2787347,0.0281992
3,-0.13215604,-0.07612232,"('repellent', 'pleasant')",-0.132156,-0.0761223,0.0560337
4,-6.5171685,-6.7838545,"('disliked', 'liked')",-6.5171685,-6.7838545,-0.266686
5,-0.5638283,-0.55045766,"('distant', 'outgoing')",-0.5638283,-0.5504577,0.0133706
6,0.13496798,0.13622805,"('distant', 'open')",0.134968,0.1362281,0.0012601
7,1.1409811,1.2004333,"('insensitive', 'sensitive')",1.1409811,1.2004333,0.0594522
8,1.2820122,1.2145741,"('unaffectionate', 'affectionate')",1.2820122,1.2145741,-0.0674381
9,1.8069193,1.824816,"('unaffectionate', 'caring')",1.8069193,1.824816,0.0178967
10,0.5228921,0.5876991,"('unsympathetic', 'sympathetic')",0.5228921,0.5876991,0.064807
11,1.8954883,2.0191667,"('unhelpful', 'helpful')",1.8954883,2.0191667,0.1236784
12,-1.39912,-1.4387085,"('unsupportive', 'supportive')",-1.39912,-1.4387085,-0.0395885
13,-0.3590238,-0.4177682,"('impolite', 'polite')",-0.3590238,-0.4177682,-0.0587444
14,0.8740552,0.7933322,"('antisocial', 'social')",0.8740552,0.7933322,-0.080723
15,0.6192583,0.49990287,"('boring', 'funny')",0.6192583,0.4999029,-0.1193554
16,-0.2887092,-0.37152728,"('unpopular', 'popular')",-0.2887092,-0.3715273,-0.0828181
17,-0.090226345,-0.076623194,"('nasty', 'nice')",-0.0902263,-0.0766232,0.0136031
18,-0.4219448,-0.4760843,"('disagreeable', 'welcoming')",-0.4219448,-0.4760843,-0.0541395
19,-0.091471806,-0.10051966,"('inhospitable', 'hospitable')",-0.0914718,-0.1005197,-0.0090479
20,1.3126745,1.2946658,"('rough', 'thoughtful')",1.3126745,1.2946658,-0.0180087
21,0.19666964,0.23717725,"('immoral', 'moral')",0.1966696,0.2371773,0.0405077
22,-0.3740713,-0.37358728,"('untrustworthy', 'trustworthy')",-0.3740713,-0.3735873,0.000484
23,6.0839295,6.248751,"('insincere', 'sincere')",6.0839295,6.2487512,0.1648217
24,0.92146754,0.91600674,"('dishonest', 'honest')",0.9214675,0.9160067,-0.0054608
25,0.64933443,0.5868763,"('egoistic', 'altruistic')",0.6493344,0.5868763,-0.0624581
26,2.431703,2.2921371,"('hardhearted', 'benevolent')",2.4317031,2.2921371,-0.139566
27,1.8856525,1.7300212,"('hardhearted', 'softhearted')",1.8856525,1.7300212,-0.1556313
28,1.2834481,1.2724797,"('disloyal', 'loyal')",1.2834481,1.2724797,-0.0109684
29,-0.64824325,-0.7589019,"('unfair', 'fair')",-0.6482432,-0.7589019,-0.1106587
30,0.9985649,0.9660392,"('intolerant', 'tolerant')",0.9985649,0.9660392,-0.0325257
31,-1.1898867,-1.2309694,"('evil', 'good')",-1.1898867,-1.2309694,-0.0410827
32,1.1100932,1.076053,"('unkind', 'kind')",1.1100932,1.076053,-0.0340402
33,-0.28574082,-0.3641497,"('wrong', 'right')",-0.2857408,-0.3641497,-0.0784089
34,5.644517,5.859823,"('mean', 'honorable')",5.6445169,5.8598232,0.2153063
35,-0.54809254,-0.6696055,"('corrupt', 'incorrupt')",-0.5480925,-0.6696055,-0.121513
36,-0.17721714,-0.27158767,"('hostile', 'amicable')",-0.1772171,-0.2715877,-0.0943706
37,0.5608911,0.66763324,"('fake', 'genuine')",0.5608911,0.6676332,0.1067421
38,0.04121702,0.12168129,"('untruthful', 'truthful')",0.041217,0.1216813,0.0804643
39,0.8220473,0.83822423,"('exploitative', 'cooperative')",0.8220473,0.8382242,0.0161769
40,-1.7797537,-1.9634922,"('stingy', 'generous')",-1.7797537,-1.9634922,-0.1837385
41,0.73717576,0.6637357,"('unforgiving', 'forgiving')",0.7371758,0.6637357,-0.0734401
42,-2.8241246,-2.8646348,"('unreliable', 'reliable')",-2.8241246,-2.8646348,-0.0405102
43,1.2942055,1.3753779,"('irresponsible', 'responsible')",1.2942055,1.3753779,0.0811724
44,-1.5637695,-1.4359412,"('prejudiced', 'unprejudiced')",-1.5637695,-1.4359412,0.1278283
45,0.22482324,0.21550533,"('incompetent', 'competent')",0.2248232,0.2155053,-0.0093179
46,-0.7303743,-0.8139175,"('uncompetitive', 'competitive')",-0.7303743,-0.8139175,-0.0835432
47,5.210947,5.4374776,"('stupid', 'smart')",5.210947,5.4374776,0.2265306
48,0.99767137,0.92836833,"('unintelligent', 'intelligent')",0.9976714,0.9283683,-0.0693031
49,0.5468377,0.6092286,"('unable', 'able')",0.5468377,0.6092286,0.0623909
50,-0.7687437,-0.7669431,"('clumsy', 'skillful')",-0.7687437,-0.7669431,0.0018006
51,0.5336661,0.4520093,"('uneducated', 'educated')",0.5336661,0.4520093,-0.0816568
52,-0.24789296,-0.38593766,"('irrational', 'rational')",-0.247893,-0.3859377,-0.1380447
53,-0.32127804,-0.32509637,"('uncreative', 'creative')",-0.321278,-0.3250964,-0.0038184
54,1.0633084,1.1735514,"('incapable', 'capable')",1.0633084,1.1735514,0.110243
55,0.5253915,0.50911313,"('incompetent', 'clever')",0.5253915,0.5091131,-0.0162784
56,0.9227605,0.8872636,"('impractical', 'practical')",0.9227605,0.8872636,-0.0354969
57,-2.6143906,-2.6818821,"('unimaginative', 'imaginative')",-2.6143906,-2.6818821,-0.0674915
58,0.7818151,0.6725733,"('undiscriminating', 'discriminating')",0.7818151,0.6725733,-0.1092418
59,-0.23153342,-0.21674943,"('foolish', 'wise')",-0.2315334,-0.2167494,0.014784
60,0.07862377,0.21071464,"('inefficient', 'efficient')",0.0786238,0.2107146,0.1320908
61,0.43928882,0.23432884,"('illogical', 'logical')",0.4392888,0.2343288,-0.20496
62,0.25090146,0.33789104,"('incompetent', 'brilliant')",0.2509015,0.337891,0.0869895
63,0.67637855,0.71271807,"('unperceptive', 'insightful')",0.6763785,0.7127181,0.0363396
64,-6.7613907,-6.892168,"('shy', 'confident')",-6.7613907,-6.892168,-0.1307773
65,0.039791126,0.047321294,"('insecure', 'secure')",0.0397911,0.0473213,0.0075302
66,0.55728406,0.43373704,"('inactive', 'active')",0.5572841,0.433737,-0.1235471
67,-0.15898307,-0.10826641,"('doubtful', 'determined')",-0.1589831,-0.1082664,0.0507167
68,-0.52836454,-0.59899306,"('dependent', 'independent')",-0.5283645,-0.5989931,-0.0706286
69,-0.9001258,-0.97883034,"('lazy', 'industrious')",-0.9001258,-0.9788303,-0.0787045
70,1.118931,1.0803586,"('lethargic', 'energetic')",1.1189311,1.0803586,-0.0385725
71,0.9588327,0.96456015,"('diffident', 'self-confident')",0.9588327,0.9645602,0.0057275
72,0.089202635,0.19121742,"('unambitious', 'ambitious')",0.0892026,0.1912174,0.1020148
73,-3.3171117,-3.3520243,"('helpless', 'self-reliant')",-3.3171117,-3.3520243,-0.0349126
74,0.58228225,0.4929465,"('undedicated', 'dedicated')",0.5822822,0.4929465,-0.0893357
75,-0.60994667,-0.5707841,"('meek', 'impulsive')",-0.6099467,-0.5707841,0.0391626
76,0.034717187,0.10766578,"('anxious', 'daring')",0.0347172,0.1076658,0.0729486
77,-1.1942914,-1.1034096,"('unmotivated', 'motivated')",-1.1942914,-1.1034096,0.0908818
78,0.07964151,0.03539372,"('nonresilient', 'resilient')",0.0796415,0.0353937,-0.0442478
79,-0.12588459,-0.06942389,"('wavering', 'unwavering')",-0.1258846,-0.0694239,0.0564607
80,-0.20938921,-0.23880017,"('dominated', 'dominating')",-0.2093892,-0.2388002,-0.029411
81,-0.4864209,-0.3797724,"('submissive', 'aggressive')",-0.4864209,-0.3797724,0.1066485
82,5.751464,5.925193,"('poor', 'rich')",5.7514639,5.9251928,0.1737289
83,-0.36137372,-0.37720996,"('powerless', 'powerful')",-0.3613737,-0.37721,-0.0158363
84,0.44222793,0.36728802,"('inferior', 'superior')",0.4422279,0.367288,-0.0749399
85,0.3349984,0.2579028,"('insignificant', 'prestigious')",0.3349984,0.2579028,-0.0770956
86,0.7851408,0.5950339,"('uninfluential', 'influential')",0.7851408,0.5950339,-0.1901069
87,0.2459436,0.2908045,"('unsuccessful', 'successful')",0.2459436,0.2908045,0.0448609
88,0.3599522,0.28511214,"('low', 'eminent')",0.3599522,0.2851121,-0.0748401
