,package_male,package_female,tuple,average_male,average_female,female-male
0,0.54873025,0.31903642,"('unsociable', 'sociable')",0.5487303,0.3190364,-0.2296939
1,1.1002572,0.99793506,"('unfriendly', 'friendly')",1.1002572,0.9979351,-0.1023221
2,0.9454571,1.1168866,"('unlikable', 'likable')",0.9454571,1.1168866,0.1714295
3,0.4668598,0.55427605,"('repellent', 'pleasant')",0.4668598,0.554276,0.0874162
4,-6.8552833,-6.71756,"('disliked', 'liked')",-6.8552833,-6.7175598,0.1377235
5,-0.59725887,-0.5512859,"('distant', 'outgoing')",-0.5972589,-0.5512859,0.045973
6,-0.49384186,-0.44384533,"('distant', 'open')",-0.4938419,-0.4438453,0.0499966
7,1.3126243,1.3005432,"('insensitive', 'sensitive')",1.3126243,1.3005432,-0.0120811
8,0.572055,0.5681367,"('unaffectionate', 'affectionate')",0.572055,0.5681367,-0.0039183
9,1.5867069,1.5839499,"('unaffectionate', 'caring')",1.5867069,1.5839499,-0.002757
10,1.3109208,1.2244056,"('unsympathetic', 'sympathetic')",1.3109208,1.2244056,-0.0865152
11,2.539528,2.446574,"('unhelpful', 'helpful')",2.5395279,2.446574,-0.0929539
12,-1.0772374,-1.1077334,"('unsupportive', 'supportive')",-1.0772374,-1.1077334,-0.030496
13,0.60209835,0.44528186,"('impolite', 'polite')",0.6020983,0.4452819,-0.1568164
14,0.603486,0.58921933,"('antisocial', 'social')",0.603486,0.5892193,-0.0142667
15,0.6725733,0.713258,"('boring', 'funny')",0.6725733,0.713258,0.0406847
16,-0.946997,-0.8790953,"('unpopular', 'popular')",-0.946997,-0.8790953,0.0679017
17,-0.51342016,-0.4452695,"('nasty', 'nice')",-0.5134202,-0.4452695,0.0681507
18,-0.8284601,-0.82455283,"('disagreeable', 'welcoming')",-0.8284601,-0.8245528,0.0039073
19,-0.6154363,-0.55406475,"('inhospitable', 'hospitable')",-0.6154363,-0.5540648,0.0613715
20,0.8563856,0.7516763,"('rough', 'thoughtful')",0.8563856,0.7516763,-0.1047093
21,0.7784686,0.7573777,"('immoral', 'moral')",0.7784686,0.7573777,-0.0210909
22,0.25804046,0.24468061,"('untrustworthy', 'trustworthy')",0.2580405,0.2446806,-0.0133599
23,6.762847,6.6325283,"('insincere', 'sincere')",6.7628469,6.6325283,-0.1303186
24,2.0727746,2.070183,"('dishonest', 'honest')",2.0727746,2.070183,-0.0025916
25,0.08576152,0.03937704,"('egoistic', 'altruistic')",0.0857615,0.039377,-0.0463845
26,0.16893661,0.15857172,"('hardhearted', 'benevolent')",0.1689366,0.1585717,-0.0103649
27,1.0984361,0.9898792,"('hardhearted', 'softhearted')",1.0984361,0.9898792,-0.1085569
28,1.2000821,1.1372219,"('disloyal', 'loyal')",1.2000821,1.1372219,-0.0628602
29,-0.35080278,-0.40425426,"('unfair', 'fair')",-0.3508028,-0.4042543,-0.0534515
30,1.4395452,1.3397739,"('intolerant', 'tolerant')",1.4395452,1.3397739,-0.0997713
31,-1.9099603,-1.7489066,"('evil', 'good')",-1.9099603,-1.7489066,0.1610537
32,1.1591108,1.0495547,"('unkind', 'kind')",1.1591108,1.0495547,-0.1095561
33,-0.41235018,-0.452535,"('wrong', 'right')",-0.4123502,-0.452535,-0.0401848
34,3.8094811,3.8595116,"('mean', 'honorable')",3.8094811,3.8595116,0.0500305
35,-1.4305315,-1.4275085,"('corrupt', 'incorrupt')",-1.4305315,-1.4275085,0.003023
36,-0.9367913,-0.9237969,"('hostile', 'amicable')",-0.9367913,-0.9237969,0.0129944
37,0.61440474,0.5737595,"('fake', 'genuine')",0.6144047,0.5737595,-0.0406452
38,0.3506971,0.27540877,"('untruthful', 'truthful')",0.3506971,0.2754088,-0.0752883
39,0.558316,0.56374866,"('exploitative', 'cooperative')",0.558316,0.5637487,0.0054327
40,-1.5843182,-1.5894933,"('stingy', 'generous')",-1.5843182,-1.5894933,-0.0051751
41,0.4680272,0.41595882,"('unforgiving', 'forgiving')",0.4680272,0.4159588,-0.0520684
42,-1.634166,-1.5778737,"('unreliable', 'reliable')",-1.634166,-1.5778737,0.0562923
43,1.5262254,1.3649958,"('irresponsible', 'responsible')",1.5262254,1.3649958,-0.1612296
44,-1.0429531,-1.1368265,"('prejudiced', 'unprejudiced')",-1.0429531,-1.1368265,-0.0938734
45,0.68270046,0.7030312,"('incompetent', 'competent')",0.6827005,0.7030312,0.0203307
46,-0.107448824,-0.15015897,"('uncompetitive', 'competitive')",-0.1074488,-0.150159,-0.0427102
47,5.255533,5.3301687,"('stupid', 'smart')",5.2555332,5.3301687,0.0746355
48,1.1552509,1.0725721,"('unintelligent', 'intelligent')",1.1552509,1.0725721,-0.0826788
49,0.27651495,0.39543954,"('unable', 'able')",0.2765149,0.3954395,0.1189246
50,-0.21189377,-0.101806834,"('clumsy', 'skillful')",-0.2118938,-0.1018068,0.110087
51,0.728524,0.76887596,"('uneducated', 'educated')",0.728524,0.768876,0.040352
52,-0.64422745,-0.61632913,"('irrational', 'rational')",-0.6442274,-0.6163291,0.0278983
53,0.20457272,0.20473595,"('uncreative', 'creative')",0.2045727,0.2047359,0.0001632
54,1.0528932,1.1506749,"('incapable', 'capable')",1.0528932,1.1506749,0.0977817
55,1.4515934,1.4314499,"('incompetent', 'clever')",1.4515934,1.4314499,-0.0201435
56,1.5788754,1.4888195,"('impractical', 'practical')",1.5788754,1.4888195,-0.0900559
