,national_male,national_female,tuple,city_male,city_female,corp_male,corp_female,average_male,average_female,female-male
0,0.589457,0.47554392,"('unsociable', 'sociable')",0.9303658,0.85205233,-0.5214448,-0.62170357,0.3327927,0.2352975,-0.0974952
1,-0.91616,-0.8217761,"('unfriendly', 'friendly')",-1.4636872,-1.4304448,1.8385799,1.7788299,-0.1804224,-0.157797,0.0226254
2,1.1233344,1.1768687,"('unlikable', 'likable')",1.313432,1.3870947,0.753583,0.77739197,1.0634498,1.1137851,0.0503353
3,0.022303969,0.08086458,"('repellent', 'pleasant')",0.29983082,0.47246307,0.63197196,0.68746215,0.3180356,0.4135966,0.095561
4,-0.5161183,-0.45547673,"('disliked', 'liked')",-0.60904413,-0.624232,-7.5830393,-7.7344594,-2.9027338,-2.938056,-0.0353222
5,-0.9207476,-0.77783006,"('distant', 'outgoing')",-1.3360041,-1.2874202,-0.29296225,-0.30715927,-0.8499047,-0.7908031,0.0591016
6,-1.0028986,-0.7888085,"('distant', 'open')",-1.9694959,-1.8452386,-0.09412097,-0.078748725,-1.0221718,-0.9042652,0.1179066
7,0.8324503,0.7733579,"('insensitive', 'sensitive')",0.8643661,0.92268145,0.38305086,0.420798,0.6932891,0.7056125,0.0123234
8,-1.0714297,-0.9960625,"('unaffectionate', 'affectionate')",-1.1677448,-1.2399682,0.8859246,0.86773145,-0.4510833,-0.4560997,-0.0050164
9,-0.0416165,-0.004663747,"('unaffectionate', 'caring')",-0.8820486,-0.86237156,1.3155,1.3441797,0.1306116,0.1590481,0.0284365
10,0.535144,0.476871,"('unsympathetic', 'sympathetic')",-0.04729958,0.02992933,-0.96707946,-0.92545336,-0.159745,-0.139551,0.020194
11,1.0863792,0.89590037,"('unhelpful', 'helpful')",1.3137684,1.2718272,1.6349368,1.6311517,1.3450281,1.266293,-0.0787351
12,1.4106212,1.5979049,"('unsupportive', 'supportive')",0.6102249,0.82879156,-2.446543,-2.4200635,-0.1418989,0.002211,0.1441099
13,1.0366361,0.85622823,"('impolite', 'polite')",1.191923,1.1193578,-0.94256353,-0.9530818,0.4286652,0.3408348,-0.0878304
14,1.8117571,1.7379559,"('antisocial', 'social')",2.6229136,2.598763,-0.07694038,-0.13656382,1.4525766,1.4000518,-0.0525248
