,paychex_male,paychex_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.63708663,-0.8297665,"('unsociable', 'sociable')",-0.4279635,-0.6163828,-0.5325251,-0.7230747,-0.1905496
1,-0.5083029,-0.4760421,"('unfriendly', 'friendly')",2.1150694,2.018925,0.8033832,0.7714415,-0.0319417
2,0.83126366,0.8607159,"('unlikable', 'likable')",0.7335024,0.80979013,0.782383,0.835253,0.05287
3,-0.7605758,-0.6525561,"('repellent', 'pleasant')",-0.12789392,-0.067791216,-0.4442348,-0.3601737,0.0840611
4,0.45053312,0.5397325,"('disliked', 'liked')",-5.750837,-5.765397,-2.650152,-2.6128323,0.0373197
5,0.15148686,0.26745978,"('distant', 'outgoing')",0.016650036,0.090086594,0.0840684,0.1787732,0.0947048
6,-0.26038915,-0.11479148,"('distant', 'open')",0.31748134,0.40856707,0.0285461,0.1468878,0.1183417
7,-0.5895998,-0.5748421,"('insensitive', 'sensitive')",0.42769852,0.48232138,-0.0809506,-0.0462604,0.0346902
8,-0.7349907,-0.7031171,"('unaffectionate', 'affectionate')",1.1716734,1.1474286,0.2183414,0.2221558,0.0038144
9,-0.45566916,-0.43987095,"('unaffectionate', 'caring')",1.3043731,1.3134105,0.424352,0.4367698,0.0124178
10,-1.3761041,-1.506836,"('unsympathetic', 'sympathetic')",-0.8889776,-0.9470685,-1.1325408,-1.2269523,-0.0944115
11,-0.55938643,-0.5768811,"('unhelpful', 'helpful')",1.4443688,1.5830537,0.4424912,0.5030863,0.0605951
12,-0.035174064,0.07136004,"('unsupportive', 'supportive')",-1.6359624,-1.5698326,-0.8355682,-0.7492363,0.0863319
13,-0.52697104,-0.72888,"('impolite', 'polite')",-0.7752775,-0.838787,-0.6511242,-0.7838335,-0.1327093
14,-0.13315259,-0.19954032,"('antisocial', 'social')",-0.705863,-0.8334381,-0.4195078,-0.5164892,-0.0969814
15,0.0060291477,-0.058795743,"('boring', 'funny')",0.74822295,0.71303076,0.377126,0.3271175,-0.0500085
16,-0.7702718,-0.59217197,"('unpopular', 'popular')",0.43642658,0.5368714,-0.1669226,-0.0276503,0.1392723
17,0.06897301,0.21781032,"('nasty', 'nice')",-0.47979185,-0.4013216,-0.2054094,-0.0917556,0.1136538
18,-0.5340539,-0.46726185,"('disagreeable', 'welcoming')",-0.22204927,-0.22383107,-0.3780516,-0.3455465,0.0325051
19,-0.27428266,-0.21001199,"('inhospitable', 'hospitable')",0.32479933,0.42458898,0.0252583,0.1072885,0.0820302
20,-0.44954476,-0.39356238,"('rough', 'thoughtful')",0.76280785,0.6984118,0.1566315,0.1524247,-0.0042068
21,-0.7532525,-0.8537791,"('immoral', 'moral')",-0.8334011,-0.81852466,-0.7933268,-0.8361518,-0.042825
22,-0.6242643,-0.673373,"('untrustworthy', 'trustworthy')",-0.8358902,-0.90229905,-0.7300773,-0.787836,-0.0577587
23,-0.41149256,-0.49347162,"('insincere', 'sincere')",5.421499,5.412359,2.5050032,2.4594438,-0.0455594
24,-0.4788099,-0.53471214,"('dishonest', 'honest')",0.7094569,0.62878436,0.1153235,0.0470361,-0.0682874
25,0.28340685,0.31859547,"('egoistic', 'altruistic')",1.8603407,1.8497556,1.0718738,1.0841756,0.0123018
26,0.3933902,0.30474907,"('hardhearted', 'benevolent')",2.0226138,1.8069348,1.208002,1.0558419,-0.1521601
27,0.017030945,0.120530784,"('hardhearted', 'softhearted')",1.5567317,1.4820157,0.7868813,0.8012732,0.0143919
28,-0.8966111,-1.0378448,"('disloyal', 'loyal')",0.7798614,0.6805153,-0.0583749,-0.1786647,-0.1202898
29,-0.41774487,-0.3916841,"('unfair', 'fair')",-0.31194013,-0.4534867,-0.3648425,-0.4225854,-0.0577429
30,0.59310675,0.49771672,"('intolerant', 'tolerant')",1.045527,0.9539445,0.8193169,0.7258306,-0.0934863
31,-0.058678597,0.18367629,"('evil', 'good')",-0.47384998,-0.5458109,-0.2662643,-0.1810673,0.085197
32,0.13712667,-0.0049488153,"('unkind', 'kind')",1.2307221,1.0459765,0.6839244,0.5205138,-0.1634106
33,0.7687766,0.73722166,"('wrong', 'right')",-0.33894584,-0.41886467,0.2149154,0.1591785,-0.0557369
34,0.30494383,0.46400446,"('mean', 'honorable')",5.6669126,5.895521,2.9859283,3.1797628,0.1938345
35,0.014216021,0.087404385,"('corrupt', 'incorrupt')",0.10966116,-0.06905632,0.0619386,0.009174,-0.0527646
36,0.5722395,0.6271388,"('hostile', 'amicable')",0.4431334,0.18555188,0.5076865,0.4063453,-0.1013412
37,-0.9190709,-0.9253821,"('fake', 'genuine')",0.31151676,0.35748166,-0.3037771,-0.2839502,0.0198269
38,-0.014243498,-0.0180972,"('untruthful', 'truthful')",0.0016430141,0.09593929,-0.0063002,0.038921,0.0452212
39,0.23872554,0.25778884,"('exploitative', 'cooperative')",-0.019990938,-0.08439571,0.1093673,0.0866966,-0.0226707
40,0.3292316,0.37767002,"('stingy', 'generous')",-1.2534984,-1.362199,-0.4621334,-0.4922644,-0.030131
41,0.10613967,0.11033049,"('unforgiving', 'forgiving')",0.18535124,0.06101113,0.1457455,0.0856708,-0.0600747
42,0.45281383,0.46200815,"('unreliable', 'reliable')",-3.1661613,-3.0312908,-1.3566737,-1.2846413,0.0720324
43,-0.46621266,-0.43030277,"('irresponsible', 'responsible')",0.28216752,0.32368445,-0.0920226,-0.0533092,0.0387134
44,0.40990102,0.46025354,"('prejudiced', 'unprejudiced')",-1.5018573,-1.4373379,-0.5459781,-0.4885422,0.0574359
45,-1.3619927,-1.3096063,"('incompetent', 'competent')",-0.36855677,-0.32575378,-0.8652747,-0.8176801,0.0475946
46,-0.6481326,-0.72803724,"('uncompetitive', 'competitive')",-0.87690336,-0.9289283,-0.762518,-0.8284827,-0.0659647
47,0.35272032,0.40087992,"('stupid', 'smart')",5.109852,5.2682333,2.731286,2.8345566,0.1032706
48,-1.4296153,-1.4966842,"('unintelligent', 'intelligent')",0.6439432,0.58204776,-0.392836,-0.4573182,-0.0644822
49,-0.7644674,-0.6659872,"('unable', 'able')",-0.097516336,0.07125208,-0.4309919,-0.2973676,0.1336243
50,0.3014838,0.34229937,"('clumsy', 'skillful')",0.3321533,0.3539827,0.3168185,0.348141,0.0313225
51,-1.1289355,-1.324036,"('uneducated', 'educated')",0.81658554,0.7072483,-0.156175,-0.3083939,-0.1522189
