,ventas_male,ventas_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.21946198,0.12157103,"('unsociable', 'sociable')",-0.1913229,-0.38589615,0.0140695,-0.1321626,-0.1462321
1,-1.0125403,-1.0526496,"('unfriendly', 'friendly')",1.4517348,1.3813521,0.2195972,0.1643512,-0.055246
2,0.9372521,1.0252285,"('unlikable', 'likable')",0.5332573,0.6468013,0.7352547,0.8360149,0.1007602
3,-0.06199056,0.07612326,"('repellent', 'pleasant')",0.42799187,0.4939924,0.1830007,0.2850578,0.1020571
4,-0.5819042,-0.6102684,"('disliked', 'liked')",-6.162691,-6.338891,-3.3722978,-3.4745798,-0.102282
5,-1.5450764,-1.4985809,"('distant', 'outgoing')",-0.35921836,-0.39742374,-0.9521474,-0.9480023,0.0041451
6,-1.9513896,-1.8620869,"('distant', 'open')",0.019322738,0.033274855,-0.9660334,-0.914406,0.0516274
7,0.68723977,0.76755816,"('insensitive', 'sensitive')",0.6354296,0.69115293,0.6613347,0.7293556,0.0680209
8,-0.63767135,-0.5658231,"('unaffectionate', 'affectionate')",0.9367018,0.8522949,0.1495152,0.1432359,-0.0062793
9,-0.72939646,-0.6370796,"('unaffectionate', 'caring')",0.9516166,0.89118415,0.1111101,0.1270523,0.0159422
10,0.6297123,0.65354294,"('unsympathetic', 'sympathetic')",-0.17506357,-0.2299377,0.2273244,0.2118026,-0.0155218
11,0.29159886,0.40777645,"('unhelpful', 'helpful')",1.4195818,1.5063629,0.8555903,0.9570697,0.1014794
12,0.39986545,0.6007801,"('unsupportive', 'supportive')",-1.5839231,-1.6360732,-0.5920289,-0.5176466,0.0743823
13,0.7440609,0.7444772,"('impolite', 'polite')",-0.48150903,-0.43866324,0.1312759,0.152907,0.0216311
14,1.6585524,1.6152587,"('antisocial', 'social')",0.13433382,0.044168703,0.8964431,0.8297137,-0.0667294
15,-0.390853,-0.5004896,"('boring', 'funny')",0.65720224,0.64354354,0.1331746,0.071527,-0.0616476
16,-1.5450155,-1.5225682,"('unpopular', 'popular')",-0.06793908,0.018738113,-0.8064772,-0.751915,0.0545622
17,-0.46255884,-0.35622975,"('nasty', 'nice')",-0.29064998,-0.2503953,-0.3766044,-0.3033125,0.0732919
18,-0.029267646,0.12421789,"('disagreeable', 'welcoming')",-0.5511794,-0.53063804,-0.2902235,-0.2032101,0.0870134
19,-1.6530293,-1.5623856,"('inhospitable', 'hospitable')",-0.24214604,-0.13995673,-0.9475877,-0.8511711,0.0964166
20,-0.028481327,0.012420878,"('rough', 'thoughtful')",1.0616785,1.0077335,0.5165986,0.5100772,-0.0065214
21,1.3331041,1.3311957,"('immoral', 'moral')",-0.28097114,-0.22549823,0.5260665,0.5528488,0.0267823
22,1.1199901,1.1484324,"('untrustworthy', 'trustworthy')",-0.526497,-0.6327639,0.2967466,0.2578342,-0.0389124
23,0.75496554,0.8341248,"('insincere', 'sincere')",5.2438707,5.3314157,2.9994183,3.0827703,0.083352
24,0.46928367,0.44676107,"('dishonest', 'honest')",0.7440559,0.7166098,0.6066698,0.5816854,-0.0249844
25,-0.41487783,-0.38797498,"('egoistic', 'altruistic')",1.6065159,1.5770676,0.595819,0.5945463,-0.0012727
26,-0.024763558,-0.15911295,"('hardhearted', 'benevolent')",1.8330967,1.7191901,0.9041666,0.7800386,-0.124128
27,-0.37933758,-0.1716819,"('hardhearted', 'softhearted')",1.2507355,1.2288816,0.435699,0.5285999,0.0929009
28,-0.026257511,-0.15869172,"('disloyal', 'loyal')",0.81260955,0.68927884,0.393176,0.2652936,-0.1278824
29,-0.654319,-0.697981,"('unfair', 'fair')",-0.1970678,-0.31110185,-0.4256934,-0.5045414,-0.078848
30,1.7468343,1.6990465,"('intolerant', 'tolerant')",1.569267,1.5671334,1.6580507,1.63309,-0.0249607
31,-1.9228277,-1.83931,"('evil', 'good')",-0.98782223,-1.0486782,-1.455325,-1.443994,0.011331
32,0.691695,0.6495922,"('unkind', 'kind')",1.0174419,0.90151185,0.8545684,0.775552,-0.0790164
33,-0.12998809,-0.1606146,"('wrong', 'right')",-0.29706016,-0.4066909,-0.2135241,-0.2836528,-0.0701287
34,-0.4241566,-0.34908032,"('mean', 'honorable')",5.277789,5.5704637,2.4268162,2.6106915,0.1838753
35,-0.88244635,-0.98901474,"('corrupt', 'incorrupt')",-0.16880645,-0.36636594,-0.5256264,-0.6776903,-0.1520639
36,-1.842237,-1.9077888,"('hostile', 'amicable')",0.092115425,-0.13372585,-0.8750608,-1.0207573,-0.1456965
37,0.5336178,0.5296502,"('fake', 'genuine')",0.53596485,0.5815727,0.5347914,0.5556115,0.0208201
38,0.26225904,0.29501617,"('untruthful', 'truthful')",-0.3222837,-0.28344557,-0.0300123,0.0057853,0.0357976
39,0.51296866,0.594205,"('exploitative', 'cooperative')",0.4065262,0.40152925,0.4597474,0.4978671,0.0381197
40,0.50311035,0.5362165,"('stingy', 'generous')",-1.2208203,-1.3397365,-0.358855,-0.40176,-0.042905
41,1.2450497,1.3224115,"('unforgiving', 'forgiving')",0.07632009,-0.04485043,0.6606849,0.6387805,-0.0219044
42,0.7930521,0.9167802,"('unreliable', 'reliable')",-2.9238713,-2.822761,-1.0654097,-0.9529904,0.1124193
43,0.19489849,0.32269016,"('irresponsible', 'responsible')",0.70324284,0.745264,0.4490707,0.5339771,0.0849064
44,-0.12318506,-0.14772347,"('prejudiced', 'unprejudiced')",-1.5263261,-1.4630448,-0.8247555,-0.8053841,0.0193714
45,0.18744864,0.20193821,"('incompetent', 'competent')",0.13619788,0.106420696,0.1618233,0.1541795,-0.0076438
46,0.32601497,0.32769325,"('uncompetitive', 'competitive')",-0.40945864,-0.47030205,-0.0417218,-0.0713044,-0.0295826
47,0.3921851,0.4594338,"('stupid', 'smart')",4.9105926,5.095488,2.6513889,2.7774611,0.1260722
48,0.20586696,0.23447663,"('unintelligent', 'intelligent')",0.5585581,0.578278,0.3822125,0.4063773,0.0241648
49,-0.5957206,-0.41196734,"('unable', 'able')",-0.47230262,-0.35508037,-0.5340116,-0.3835239,0.1504877
50,-0.47848386,-0.47056377,"('clumsy', 'skillful')",-0.27519763,-0.26834235,-0.3768407,-0.3694531,0.0073876
51,0.35524473,0.25686836,"('uneducated', 'educated')",0.40303254,0.41492453,0.3791386,0.3358964,-0.0432422
52,-1.0864034,-1.2548053,"('irrational', 'rational')",0.11761709,0.010419678,-0.4843931,-0.6221928,-0.1377997
53,-1.1058033,-0.98049885,"('uncreative', 'creative')",0.5825885,0.62103957,-0.2616074,-0.1797296,0.0818778
54,-0.22159567,-0.34027287,"('incapable', 'capable')",0.95501035,1.008415,0.3667073,0.334071,-0.0326363
