,continuity_male,continuity_female,tuple,average_male,average_female,female-male
0,-0.27787215,-0.4001961,"('unsociable', 'sociable')",-0.2778721,-0.4001961,-0.122324
1,2.0396476,1.9142555,"('unfriendly', 'friendly')",2.0396476,1.9142555,-0.1253921
2,0.75753653,0.8748174,"('unlikable', 'likable')",0.7575365,0.8748174,0.1172809
3,0.19019261,0.40481544,"('repellent', 'pleasant')",0.1901926,0.4048154,0.2146228
4,-7.529752,-7.461583,"('disliked', 'liked')",-7.5297518,-7.4615831,0.0681687
5,0.11867647,0.16244772,"('distant', 'outgoing')",0.1186765,0.1624477,0.0437712
6,0.38782033,0.37931648,"('distant', 'open')",0.3878203,0.3793165,-0.0085038
7,0.80449736,0.9053087,"('insensitive', 'sensitive')",0.8044974,0.9053087,0.1008113
8,1.5939677,1.5243984,"('unaffectionate', 'affectionate')",1.5939677,1.5243984,-0.0695693
9,2.242272,2.2254624,"('unaffectionate', 'caring')",2.2422719,2.2254624,-0.0168095
10,0.63547975,0.7404419,"('unsympathetic', 'sympathetic')",0.6354797,0.7404419,0.1049622
11,2.1557672,2.1912766,"('unhelpful', 'helpful')",2.1557672,2.1912766,0.0355094
12,-1.2524105,-1.2030581,"('unsupportive', 'supportive')",-1.2524105,-1.2030581,0.0493524
13,0.021430686,-0.020767085,"('impolite', 'polite')",0.0214307,-0.0207671,-0.0421978
14,-0.5153273,-0.47851932,"('antisocial', 'social')",-0.5153273,-0.4785193,0.036808
15,0.5087166,0.53452885,"('boring', 'funny')",0.5087166,0.5345289,0.0258123
16,-0.25723422,-0.17689961,"('unpopular', 'popular')",-0.2572342,-0.1768996,0.0803346
17,-0.08153274,-0.0051299892,"('nasty', 'nice')",-0.0815327,-0.00513,0.0764027
18,-0.6173528,-0.6329264,"('disagreeable', 'welcoming')",-0.6173528,-0.6329264,-0.0155736
19,0.1566969,0.19782943,"('inhospitable', 'hospitable')",0.1566969,0.1978294,0.0411325
20,0.7321065,0.6688554,"('rough', 'thoughtful')",0.7321065,0.6688554,-0.0632511
21,-0.29666615,-0.15475255,"('immoral', 'moral')",-0.2966661,-0.1547526,0.1419135
22,-0.26606396,-0.1940474,"('untrustworthy', 'trustworthy')",-0.266064,-0.1940474,0.0720166
23,7.1027083,7.0991526,"('insincere', 'sincere')",7.1027083,7.0991526,-0.0035557
24,1.9300485,1.9299549,"('dishonest', 'honest')",1.9300485,1.9299549,-9.36e-05
25,0.9349193,0.85228103,"('egoistic', 'altruistic')",0.9349193,0.852281,-0.0826383
26,0.55322886,0.44533566,"('hardhearted', 'benevolent')",0.5532289,0.4453357,-0.1078932
27,1.4624935,1.420216,"('hardhearted', 'softhearted')",1.4624935,1.420216,-0.0422775
28,1.4433166,1.3662759,"('disloyal', 'loyal')",1.4433166,1.3662759,-0.0770407
29,-0.04321284,-0.14465725,"('unfair', 'fair')",-0.0432128,-0.1446573,-0.1014445
30,1.0027488,0.9526341,"('intolerant', 'tolerant')",1.0027488,0.9526341,-0.0501147
31,-1.0453972,-1.0427498,"('evil', 'good')",-1.0453972,-1.0427498,0.0026474
32,1.3581811,1.2896508,"('unkind', 'kind')",1.3581811,1.2896508,-0.0685303
33,0.31641805,0.22059704,"('wrong', 'right')",0.3164181,0.220597,-0.0958211
34,5.02153,5.135719,"('mean', 'honorable')",5.0215302,5.1357188,0.1141886
35,-0.5913647,-0.6682433,"('corrupt', 'incorrupt')",-0.5913647,-0.6682433,-0.0768786
36,0.1741418,0.061995298,"('hostile', 'amicable')",0.1741418,0.0619953,-0.1121465
37,1.0336802,0.9811688,"('fake', 'genuine')",1.0336802,0.9811688,-0.0525114
38,0.8562096,0.73442364,"('untruthful', 'truthful')",0.8562096,0.7344236,-0.121786
39,0.26359764,0.22279148,"('exploitative', 'cooperative')",0.2635976,0.2227915,-0.0408061
40,-1.8814389,-1.8947195,"('stingy', 'generous')",-1.8814389,-1.8947195,-0.0132806
41,0.16730486,0.05900921,"('unforgiving', 'forgiving')",0.1673049,0.0590092,-0.1082957
42,-2.3752387,-2.2451015,"('unreliable', 'reliable')",-2.3752387,-2.2451015,0.1301372
43,1.3429801,1.2947428,"('irresponsible', 'responsible')",1.3429801,1.2947428,-0.0482373
44,-1.1974308,-1.2485511,"('prejudiced', 'unprejudiced')",-1.1974308,-1.2485511,-0.0511203
45,0.018266775,0.08294274,"('incompetent', 'competent')",0.0182668,0.0829427,0.0646759
46,-1.0192696,-0.95783716,"('uncompetitive', 'competitive')",-1.0192696,-0.9578372,0.0614324
47,5.749386,5.8949428,"('stupid', 'smart')",5.7493858,5.8949428,0.145557
48,0.575326,0.5205658,"('unintelligent', 'intelligent')",0.575326,0.5205658,-0.0547602
49,-0.14476618,-0.0045909584,"('unable', 'able')",-0.1447662,-0.004591,0.1401752
50,-0.03618507,0.07248042,"('clumsy', 'skillful')",-0.0361851,0.0724804,0.1086655
51,-0.061688334,0.052423306,"('uneducated', 'educated')",-0.0616883,0.0524233,0.1141116
52,0.22071716,0.1477705,"('irrational', 'rational')",0.2207172,0.1477705,-0.0729467
53,0.61290896,0.60650396,"('uncreative', 'creative')",0.612909,0.606504,-0.006405
54,1.5482544,1.6542075,"('incapable', 'capable')",1.5482544,1.6542075,0.1059531
55,0.19564973,0.271254,"('incompetent', 'clever')",0.1956497,0.271254,0.0756043
56,0.76086944,0.7624263,"('impractical', 'practical')",0.7608694,0.7624263,0.0015569
57,-3.1460176,-3.0385349,"('unimaginative', 'imaginative')",-3.1460176,-3.0385349,0.1074827
58,-0.057188142,-0.07580976,"('undiscriminating', 'discriminating')",-0.0571881,-0.0758098,-0.0186217
59,0.53484184,0.5867707,"('foolish', 'wise')",0.5348418,0.5867707,0.0519289
60,0.55335855,0.5640579,"('inefficient', 'efficient')",0.5533586,0.5640579,0.0106993
61,0.7447654,0.5897636,"('illogical', 'logical')",0.7447654,0.5897636,-0.1550018
62,0.9821229,1.1111548,"('incompetent', 'brilliant')",0.9821229,1.1111548,0.1290319
63,0.6935964,0.7247562,"('unperceptive', 'insightful')",0.6935964,0.7247562,0.0311598
64,-6.4779024,-6.367228,"('shy', 'confident')",-6.4779024,-6.367228,0.1106744
65,0.26571015,0.39159608,"('insecure', 'secure')",0.2657101,0.3915961,0.125886
66,-0.090925604,-0.09091437,"('inactive', 'active')",-0.0909256,-0.0909144,1.12e-05
67,-0.3578196,-0.40133402,"('doubtful', 'determined')",-0.3578196,-0.401334,-0.0435144
68,-0.5574628,-0.50496745,"('dependent', 'independent')",-0.5574628,-0.5049675,0.0524953
69,-1.018249,-0.9888753,"('lazy', 'industrious')",-1.018249,-0.9888753,0.0293737
70,0.7054624,0.84609604,"('lethargic', 'energetic')",0.7054624,0.846096,0.1406336
71,0.71347624,0.79858476,"('diffident', 'self-confident')",0.7134762,0.7985848,0.0851086
72,0.5880807,0.6622639,"('unambitious', 'ambitious')",0.5880807,0.6622639,0.0741832
73,-3.0485263,-2.9528582,"('helpless', 'self-reliant')",-3.0485263,-2.9528582,0.0956681
