,theology_male,theology_female,tuple,average_male,average_female,female-male
0,0.07281015,0.16340387,"('unsociable', 'sociable')",0.0728102,0.1634039,0.0905937
1,1.6082222,1.485119,"('unfriendly', 'friendly')",1.6082222,1.485119,-0.1231032
2,0.72725296,0.9118171,"('unlikable', 'likable')",0.727253,0.9118171,0.1845641
3,0.7378483,1.1200014,"('repellent', 'pleasant')",0.7378483,1.1200014,0.3821531
4,-7.386761,-7.223694,"('disliked', 'liked')",-7.3867612,-7.2236938,0.1630674
5,-0.031662717,-0.10940789,"('distant', 'outgoing')",-0.0316627,-0.1094079,-0.0777452
6,0.18159066,0.022997964,"('distant', 'open')",0.1815907,0.022998,-0.1585927
7,1.4192352,1.6642188,"('insensitive', 'sensitive')",1.4192352,1.6642188,0.2449836
8,1.0405418,0.84329563,"('unaffectionate', 'affectionate')",1.0405418,0.8432956,-0.1972462
9,1.7447681,1.6096731,"('unaffectionate', 'caring')",1.7447681,1.6096731,-0.135095
10,1.2449322,1.5858626,"('unsympathetic', 'sympathetic')",1.2449322,1.5858626,0.3409304
11,2.3752959,2.4621396,"('unhelpful', 'helpful')",2.3752959,2.4621396,0.0868437
12,-0.8853639,-0.70751077,"('unsupportive', 'supportive')",-0.8853639,-0.7075108,0.1778531
13,0.068564326,0.29107875,"('impolite', 'polite')",0.0685643,0.2910787,0.2225144
14,-0.09851712,0.1356222,"('antisocial', 'social')",-0.0985171,0.1356222,0.2341393
15,0.37881836,0.36609492,"('boring', 'funny')",0.3788184,0.3660949,-0.0127235
16,-0.692757,-0.57387733,"('unpopular', 'popular')",-0.692757,-0.5738773,0.1188797
17,-0.19912772,-0.11437397,"('nasty', 'nice')",-0.1991277,-0.114374,0.0847537
18,-0.27606454,-0.21146159,"('disagreeable', 'welcoming')",-0.2760645,-0.2114616,0.0646029
19,0.09715952,0.01246611,"('inhospitable', 'hospitable')",0.0971595,0.0124661,-0.0846934
20,0.93769777,0.83852637,"('rough', 'thoughtful')",0.9376978,0.8385264,-0.0991714
21,0.6987184,0.8884021,"('immoral', 'moral')",0.6987184,0.8884021,0.1896837
22,0.20412284,0.30025002,"('untrustworthy', 'trustworthy')",0.2041228,0.30025,0.0961272
23,7.3852468,7.3806157,"('insincere', 'sincere')",7.3852468,7.3806157,-0.0046311
24,2.347822,2.4195912,"('dishonest', 'honest')",2.347822,2.4195912,0.0717692
25,0.39273086,0.18737912,"('egoistic', 'altruistic')",0.3927309,0.1873791,-0.2053518
26,-0.12180126,-0.15324596,"('hardhearted', 'benevolent')",-0.1218013,-0.153246,-0.0314447
27,1.4414407,1.363966,"('hardhearted', 'softhearted')",1.4414407,1.363966,-0.0774747
28,1.107286,1.1886444,"('disloyal', 'loyal')",1.107286,1.1886444,0.0813584
29,0.13078694,-0.082863554,"('unfair', 'fair')",0.1307869,-0.0828636,-0.2136505
30,1.290702,1.2693688,"('intolerant', 'tolerant')",1.290702,1.2693688,-0.0213332
31,-1.3469801,-1.4396737,"('evil', 'good')",-1.3469801,-1.4396737,-0.0926936
32,1.3771492,1.3785493,"('unkind', 'kind')",1.3771492,1.3785493,0.0014001
33,-0.3443218,-0.4110513,"('wrong', 'right')",-0.3443218,-0.4110513,-0.0667295
34,4.5623794,4.6796026,"('mean', 'honorable')",4.5623794,4.6796026,0.1172232
35,-0.82487464,-1.1200352,"('corrupt', 'incorrupt')",-0.8248746,-1.1200352,-0.2951606
36,-0.87278324,-1.2000164,"('hostile', 'amicable')",-0.8727832,-1.2000164,-0.3272332
37,1.0707016,1.0633026,"('fake', 'genuine')",1.0707016,1.0633026,-0.007399
38,0.42574728,0.30850106,"('untruthful', 'truthful')",0.4257473,0.3085011,-0.1172462
39,0.05344715,0.14825198,"('exploitative', 'cooperative')",0.0534471,0.148252,0.0948049
40,-1.1335254,-1.0290275,"('stingy', 'generous')",-1.1335254,-1.0290275,0.1044979
41,0.032913685,-0.0075968616,"('unforgiving', 'forgiving')",0.0329137,-0.0075969,-0.0405106
42,-1.8022727,-1.4998492,"('unreliable', 'reliable')",-1.8022727,-1.4998492,0.3024235
43,1.7359052,1.7567677,"('irresponsible', 'responsible')",1.7359052,1.7567677,0.0208625
44,-1.5164479,-1.6130991,"('prejudiced', 'unprejudiced')",-1.5164479,-1.6130991,-0.0966512
45,0.47239023,0.7469488,"('incompetent', 'competent')",0.4723902,0.7469488,0.2745586
46,-0.5171262,-0.07583515,"('uncompetitive', 'competitive')",-0.5171262,-0.0758352,0.441291
47,5.771587,5.8587337,"('stupid', 'smart')",5.7715869,5.8587337,0.0871468
48,1.0577793,1.1095698,"('unintelligent', 'intelligent')",1.0577793,1.1095698,0.0517905
49,0.33406526,0.51898354,"('unable', 'able')",0.3340653,0.5189835,0.1849182
50,0.33592385,0.50277996,"('clumsy', 'skillful')",0.3359239,0.50278,0.1668561
51,0.6622336,0.9170897,"('uneducated', 'educated')",0.6622336,0.9170897,0.2548561
52,-0.3010013,-0.50016207,"('irrational', 'rational')",-0.3010013,-0.5001621,-0.1991608
53,0.61837435,0.6374103,"('uncreative', 'creative')",0.6183743,0.6374103,0.019036
54,1.325335,1.4706821,"('incapable', 'capable')",1.325335,1.4706821,0.1453471
55,1.1488987,1.411602,"('incompetent', 'clever')",1.1488987,1.411602,0.2627033
56,0.90652895,1.1001031,"('impractical', 'practical')",0.9065289,1.1001031,0.1935742
57,-2.5290897,-2.1816843,"('unimaginative', 'imaginative')",-2.5290897,-2.1816843,0.3474054
58,-0.0077940915,-0.022998102,"('undiscriminating', 'discriminating')",-0.0077941,-0.0229981,-0.015204
59,0.3809091,0.31327224,"('foolish', 'wise')",0.3809091,0.3132722,-0.0676369
60,0.8384205,1.1199427,"('inefficient', 'efficient')",0.8384205,1.1199427,0.2815222
61,0.64600086,0.6064658,"('illogical', 'logical')",0.6460009,0.6064658,-0.0395351
62,1.778652,2.161807,"('incompetent', 'brilliant')",1.778652,2.1618071,0.3831551
63,1.3105754,1.5723363,"('unperceptive', 'insightful')",1.3105754,1.5723363,0.2617609
64,-5.8555875,-5.4436445,"('shy', 'confident')",-5.8555875,-5.4436445,0.411943
65,1.0982897,1.4067585,"('insecure', 'secure')",1.0982897,1.4067585,0.3084688
66,-0.10080882,-0.11669834,"('inactive', 'active')",-0.1008088,-0.1166983,-0.0158895
67,-0.87114483,-0.85769665,"('doubtful', 'determined')",-0.8711448,-0.8576967,0.0134481
68,-0.250337,-0.07472736,"('dependent', 'independent')",-0.250337,-0.0747274,0.1756096
69,-1.6087699,-1.7755038,"('lazy', 'industrious')",-1.6087699,-1.7755038,-0.1667339
70,1.3351483,1.7856239,"('lethargic', 'energetic')",1.3351483,1.7856239,0.4504756
71,0.43095517,0.60762346,"('diffident', 'self-confident')",0.4309552,0.6076235,0.1766683
72,0.98047405,1.1838989,"('unambitious', 'ambitious')",0.9804741,1.1838989,0.2034248
73,-2.8088632,-2.7315273,"('helpless', 'self-reliant')",-2.8088632,-2.7315273,0.0773359
74,0.08754153,0.21731314,"('undedicated', 'dedicated')",0.0875415,0.2173131,0.1297716
75,-0.73801005,-0.7669961,"('meek', 'impulsive')",-0.73801,-0.7669961,-0.0289861
76,1.0655215,1.1737528,"('anxious', 'daring')",1.0655215,1.1737528,0.1082313
