,curd_male,curd_female,tuple,average_male,average_female,female-male
0,-0.5042904,-0.8104052,"('unsociable', 'sociable')",-0.5042904,-0.8104052,-0.3061148
1,-0.73221946,-0.6187629,"('unfriendly', 'friendly')",-0.7322195,-0.6187629,0.1134566
2,0.10541505,0.16950291,"('unlikable', 'likable')",0.1054151,0.1695029,0.0640878
3,-0.7418964,-0.67835695,"('repellent', 'pleasant')",-0.7418964,-0.6783569,0.0635395
4,-3.5790734,-3.5266845,"('disliked', 'liked')",-3.5790734,-3.5266845,0.0523889
5,-0.73876286,-0.50215364,"('distant', 'outgoing')",-0.7387629,-0.5021536,0.2366093
6,-0.81619906,-0.52893215,"('distant', 'open')",-0.8161991,-0.5289322,0.2872669
7,0.22374089,0.12817279,"('insensitive', 'sensitive')",0.2237409,0.1281728,-0.0955681
8,-1.2111247,-1.1654147,"('unaffectionate', 'affectionate')",-1.2111247,-1.1654147,0.04571
9,-0.6162668,-0.5366673,"('unaffectionate', 'caring')",-0.6162668,-0.5366673,0.0795995
10,-0.64403087,-0.8033319,"('unsympathetic', 'sympathetic')",-0.6440309,-0.8033319,-0.159301
11,1.2829475,1.3043284,"('unhelpful', 'helpful')",1.2829475,1.3043284,0.0213809
12,-1.9899101,-2.003035,"('unsupportive', 'supportive')",-1.9899101,-2.0030351,-0.013125
13,-0.09019335,-0.33646706,"('impolite', 'polite')",-0.0901934,-0.3364671,-0.2462737
14,-0.44726607,-0.76288617,"('antisocial', 'social')",-0.4472661,-0.7628862,-0.3156201
15,0.7131232,0.649215,"('boring', 'funny')",0.7131232,0.649215,-0.0639082
16,-0.45221013,-0.433328,"('unpopular', 'popular')",-0.4522101,-0.433328,0.0188821
17,-0.63939506,-0.60634893,"('nasty', 'nice')",-0.6393951,-0.6063489,0.0330462
18,-0.92473245,-0.9935441,"('disagreeable', 'welcoming')",-0.9247324,-0.9935441,-0.0688117
19,-0.14987692,-0.03747303,"('inhospitable', 'hospitable')",-0.1498769,-0.037473,0.1124039
20,-0.028988972,-0.086032495,"('rough', 'thoughtful')",-0.028989,-0.0860325,-0.0570435
21,-0.38149625,-0.5449027,"('immoral', 'moral')",-0.3814963,-0.5449027,-0.1634064
22,0.09278511,-0.040687315,"('untrustworthy', 'trustworthy')",0.0927851,-0.0406873,-0.1334724
23,3.4097059,3.2358499,"('insincere', 'sincere')",3.4097059,3.2358499,-0.173856
24,0.289041,0.22218728,"('dishonest', 'honest')",0.289041,0.2221873,-0.0668537
25,-0.47451058,-0.43567964,"('egoistic', 'altruistic')",-0.4745106,-0.4356796,0.038831
26,0.17644332,0.1366622,"('hardhearted', 'benevolent')",0.1764433,0.1366622,-0.0397811
27,0.5391089,0.5851507,"('hardhearted', 'softhearted')",0.5391089,0.5851507,0.0460418
28,0.18637073,0.08809114,"('disloyal', 'loyal')",0.1863707,0.0880911,-0.0982796
29,0.31036124,0.26873758,"('unfair', 'fair')",0.3103612,0.2687376,-0.0416236
30,0.080692545,-0.15325394,"('intolerant', 'tolerant')",0.0806925,-0.1532539,-0.2339464
31,-1.5687344,-1.4597653,"('evil', 'good')",-1.5687344,-1.4597653,0.1089691
