,applied_male,applied_female,tuple,materials_male,materials_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.85675824,-0.88330835,"('unsociable', 'sociable')",0.3870345,0.34407339,-0.64202523,-0.67066646,-0.370583,-0.4033005,-0.0327175
1,-0.71402955,-0.77823573,"('unfriendly', 'friendly')",0.3947973,0.23687994,2.0290308,1.9677963,0.5699329,0.4754802,-0.0944527
2,0.17808782,0.19740114,"('unlikable', 'likable')",0.44202057,0.4416331,0.32351977,0.35236886,0.3145427,0.3304677,0.015925
3,-0.76328593,-0.7122451,"('repellent', 'pleasant')",0.011493489,0.12890421,0.100612454,0.17666902,-0.21706,-0.1355573,0.0815027
4,-0.05050301,-0.14016485,"('disliked', 'liked')",-0.6375731,-0.7224889,-6.358617,-6.5106673,-2.3488976,-2.4577737,-0.1088761
5,-0.82363856,-0.8100418,"('distant', 'outgoing')",-1.1514456,-1.1837832,0.017186899,-0.1060397,-0.6526324,-0.6999549,-0.0473225
6,-0.8871865,-0.8643398,"('distant', 'open')",-1.3729625,-1.3761399,0.6000521,0.4769493,-0.5533656,-0.5878435,-0.0344779
7,0.43880588,0.41588467,"('insensitive', 'sensitive')",0.1028028,0.10420213,0.46178934,0.55894727,0.334466,0.359678,0.025212
8,-0.40344948,-0.44969517,"('unaffectionate', 'affectionate')",-0.44238552,-0.48983794,1.2737788,1.1758533,0.1426479,0.0787734,-0.0638745
9,0.023245756,-0.0072041526,"('unaffectionate', 'caring')",-0.19286352,-0.24743721,1.2781317,1.2615672,0.3695047,0.3356419,-0.0338628
10,-0.6963959,-0.7332251,"('unsympathetic', 'sympathetic')",0.24689773,0.22300145,-0.5576778,-0.44739732,-0.3357253,-0.319207,0.0165183
11,0.22935335,0.28335142,"('unhelpful', 'helpful')",0.2660266,0.26433888,1.4513015,1.574106,0.6488938,0.7072654,0.0583716
12,0.5519783,0.65933305,"('unsupportive', 'supportive')",0.5665595,0.64094555,-1.8898299,-1.8610821,-0.2570974,-0.1869345,0.0701629
13,-0.52504516,-0.44770262,"('impolite', 'polite')",0.4772184,0.55875325,-0.82937336,-0.7779601,-0.2924,-0.2223032,0.0700968
14,-0.20377505,-0.19206484,"('antisocial', 'social')",1.2768124,1.2692026,-0.70709133,-0.70135516,0.121982,0.1252608,0.0032788
15,0.6893424,0.5795548,"('boring', 'funny')",-0.38466236,-0.46689454,0.53284043,0.421427,0.2791735,0.1780291,-0.1011444
16,-1.1636013,-1.2265676,"('unpopular', 'popular')",-0.980118,-1.035102,0.39590004,0.35305887,-0.5826064,-0.6362036,-0.0535972
17,0.15346813,0.16821444,"('nasty', 'nice')",-0.2591956,-0.17385685,-0.21679088,-0.20978248,-0.1075061,-0.0718083,0.0356978
18,-0.7227177,-0.75580436,"('disagreeable', 'welcoming')",-0.42911452,-0.41111472,-0.2928622,-0.364583,-0.4815648,-0.5105007,-0.0289359
19,-1.5202146,-1.477733,"('inhospitable', 'hospitable')",-1.6616334,-1.669723,0.0721343,0.08653063,-1.0365713,-1.0203085,0.0162628
20,0.5585184,0.5118656,"('rough', 'thoughtful')",0.41246307,0.41931033,1.1145382,1.0817859,0.6951733,0.6709873,-0.024186
21,-0.31235003,-0.3375074,"('immoral', 'moral')",0.9185857,0.9101603,-0.9647228,-0.8370721,-0.1194957,-0.0881397,0.031356
22,-1.4104574,-1.3722763,"('untrustworthy', 'trustworthy')",-0.28917697,-0.28131005,-1.0267017,-1.019352,-0.9087787,-0.8909794,0.0177993
23,-0.14322959,-0.14077452,"('insincere', 'sincere')",0.75425327,0.73742473,5.58477,5.633952,2.0652647,2.0768674,0.0116027
