,sprag_male,sprag_female,tuple,average_male,average_female,female-male
0,-0.80969596,-0.87097365,"('unsociable', 'sociable')",-0.809696,-0.8709736,-0.0612776
1,0.011864729,-0.336056,"('unfriendly', 'friendly')",0.0118647,-0.336056,-0.3479207
2,-0.7655235,-0.7850039,"('unlikable', 'likable')",-0.7655235,-0.7850039,-0.0194804
3,-1.0837585,-1.0491401,"('repellent', 'pleasant')",-1.0837585,-1.0491401,0.0346184
4,-3.2748027,-3.389549,"('disliked', 'liked')",-3.2748027,-3.389549,-0.1147463
5,-0.31742126,-0.417314,"('distant', 'outgoing')",-0.3174213,-0.417314,-0.0998927
6,-0.076771885,-0.2372316,"('distant', 'open')",-0.0767719,-0.2372316,-0.1604597
7,-0.1634468,-0.12663196,"('insensitive', 'sensitive')",-0.1634468,-0.126632,0.0368148
8,0.61510724,0.30622885,"('unaffectionate', 'affectionate')",0.6151072,0.3062288,-0.3088784
9,0.5011888,0.35335487,"('unaffectionate', 'caring')",0.5011888,0.3533549,-0.1478339
10,-1.1282332,-1.0254791,"('unsympathetic', 'sympathetic')",-1.1282332,-1.0254791,0.1027541
11,-0.3595237,-0.23644403,"('unhelpful', 'helpful')",-0.3595237,-0.236444,0.1230797
12,-1.9973605,-1.9012649,"('unsupportive', 'supportive')",-1.9973605,-1.9012649,0.0960956
13,-1.2098445,-1.0811265,"('impolite', 'polite')",-1.2098445,-1.0811265,0.128718
14,-0.29573825,-0.337161,"('antisocial', 'social')",-0.2957383,-0.337161,-0.0414227
15,0.38520777,0.30205718,"('boring', 'funny')",0.3852078,0.3020572,-0.0831506
16,-0.38108748,-0.43807995,"('unpopular', 'popular')",-0.3810875,-0.43808,-0.0569925
17,-0.74445057,-0.6995538,"('nasty', 'nice')",-0.7444506,-0.6995538,0.0448968
18,-0.8949935,-0.90180314,"('disagreeable', 'welcoming')",-0.8949935,-0.9018031,-0.0068096
19,-0.6686604,-0.6346014,"('inhospitable', 'hospitable')",-0.6686604,-0.6346014,0.034059
20,-0.0775916,-0.17993204,"('rough', 'thoughtful')",-0.0775916,-0.179932,-0.1023404
21,-1.7783213,-1.526994,"('immoral', 'moral')",-1.7783213,-1.526994,0.2513273
22,-0.77864605,-0.760197,"('untrustworthy', 'trustworthy')",-0.7786461,-0.760197,0.0184491
23,2.2638748,2.2129817,"('insincere', 'sincere')",2.2638748,2.2129817,-0.0508931
24,-0.48774764,-0.5087577,"('dishonest', 'honest')",-0.4877476,-0.5087577,-0.0210101
25,0.85593075,0.7155413,"('egoistic', 'altruistic')",0.8559307,0.7155413,-0.1403894
26,1.2932427,0.9002591,"('hardhearted', 'benevolent')",1.2932427,0.9002591,-0.3929836
27,0.64533556,0.4582014,"('hardhearted', 'softhearted')",0.6453356,0.4582014,-0.1871342
28,0.3089127,0.11760548,"('disloyal', 'loyal')",0.3089127,0.1176055,-0.1913072
