,legg_male,legg_female,tuple,mason_male,mason_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.2917645,-1.6535733,"('unsociable', 'sociable')",1.1458517,0.76946557,-0.31882524,-0.52314025,-0.1549127,-0.4690827,-0.31417
1,-1.1836437,-1.4210439,"('unfriendly', 'friendly')",0.08519956,-0.24197493,1.7676966,1.65625,0.2230842,-0.0022563,-0.2253405
2,-0.18345799,-0.1731124,"('unlikable', 'likable')",0.8394257,0.85370594,0.1405642,0.2048767,0.2655106,0.2951568,0.0296462
3,-1.0419658,-0.9396981,"('repellent', 'pleasant')",-0.04598866,0.12939592,0.11855869,0.18215153,-0.3231319,-0.2093836,0.1137483
4,1.3733202,0.9822227,"('disliked', 'liked')",-0.91611314,-0.97443026,-6.378767,-6.5176044,-1.9738533,-2.1699373,-0.196084
5,0.54064196,0.44394356,"('distant', 'outgoing')",-0.8381955,-0.74037427,0.13227704,0.112356625,-0.0550922,-0.061358,-0.0062658
6,0.4506069,0.46898568,"('distant', 'open')",-0.84963965,-0.70530546,0.4650821,0.48718116,0.0220165,0.0836205,0.061604
7,-0.48321778,-0.47953606,"('insensitive', 'sensitive')",1.3963412,1.2402859,1.0647018,1.0004444,0.6592751,0.5870647,-0.0722104
8,-0.66264564,-0.61962104,"('unaffectionate', 'affectionate')",-0.21454771,-0.17706697,1.3363028,1.3349055,0.1530365,0.1794058,0.0263693
9,-0.8049308,-0.8942256,"('unaffectionate', 'caring')",0.88568866,0.8041064,1.5091712,1.4559503,0.5299764,0.455277,-0.0746994
10,-1.330894,-1.4571737,"('unsympathetic', 'sympathetic')",1.1315069,0.8823629,0.16088277,0.023078796,-0.0128348,-0.1839107,-0.1710759
11,-1.2230475,-1.260642,"('unhelpful', 'helpful')",0.41024813,0.5281339,1.815934,1.8549486,0.3343782,0.3741469,0.0397687
12,-0.31464094,-0.32070792,"('unsupportive', 'supportive')",1.4037288,1.362823,-1.5347521,-1.441293,-0.1485547,-0.1330593,0.0154954
13,-1.4667145,-1.3300067,"('impolite', 'polite')",0.060192388,-0.14983998,-0.6745466,-0.616793,-0.6936896,-0.6988799,-0.0051903
14,-0.37374622,-0.4933061,"('antisocial', 'social')",1.0811869,0.84064573,-0.46514672,-0.558092,0.0807647,-0.0702508,-0.1510155
15,0.12462033,0.09075458,"('boring', 'funny')",-0.16811487,-0.44824156,0.4908205,0.38129625,0.1491086,0.0079364,-0.1411722
16,-0.40956527,-0.5059334,"('unpopular', 'popular')",-1.2737668,-1.2862124,-0.1803641,-0.098975725,-0.621232,-0.6303739,-0.0091419
17,-0.1190198,-0.16302827,"('nasty', 'nice')",0.3669467,0.4088647,-0.35221002,-0.3931585,-0.034761,-0.0491074,-0.0143464
18,-0.96914077,-0.65626657,"('disagreeable', 'welcoming')",-0.8939245,-0.66915935,-0.95332533,-0.7863447,-0.9387968,-0.7039235,0.2348733
19,0.897419,0.9708717,"('inhospitable', 'hospitable')",-0.75257826,-0.5300913,0.021635832,0.1704207,0.0554922,0.2037337,0.1482415
20,-0.24860269,-0.2771989,"('rough', 'thoughtful')",0.6921576,0.7423971,0.95883745,0.9497785,0.4674641,0.4716589,0.0041948
21,-0.9448247,-0.795618,"('immoral', 'moral')",0.11270603,-0.017433228,-1.2836231,-1.1314298,-0.7052472,-0.6481603,0.0570869
22,0.23851146,0.06343825,"('untrustworthy', 'trustworthy')",-0.27328873,-0.27552146,-0.71299756,-0.8970403,-0.2492583,-0.3697078,-0.1204495
23,-1.6739763,-1.7946798,"('insincere', 'sincere')",1.4802006,1.3736012,5.571587,5.5481086,1.7926038,1.70901,-0.0835938
24,-0.26844752,-0.20841499,"('dishonest', 'honest')",0.660254,0.7722364,0.7524222,0.6427442,0.3814096,0.4021885,0.0207789
25,0.07097481,0.078950286,"('egoistic', 'altruistic')",0.47169343,0.581121,1.2192967,1.3000004,0.5873216,0.6533573,0.0660357
26,0.0033304766,-0.100663684,"('hardhearted', 'benevolent')",1.0456145,0.7082662,2.1322203,2.0108523,1.0603884,0.8728183,-0.1875701
27,-1.1205887,-0.8012995,"('hardhearted', 'softhearted')",-0.10221606,0.121008635,1.4343451,1.4005244,0.0705135,0.2400778,0.1695643
28,-0.55695707,-0.9210809,"('disloyal', 'loyal')",1.0425291,0.86428535,1.2179307,0.9230512,0.5678342,0.2887519,-0.2790823
29,0.07238118,0.069767855,"('unfair', 'fair')",-0.06472952,-0.13301569,-0.32024574,-0.4272101,-0.104198,-0.163486,-0.059288
30,-0.34494722,-0.29667988,"('intolerant', 'tolerant')",0.3496813,0.37976992,0.7041036,0.80056524,0.2362792,0.2945518,0.0582726
31,0.5311682,0.45300403,"('evil', 'good')",-0.76101756,-0.7389994,-0.8898513,-0.93186027,-0.3732336,-0.4059519,-0.0327183
32,-0.99242246,-1.048717,"('unkind', 'kind')",0.7000725,0.43263876,0.85281426,0.7335321,0.1868214,0.0391513,-0.1476701
33,0.5371312,0.5547698,"('wrong', 'right')",0.16636671,0.18185927,-0.4522864,-0.4222051,0.0837372,0.104808,0.0210708
34,-1.0581921,-0.9797554,"('mean', 'honorable')",0.21698032,0.3172617,5.4442616,5.685059,1.5343499,1.6741885,0.1398386
35,1.5320417,1.2686193,"('corrupt', 'incorrupt')",-0.22403364,-0.26217556,0.059632007,-0.26100066,0.45588,0.248481,-0.207399
36,1.0205271,0.55064994,"('hostile', 'amicable')",-0.054697234,-0.44008788,0.3225706,0.028251588,0.4294668,0.0462712,-0.3831956
37,-0.17507532,-0.1182538,"('fake', 'genuine')",-0.056590192,-0.033463664,0.6101036,0.6388901,0.126146,0.1623909,0.0362449
38,-0.46289232,-0.6494415,"('untruthful', 'truthful')",0.53421926,0.55587476,-0.13230787,-0.12234922,-0.020327,-0.071972,-0.051645
39,-0.22196315,-0.077301085,"('exploitative', 'cooperative')",0.10932085,0.3342303,-0.0414277,0.03797798,-0.0513567,0.0983024,0.1496591
40,-0.30614594,-0.42852345,"('stingy', 'generous')",0.43632197,0.3567893,-1.7159572,-1.6632046,-0.5285937,-0.5783129,-0.0497192
41,-0.2677919,-0.6442438,"('unforgiving', 'forgiving')",1.0591859,0.91244984,-0.022469483,-0.1315525,0.2563082,0.0455512,-0.210757
42,0.8793503,0.9079437,"('unreliable', 'reliable')",0.3519998,0.28198317,-2.9255457,-2.8024778,-0.5647319,-0.537517,0.0272149
43,-0.9296976,-0.87438744,"('irresponsible', 'responsible')",1.3938464,1.370637,0.76122093,0.7936474,0.4084566,0.4299657,0.0215091
44,0.3737298,0.37500563,"('prejudiced', 'unprejudiced')",-1.1245089,-0.92922086,-1.8301791,-1.7637157,-0.8603194,-0.7726436,0.0876758
45,0.64811456,0.05633251,"('incompetent', 'competent')",1.5920708,1.1952839,0.41577888,0.13610283,0.8853214,0.4625731,-0.4227483
46,-0.5353733,-0.7149195,"('uncompetitive', 'competitive')",-0.30588278,-0.27061486,-0.521125,-0.57813627,-0.454127,-0.5212235,-0.0670965
47,-0.28017393,-0.20270708,"('stupid', 'smart')",0.8017628,0.76984394,4.941319,5.011017,1.8209693,1.8593845,0.0384152
48,-2.2411308,-2.1812453,"('unintelligent', 'intelligent')",0.13014798,0.123091355,-0.13204066,-0.021556228,-0.7476745,-0.6932367,0.0544378
49,-0.9488067,-0.93167216,"('unable', 'able')",-0.9624635,-0.8908858,-0.43270206,-0.31111348,-0.7813241,-0.7112238,0.0701003
50,0.5493245,0.57417226,"('clumsy', 'skillful')",0.48383674,0.33530813,0.4406563,0.4518314,0.4912725,0.4537706,-0.0375019
51,-0.42123318,-0.41615903,"('uneducated', 'educated')",-0.064220004,-0.003874939,-0.099460945,0.07567942,-0.1949714,-0.1147848,0.0801866
52,-0.68014574,-0.70428646,"('irrational', 'rational')",-0.6248536,-0.5597552,0.20171282,0.2524876,-0.3677622,-0.3371847,0.0305775
53,-0.74472547,-0.8194534,"('uncreative', 'creative')",0.40921736,0.23919098,1.0143218,0.9154912,0.2262712,0.1117429,-0.1145283
54,-0.83927816,-0.9127167,"('incapable', 'capable')",0.11486322,0.15111814,0.95821774,1.067558,0.0779343,0.1019865,0.0240522
55,-0.52161366,-0.5060848,"('incompetent', 'clever')",1.1411244,1.032031,-0.3160865,-0.28026235,0.1011414,0.0818946,-0.0192468
56,-0.10305233,-0.20191886,"('impractical', 'practical')",1.8548162,1.5992419,-0.47978878,-0.49263823,0.4239917,0.3015616,-0.1224301
57,-0.2229814,-0.76953495,"('unimaginative', 'imaginative')",0.6807917,0.24176441,-1.8846462,-2.1628835,-0.475612,-0.8968847,-0.4212727
58,0.6118921,0.33810812,"('undiscriminating', 'discriminating')",1.2238771,0.93473727,0.6263754,0.5026485,0.8207149,0.5918313,-0.2288836
59,0.9120256,0.96996653,"('foolish', 'wise')",0.27537936,0.3648355,0.33121476,0.42809835,0.5062066,0.5876335,0.0814269
60,-1.7644899,-1.5685399,"('inefficient', 'efficient')",1.2726614,1.1298937,-0.728429,-0.50085783,-0.4067525,-0.313168,0.0935845
61,-0.6450219,-0.8184198,"('illogical', 'logical')",0.56994283,0.53326416,0.30775124,0.14339757,0.0775574,-0.0472527,-0.1248101
62,-1.0363609,-0.9777694,"('incompetent', 'brilliant')",-0.3053697,-0.0029654652,-0.2038486,0.06416755,-0.5151931,-0.3055224,0.2096707
