,transdigm_male,transdigm_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.5318842,-1.6069257,"('unsociable', 'sociable')",0.94573414,0.6270689,-0.6204782,-0.74872375,-0.4022094,-0.5761935,-0.1739841
1,-2.206318,-2.2515905,"('unfriendly', 'friendly')",-0.8025829,-0.9110991,1.6330651,1.5336001,-0.4586119,-0.5430299,-0.084418
2,0.23062488,0.21186003,"('unlikable', 'likable')",1.4072285,1.446118,0.97046876,1.138322,0.8694407,0.9321,0.0626593
3,-0.20787457,-0.0805108,"('repellent', 'pleasant')",1.0067382,1.0408254,0.22162843,0.28643546,0.340164,0.4155833,0.0754193
4,-0.5666777,-0.6876963,"('disliked', 'liked')",-0.5705121,-0.56340945,-6.2824388,-6.2325997,-2.4732095,-2.4945685,-0.021359
5,-1.0670263,-0.95873564,"('distant', 'outgoing')",-2.6570215,-2.396605,-0.30475548,-0.17856064,-1.3429344,-1.1779672,0.1649672
6,-1.3263196,-1.2107784,"('distant', 'open')",-3.060698,-2.7763028,0.11457871,0.18958741,-1.4241463,-1.2658312,0.1583151
7,-0.5790179,-0.46782863,"('insensitive', 'sensitive')",-0.057082817,-0.05613845,0.09264246,0.12319324,-0.1811527,-0.1335913,0.0475614
8,-2.0480664,-2.2194405,"('unaffectionate', 'affectionate')",-0.566056,-0.56545115,0.6512447,0.60426366,-0.6542926,-0.7268759,-0.0725833
9,-2.115628,-2.2370822,"('unaffectionate', 'caring')",-0.8648131,-0.9533918,0.98515785,0.95569247,-0.6650944,-0.7449272,-0.0798328
10,-1.26847,-1.1713563,"('unsympathetic', 'sympathetic')",0.09959061,-0.03047036,-0.54622585,-0.55498433,-0.5717018,-0.5856037,-0.0139019
11,-0.26779157,-0.3246153,"('unhelpful', 'helpful')",0.29794765,0.18887894,2.055928,2.0253036,0.6953614,0.6298558,-0.0655056
12,-0.94277865,-0.831379,"('unsupportive', 'supportive')",0.07460033,0.161583,-2.1878276,-2.0509048,-1.0186687,-0.9069002,0.1117685
13,-0.57717085,-0.540873,"('impolite', 'polite')",0.044820428,-0.112155214,-0.5646513,-0.5391372,-0.3656673,-0.3973885,-0.0317212
14,0.31006518,0.303635,"('antisocial', 'social')",2.1289256,2.0259085,-0.3523676,-0.4611014,0.6955411,0.6228141,-0.072727
15,0.22156538,0.090677895,"('boring', 'funny')",-0.55698955,-0.5878146,0.92728484,0.8454846,0.1972869,0.116116,-0.0811709
16,-0.14485589,-0.19696817,"('unpopular', 'popular')",-0.17689893,-0.14269023,0.809398,0.769377,0.1625477,0.1432395,-0.0193082
17,-0.08954791,-0.043134652,"('nasty', 'nice')",-0.8076458,-0.7197902,-0.13452777,-0.1809597,-0.3439072,-0.3146282,0.029279
