,cemetery_male,cemetery_female,tuple,average_male,average_female,female-male
0,0.64530945,0.64229804,"('unsociable', 'sociable')",0.6453094,0.642298,-0.0030114
1,1.5729414,1.4158486,"('unfriendly', 'friendly')",1.5729414,1.4158486,-0.1570928
2,0.2337974,0.41722277,"('unlikable', 'likable')",0.2337974,0.4172228,0.1834254
3,0.22615547,0.42757732,"('repellent', 'pleasant')",0.2261555,0.4275773,0.2014218
4,-5.542637,-5.8615136,"('disliked', 'liked')",-5.5426369,-5.8615136,-0.3188767
5,-1.2318705,-1.3692825,"('distant', 'outgoing')",-1.2318705,-1.3692825,-0.137412
6,-0.3963511,-0.64675915,"('distant', 'open')",-0.3963511,-0.6467592,-0.2504081
7,1.7391407,1.9679363,"('insensitive', 'sensitive')",1.7391407,1.9679363,0.2287956
8,1.0016454,0.77213454,"('unaffectionate', 'affectionate')",1.0016454,0.7721345,-0.2295109
9,1.5805123,1.4989825,"('unaffectionate', 'caring')",1.5805123,1.4989825,-0.0815298
10,0.56695414,0.72875315,"('unsympathetic', 'sympathetic')",0.5669541,0.7287531,0.161799
11,1.0137717,1.1944057,"('unhelpful', 'helpful')",1.0137717,1.1944057,0.180634
12,-0.99791056,-0.9035385,"('unsupportive', 'supportive')",-0.9979106,-0.9035385,0.0943721
13,-0.17009324,0.07922877,"('impolite', 'polite')",-0.1700932,0.0792288,0.249322
14,0.50772315,0.757235,"('antisocial', 'social')",0.5077232,0.757235,0.2495118
15,0.37348688,0.17074063,"('boring', 'funny')",0.3734869,0.1707406,-0.2027463
16,0.09729491,-0.063705325,"('unpopular', 'popular')",0.0972949,-0.0637053,-0.1610002
17,-0.41556376,-0.46967632,"('nasty', 'nice')",-0.4155638,-0.4696763,-0.0541125
18,-0.33228433,-0.22232428,"('disagreeable', 'welcoming')",-0.3322843,-0.2223243,0.10996
19,-0.3960311,-0.5854873,"('inhospitable', 'hospitable')",-0.3960311,-0.5854873,-0.1894562
20,0.84406716,0.87559783,"('rough', 'thoughtful')",0.8440672,0.8755978,0.0315306
21,-0.27380896,0.12881356,"('immoral', 'moral')",-0.273809,0.1288136,0.4026226
22,0.26669824,0.35774174,"('untrustworthy', 'trustworthy')",0.2666982,0.3577417,0.0910435
23,5.138124,5.411511,"('insincere', 'sincere')",5.138124,5.4115109,0.2733869
24,1.3982782,1.5493838,"('dishonest', 'honest')",1.3982782,1.5493838,0.1511056
25,0.94763184,0.84990513,"('egoistic', 'altruistic')",0.9476318,0.8499051,-0.0977267
26,2.9830463,2.8161628,"('hardhearted', 'benevolent')",2.9830463,2.8161628,-0.1668835
27,1.1607976,1.0236026,"('hardhearted', 'softhearted')",1.1607976,1.0236026,-0.137195
28,1.4973236,1.4069058,"('disloyal', 'loyal')",1.4973236,1.4069058,-0.0904178
29,-0.5506358,-0.6880237,"('unfair', 'fair')",-0.5506358,-0.6880237,-0.1373879
30,0.60304224,0.85523903,"('intolerant', 'tolerant')",0.6030422,0.855239,0.2521968
31,-1.1756912,-1.3680762,"('evil', 'good')",-1.1756912,-1.3680762,-0.192385
32,1.2598232,1.2729319,"('unkind', 'kind')",1.2598232,1.2729319,0.0131087
33,0.12572241,-0.05772277,"('wrong', 'right')",0.1257224,-0.0577228,-0.1834452
34,4.2497063,4.524258,"('mean', 'honorable')",4.2497063,4.5242581,0.2745518
35,-0.28429005,-0.80446917,"('corrupt', 'incorrupt')",-0.28429,-0.8044692,-0.5201792
36,-0.2532093,-0.7006855,"('hostile', 'amicable')",-0.2532093,-0.7006855,-0.4474762
37,0.36996496,0.45256466,"('fake', 'genuine')",0.369965,0.4525647,0.0825997
38,0.27479273,0.27971834,"('untruthful', 'truthful')",0.2747927,0.2797183,0.0049256
