,teco_male,teco_female,tuple,energy_male,energy_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.8416392,-1.9560931,"('unsociable', 'sociable')",0.15481552,-0.0041018203,-0.8726512,-1.0558126,-0.8531583,-1.0053358,-0.1521775
1,-0.87968266,-1.0958142,"('unfriendly', 'friendly')",0.74483335,0.4711723,2.0042114,1.8692614,0.6231207,0.4148732,-0.2082475
2,0.78948724,0.8704409,"('unlikable', 'likable')",1.2907431,1.2641351,0.587272,0.69914657,0.8891674,0.9445742,0.0554068
3,-0.21801585,-0.17972627,"('repellent', 'pleasant')",0.08295867,0.13142256,0.342164,0.33071288,0.0690356,0.0941364,0.0251008
4,0.580239,0.51006734,"('disliked', 'liked')",0.49177516,0.31123,-6.140451,-6.2222953,-1.6894789,-1.8003327,-0.1108538
5,-0.61689883,-0.71042496,"('distant', 'outgoing')",-0.03102059,-0.104813695,-0.068954326,-0.042462878,-0.2389579,-0.2859005,-0.0469426
6,-1.127343,-1.222838,"('distant', 'open')",-0.60315,-0.73511976,0.3666866,0.40563005,-0.4546022,-0.5174425,-0.0628403
7,-0.52792877,-0.50920606,"('insensitive', 'sensitive')",0.9776193,0.9851457,0.8381491,0.76453584,0.4292799,0.4134918,-0.0157881
8,-1.100931,-1.1916955,"('unaffectionate', 'affectionate')",-0.66516125,-0.8219524,0.95144254,0.8855804,-0.2715499,-0.3760225,-0.1044726
9,-0.8221752,-0.9275631,"('unaffectionate', 'caring')",0.45975506,0.32421392,1.1893885,1.1124339,0.2756561,0.1696949,-0.1059612
10,-1.5078115,-1.5389014,"('unsympathetic', 'sympathetic')",-0.36218548,-0.41166887,-0.70087355,-0.78760135,-0.8569569,-0.9127239,-0.055767
11,-0.6210994,-0.49032182,"('unhelpful', 'helpful')",0.45596874,0.5773315,1.369613,1.4667864,0.4014941,0.517932,0.1164379
12,-0.0639479,-0.059241153,"('unsupportive', 'supportive')",0.8824199,0.8628151,-1.7285241,-1.7852011,-0.3033507,-0.3272091,-0.0238584
13,-0.74746263,-0.7411323,"('impolite', 'polite')",0.043062776,0.12237546,-0.6577544,-0.68146104,-0.4540514,-0.433406,0.0206454
14,-0.98011214,-0.8807712,"('antisocial', 'social')",0.9496089,0.9843425,-0.6362962,-0.75173557,-0.2222665,-0.2160548,0.0062117
15,0.26668328,0.18065156,"('boring', 'funny')",-0.11752586,-0.20577115,0.5675264,0.57089293,0.2388946,0.1819244,-0.0569702
16,-0.19200891,-0.20413761,"('unpopular', 'popular')",-0.4977685,-0.58397084,0.2887885,0.3252924,-0.133663,-0.154272,-0.020609
17,-0.5492014,-0.46269885,"('nasty', 'nice')",-1.1014146,-0.98885936,-0.49511057,-0.40866247,-0.7152421,-0.6200736,0.0951685
18,-0.6782294,-0.6597536,"('disagreeable', 'welcoming')",-0.92179203,-0.9937676,-0.44079268,-0.4421113,-0.6802713,-0.6985442,-0.0182729
19,-1.0530517,-1.0752451,"('inhospitable', 'hospitable')",-0.98900396,-1.0707724,0.14340127,0.22405869,-0.6328848,-0.640653,-0.0077682
20,-1.1209618,-1.0487256,"('rough', 'thoughtful')",-0.13288423,-0.057968326,0.82713276,0.7598158,-0.1422378,-0.1156261,0.0266117
21,-0.29058993,-0.26575395,"('immoral', 'moral')",1.4590749,1.4213374,-0.76745826,-0.7766225,0.1336756,0.1263203,-0.0073553
22,-0.2368898,-0.20401475,"('untrustworthy', 'trustworthy')",-0.5337002,-0.66356456,-0.8612691,-0.91322625,-0.543953,-0.5936019,-0.0496489
23,-1.3372566,-1.372146,"('insincere', 'sincere')",0.33975697,0.29050958,5.5221043,5.4493423,1.5082016,1.4559019,-0.0522997
24,0.050319772,0.05095067,"('dishonest', 'honest')",0.7113043,0.6830426,0.6705929,0.62008935,0.4774057,0.4513609,-0.0260448
25,-0.44604993,-0.5223696,"('egoistic', 'altruistic')",0.71257114,0.57977474,1.8935437,1.8166546,0.7200216,0.6246866,-0.095335
26,-0.4268468,-0.5237152,"('hardhearted', 'benevolent')",0.5540868,0.44675505,1.6470331,1.5585462,0.5914244,0.493862,-0.0975624
27,-0.77340466,-0.72905934,"('hardhearted', 'softhearted')",0.2884615,0.3411237,1.5640455,1.4866563,0.3597008,0.3662402,0.0065394
28,-0.9002082,-1.0350722,"('disloyal', 'loyal')",0.10323425,-0.08255522,0.853448,0.7088443,0.0188247,-0.136261,-0.1550857
29,0.2078025,0.120205,"('unfair', 'fair')",-0.39628533,-0.4612317,-0.20872423,-0.34696507,-0.1324024,-0.2293306,-0.0969282
