,interaction_male,interaction_female,tuple,average_male,average_female,female-male
0,0.6171893,0.53561366,"('unsociable', 'sociable')",0.6171893,0.5356137,-0.0815756
1,0.74864656,0.74549764,"('unfriendly', 'friendly')",0.7486466,0.7454976,-0.003149
2,0.0833873,0.25250384,"('unlikable', 'likable')",0.0833873,0.2525038,0.1691165
3,1.0089251,1.1095787,"('repellent', 'pleasant')",1.0089251,1.1095787,0.1006536
4,-6.994741,-7.202948,"('disliked', 'liked')",-6.994741,-7.2029481,-0.2082071
5,-0.75806254,-0.7193641,"('distant', 'outgoing')",-0.7580625,-0.7193641,0.0386984
6,-0.3483646,-0.3937847,"('distant', 'open')",-0.3483646,-0.3937847,-0.0454201
7,1.3976687,1.442852,"('insensitive', 'sensitive')",1.3976687,1.442852,0.0451833
8,0.68354905,0.6175302,"('unaffectionate', 'affectionate')",0.683549,0.6175302,-0.0660188
9,1.0301418,1.085772,"('unaffectionate', 'caring')",1.0301418,1.085772,0.0556302
10,1.4995552,1.5055567,"('unsympathetic', 'sympathetic')",1.4995552,1.5055567,0.0060015
11,1.7770783,1.8458349,"('unhelpful', 'helpful')",1.7770783,1.8458349,0.0687566
12,-1.3037428,-1.2497468,"('unsupportive', 'supportive')",-1.3037428,-1.2497468,0.053996
13,0.36771882,0.47406662,"('impolite', 'polite')",0.3677188,0.4740666,0.1063478
14,0.7973565,0.70271885,"('antisocial', 'social')",0.7973565,0.7027189,-0.0946376
15,0.48835108,0.38675755,"('boring', 'funny')",0.4883511,0.3867576,-0.1015935
16,-0.8440254,-0.8308476,"('unpopular', 'popular')",-0.8440254,-0.8308476,0.0131778
17,-0.04440048,-0.049028184,"('nasty', 'nice')",-0.0444005,-0.0490282,-0.0046277
18,-0.38479224,-0.25884324,"('disagreeable', 'welcoming')",-0.3847922,-0.2588432,0.125949
19,-0.9814938,-0.8726704,"('inhospitable', 'hospitable')",-0.9814938,-0.8726704,0.1088234
20,0.5438764,0.40370202,"('rough', 'thoughtful')",0.5438764,0.403702,-0.1401744
21,0.32342184,0.5556213,"('immoral', 'moral')",0.3234218,0.5556213,0.2321995
22,0.20086564,0.18208894,"('untrustworthy', 'trustworthy')",0.2008656,0.1820889,-0.0187767
23,5.960416,6.194034,"('insincere', 'sincere')",5.9604158,6.1940341,0.2336183
24,1.4302026,1.462589,"('dishonest', 'honest')",1.4302026,1.462589,0.0323864
25,0.62479854,0.6854751,"('egoistic', 'altruistic')",0.6247985,0.6854751,0.0606766
26,1.1371824,0.84611344,"('hardhearted', 'benevolent')",1.1371824,0.8461134,-0.291069
27,1.6576694,1.4402984,"('hardhearted', 'softhearted')",1.6576694,1.4402984,-0.217371
28,1.25044,1.0383848,"('disloyal', 'loyal')",1.25044,1.0383848,-0.2120552
29,-0.46846217,-0.63388157,"('unfair', 'fair')",-0.4684622,-0.6338816,-0.1654194
30,1.1269296,1.1950814,"('intolerant', 'tolerant')",1.1269296,1.1950814,0.0681518
31,-1.6584262,-1.7211343,"('evil', 'good')",-1.6584262,-1.7211343,-0.0627081
32,1.149011,1.0631474,"('unkind', 'kind')",1.149011,1.0631474,-0.0858636
33,-0.43939322,-0.40226018,"('wrong', 'right')",-0.4393932,-0.4022602,0.037133
34,3.9788623,4.315596,"('mean', 'honorable')",3.9788623,4.3155961,0.3367338
35,-1.2998646,-1.6615431,"('corrupt', 'incorrupt')",-1.2998646,-1.6615431,-0.3616785
36,-1.1393172,-1.3019999,"('hostile', 'amicable')",-1.1393172,-1.3019999,-0.1626827
37,1.0564475,0.9961401,"('fake', 'genuine')",1.0564475,0.9961401,-0.0603074
38,-0.49421042,-0.34681475,"('untruthful', 'truthful')",-0.4942104,-0.3468148,0.1473956
39,0.44621566,0.45298782,"('exploitative', 'cooperative')",0.4462157,0.4529878,0.0067721
40,-0.8895823,-0.98574305,"('stingy', 'generous')",-0.8895823,-0.985743,-0.0961607
41,0.76978254,0.5779185,"('unforgiving', 'forgiving')",0.7697825,0.5779185,-0.191864
42,-1.6267388,-1.648385,"('unreliable', 'reliable')",-1.6267388,-1.648385,-0.0216462
43,1.2335594,1.3596586,"('irresponsible', 'responsible')",1.2335594,1.3596586,0.1260992
44,-1.0074604,-1.1436098,"('prejudiced', 'unprejudiced')",-1.0074604,-1.1436098,-0.1361494
45,0.7107486,0.46669024,"('incompetent', 'competent')",0.7107486,0.4666902,-0.2440584
46,-0.093780085,-0.11548513,"('uncompetitive', 'competitive')",-0.0937801,-0.1154851,-0.021705
47,4.479116,4.6854224,"('stupid', 'smart')",4.479116,4.6854224,0.2063064
48,0.4331841,0.50197816,"('unintelligent', 'intelligent')",0.4331841,0.5019782,0.0687941
49,-0.37508607,-0.30766818,"('unable', 'able')",-0.3750861,-0.3076682,0.0674179
50,-0.4419452,-0.46161875,"('clumsy', 'skillful')",-0.4419452,-0.4616188,-0.0196736
51,0.67817515,0.7200557,"('uneducated', 'educated')",0.6781752,0.7200557,0.0418805
52,-0.5183389,-0.63537914,"('irrational', 'rational')",-0.5183389,-0.6353791,-0.1170402
53,-0.4223117,-0.44937223,"('uncreative', 'creative')",-0.4223117,-0.4493722,-0.0270605
54,0.59598935,0.7205226,"('incapable', 'capable')",0.5959893,0.7205226,0.1245333
55,1.1995405,1.28902,"('incompetent', 'clever')",1.1995405,1.2890199,0.0894794
56,0.63603175,0.7263662,"('impractical', 'practical')",0.6360317,0.7263662,0.0903345
57,-1.5111138,-1.7292747,"('unimaginative', 'imaginative')",-1.5111138,-1.7292747,-0.2181609
58,0.43927065,0.3067707,"('undiscriminating', 'discriminating')",0.4392706,0.3067707,-0.1324999
59,-0.24456578,-0.18334453,"('foolish', 'wise')",-0.2445658,-0.1833445,0.0612213
60,0.74804145,1.0550609,"('inefficient', 'efficient')",0.7480415,1.0550609,0.3070194
61,0.34996015,0.20238982,"('illogical', 'logical')",0.3499601,0.2023898,-0.1475703
62,0.80314344,1.0294924,"('incompetent', 'brilliant')",0.8031434,1.0294924,0.226349
63,0.345173,0.4483791,"('unperceptive', 'insightful')",0.345173,0.4483791,0.1032061
64,-5.4595866,-5.311492,"('shy', 'confident')",-5.4595866,-5.311492,0.1480946
65,0.86104566,1.0875291,"('insecure', 'secure')",0.8610457,1.0875291,0.2264834
66,-0.29739964,-0.5322527,"('inactive', 'active')",-0.2973996,-0.5322527,-0.2348531
67,-0.6713479,-0.61860704,"('doubtful', 'determined')",-0.6713479,-0.618607,0.0527409
68,-0.8255279,-0.67071134,"('dependent', 'independent')",-0.8255279,-0.6707113,0.1548166
69,-2.037372,-2.0630019,"('lazy', 'industrious')",-2.0373721,-2.0630019,-0.0256298
70,2.0063362,1.8898066,"('lethargic', 'energetic')",2.0063362,1.8898066,-0.1165296
71,0.06959349,0.08450211,"('diffident', 'self-confident')",0.0695935,0.0845021,0.0149086
72,1.0255158,1.2737502,"('unambitious', 'ambitious')",1.0255158,1.2737502,0.2482344
73,-2.6492019,-2.548518,"('helpless', 'self-reliant')",-2.6492019,-2.5485179,0.100684
74,0.43615896,0.25728095,"('undedicated', 'dedicated')",0.436159,0.2572809,-0.1788781
75,-0.8717243,-0.8713427,"('meek', 'impulsive')",-0.8717243,-0.8713427,0.0003816
76,0.7723762,0.78661335,"('anxious', 'daring')",0.7723762,0.7866133,0.0142371
77,-1.5466242,-1.3102269,"('unmotivated', 'motivated')",-1.5466242,-1.3102269,0.2363973
78,-0.9412246,-1.0177307,"('nonresilient', 'resilient')",-0.9412246,-1.0177307,-0.0765061
79,-0.44284743,-0.4943257,"('wavering', 'unwavering')",-0.4428474,-0.4943257,-0.0514783
80,0.473117,0.3571092,"('dominated', 'dominating')",0.473117,0.3571092,-0.1160078
81,0.48018104,0.5590581,"('submissive', 'aggressive')",0.480181,0.5590581,0.0788771
82,5.7605333,5.9052033,"('poor', 'rich')",5.7605333,5.9052033,0.14467
83,-0.2769292,-0.19169176,"('powerless', 'powerful')",-0.2769292,-0.1916918,0.0852374
84,0.2815187,0.25480878,"('inferior', 'superior')",0.2815187,0.2548088,-0.0267099
85,-1.4975433,-1.6079608,"('insignificant', 'prestigious')",-1.4975433,-1.6079608,-0.1104175
86,0.9014957,0.8236243,"('uninfluential', 'influential')",0.9014957,0.8236243,-0.0778714
87,0.0012320727,0.06259188,"('unsuccessful', 'successful')",0.0012321,0.0625919,0.0613598
88,0.029546745,0.011876181,"('low', 'eminent')",0.0295467,0.0118762,-0.0176705
