,centimeter_male,centimeter_female,tuple,average_male,average_female,female-male
0,-0.25811234,-0.42141056,"('unsociable', 'sociable')",-0.2581123,-0.4214106,-0.1632983
1,0.24155997,-0.0461628,"('unfriendly', 'friendly')",0.24156,-0.0461628,-0.2877228
2,-0.09766922,-0.07080275,"('unlikable', 'likable')",-0.0976692,-0.0708027,0.0268665
3,-0.53924817,-0.43970457,"('repellent', 'pleasant')",-0.5392482,-0.4397046,0.0995436
4,-3.4454877,-3.5019445,"('disliked', 'liked')",-3.4454877,-3.5019445,-0.0564568
5,-1.372603,-1.4796915,"('distant', 'outgoing')",-1.3726031,-1.4796915,-0.1070884
6,-1.4312629,-1.5515113,"('distant', 'open')",-1.4312629,-1.5515113,-0.1202484
7,0.6211335,0.7207163,"('insensitive', 'sensitive')",0.6211335,0.7207163,0.0995828
8,0.34786752,0.12470852,"('unaffectionate', 'affectionate')",0.3478675,0.1247085,-0.223159
9,0.4140856,0.21767561,"('unaffectionate', 'caring')",0.4140856,0.2176756,-0.19641
10,-0.24199884,-0.31376565,"('unsympathetic', 'sympathetic')",-0.2419988,-0.3137656,-0.0717668
11,0.61026245,0.6310643,"('unhelpful', 'helpful')",0.6102625,0.6310643,0.0208018
12,-1.0719447,-1.1402831,"('unsupportive', 'supportive')",-1.0719447,-1.1402831,-0.0683384
13,-0.44511485,-0.4771195,"('impolite', 'polite')",-0.4451149,-0.4771195,-0.0320046
14,-0.09053276,-0.075413376,"('antisocial', 'social')",-0.0905328,-0.0754134,0.0151194
15,0.6412126,0.5267538,"('boring', 'funny')",0.6412126,0.5267538,-0.1144588
16,-0.7903834,-0.7688639,"('unpopular', 'popular')",-0.7903834,-0.7688639,0.0215195
17,-0.14082095,-0.17903875,"('nasty', 'nice')",-0.140821,-0.1790387,-0.0382177
18,-0.55335456,-0.5883393,"('disagreeable', 'welcoming')",-0.5533546,-0.5883393,-0.0349847
19,-1.0549614,-1.1394932,"('inhospitable', 'hospitable')",-1.0549614,-1.1394932,-0.0845318
20,0.6729886,0.726967,"('rough', 'thoughtful')",0.6729886,0.726967,0.0539784
