,figure_male,figure_female,tuple,average_male,average_female,female-male
0,0.33299506,0.29301232,"('unsociable', 'sociable')",0.3329951,0.2930123,-0.0399828
1,1.2784872,1.280536,"('unfriendly', 'friendly')",1.2784872,1.2805361,0.0020489
2,0.36610895,0.48648685,"('unlikable', 'likable')",0.366109,0.4864869,0.1203779
3,0.9520476,1.0365225,"('repellent', 'pleasant')",0.9520476,1.0365225,0.0844749
4,-7.332815,-7.3126,"('disliked', 'liked')",-7.3328152,-7.3126001,0.0202151
5,-0.6525449,-0.51327145,"('distant', 'outgoing')",-0.6525449,-0.5132715,0.1392734
6,-0.32101637,-0.26095822,"('distant', 'open')",-0.3210164,-0.2609582,0.0600582
7,1.4760576,1.5377884,"('insensitive', 'sensitive')",1.4760576,1.5377884,0.0617308
8,0.9625533,0.8645872,"('unaffectionate', 'affectionate')",0.9625533,0.8645872,-0.0979661
9,1.4015857,1.4474255,"('unaffectionate', 'caring')",1.4015857,1.4474255,0.0458398
10,1.5403397,1.4515208,"('unsympathetic', 'sympathetic')",1.5403397,1.4515208,-0.0888189
11,2.161121,2.2051034,"('unhelpful', 'helpful')",2.1611209,2.2051034,0.0439825
12,-1.2347018,-1.1595886,"('unsupportive', 'supportive')",-1.2347018,-1.1595886,0.0751132
13,0.38502938,0.46898744,"('impolite', 'polite')",0.3850294,0.4689874,0.083958
14,0.57734066,0.5994111,"('antisocial', 'social')",0.5773407,0.5994111,0.0220704
15,0.36924812,0.38043064,"('boring', 'funny')",0.3692481,0.3804306,0.0111825
16,-0.49789995,-0.35739392,"('unpopular', 'popular')",-0.4978999,-0.3573939,0.140506
17,0.088325426,0.07748775,"('nasty', 'nice')",0.0883254,0.0774878,-0.0108376
18,-0.36713862,-0.28823695,"('disagreeable', 'welcoming')",-0.3671386,-0.2882369,0.0789017
19,-0.677897,-0.6147883,"('inhospitable', 'hospitable')",-0.677897,-0.6147883,0.0631087
20,0.8418139,0.7268646,"('rough', 'thoughtful')",0.8418139,0.7268646,-0.1149493
21,0.38304913,0.51161486,"('immoral', 'moral')",0.3830491,0.5116149,0.1285658
22,0.2936969,0.30875495,"('untrustworthy', 'trustworthy')",0.2936969,0.308755,0.0150581
23,6.7260795,6.8345027,"('insincere', 'sincere')",6.7260795,6.8345027,0.1084232
24,1.8977351,1.9188073,"('dishonest', 'honest')",1.8977351,1.9188073,0.0210722
25,0.37248725,0.22763625,"('egoistic', 'altruistic')",0.3724872,0.2276362,-0.144851
26,0.48716903,0.36799037,"('hardhearted', 'benevolent')",0.487169,0.3679904,-0.1191786
27,1.5974609,1.3794068,"('hardhearted', 'softhearted')",1.5974609,1.3794068,-0.2180541
28,1.1697888,1.1297271,"('disloyal', 'loyal')",1.1697888,1.1297271,-0.0400617
29,-0.23293957,-0.31107032,"('unfair', 'fair')",-0.2329396,-0.3110703,-0.0781307
30,0.97231495,1.0002563,"('intolerant', 'tolerant')",0.972315,1.0002563,0.0279413
31,-1.3648617,-1.3336535,"('evil', 'good')",-1.3648617,-1.3336535,0.0312082
32,1.3182068,1.2784054,"('unkind', 'kind')",1.3182068,1.2784054,-0.0398014
33,-0.7559118,-0.67846286,"('wrong', 'right')",-0.7559118,-0.6784629,0.0774489
34,4.4955554,4.778904,"('mean', 'honorable')",4.4955554,4.778904,0.2833486
35,-1.2857499,-1.4359714,"('corrupt', 'incorrupt')",-1.2857499,-1.4359714,-0.1502215
36,-0.8848144,-1.0285201,"('hostile', 'amicable')",-0.8848144,-1.0285201,-0.1437057
37,0.7685666,0.72379607,"('fake', 'genuine')",0.7685666,0.7237961,-0.0447705
38,0.04412149,0.07404013,"('untruthful', 'truthful')",0.0441215,0.0740401,0.0299186
39,-0.18542424,-0.15147865,"('exploitative', 'cooperative')",-0.1854242,-0.1514786,0.0339456
40,-1.1246375,-1.2841758,"('stingy', 'generous')",-1.1246375,-1.2841758,-0.1595383
41,0.25972706,0.12058306,"('unforgiving', 'forgiving')",0.2597271,0.1205831,-0.139144
42,-1.940197,-1.956111,"('unreliable', 'reliable')",-1.940197,-1.956111,-0.015914
43,1.692603,1.704483,"('irresponsible', 'responsible')",1.692603,1.704483,0.01188
44,-1.3427352,-1.4265378,"('prejudiced', 'unprejudiced')",-1.3427352,-1.4265378,-0.0838026
45,0.5714697,0.4667986,"('incompetent', 'competent')",0.5714697,0.4667986,-0.1046711
46,-0.22858953,-0.198125,"('uncompetitive', 'competitive')",-0.2285895,-0.198125,0.0304645
47,5.5478635,5.7099624,"('stupid', 'smart')",5.5478635,5.7099624,0.1620989
48,1.1246551,1.0562798,"('unintelligent', 'intelligent')",1.1246551,1.0562798,-0.0683753
49,-0.24542728,-0.03960628,"('unable', 'able')",-0.2454273,-0.0396063,0.205821
50,0.028649582,0.040943783,"('clumsy', 'skillful')",0.0286496,0.0409438,0.0122942
51,0.6962126,0.72985035,"('uneducated', 'educated')",0.6962126,0.7298504,0.0336378
52,-0.7153388,-0.7684381,"('irrational', 'rational')",-0.7153388,-0.7684381,-0.0530993
53,0.54659075,0.58403414,"('uncreative', 'creative')",0.5465907,0.5840341,0.0374434
54,1.0121653,1.1383276,"('incapable', 'capable')",1.0121653,1.1383276,0.1261623
55,1.2502841,1.278772,"('incompetent', 'clever')",1.2502841,1.278772,0.0284879
56,1.0472915,1.169473,"('impractical', 'practical')",1.0472915,1.1694731,0.1221816
57,-2.1913548,-2.2215183,"('unimaginative', 'imaginative')",-2.1913548,-2.2215183,-0.0301635
