,selling_male,selling_female,tuple,average_male,average_female,female-male
0,-0.08176145,-0.1555644,"('unsociable', 'sociable')",-0.0817614,-0.1555644,-0.073803
1,1.3173409,1.2368381,"('unfriendly', 'friendly')",1.3173409,1.2368381,-0.0805028
2,0.41911644,0.5249932,"('unlikable', 'likable')",0.4191164,0.5249932,0.1058768
3,0.8146289,0.8460709,"('repellent', 'pleasant')",0.8146289,0.8460709,0.031442
4,-7.480931,-7.604325,"('disliked', 'liked')",-7.4809308,-7.6043248,-0.123394
5,-0.42843348,-0.4728558,"('distant', 'outgoing')",-0.4284335,-0.4728558,-0.0444223
6,0.08620415,0.022539072,"('distant', 'open')",0.0862041,0.0225391,-0.063665
7,0.6817189,0.7456651,"('insensitive', 'sensitive')",0.6817189,0.7456651,0.0639462
8,1.057457,0.97132975,"('unaffectionate', 'affectionate')",1.057457,0.9713297,-0.0861273
9,1.5199587,1.547797,"('unaffectionate', 'caring')",1.5199587,1.547797,0.0278383
10,0.84858894,0.9452161,"('unsympathetic', 'sympathetic')",0.8485889,0.9452161,0.0966272
11,1.5352495,1.6466978,"('unhelpful', 'helpful')",1.5352495,1.6466978,0.1114483
12,-1.7464902,-1.768611,"('unsupportive', 'supportive')",-1.7464902,-1.768611,-0.0221208
13,-0.08437267,-0.08131718,"('impolite', 'polite')",-0.0843727,-0.0813172,0.0030555
14,-0.3027532,-0.36039758,"('antisocial', 'social')",-0.3027532,-0.3603976,-0.0576444
15,0.0995387,0.050870106,"('boring', 'funny')",0.0995387,0.0508701,-0.0486686
16,-0.24489197,-0.22406985,"('unpopular', 'popular')",-0.244892,-0.2240698,0.0208222
17,-0.048759125,0.0071550123,"('nasty', 'nice')",-0.0487591,0.007155,0.0559141
18,-0.3165055,-0.37040854,"('disagreeable', 'welcoming')",-0.3165055,-0.3704085,-0.053903
19,-0.688217,-0.6558257,"('inhospitable', 'hospitable')",-0.688217,-0.6558257,0.0323913
20,1.0190182,0.9226169,"('rough', 'thoughtful')",1.0190182,0.9226169,-0.0964013
21,-0.20646554,-0.07616131,"('immoral', 'moral')",-0.2064655,-0.0761613,0.1303042
22,-0.31228596,-0.3185462,"('untrustworthy', 'trustworthy')",-0.312286,-0.3185462,-0.0062602
23,6.5060973,6.576588,"('insincere', 'sincere')",6.5060973,6.5765882,0.0704909
24,1.5206724,1.4518338,"('dishonest', 'honest')",1.5206724,1.4518338,-0.0688386
25,0.66412044,0.5985185,"('egoistic', 'altruistic')",0.6641204,0.5985185,-0.0656019
