,pnc_male,pnc_female,tuple,financial_male,financial_female,services_male,services_female,grp_male,grp_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.33242026,-0.47889408,"('unsociable', 'sociable')",-0.24295676,-0.4036961,1.4687004,1.3363113,0.034121975,-0.053466838,-0.10449966,-0.16880235,0.1645892,0.0462904,-0.1182988
1,-1.2277067,-1.2176887,"('unfriendly', 'friendly')",1.2922659,1.185868,-1.375901,-1.4670138,-0.9291702,-1.0134002,1.6871544,1.5519544,-0.1106715,-0.1920561,-0.0813846
2,1.6467329,1.717429,"('unlikable', 'likable')",2.1956828,2.265236,1.8907795,1.904337,1.7194777,1.8234113,0.99408394,1.0997213,1.6893515,1.762027,0.0726755
3,-0.18437019,-0.15653396,"('repellent', 'pleasant')",-0.9159119,-0.91950697,1.4585353,1.5327554,0.6915921,0.742133,0.65994877,0.69514054,0.3419588,0.3787976,0.0368388
4,-0.12729855,-0.11049688,"('disliked', 'liked')",0.2756884,0.22892438,-0.8998376,-0.9057919,-0.55685824,-0.5770149,-5.855094,-6.0270267,-1.4326799,-1.4782812,-0.0456013
5,-0.5643049,-0.4580917,"('distant', 'outgoing')",0.88449633,0.95485973,-2.1571465,-2.0583797,-1.4686142,-1.3816772,-0.74257344,-0.75188863,-0.8096285,-0.7390355,0.070593
6,-0.89881104,-0.7558791,"('distant', 'open')",0.2909497,0.35880205,-2.6625242,-2.5910342,-1.5545231,-1.4779786,-0.053980976,-0.0856819,-0.9757779,-0.9103543,0.0654236
7,0.4083408,0.324828,"('insensitive', 'sensitive')",0.36312404,0.3200037,0.9102414,0.91914785,0.648615,0.64282656,1.0613927,1.1149373,0.6783428,0.6643487,-0.0139941
8,-0.89284575,-0.85873,"('unaffectionate', 'affectionate')",0.5670898,0.546034,-1.4768822,-1.5071722,-1.6946348,-1.6737975,0.43142027,0.37742013,-0.6131705,-0.6232491,-0.0100786
9,-0.5344567,-0.5981721,"('unaffectionate', 'caring')",1.3397269,1.2629758,0.23942456,0.15786691,-0.8956822,-0.8974709,1.3502825,1.3330756,0.299859,0.2516551,-0.0482039
10,-0.41420323,-0.49987224,"('unsympathetic', 'sympathetic')",-1.1052918,-1.1641061,1.3272405,1.312244,0.5412675,0.45865616,0.5927706,0.522967,0.1883567,0.1259778,-0.0623789
11,0.7753209,0.6634422,"('unhelpful', 'helpful')",0.27731213,0.25848505,2.6559715,2.6370664,0.45511606,0.49466082,2.521635,2.5456693,1.3370711,1.3198647,-0.0172064
12,0.37675524,0.46433502,"('unsupportive', 'supportive')",1.1097239,1.1475798,1.5745932,1.7019128,-0.60015434,-0.4199636,-1.4841442,-1.4575856,0.1953547,0.2872557,0.091901
13,0.39757177,0.3302934,"('impolite', 'polite')",0.015730435,0.028466986,1.7354286,1.6930236,0.5175063,0.55084085,0.020371143,0.02894868,0.5373217,0.5263147,-0.011007
14,0.41260588,0.33024502,"('antisocial', 'social')",1.3279852,1.2800362,1.9800165,1.9127748,1.1892713,1.2190793,-0.3691289,-0.3359997,0.90815,0.8812271,-0.0269229
15,0.44263494,0.32406574,"('boring', 'funny')",0.68765724,0.67623305,-1.3246212,-1.3724973,0.42027724,0.38960427,0.09361033,0.08126804,0.0639117,0.0197347,-0.044177
