,cisco_male,cisco_female,tuple,systems_male,systems_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.9278927,-1.0912067,"('unsociable', 'sociable')",-0.57681465,-0.68838876,-0.1922164,-0.3853136,-0.5656412,-0.7216363,-0.1559951
1,3.096741,2.9039617,"('unfriendly', 'friendly')",0.9756825,0.6964498,1.583532,1.3102987,1.8853184,1.6369034,-0.248415
2,0.5407526,0.56996083,"('unlikable', 'likable')",0.65427446,0.6761874,0.47466505,0.5017861,0.5565641,0.5826448,0.0260807
3,-2.06369,-1.9846714,"('repellent', 'pleasant')",0.22012505,0.3264561,0.2044069,0.19458829,-0.546386,-0.4878757,0.0585103
4,0.02478161,-0.023814876,"('disliked', 'liked')",-0.947441,-1.0446533,-6.319981,-6.4773283,-2.4142135,-2.5152655,-0.101052
5,2.1280303,2.161538,"('distant', 'outgoing')",-0.09992404,-0.12431847,-0.4860658,-0.4695955,0.5140134,0.5225414,0.008528
6,2.6637964,2.6871135,"('distant', 'open')",0.13975886,0.089871116,0.1635549,0.14785944,0.9890367,0.974948,-0.0140887
7,-0.34577873,-0.4318748,"('insensitive', 'sensitive')",-0.5888558,-0.52958447,0.6330345,0.57847756,-0.1005333,-0.1276606,-0.0271273
8,1.2128352,1.16526,"('unaffectionate', 'affectionate')",-0.32997662,-0.4586344,0.410052,0.23196732,0.4309702,0.3128643,-0.1181059
9,1.6518564,1.6211138,"('unaffectionate', 'caring')",0.16391651,0.0822994,1.0417975,0.9108902,0.9525235,0.8714345,-0.081089
10,-1.8508761,-2.0247858,"('unsympathetic', 'sympathetic')",-1.4683818,-1.4341344,-0.24498573,-0.34346825,-1.1880812,-1.2674627,-0.0793815
11,-0.22249617,-0.258773,"('unhelpful', 'helpful')",0.56236196,0.634012,1.8190349,1.8700904,0.7196336,0.7484431,0.0288095
12,0.85904986,0.8678825,"('unsupportive', 'supportive')",0.10029205,0.15632907,-1.7016307,-1.7851168,-0.2474296,-0.2536351,-0.0062055
13,-1.1363518,-1.2505275,"('impolite', 'polite')",-0.6411315,-0.63930273,-0.07593958,-0.09829274,-0.6178076,-0.6627076,-0.0449
14,-0.62125665,-0.7433378,"('antisocial', 'social')",-0.82029206,-0.83128154,-0.5532635,-0.6260348,-0.6649374,-0.7335513,-0.0686139
15,1.1044999,0.9864502,"('boring', 'funny')",-1.3373692,-1.4319246,0.31187892,0.25765184,0.0263366,-0.0626075,-0.0889441
16,0.047363043,0.07112231,"('unpopular', 'popular')",0.7818324,0.82327986,0.5521238,0.5553355,0.4604398,0.4832459,0.0228061
17,-0.6201784,-0.6028863,"('nasty', 'nice')",-0.39952043,-0.33753282,-0.5025704,-0.44437975,-0.5074231,-0.4615996,0.0458235
18,0.6290924,0.52774906,"('disagreeable', 'welcoming')",0.16235456,0.20536985,-0.39485028,-0.5031254,0.1321989,0.0766645,-0.0555344
19,1.1652172,1.1738149,"('inhospitable', 'hospitable')",-0.3962934,-0.41889852,-0.18942142,-0.10850833,0.1931674,0.2154693,0.0223019
20,0.5238165,0.4787973,"('rough', 'thoughtful')",0.15990089,0.19313878,1.1440039,1.0571386,0.6092405,0.5763582,-0.0328823
21,-1.1873958,-1.3325267,"('immoral', 'moral')",-0.29798985,-0.35476142,-0.6137343,-0.67744774,-0.6997066,-0.7882453,-0.0885387
22,-0.62306917,-0.7704767,"('untrustworthy', 'trustworthy')",-0.20048095,-0.30987325,-0.4593273,-0.6166209,-0.4276258,-0.5656569,-0.1380311
23,-0.11392771,-0.25936964,"('insincere', 'sincere')",0.46316347,0.42558885,5.562555,5.5312753,1.9705969,1.8991648,-0.0714321
24,0.057352923,-0.03424619,"('dishonest', 'honest')",-1.3329308,-1.3868047,0.88755906,0.76185393,-0.1293396,-0.2197323,-0.0903927
25,1.6887761,1.7223952,"('egoistic', 'altruistic')",1.1260595,1.0757614,1.6617017,1.5847404,1.4921791,1.4609658,-0.0312133
26,2.590531,2.417631,"('hardhearted', 'benevolent')",-0.11024249,-0.2022087,1.384759,1.1907909,1.2883492,1.1354043,-0.1529449
27,-0.31113827,-0.3489451,"('hardhearted', 'softhearted')",-0.3781444,-0.40831214,1.2651633,1.0890352,0.1919602,0.1105926,-0.0813676
28,0.37416092,0.18838118,"('disloyal', 'loyal')",-0.5482728,-0.62648094,0.9107201,0.72497207,0.2455361,0.0956241,-0.149912
29,-0.36255854,-0.42524338,"('unfair', 'fair')",-0.05354186,-0.1258609,-0.38426706,-0.52331746,-0.2667892,-0.3581406,-0.0913514
30,-0.20734742,-0.32694304,"('intolerant', 'tolerant')",-0.037780266,-0.114258654,0.698926,0.5901647,0.1512661,0.0496543,-0.1016118
31,1.4661105,1.5842286,"('evil', 'good')",0.15947601,0.11240038,-0.8669315,-0.96847785,0.252885,0.2427171,-0.0101679
32,0.2487811,0.113666065,"('unkind', 'kind')",-0.35502312,-0.3723309,1.0402552,0.8429519,0.3113377,0.1947623,-0.1165754
33,2.4202633,2.289062,"('wrong', 'right')",0.9960595,0.8693929,-0.20751038,-0.31191993,1.0696041,0.948845,-0.1207591
34,0.23265316,0.3286606,"('mean', 'honorable')",0.4431361,0.53197515,5.838677,6.0302076,2.1714888,2.2969478,0.125459
35,0.5853074,0.5543826,"('corrupt', 'incorrupt')",0.10445156,0.022429053,-0.15526515,-0.22147475,0.1781646,0.1184456,-0.059719
36,2.1901042,2.1607323,"('hostile', 'amicable')",0.31539717,0.11580263,0.3634787,0.15082946,0.9563267,0.8091214,-0.1472053
37,-0.8157036,-0.95654976,"('fake', 'genuine')",-0.7479701,-0.7238034,0.4292926,0.4436787,-0.3781271,-0.4122248,-0.0340977
38,-0.22704732,-0.22661617,"('untruthful', 'truthful')",0.111291304,0.10531709,-0.027374553,-0.008554129,-0.0477102,-0.0432844,0.0044258
39,1.4641796,1.4859097,"('exploitative', 'cooperative')",1.6012992,1.6258059,0.634467,0.61541736,1.2333153,1.2423776,0.0090623
40,0.37293625,0.2774087,"('stingy', 'generous')",0.37285826,0.41936365,-1.1797099,-1.413385,-0.1446385,-0.2388709,-0.0942324
41,-0.88072413,-1.0467749,"('unforgiving', 'forgiving')",-1.0398735,-1.0923611,0.26042163,0.0074001094,-0.553392,-0.7105786,-0.1571866
42,-1.6240855,-1.7123026,"('unreliable', 'reliable')",-1.9402843,-1.8993474,-3.2982984,-3.3018553,-2.287556,-2.3045019,-0.0169459
43,-1.3598967,-1.3651849,"('irresponsible', 'responsible')",-1.7455586,-1.7426441,0.023648169,-0.0076230615,-1.027269,-1.038484,-0.011215
44,-1.6907349,-1.6561058,"('prejudiced', 'unprejudiced')",-0.5841535,-0.50955766,-1.2081721,-1.1114422,-1.1610201,-1.0923686,0.0686515
45,-1.7047944,-1.8530197,"('incompetent', 'competent')",-1.3872579,-1.4334958,-0.37128228,-0.5033995,-1.1544449,-1.263305,-0.1088601
46,-1.4470615,-1.4996755,"('uncompetitive', 'competitive')",0.4083575,0.44680542,-0.35946363,-0.45864838,-0.4660559,-0.5038395,-0.0377836
47,0.67922294,0.76708084,"('stupid', 'smart')",0.5504017,0.55561274,5.226416,5.3272357,2.1520136,2.216643,0.0646294
48,0.25286123,0.06800644,"('unintelligent', 'intelligent')",-0.14945203,-0.18831189,0.35205162,0.22777936,0.1518203,0.0358246,-0.1159957
49,-0.47172332,-0.4905196,"('unable', 'able')",0.112184614,0.1224865,-0.43658203,-0.32814282,-0.2653736,-0.2320586,0.033315
50,0.1326645,0.07666278,"('clumsy', 'skillful')",0.4945058,0.49885798,-0.18468358,-0.18424593,0.1474956,0.1304249,-0.0170707
51,-0.6935255,-0.82726806,"('uneducated', 'educated')",-0.7293043,-0.7866359,0.81848913,0.7683047,-0.2014469,-0.2818664,-0.0804195
52,2.0351279,1.9366837,"('irrational', 'rational')",0.70699614,0.4980275,-0.16923419,-0.3332809,0.8576299,0.7004768,-0.1571531
53,1.4217219,1.3217793,"('uncreative', 'creative')",0.6545973,0.51991546,0.7846923,0.63269675,0.9536705,0.8247972,-0.1288733
54,1.134751,1.0393243,"('incapable', 'capable')",0.19416165,0.059176438,1.0840647,1.1307734,0.8043257,0.7430914,-0.0612343
55,-1.2112007,-1.2824483,"('incompetent', 'clever')",-1.0268275,-0.97338164,0.27316508,0.19878833,-0.6549543,-0.6856805,-0.0307262
56,-1.2175646,-1.3002639,"('impractical', 'practical')",-1.2297523,-1.2533079,-0.49195668,-0.49102342,-0.9797579,-1.0148651,-0.0351072
