,progressive_male,progressive_female,tuple,corp_male,corp_female,oh_male,oh_female,average_male,average_female,female-male
0,0.90884525,0.8268716,"('unsociable', 'sociable')",0.19056532,0.0973866,-0.5998461,-0.60896635,0.1665215,0.1050973,-0.0614242
1,-0.5596823,-0.54779106,"('unfriendly', 'friendly')",-0.09493968,-0.34923908,2.2179396,2.0953255,0.5211059,0.3994318,-0.1216741
2,0.49695075,0.5803139,"('unlikable', 'likable')",1.0185473,1.0695871,0.23787096,0.30882004,0.5844563,0.652907,0.0684507
3,0.38646504,0.59894806,"('repellent', 'pleasant')",0.4605403,0.57803124,0.6468432,0.6751617,0.4979495,0.6173803,0.1194308
4,-1.2086436,-1.261101,"('disliked', 'liked')",-0.23607129,-0.369614,-7.015179,-7.150233,-2.8199647,-2.9269826,-0.1070179
5,-0.7210001,-0.7573388,"('distant', 'outgoing')",-0.35772768,-0.4342389,0.45292813,0.4055421,-0.2085999,-0.2620118,-0.0534119
6,-1.1850518,-1.1774502,"('distant', 'open')",-0.9991859,-1.096591,1.0986599,1.0475073,-0.3618593,-0.4088446,-0.0469853
7,1.7774868,1.8139884,"('insensitive', 'sensitive')",-0.040106833,0.0817474,0.08389044,0.15886647,0.6070902,0.6848675,0.0777773
8,-0.8735043,-0.8100347,"('unaffectionate', 'affectionate')",-0.43242955,-0.5658916,1.5190828,1.4213457,0.0710497,0.0151398,-0.0559099
9,0.51163024,0.55038565,"('unaffectionate', 'caring')",-0.2998867,-0.395493,1.5308827,1.5318265,0.5808754,0.5622397,-0.0186357
10,2.031088,2.1398816,"('unsympathetic', 'sympathetic')",-0.76914936,-0.622509,-1.0470687,-0.83278954,0.0716234,0.2281944,0.156571
11,0.94895566,1.0565214,"('unhelpful', 'helpful')",0.11690502,0.23902233,0.22358455,0.40256423,0.4298151,0.566036,0.1362209
12,1.0776775,1.2631509,"('unsupportive', 'supportive')",-0.13120411,0.011739187,-2.235784,-2.169902,-0.4297702,-0.2983373,0.1314329
13,0.9220039,0.9632713,"('impolite', 'polite')",-0.58323455,-0.4066765,-0.8066181,-0.71938246,-0.1559496,-0.0542625,0.1016871
14,2.826593,2.7385907,"('antisocial', 'social')",1.1084123,1.1482428,-0.9027233,-0.87215644,1.0107606,1.0048924,-0.0058682
15,0.17804483,0.07200844,"('boring', 'funny')",-0.2571356,-0.3339664,-0.13950169,-0.15822905,-0.0728642,-0.1400623,-0.0671981
16,-2.8444605,-2.8338695,"('unpopular', 'popular')",-0.731651,-0.84953594,0.8065405,0.72752464,-0.9231904,-0.9852935,-0.0621031
17,0.16139817,0.19800942,"('nasty', 'nice')",-0.83773035,-0.73606664,-1.0788412,-0.95912856,-0.5850578,-0.4990619,0.0859959
18,-0.8098309,-0.7118287,"('disagreeable', 'welcoming')",-0.055285815,-0.05095115,-0.27019963,-0.32595307,-0.3784388,-0.362911,0.0155278
19,-0.5483385,-0.53265613,"('inhospitable', 'hospitable')",-0.9705125,-0.97000164,-0.36510846,-0.3641075,-0.6279865,-0.6222551,0.0057314
20,0.8443979,0.82860625,"('rough', 'thoughtful')",0.47660786,0.50275576,0.594976,0.490013,0.6386606,0.607125,-0.0315356
21,2.023316,2.1091335,"('immoral', 'moral')",0.47380492,0.58796674,-0.9015194,-0.78935474,0.5318671,0.6359151,0.104048
22,0.6680783,0.70371765,"('untrustworthy', 'trustworthy')",0.22274357,0.26188672,-1.4379959,-1.4428661,-0.1823913,-0.1590872,0.0233041
23,1.5665909,1.6448878,"('insincere', 'sincere')",-0.055722244,-0.01153705,5.6536603,5.7083964,2.3881763,2.4472491,0.0590728
24,1.2032602,1.219047,"('dishonest', 'honest')",0.17937332,0.21801233,0.88540524,0.8584741,0.7560129,0.7651778,0.0091649
25,-0.9022666,-0.9285772,"('egoistic', 'altruistic')",0.58829206,0.43993318,1.4145492,1.2631449,0.3668582,0.2581669,-0.1086913
26,1.2250409,1.1594088,"('hardhearted', 'benevolent')",1.864004,1.7607696,1.3779417,1.3027266,1.4889956,1.4076351,-0.0813605
27,0.1003908,0.09685816,"('hardhearted', 'softhearted')",0.11259796,0.13057397,1.783383,1.6629117,0.6654572,0.6301146,-0.0353426
28,0.3818878,0.34304467,"('disloyal', 'loyal')",0.02269507,-0.124119975,0.80634063,0.7707329,0.4036411,0.3298859,-0.0737552
29,-0.17991999,-0.28507608,"('unfair', 'fair')",-0.14546216,-0.21295054,-0.3638187,-0.4971885,-0.2297336,-0.3317384,-0.1020048
30,1.9027807,1.9663446,"('intolerant', 'tolerant')",1.0936227,1.1595483,-0.09245417,-0.04216689,0.967983,1.0279086,0.0599256
31,-2.5585685,-2.5455604,"('evil', 'good')",-0.50248164,-0.6709383,-0.31247583,-0.45529053,-1.1245087,-1.2239297,-0.099421
32,0.530922,0.4861058,"('unkind', 'kind')",0.48357153,0.49014246,0.88260716,0.77422273,0.6323669,0.5834903,-0.0488766
33,-0.42441285,-0.45214063,"('wrong', 'right')",0.12294162,0.0018488131,0.2442963,0.16047588,-0.0190583,-0.0966053,-0.077547
34,0.2480684,0.38296515,"('mean', 'honorable')",0.4566796,0.6649004,5.3656907,5.402219,2.0234796,2.1500282,0.1265486
35,-2.2712696,-2.5015473,"('corrupt', 'incorrupt')",-1.1614076,-1.4111979,0.52473354,0.26208988,-0.9693146,-1.2168851,-0.2475705
36,-2.5077083,-2.5274334,"('hostile', 'amicable')",-1.3945453,-1.7102681,1.0447975,0.8072684,-0.9524854,-1.1434777,-0.1909923
37,1.368718,1.3923624,"('fake', 'genuine')",-0.13148174,-0.07403254,-0.085785665,-0.08508137,0.3838169,0.4110828,0.0272659
38,0.09570469,0.15597525,"('untruthful', 'truthful')",-0.5732675,-0.51947206,-0.22369473,-0.18910311,-0.2337525,-0.1842,0.0495525
39,1.9320446,1.892759,"('exploitative', 'cooperative')",0.8765898,0.9818015,-0.6664254,-0.59117925,0.7140696,0.761127,0.0470574
40,0.15867063,0.22312589,"('stingy', 'generous')",0.48486757,0.38562226,-1.8889383,-1.9814948,-0.4151334,-0.4575822,-0.0424488
41,0.24943595,0.33994502,"('unforgiving', 'forgiving')",0.43942675,0.3892337,-0.38341963,-0.40146145,0.1018143,0.1092391,0.0074248
42,1.2347128,1.4013172,"('unreliable', 'reliable')",0.80254126,1.0065112,-3.3201706,-3.1552463,-0.4276388,-0.2491393,0.1784995
43,2.0427608,2.1479614,"('irresponsible', 'responsible')",0.54659045,0.7251227,0.20833503,0.3051141,0.932562,1.0593994,0.1268374
44,-0.76074386,-0.7423323,"('prejudiced', 'unprejudiced')",-0.58841485,-0.54715306,-0.8678591,-0.8649537,-0.739006,-0.7181463,0.0208597
45,0.5180852,0.63388026,"('incompetent', 'competent')",0.3574574,0.40506956,-0.7636784,-0.742595,0.0372881,0.0987849,0.0614968
46,1.0361412,1.1829188,"('uncompetitive', 'competitive')",0.1496896,0.306559,-1.7321929,-1.6643206,-0.1821207,-0.0582809,0.1238398
47,0.51141936,0.5612421,"('stupid', 'smart')",0.38347024,0.4705609,5.9652233,6.0095706,2.2867044,2.3471246,0.0604202
48,0.99790144,1.0409377,"('unintelligent', 'intelligent')",0.10713449,0.12447478,-0.0055311453,0.058230013,0.3665016,0.4078808,0.0413792
49,0.15919958,0.20582399,"('unable', 'able')",-0.5565833,-0.4065151,-0.36981562,-0.3431632,-0.2557331,-0.1812848,0.0744483
50,-0.42323515,-0.39784485,"('clumsy', 'skillful')",-0.92610687,-0.9568891,0.13085136,0.11068317,-0.4061635,-0.4146836,-0.0085201
51,0.43040425,0.3457405,"('uneducated', 'educated')",-0.049709745,-0.08061356,-0.33106178,-0.25134468,0.0165442,0.0045941,-0.0119501
52,-1.10986,-1.3409183,"('irrational', 'rational')",-0.34582344,-0.67247397,1.1451628,0.975938,-0.1035068,-0.345818,-0.2423112
53,-0.28410664,-0.22609916,"('uncreative', 'creative')",-0.5146302,-0.6160833,0.58812845,0.49793735,-0.0702028,-0.1147484,-0.0445456
54,0.22523484,0.18755144,"('incapable', 'capable')",-0.5018617,-0.54497975,1.1146119,1.1875882,0.2793283,0.27672,-0.0026083
55,0.89016426,1.067943,"('incompetent', 'clever')",0.4110107,0.53096765,-0.83045226,-0.6838744,0.1569076,0.305012,0.1481044
56,3.455191,3.4446652,"('impractical', 'practical')",0.70797163,0.84320986,-0.93729806,-0.8285651,1.0752882,1.1531034,0.0778152
57,0.53558224,0.60232055,"('unimaginative', 'imaginative')",-0.42137432,-0.40098804,-3.856211,-3.7356887,-1.2473343,-1.1781187,0.0692156
58,0.0061074123,-0.017606415,"('undiscriminating', 'discriminating')",0.4046017,0.35378054,-0.5515896,-0.5412116,-0.0469602,-0.0683458,-0.0213856
59,-0.22393674,-0.3052813,"('foolish', 'wise')",-0.11704236,-0.2051217,0.9343183,0.9645859,0.1977797,0.1513943,-0.0463854
60,3.0035665,3.1113527,"('inefficient', 'efficient')",0.16751221,0.43297672,-0.8955347,-0.674624,0.7585146,0.9565685,0.1980539
61,0.93556637,0.7818703,"('illogical', 'logical')",0.3889684,0.26548168,0.3520554,0.25269705,0.5588634,0.4333497,-0.1255137
62,1.7492852,1.8911233,"('incompetent', 'brilliant')",0.87139386,1.0746144,-0.43316147,-0.23809974,0.7291725,0.9092127,0.1800402
63,1.3957672,1.5148306,"('unperceptive', 'insightful')",0.3946544,0.5063438,-0.09793402,0.014488474,0.5641625,0.6785543,0.1143918
64,0.46933287,0.39971367,"('shy', 'confident')",0.1872063,0.20664665,-7.1518583,-7.0142045,-2.1651065,-2.135948,0.0291585
65,1.4148132,1.3967015,"('insecure', 'secure')",-0.07018593,-0.0076128645,-0.97028744,-0.8029862,0.1247799,0.1953675,0.0705876
66,-0.46008077,-0.48986185,"('inactive', 'active')",-0.80578446,-0.9104537,1.127378,1.0513332,-0.0461624,-0.1163274,-0.070165
67,1.0800418,0.9620074,"('doubtful', 'determined')",0.34704494,0.33018306,-0.45928422,-0.37955046,0.3226008,0.3042133,-0.0183875
68,0.34843644,0.19734728,"('dependent', 'independent')",-0.95037967,-0.90834117,-0.8894661,-0.9019596,-0.4971364,-0.5376511,-0.0405147
69,-1.1942596,-1.320917,"('lazy', 'industrious')",0.33437967,0.24118483,-0.58003175,-0.70399475,-0.4799706,-0.5945756,-0.114605
70,1.9541061,2.1416945,"('lethargic', 'energetic')",0.28949872,0.5079698,0.07068595,0.15843764,0.7714303,0.936034,0.1646037
71,-0.14328504,-0.20884927,"('diffident', 'self-confident')",0.10262483,0.06411243,0.83333707,0.81331336,0.2642256,0.2228588,-0.0413668
72,1.3331233,1.2805719,"('unambitious', 'ambitious')",-0.22005,-0.15205045,0.116898246,0.22235836,0.4099905,0.4502933,0.0403028
73,0.4739005,0.44256264,"('helpless', 'self-reliant')",0.75389165,0.67221034,-3.5208561,-3.5408032,-0.7643547,-0.8086767,-0.044322
74,1.1704273,1.246807,"('undedicated', 'dedicated')",0.5534342,0.58560014,-0.9023346,-0.9066338,0.2738423,0.3085911,0.0347488
75,-1.5592906,-1.5527446,"('meek', 'impulsive')",-0.7677008,-0.811945,-0.107230216,-0.092085324,-0.8114072,-0.818925,-0.0075178
76,1.3934735,1.5429721,"('anxious', 'daring')",-0.0616646,0.1605882,-0.75222725,-0.5999411,0.1931939,0.3678731,0.1746792
77,0.9842758,0.992113,"('unmotivated', 'motivated')",-0.44837582,-0.39733368,-1.9027776,-1.7297318,-0.4556259,-0.3783175,0.0773084
78,0.28639713,0.38076854,"('nonresilient', 'resilient')",-0.27387697,-0.24630308,-0.11591911,-0.11000662,-0.0344663,0.0081529,0.0426192
79,-0.77671045,-0.8446754,"('wavering', 'unwavering')",-1.5945007,-1.7114799,-0.031509697,0.031886805,-0.8009069,-0.8414228,-0.0405159
80,1.558307,1.608373,"('dominated', 'dominating')",0.30565307,0.43778914,-1.1893078,-1.1393793,0.2248841,0.302261,0.0773769
81,1.7322093,1.7923833,"('submissive', 'aggressive')",0.65068084,0.78594303,-1.4341292,-1.2014782,0.3162537,0.4589493,0.1426956
82,-1.0227541,-0.90931666,"('poor', 'rich')",0.38253894,0.42890248,6.708625,6.769531,2.0228033,2.0963721,0.0735688
83,0.6548329,0.5610511,"('powerless', 'powerful')",-0.4027164,-0.35847732,-1.1300186,-1.1403667,-0.292634,-0.3125976,-0.0199636
84,0.67627513,0.521493,"('inferior', 'superior')",0.49315622,0.4200368,0.07399706,0.06709415,0.4144761,0.336208,-0.0782681
85,-0.52997607,-0.546516,"('insignificant', 'prestigious')",-0.6752287,-0.83860165,0.723144,0.5762293,-0.1606869,-0.2696295,-0.1089426
86,1.229952,1.2285904,"('uninfluential', 'influential')",0.1902701,0.13948913,-0.040498365,0.012474693,0.4599079,0.4601847,0.0002768
87,-0.09712188,-0.1679986,"('unsuccessful', 'successful')",1.0556383,0.98774624,0.13141699,0.18404905,0.3633111,0.3345989,-0.0287122
88,0.3369291,0.27428266,"('low', 'eminent')",-0.655596,-0.7286742,-0.16178124,-0.09945052,-0.1601494,-0.184614,-0.0244646
