,premeditation_male,premeditation_female,tuple,average_male,average_female,female-male
0,-0.29147175,-0.50250703,"('unsociable', 'sociable')",-0.2914717,-0.502507,-0.2110353
1,-0.67833555,-0.73918664,"('unfriendly', 'friendly')",-0.6783355,-0.7391866,-0.0608511
2,0.56961834,0.63141304,"('unlikable', 'likable')",0.5696183,0.631413,0.0617947
3,-0.53969854,-0.43795523,"('repellent', 'pleasant')",-0.5396985,-0.4379552,0.1017433
4,-1.5436455,-1.8012755,"('disliked', 'liked')",-1.5436455,-1.8012755,-0.25763
5,0.021893196,0.02266515,"('distant', 'outgoing')",0.0218932,0.0226652,0.000772
6,0.1452245,0.15397018,"('distant', 'open')",0.1452245,0.1539702,0.0087457
7,-0.6007439,-0.53761023,"('insensitive', 'sensitive')",-0.6007439,-0.5376102,0.0631337
8,-0.6653677,-0.6425895,"('unaffectionate', 'affectionate')",-0.6653677,-0.6425895,0.0227782
9,-1.2253826,-1.1876152,"('unaffectionate', 'caring')",-1.2253826,-1.1876152,0.0377674
10,-1.43836,-1.3668896,"('unsympathetic', 'sympathetic')",-1.43836,-1.3668896,0.0714704
11,-0.13175346,-0.015143428,"('unhelpful', 'helpful')",-0.1317535,-0.0151434,0.1166101
12,-1.4803691,-1.3851109,"('unsupportive', 'supportive')",-1.4803691,-1.3851109,0.0952582
13,-1.1948563,-1.1382799,"('impolite', 'polite')",-1.1948563,-1.1382799,0.0565764
14,0.0064400868,0.026498763,"('antisocial', 'social')",0.0064401,0.0264988,0.0200587
15,1.010676,0.8666933,"('boring', 'funny')",1.010676,0.8666933,-0.1439827
16,0.6037683,0.4975668,"('unpopular', 'popular')",0.6037683,0.4975668,-0.1062015
17,-0.55061173,-0.5292335,"('nasty', 'nice')",-0.5506117,-0.5292335,0.0213782
18,-0.021268623,-0.08590302,"('disagreeable', 'welcoming')",-0.0212686,-0.085903,-0.0646344
19,0.151446,0.027400363,"('inhospitable', 'hospitable')",0.151446,0.0274004,-0.1240456
20,0.674424,0.7106747,"('rough', 'thoughtful')",0.674424,0.7106747,0.0362507
21,-0.4303143,-0.39325452,"('immoral', 'moral')",-0.4303143,-0.3932545,0.0370598
22,0.14353114,0.10012183,"('untrustworthy', 'trustworthy')",0.1435311,0.1001218,-0.0434093
23,1.5584484,1.6178869,"('insincere', 'sincere')",1.5584484,1.6178869,0.0594385
24,-0.39668354,-0.34262615,"('dishonest', 'honest')",-0.3966835,-0.3426262,0.0540573
25,0.87518644,0.78440785,"('egoistic', 'altruistic')",0.8751864,0.7844079,-0.0907785
26,0.8567466,0.77052224,"('hardhearted', 'benevolent')",0.8567466,0.7705222,-0.0862244
27,-0.37116414,-0.30957332,"('hardhearted', 'softhearted')",-0.3711641,-0.3095733,0.0615908
28,-0.393702,-0.42357028,"('disloyal', 'loyal')",-0.393702,-0.4235703,-0.0298683
29,-0.25057384,-0.27103803,"('unfair', 'fair')",-0.2505738,-0.271038,-0.0204642
30,0.39017236,0.4027448,"('intolerant', 'tolerant')",0.3901724,0.4027448,0.0125724
31,-0.112036996,-0.17867842,"('evil', 'good')",-0.112037,-0.1786784,-0.0666414
32,0.13360862,0.11434941,"('unkind', 'kind')",0.1336086,0.1143494,-0.0192592
33,-0.15656526,-0.1324702,"('wrong', 'right')",-0.1565653,-0.1324702,0.0240951
34,2.4952443,2.5960474,"('mean', 'honorable')",2.4952443,2.5960474,0.1008031
35,0.9729403,0.7294444,"('corrupt', 'incorrupt')",0.9729403,0.7294444,-0.2434959
36,0.60837406,0.29137227,"('hostile', 'amicable')",0.6083741,0.2913723,-0.3170018
37,-0.13322246,-0.05580573,"('fake', 'genuine')",-0.1332225,-0.0558057,0.0774168
38,-0.20140281,-0.1319322,"('untruthful', 'truthful')",-0.2014028,-0.1319322,0.0694706
39,-0.00057758763,0.17939255,"('exploitative', 'cooperative')",-0.0005776,0.1793925,0.1799701
40,-0.6649746,-0.7784993,"('stingy', 'generous')",-0.6649746,-0.7784993,-0.1135247
41,-0.08818984,-0.21969965,"('unforgiving', 'forgiving')",-0.0881898,-0.2196997,-0.1315099
42,-0.10919743,-0.072744474,"('unreliable', 'reliable')",-0.1091974,-0.0727445,0.0364529
43,-0.54596305,-0.29866183,"('irresponsible', 'responsible')",-0.545963,-0.2986618,0.2473012
44,0.1066453,0.3432508,"('prejudiced', 'unprejudiced')",0.1066453,0.3432508,0.2366055
45,0.05319283,0.005337102,"('incompetent', 'competent')",0.0531928,0.0053371,-0.0478557
46,-1.4598405,-1.3981473,"('uncompetitive', 'competitive')",-1.4598405,-1.3981473,0.0616932
47,1.9215552,2.1435168,"('stupid', 'smart')",1.9215552,2.1435168,0.2219616
48,-1.2168698,-1.0628582,"('unintelligent', 'intelligent')",-1.2168698,-1.0628582,0.1540116
49,-0.17359643,0.05277557,"('unable', 'able')",-0.1735964,0.0527756,0.226372
50,1.0664592,1.0943757,"('clumsy', 'skillful')",1.0664592,1.0943757,0.0279165
51,-0.30286947,-0.491969,"('uneducated', 'educated')",-0.3028695,-0.491969,-0.1890995
52,0.21118723,0.007915992,"('irrational', 'rational')",0.2111872,0.007916,-0.2032712
53,-0.41790307,-0.5136181,"('uncreative', 'creative')",-0.4179031,-0.5136181,-0.095715
54,1.3600336,1.2749727,"('incapable', 'capable')",1.3600336,1.2749727,-0.0850609
55,-0.88556296,-0.71396273,"('incompetent', 'clever')",-0.885563,-0.7139627,0.1716003
56,0.14501712,0.18161823,"('impractical', 'practical')",0.1450171,0.1816182,0.0366011
57,-1.2180485,-1.4007572,"('unimaginative', 'imaginative')",-1.2180485,-1.4007572,-0.1827087
58,-0.098115176,-0.26421508,"('undiscriminating', 'discriminating')",-0.0981152,-0.2642151,-0.1660999
59,0.22889033,0.28107095,"('foolish', 'wise')",0.2288903,0.2810709,0.0521806
60,-0.9168162,-0.62184393,"('inefficient', 'efficient')",-0.9168162,-0.6218439,0.2949723
61,-0.4194411,-0.38196146,"('illogical', 'logical')",-0.4194411,-0.3819615,0.0374796
62,0.22389902,0.3633286,"('incompetent', 'brilliant')",0.223899,0.3633286,0.1394296
63,-0.345042,-0.32137778,"('unperceptive', 'insightful')",-0.345042,-0.3213778,0.0236642
64,-2.7688942,-2.825271,"('shy', 'confident')",-2.7688942,-2.8252709,-0.0563767
65,-0.74499094,-0.6778239,"('insecure', 'secure')",-0.7449909,-0.6778239,0.067167
66,0.10150152,-0.06738529,"('inactive', 'active')",0.1015015,-0.0673853,-0.1688868
67,0.4902847,0.50996387,"('doubtful', 'determined')",0.4902847,0.5099639,0.0196792
68,-0.24445213,-0.24313393,"('dependent', 'independent')",-0.2444521,-0.2431339,0.0013182
69,1.0348173,1.0204403,"('lazy', 'industrious')",1.0348173,1.0204403,-0.014377
70,0.2686061,0.27752906,"('lethargic', 'energetic')",0.2686061,0.2775291,0.008923
71,-0.23431063,-0.022081953,"('diffident', 'self-confident')",-0.2343106,-0.022082,0.2122286
72,-0.43066835,-0.32840684,"('unambitious', 'ambitious')",-0.4306684,-0.3284068,0.1022616
73,-0.43364832,-0.3933548,"('helpless', 'self-reliant')",-0.4336483,-0.3933548,0.0402935
74,-0.07864133,-0.15571108,"('undedicated', 'dedicated')",-0.0786413,-0.1557111,-0.0770698
75,1.047954,0.9603265,"('meek', 'impulsive')",1.047954,0.9603265,-0.0876275
76,-0.531196,-0.35870624,"('anxious', 'daring')",-0.531196,-0.3587062,0.1724898
77,-0.25601226,-0.25396606,"('unmotivated', 'motivated')",-0.2560123,-0.2539661,0.0020462
78,-1.1943198,-1.0695963,"('nonresilient', 'resilient')",-1.1943198,-1.0695963,0.1247235
79,1.1659443,0.98595303,"('wavering', 'unwavering')",1.1659443,0.985953,-0.1799913
80,-0.4852969,-0.49744004,"('dominated', 'dominating')",-0.4852969,-0.49744,-0.0121431
81,-0.6318764,-0.5073029,"('submissive', 'aggressive')",-0.6318764,-0.5073029,0.1245735
