,ciena_male,ciena_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.57112837,-0.5164307,"('unsociable', 'sociable')",0.0014103577,-0.1880988,-0.284859,-0.3522647,-0.0674057
1,-1.0324754,-0.9820678,"('unfriendly', 'friendly')",0.8404771,0.7307739,-0.0959991,-0.1256469,-0.0296478
2,1.6124283,1.6686428,"('unlikable', 'likable')",0.85408026,0.86616397,1.2332543,1.2674034,0.0341491
3,-0.38100025,-0.23435023,"('repellent', 'pleasant')",1.163448,1.2355276,0.3912238,0.5005887,0.1093649
4,0.06320499,0.032012627,"('disliked', 'liked')",-6.4838285,-6.5778356,-3.2103119,-3.2729115,-0.0625996
5,-0.67124635,-0.6916561,"('distant', 'outgoing')",-1.0296109,-1.0142658,-0.8504286,-0.8529609,-0.0025323
6,-0.79532284,-0.75089824,"('distant', 'open')",-1.1301024,-1.1280999,-0.9627126,-0.9394991,0.0232135
7,-0.77666223,-0.66042006,"('insensitive', 'sensitive')",0.025035674,0.015324405,-0.3758133,-0.3225478,0.0532655
8,-0.42515633,-0.50968343,"('unaffectionate', 'affectionate')",-0.04377207,-0.077878036,-0.2344642,-0.2937807,-0.0593165
9,-0.584265,-0.6122622,"('unaffectionate', 'caring')",0.24922326,0.2116802,-0.1675209,-0.200291,-0.0327701
10,-1.3010693,-1.1260056,"('unsympathetic', 'sympathetic')",-0.6634456,-0.7385858,-0.9822574,-0.9322957,0.0499617
11,-0.3539095,-0.33823752,"('unhelpful', 'helpful')",1.3776313,1.3699168,0.5118609,0.5158396,0.0039787
12,-0.4576266,-0.30859098,"('unsupportive', 'supportive')",-2.2140865,-2.2556057,-1.3358566,-1.2820983,0.0537583
13,-0.7326506,-0.7634759,"('impolite', 'polite')",-0.8121421,-0.86020535,-0.7723963,-0.8118407,-0.0394444
14,0.3281651,0.40075824,"('antisocial', 'social')",0.57925576,0.44846082,0.4537104,0.4246095,-0.0291009
15,0.6494493,0.444087,"('boring', 'funny')",0.1502934,0.13452633,0.3998713,0.2893067,-0.1105646
16,0.28299874,0.29584637,"('unpopular', 'popular')",0.37392822,0.33801728,0.3284635,0.3169318,-0.0115317
17,-0.21261075,-0.16197772,"('nasty', 'nice')",-0.35008875,-0.33329818,-0.2813497,-0.247638,0.0337117
18,0.010712117,0.089440055,"('disagreeable', 'welcoming')",-0.5159921,-0.5922991,-0.25264,-0.2514295,0.0012105
19,-0.99426466,-1.0221235,"('inhospitable', 'hospitable')",-0.9193908,-0.90389913,-0.9568278,-0.9630113,-0.0061835
20,0.42751598,0.48452032,"('rough', 'thoughtful')",0.9911641,0.9719571,0.70934,0.7282387,0.0188987
21,0.03821531,0.09789014,"('immoral', 'moral')",0.18441829,0.1621854,0.1113168,0.1300378,0.018721
22,-0.24434268,-0.13255288,"('untrustworthy', 'trustworthy')",-0.7158259,-0.82891387,-0.4800843,-0.4807334,-0.0006491
23,-0.9948852,-0.90141636,"('insincere', 'sincere')",5.2538853,5.163339,2.1294999,2.1309614,0.0014615
24,-0.42359486,-0.42063975,"('dishonest', 'honest')",0.392578,0.34255907,-0.0155084,-0.0390403,-0.0235319
25,0.0728866,-0.01380837,"('egoistic', 'altruistic')",1.2384068,1.2087705,0.6556467,0.5974811,-0.0581656
26,0.720915,0.6632948,"('hardhearted', 'benevolent')",1.5836136,1.4760407,1.1522644,1.0696678,-0.0825966
27,-0.20838566,-0.23594941,"('hardhearted', 'softhearted')",0.95317125,0.89491135,0.3723928,0.329481,-0.0429118
28,-0.37357995,-0.48152977,"('disloyal', 'loyal')",0.88230336,0.7516333,0.2543617,0.1350518,-0.1193099
29,-0.1109969,-0.185208,"('unfair', 'fair')",-0.14297861,-0.27580258,-0.1269878,-0.2305053,-0.1035175
30,0.18826045,0.26282,"('intolerant', 'tolerant')",1.2487301,1.1356907,0.7184952,0.6992553,-0.0192399
31,-0.6092696,-0.4731611,"('evil', 'good')",-0.8811911,-0.89951885,-0.7452303,-0.68634,0.0588903
32,0.14808728,0.05093295,"('unkind', 'kind')",0.52359474,0.3008514,0.335841,0.1758922,-0.1599488
33,0.27448562,0.1941511,"('wrong', 'right')",-0.8793292,-0.9057896,-0.3024218,-0.3558193,-0.0533975
34,-0.21442117,-0.038806327,"('mean', 'honorable')",5.1443896,5.2538524,2.4649842,2.607523,0.1425388
35,-0.44571626,-0.6561488,"('corrupt', 'incorrupt')",-0.60311943,-0.56415415,-0.5244179,-0.6101515,-0.0857336
36,-0.17211181,-0.21113697,"('hostile', 'amicable')",-0.39978012,-0.47762066,-0.285946,-0.3443788,-0.0584328
37,-0.3786376,-0.3781485,"('fake', 'genuine')",-0.34470624,-0.35808858,-0.3616719,-0.3681185,-0.0064466
38,-0.72208476,-0.64557797,"('untruthful', 'truthful')",-0.41575688,-0.37491992,-0.5689209,-0.510249,0.0586719
39,1.026111,1.0618689,"('exploitative', 'cooperative')",0.27186617,0.29516372,0.6489886,0.6785163,0.0295277
40,0.018913457,0.11280014,"('stingy', 'generous')",-1.719475,-1.8542309,-0.8502808,-0.8707154,-0.0204346
41,-0.31269413,-0.14596096,"('unforgiving', 'forgiving')",0.17997631,0.049573302,-0.0663589,-0.0481938,0.0181651
42,0.71278125,0.76703113,"('unreliable', 'reliable')",-3.2892017,-3.3772895,-1.2882103,-1.3051292,-0.0169189
43,-0.36221847,-0.21721129,"('irresponsible', 'responsible')",0.25297686,0.24423932,-0.0546208,0.013514,0.0681348
