,fluor_male,fluor_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.6814812,-0.9169995,"('unsociable', 'sociable')",0.15650235,-0.14242238,-0.2624894,-0.5297109,-0.2672215
1,-0.925726,-0.8904942,"('unfriendly', 'friendly')",1.0510312,1.0060962,0.0626526,0.057801,-0.0048516
2,0.7082639,0.7097555,"('unlikable', 'likable')",0.8410366,0.8225918,0.7746502,0.7661736,-0.0084766
3,-0.67443633,-0.62062997,"('repellent', 'pleasant')",0.848052,0.7342488,0.0868078,0.0568094,-0.0299984
4,0.024915969,0.09249544,"('disliked', 'liked')",-6.0645037,-6.0351567,-3.0197937,-2.9713306,0.0484631
5,-0.4537718,-0.25165087,"('distant', 'outgoing')",-0.6275212,-0.42829514,-0.5406465,-0.339973,0.2006735
6,-0.9512387,-0.7076668,"('distant', 'open')",-0.91994524,-0.7204144,-0.9355919,-0.7140406,0.2215513
7,-0.50140625,-0.48430288,"('insensitive', 'sensitive')",0.0077485787,-0.057629786,-0.2468288,-0.2709663,-0.0241375
8,-1.186799,-1.1677927,"('unaffectionate', 'affectionate')",0.500266,0.5559111,-0.3432665,-0.3059408,0.0373257
9,-0.9971062,-0.96154684,"('unaffectionate', 'caring')",0.9160319,0.97815084,-0.0405371,0.008302,0.0488391
10,-0.9960809,-1.08175,"('unsympathetic', 'sympathetic')",-0.4467646,-0.5423658,-0.7214227,-0.8120579,-0.0906352
11,-0.32096583,-0.41204175,"('unhelpful', 'helpful')",1.9795668,2.001251,0.8293005,0.7946046,-0.0346959
12,-0.42823455,-0.34031445,"('unsupportive', 'supportive')",-1.9894689,-1.9507987,-1.2088517,-1.1455566,0.0632951
13,-0.4807988,-0.6565561,"('impolite', 'polite')",-0.59183,-0.678634,-0.5363144,-0.667595,-0.1312806
14,-0.057687562,-0.2825619,"('antisocial', 'social')",0.18931937,-0.15154818,0.0658159,-0.217055,-0.2828709
15,-0.117431685,-0.25838637,"('boring', 'funny')",-0.15531161,-0.20075092,-0.1363716,-0.2295686,-0.093197
16,-0.20611356,-0.18481797,"('unpopular', 'popular')",0.82215744,0.7431926,0.3080219,0.2791873,-0.0288346
17,-0.17435744,-0.1355035,"('nasty', 'nice')",-0.44795367,-0.3616187,-0.3111556,-0.2485611,0.0625945
18,-1.0157276,-0.98682976,"('disagreeable', 'welcoming')",-0.6237908,-0.69425446,-0.8197592,-0.8405421,-0.0207829
19,-1.5450456,-1.4519252,"('inhospitable', 'hospitable')",-0.73881984,-0.5267244,-1.1419327,-0.9893248,0.1526079
20,0.14427865,0.13276954,"('rough', 'thoughtful')",0.9374011,0.8781912,0.5408399,0.5054803,-0.0353596
21,-0.08701415,-0.2358923,"('immoral', 'moral')",-0.06912391,-0.24786544,-0.078069,-0.2418789,-0.1638099
22,-0.6760971,-0.7132218,"('untrustworthy', 'trustworthy')",-0.9991409,-1.0868837,-0.837619,-0.9000527,-0.0624337
23,-0.5437154,-0.6223373,"('insincere', 'sincere')",5.5441027,5.4367433,2.5001936,2.407203,-0.0929906
24,-0.9406718,-0.96396464,"('dishonest', 'honest')",0.7282294,0.75635076,-0.1062212,-0.1038069,0.0024143
25,-0.07004695,-0.035636924,"('egoistic', 'altruistic')",0.9435352,0.93228614,0.4367441,0.4483246,0.0115805
26,-0.21200149,-0.3041772,"('hardhearted', 'benevolent')",1.4289892,1.285099,0.6084939,0.4904609,-0.118033
27,0.29140702,0.40223202,"('hardhearted', 'softhearted')",0.734033,0.7563745,0.51272,0.5793033,0.0665833
28,-0.87253547,-0.97603595,"('disloyal', 'loyal')",1.1757758,1.0502049,0.1516201,0.0370845,-0.1145356
29,-0.5293433,-0.5512197,"('unfair', 'fair')",-0.56090325,-0.6387758,-0.5451233,-0.5949978,-0.0498745
30,-0.044969693,-0.1938712,"('intolerant', 'tolerant')",1.0770099,0.92353404,0.5160201,0.3648314,-0.1511887
31,-0.84935707,-0.6095211,"('evil', 'good')",-1.1241341,-0.9900314,-0.9867456,-0.7997763,0.1869693
32,-0.3499183,-0.47090143,"('unkind', 'kind')",0.98968554,0.74816126,0.3198836,0.1386299,-0.1812537
33,0.48998836,0.47646683,"('wrong', 'right')",-0.78408194,-0.70500934,-0.1470468,-0.1142713,0.0327755
