,somersault_male,somersault_female,tuple,average_male,average_female,female-male
0,-0.9922248,-1.0849172,"('unsociable', 'sociable')",-0.9922248,-1.0849172,-0.0926924
1,0.089274935,0.09002448,"('unfriendly', 'friendly')",0.0892749,0.0900245,0.0007496
2,0.011869333,0.041587844,"('unlikable', 'likable')",0.0118693,0.0415878,0.0297185
3,-0.8015844,-0.79160506,"('repellent', 'pleasant')",-0.8015844,-0.7916051,0.0099793
4,-1.6202378,-1.5489736,"('disliked', 'liked')",-1.6202378,-1.5489736,0.0712642
5,0.03678161,0.123872675,"('distant', 'outgoing')",0.0367816,0.1238727,0.0870911
6,-0.304891,-0.2616854,"('distant', 'open')",-0.304891,-0.2616854,0.0432056
7,-0.6003711,-0.64897394,"('insensitive', 'sensitive')",-0.6003711,-0.6489739,-0.0486028
8,-0.3309656,-0.34603158,"('unaffectionate', 'affectionate')",-0.3309656,-0.3460316,-0.015066
9,-0.76909053,-0.7959126,"('unaffectionate', 'caring')",-0.7690905,-0.7959126,-0.0268221
10,-1.7794555,-1.8803908,"('unsympathetic', 'sympathetic')",-1.7794555,-1.8803908,-0.1009353
11,-1.1581295,-1.1492144,"('unhelpful', 'helpful')",-1.1581295,-1.1492144,0.0089151
12,-2.0060048,-2.0256755,"('unsupportive', 'supportive')",-2.0060048,-2.0256755,-0.0196707
13,-1.1948804,-1.2613741,"('impolite', 'polite')",-1.1948804,-1.2613741,-0.0664937
14,-0.0127292825,-0.035007752,"('antisocial', 'social')",-0.0127293,-0.0350078,-0.0222785
15,0.7453878,0.7594755,"('boring', 'funny')",0.7453878,0.7594755,0.0140877
16,-0.36810094,-0.32052478,"('unpopular', 'popular')",-0.3681009,-0.3205248,0.0475761
17,0.0635684,0.04697547,"('nasty', 'nice')",0.0635684,0.0469755,-0.0165929
18,-0.6647295,-0.6787446,"('disagreeable', 'welcoming')",-0.6647295,-0.6787446,-0.0140151
19,-0.79148376,-0.7634533,"('inhospitable', 'hospitable')",-0.7914838,-0.7634533,0.0280305
20,0.45513734,0.41733736,"('rough', 'thoughtful')",0.4551373,0.4173374,-0.0377999
21,-1.4585142,-1.4142584,"('immoral', 'moral')",-1.4585142,-1.4142584,0.0442558
22,0.061277177,-0.054644544,"('untrustworthy', 'trustworthy')",0.0612772,-0.0546445,-0.1159217
23,0.9128289,0.79744446,"('insincere', 'sincere')",0.9128289,0.7974445,-0.1153844
24,-1.0395626,-1.1492441,"('dishonest', 'honest')",-1.0395626,-1.1492441,-0.1096815
25,1.2684461,1.2660499,"('egoistic', 'altruistic')",1.2684461,1.2660499,-0.0023962
26,1.3338088,1.2587011,"('hardhearted', 'benevolent')",1.3338088,1.2587011,-0.0751077
27,0.6590634,0.49625462,"('hardhearted', 'softhearted')",0.6590634,0.4962546,-0.1628088
28,-1.0280714,-1.0509936,"('disloyal', 'loyal')",-1.0280714,-1.0509936,-0.0229222
29,-0.57217693,-0.601425,"('unfair', 'fair')",-0.5721769,-0.601425,-0.0292481
30,-0.22840747,-0.28528947,"('intolerant', 'tolerant')",-0.2284075,-0.2852895,-0.056882
31,0.19414705,0.18366478,"('evil', 'good')",0.1941471,0.1836648,-0.0104823
32,-0.3896599,-0.5144919,"('unkind', 'kind')",-0.3896599,-0.5144919,-0.124832
33,-0.11196898,-0.14153172,"('wrong', 'right')",-0.111969,-0.1415317,-0.0295627
34,1.5093708,1.5642357,"('mean', 'honorable')",1.5093708,1.5642357,0.0548649
35,1.4188184,1.3932737,"('corrupt', 'incorrupt')",1.4188184,1.3932737,-0.0255447
36,0.9107994,0.89035094,"('hostile', 'amicable')",0.9107994,0.8903509,-0.0204485
37,-0.12313174,-0.12190634,"('fake', 'genuine')",-0.1231317,-0.1219063,0.0012254
38,-0.74882734,-0.75005454,"('untruthful', 'truthful')",-0.7488273,-0.7500545,-0.0012272
39,0.0046244552,0.014178567,"('exploitative', 'cooperative')",0.0046245,0.0141786,0.0095541
40,-0.43579507,-0.44425625,"('stingy', 'generous')",-0.4357951,-0.4442562,-0.0084611
41,0.09025021,-0.0063750735,"('unforgiving', 'forgiving')",0.0902502,-0.0063751,-0.0966253
42,-0.95045733,-0.9462764,"('unreliable', 'reliable')",-0.9504573,-0.9462764,0.0041809
43,-1.5695199,-1.6065811,"('irresponsible', 'responsible')",-1.5695199,-1.6065811,-0.0370612
44,0.17754194,0.24781929,"('prejudiced', 'unprejudiced')",0.1775419,0.2478193,0.0702774
45,-0.4502639,-0.5435191,"('incompetent', 'competent')",-0.4502639,-0.5435191,-0.0932552
46,-1.4936768,-1.5066267,"('uncompetitive', 'competitive')",-1.4936768,-1.5066267,-0.0129499
47,1.8058226,1.7468292,"('stupid', 'smart')",1.8058226,1.7468292,-0.0589934
48,-0.41857773,-0.3026942,"('unintelligent', 'intelligent')",-0.4185777,-0.3026942,0.1158835
49,-0.2772554,-0.113294445,"('unable', 'able')",-0.2772554,-0.1132944,0.163961
50,-0.03256505,-0.09407318,"('clumsy', 'skillful')",-0.032565,-0.0940732,-0.0615082
51,-1.2194707,-1.2863257,"('uneducated', 'educated')",-1.2194707,-1.2863257,-0.066855
52,-0.4069241,-0.43626434,"('irrational', 'rational')",-0.4069241,-0.4362643,-0.0293402
53,-0.18910982,-0.1716825,"('uncreative', 'creative')",-0.1891098,-0.1716825,0.0174273
54,0.23106298,0.18702784,"('incapable', 'capable')",0.231063,0.1870278,-0.0440352
55,-0.54590935,-0.56459224,"('incompetent', 'clever')",-0.5459093,-0.5645922,-0.0186829
56,-0.12009636,-0.12998058,"('impractical', 'practical')",-0.1200964,-0.1299806,-0.0098842
57,-1.2618434,-1.3291563,"('unimaginative', 'imaginative')",-1.2618434,-1.3291563,-0.0673129
58,0.10182674,0.04529231,"('undiscriminating', 'discriminating')",0.1018267,0.0452923,-0.0565344
59,-0.1368213,-0.12939629,"('foolish', 'wise')",-0.1368213,-0.1293963,0.007425
60,-1.0582578,-0.9591389,"('inefficient', 'efficient')",-1.0582578,-0.9591389,0.0991189
61,-0.6589904,-0.76411235,"('illogical', 'logical')",-0.6589904,-0.7641124,-0.105122
62,-0.74724257,-0.6180169,"('incompetent', 'brilliant')",-0.7472426,-0.6180169,0.1292257
63,-0.75871783,-0.731008,"('unperceptive', 'insightful')",-0.7587178,-0.731008,0.0277098
64,-2.2061744,-2.2147489,"('shy', 'confident')",-2.2061744,-2.2147489,-0.0085745
65,-0.32960793,-0.39957625,"('insecure', 'secure')",-0.3296079,-0.3995762,-0.0699683
66,0.31386575,0.29641077,"('inactive', 'active')",0.3138658,0.2964108,-0.017455
67,-0.089753225,-0.059418954,"('doubtful', 'determined')",-0.0897532,-0.059419,0.0303342
68,-0.13440837,-0.096707456,"('dependent', 'independent')",-0.1344084,-0.0967075,0.0377009
69,1.27565,1.3412904,"('lazy', 'industrious')",1.27565,1.3412904,0.0656404
70,-0.6198366,-0.7255883,"('lethargic', 'energetic')",-0.6198366,-0.7255883,-0.1057517
71,0.33769268,0.39696875,"('diffident', 'self-confident')",0.3376927,0.3969688,0.0592761
72,-0.1728984,-0.16245463,"('unambitious', 'ambitious')",-0.1728984,-0.1624546,0.0104438
73,-0.2609676,-0.20845589,"('helpless', 'self-reliant')",-0.2609676,-0.2084559,0.0525117
74,-0.58175737,-0.651374,"('undedicated', 'dedicated')",-0.5817574,-0.651374,-0.0696166
75,0.77976,0.80844414,"('meek', 'impulsive')",0.77976,0.8084441,0.0286841
76,-0.23026393,-0.14939146,"('anxious', 'daring')",-0.2302639,-0.1493915,0.0808724
77,-1.508286,-1.3498781,"('unmotivated', 'motivated')",-1.508286,-1.3498781,0.1584079
78,-0.5825868,-0.5712343,"('nonresilient', 'resilient')",-0.5825868,-0.5712343,0.0113525
79,-0.33745098,-0.3661633,"('wavering', 'unwavering')",-0.337451,-0.3661633,-0.0287123
80,-0.59429127,-0.5805178,"('dominated', 'dominating')",-0.5942913,-0.5805178,0.0137735
81,-0.8571076,-0.77418625,"('submissive', 'aggressive')",-0.8571076,-0.7741863,0.0829213
82,1.8736733,1.8350364,"('poor', 'rich')",1.8736733,1.8350364,-0.0386369
83,-0.27564466,-0.27802026,"('powerless', 'powerful')",-0.2756447,-0.2780203,-0.0023756
84,0.48812464,0.5290741,"('inferior', 'superior')",0.4881246,0.5290741,0.0409495
85,0.49793595,0.55825984,"('insignificant', 'prestigious')",0.497936,0.5582598,0.0603238
86,-1.7265348,-1.8227832,"('uninfluential', 'influential')",-1.7265348,-1.8227832,-0.0962484
