,dentsply_male,dentsply_female,tuple,sirona_male,sirona_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.13559017,-0.061920796,"('unsociable', 'sociable')",-0.08610296,-0.023474928,0.1450393,0.09640552,-0.0255513,0.0036699,0.0292212
1,-2.3014832,-2.2628696,"('unfriendly', 'friendly')",-1.6227243,-1.6675253,1.4551561,1.2570785,-0.8230171,-0.8911055,-0.0680884
2,-0.1078354,-0.064623564,"('unlikable', 'likable')",0.42628318,0.51514417,0.32252306,0.39149827,0.2136569,0.2806729,0.067016
3,-0.99110687,-0.8543167,"('repellent', 'pleasant')",-0.80888927,-0.56410897,0.13944073,0.27517074,-0.5535185,-0.381085,0.1724335
4,-1.0531358,-1.0010542,"('disliked', 'liked')",-0.8541342,-0.82155955,-6.4912615,-6.6403704,-2.7995103,-2.8209947,-0.0214844
5,-1.6006243,-1.5989587,"('distant', 'outgoing')",-1.6681863,-1.8295335,-0.66639656,-0.7726311,-1.3117358,-1.4003744,-0.0886386
6,-2.0769722,-2.0530384,"('distant', 'open')",-2.0395195,-2.1679475,-0.13536271,-0.30136305,-1.4172848,-1.5074496,-0.0901648
7,-0.7511286,-0.6228192,"('insensitive', 'sensitive')",-0.4391228,-0.2315478,0.58402175,0.6509295,-0.2020765,-0.0678125,0.134264
8,-1.3010459,-1.3698062,"('unaffectionate', 'affectionate')",-0.7528877,-0.85540885,0.79567087,0.5995869,-0.4194209,-0.541876,-0.1224551
9,-1.8717345,-1.8750386,"('unaffectionate', 'caring')",-1.6206801,-1.6402917,0.96654177,0.85952294,-0.8419576,-0.8852692,-0.0433116
10,-1.0456737,-0.8731661,"('unsympathetic', 'sympathetic')",-0.5564453,-0.2518088,0.069537565,0.12383114,-0.5108605,-0.3337146,0.1771459
11,-0.45032662,-0.38299435,"('unhelpful', 'helpful')",-0.047127955,0.15659076,1.7966908,1.9459021,0.4330788,0.5731662,0.1400874
12,-0.90477014,-0.7452434,"('unsupportive', 'supportive')",-0.5676177,-0.33190355,-1.7466568,-1.6927474,-1.0730149,-0.923298,0.1497169
13,0.68268263,0.77324665,"('impolite', 'polite')",0.6124262,0.67544913,-0.3987963,-0.24477756,0.2987708,0.4013061,0.1025353
14,1.0506226,1.0937929,"('antisocial', 'social')",1.1225922,1.222734,0.038892522,0.16254593,0.7373691,0.8263576,0.0889885
15,0.6532559,0.58385,"('boring', 'funny')",0.51394105,0.34427974,0.6290296,0.53000563,0.5987422,0.4860451,-0.1126971
16,-1.2521161,-1.2031747,"('unpopular', 'popular')",-0.98566943,-0.9289451,-0.051394325,-0.029690169,-0.7630599,-0.7206034,0.0424565
17,-0.04815858,0.03625968,"('nasty', 'nice')",-0.054863576,-0.006816551,-0.3532042,-0.3444393,-0.1520754,-0.1049987,0.0470767
18,-0.90237606,-0.8283488,"('disagreeable', 'welcoming')",-0.13903272,0.041155487,-0.52527845,-0.562761,-0.5222291,-0.4499848,0.0722443
19,-1.3419136,-1.2567968,"('inhospitable', 'hospitable')",-1.9031978,-1.841868,-0.60112166,-0.60922927,-1.2820777,-1.2359647,0.046113
20,-0.38190198,-0.33601132,"('rough', 'thoughtful')",0.020844005,0.17256248,1.2648234,1.2743907,0.3012551,0.370314,0.0690589
21,0.2333748,0.3837899,"('immoral', 'moral')",0.3661846,0.5726665,-0.5039523,-0.34252113,0.031869,0.2046451,0.1727761
22,0.48255086,0.54797345,"('untrustworthy', 'trustworthy')",0.9718172,1.1541951,-0.3791109,-0.37979612,0.3584191,0.4407908,0.0823717
23,-0.58255315,-0.4976321,"('insincere', 'sincere')",-0.5713871,-0.3845905,5.51875,5.5633826,1.4549367,1.5603867,0.10545
24,-0.56572825,-0.51775104,"('dishonest', 'honest')",-0.4015082,-0.3496768,0.8542367,0.8260319,-0.0376666,-0.0137986,0.023868
25,-0.816439,-0.8358388,"('egoistic', 'altruistic')",-0.95087934,-1.074127,1.268073,1.1521404,-0.1664151,-0.2526085,-0.0861934
26,-0.2969343,-0.33105937,"('hardhearted', 'benevolent')",0.33961746,0.3331842,1.7463381,1.6700263,0.5963404,0.5573837,-0.0389567
27,-0.29382226,-0.3720042,"('hardhearted', 'softhearted')",0.1274425,0.10312238,1.5349218,1.3727485,0.4561807,0.3679556,-0.0882251
28,-1.0278741,-0.9956022,"('disloyal', 'loyal')",-0.6080029,-0.634969,1.0967199,0.95254785,-0.1797191,-0.2260078,-0.0462887
29,-0.64911985,-0.6628793,"('unfair', 'fair')",-0.7202321,-0.8308657,-0.19793862,-0.38302237,-0.5224302,-0.6255891,-0.1031589
30,0.81683415,0.9482522,"('intolerant', 'tolerant')",0.8016147,0.9477226,1.6256034,1.7110642,1.0813508,1.2023463,0.1209955
31,-1.8686179,-1.7463362,"('evil', 'good')",-1.1992414,-1.1226994,-1.0930895,-1.2338313,-1.3869829,-1.3676224,0.0193605
32,0.1672193,0.16002811,"('unkind', 'kind')",0.22463965,0.21429123,0.94004536,0.8185403,0.4439681,0.3976199,-0.0463482
