,buzzard_male,buzzard_female,tuple,average_male,average_female,female-male
0,-0.083372846,-0.26167527,"('unsociable', 'sociable')",-0.0833728,-0.2616753,-0.1783025
1,0.4314214,0.21599825,"('unfriendly', 'friendly')",0.4314214,0.2159982,-0.2154232
2,-0.048092417,-0.12597723,"('unlikable', 'likable')",-0.0480924,-0.1259772,-0.0778848
3,-1.1540649,-1.1161742,"('repellent', 'pleasant')",-1.1540649,-1.1161742,0.0378907
4,-2.257523,-2.3515615,"('disliked', 'liked')",-2.2575231,-2.3515615,-0.0940384
5,0.4534255,0.46507788,"('distant', 'outgoing')",0.4534255,0.4650779,0.0116524
6,0.15058109,0.16334507,"('distant', 'open')",0.1505811,0.1633451,0.012764
7,0.040607523,-0.007369917,"('insensitive', 'sensitive')",0.0406075,-0.0073699,-0.0479774
8,0.66664386,0.5613631,"('unaffectionate', 'affectionate')",0.6666439,0.5613631,-0.1052808
9,0.53666955,0.4280302,"('unaffectionate', 'caring')",0.5366696,0.4280302,-0.1086394
10,-0.9219801,-0.98996085,"('unsympathetic', 'sympathetic')",-0.9219801,-0.9899608,-0.0679807
11,0.028258823,0.06640627,"('unhelpful', 'helpful')",0.0282588,0.0664063,0.0381475
12,-1.4239266,-1.479613,"('unsupportive', 'supportive')",-1.4239266,-1.4796129,-0.0556863
13,-0.4619139,-0.5238736,"('impolite', 'polite')",-0.4619139,-0.5238736,-0.0619597
14,-0.0024345815,-0.146196,"('antisocial', 'social')",-0.0024346,-0.146196,-0.1437614
15,-0.102646224,-0.15783302,"('boring', 'funny')",-0.1026462,-0.157833,-0.0551868
16,-0.17615932,-0.19342078,"('unpopular', 'popular')",-0.1761593,-0.1934208,-0.0172615
17,-0.8127348,-0.7348093,"('nasty', 'nice')",-0.8127348,-0.7348093,0.0779255
18,-0.8451939,-0.86895764,"('disagreeable', 'welcoming')",-0.8451939,-0.8689576,-0.0237637
19,0.3431529,0.47680306,"('inhospitable', 'hospitable')",0.3431529,0.4768031,0.1336502
20,0.028469209,0.00032026693,"('rough', 'thoughtful')",0.0284692,0.0003203,-0.0281489
21,-1.1313102,-1.0570573,"('immoral', 'moral')",-1.1313102,-1.0570573,0.0742529
22,0.057467036,-0.07854809,"('untrustworthy', 'trustworthy')",0.057467,-0.0785481,-0.1360151
23,1.9507798,1.8793095,"('insincere', 'sincere')",1.9507798,1.8793095,-0.0714703
24,-0.1361767,-0.31799385,"('dishonest', 'honest')",-0.1361767,-0.3179938,-0.1818171
25,0.53436834,0.46301523,"('egoistic', 'altruistic')",0.5343683,0.4630152,-0.0713531
26,0.93444496,0.7224162,"('hardhearted', 'benevolent')",0.934445,0.7224162,-0.2120288
27,0.015181594,-0.14196709,"('hardhearted', 'softhearted')",0.0151816,-0.1419671,-0.1571487
28,0.6365185,0.5263429,"('disloyal', 'loyal')",0.6365185,0.5263429,-0.1101756
29,0.11441494,0.079604454,"('unfair', 'fair')",0.1144149,0.0796045,-0.0348104
30,-0.10428545,-0.104191825,"('intolerant', 'tolerant')",-0.1042854,-0.1041918,9.36e-05
31,-0.53667533,-0.5225277,"('evil', 'good')",-0.5366753,-0.5225277,0.0141476
32,-0.06604856,-0.29272673,"('unkind', 'kind')",-0.0660486,-0.2927267,-0.2266781
33,0.15554018,0.15759309,"('wrong', 'right')",0.1555402,0.1575931,0.0020529
34,1.7524142,1.955874,"('mean', 'honorable')",1.7524142,1.955874,0.2034598
35,0.49193257,0.5612261,"('corrupt', 'incorrupt')",0.4919326,0.5612261,0.0692935
36,0.39531046,0.40838575,"('hostile', 'amicable')",0.3953105,0.4083858,0.0130753
37,-0.09852734,-0.08457676,"('fake', 'genuine')",-0.0985273,-0.0845768,0.0139505
38,0.36267358,0.363529,"('untruthful', 'truthful')",0.3626736,0.363529,0.0008554
39,0.15147756,0.1686542,"('exploitative', 'cooperative')",0.1514776,0.1686542,0.0171766
40,-2.5511625,-2.7135158,"('stingy', 'generous')",-2.5511625,-2.7135158,-0.1623533
41,0.10540588,0.057758123,"('unforgiving', 'forgiving')",0.1054059,0.0577581,-0.0476478
42,-1.2592927,-1.3281536,"('unreliable', 'reliable')",-1.2592927,-1.3281536,-0.0688609
43,-0.5525549,-0.6648593,"('irresponsible', 'responsible')",-0.5525549,-0.6648593,-0.1123044
44,-1.257173,-1.2008684,"('prejudiced', 'unprejudiced')",-1.2571729,-1.2008684,0.0563045
45,0.1043121,-0.06583954,"('incompetent', 'competent')",0.1043121,-0.0658395,-0.1701516
46,-0.572171,-0.69022554,"('uncompetitive', 'competitive')",-0.572171,-0.6902255,-0.1180545
47,2.4322138,2.430439,"('stupid', 'smart')",2.4322138,2.430439,-0.0017748
48,-0.93816155,-0.97538984,"('unintelligent', 'intelligent')",-0.9381616,-0.9753898,-0.0372282
49,-0.026131783,0.09328958,"('unable', 'able')",-0.0261318,0.0932896,0.1194214
50,-0.53964853,-0.62046534,"('clumsy', 'skillful')",-0.5396485,-0.6204653,-0.0808168
51,-0.0829748,-0.07587291,"('uneducated', 'educated')",-0.0829748,-0.0758729,0.0071019
52,-0.47945234,-0.57616645,"('irrational', 'rational')",-0.4794523,-0.5761665,-0.0967142
53,0.17021987,0.043123808,"('uncreative', 'creative')",0.1702199,0.0431238,-0.1270961
54,0.8222779,0.8002566,"('incapable', 'capable')",0.8222779,0.8002566,-0.0220213
55,0.1530561,0.07575159,"('incompetent', 'clever')",0.1530561,0.0757516,-0.0773045
56,0.476092,0.44260713,"('impractical', 'practical')",0.476092,0.4426071,-0.0334849
57,-1.212853,-1.3413836,"('unimaginative', 'imaginative')",-1.212853,-1.3413836,-0.1285306
58,0.5990622,0.44856998,"('undiscriminating', 'discriminating')",0.5990622,0.44857,-0.1504922
59,-0.2762116,-0.27696046,"('foolish', 'wise')",-0.2762116,-0.2769605,-0.0007489
60,0.078279935,0.09705297,"('inefficient', 'efficient')",0.0782799,0.097053,0.0187731
61,0.23601697,0.0780605,"('illogical', 'logical')",0.236017,0.0780605,-0.1579565
62,-0.087294795,-0.06580876,"('incompetent', 'brilliant')",-0.0872948,-0.0658088,0.021486
63,0.036723487,0.029525526,"('unperceptive', 'insightful')",0.0367235,0.0295255,-0.007198
64,-2.980114,-3.1195984,"('shy', 'confident')",-2.980114,-3.1195984,-0.1394844
65,-0.55647355,-0.62926084,"('insecure', 'secure')",-0.5564736,-0.6292608,-0.0727872
66,-0.031155113,-0.06606635,"('inactive', 'active')",-0.0311551,-0.0660663,-0.0349112
67,-0.10203534,-0.023205396,"('doubtful', 'determined')",-0.1020353,-0.0232054,0.0788299
68,-0.63870704,-0.599673,"('dependent', 'independent')",-0.638707,-0.599673,0.039034
69,-0.1436263,-0.017287165,"('lazy', 'industrious')",-0.1436263,-0.0172872,0.1263391
70,-0.2735729,-0.42602998,"('lethargic', 'energetic')",-0.2735729,-0.42603,-0.1524571
71,1.0184218,0.96622074,"('diffident', 'self-confident')",1.0184218,0.9662207,-0.0522011
72,-0.2661273,-0.38499415,"('unambitious', 'ambitious')",-0.2661273,-0.3849941,-0.1188668
73,-1.2902579,-1.2994251,"('helpless', 'self-reliant')",-1.2902579,-1.2994251,-0.0091672
74,0.35854903,0.23233885,"('undedicated', 'dedicated')",0.358549,0.2323388,-0.1262102
75,0.35631156,0.4289791,"('meek', 'impulsive')",0.3563116,0.4289791,0.0726675
76,-0.6141091,-0.61378753,"('anxious', 'daring')",-0.6141091,-0.6137875,0.0003216
77,-1.3277897,-1.2051014,"('unmotivated', 'motivated')",-1.3277897,-1.2051014,0.1226883
78,-0.3770606,-0.33677983,"('nonresilient', 'resilient')",-0.3770606,-0.3367798,0.0402808
79,0.0558482,0.09687764,"('wavering', 'unwavering')",0.0558482,0.0968776,0.0410294
80,-0.43646336,-0.4510459,"('dominated', 'dominating')",-0.4364634,-0.4510459,-0.0145825
81,-0.6126341,-0.6012698,"('submissive', 'aggressive')",-0.6126341,-0.6012698,0.0113643
82,2.3514686,2.3490548,"('poor', 'rich')",2.3514686,2.3490548,-0.0024138
83,-0.017323105,-0.12972641,"('powerless', 'powerful')",-0.0173231,-0.1297264,-0.1124033
84,-0.51075524,-0.5068714,"('inferior', 'superior')",-0.5107552,-0.5068714,0.0038838
85,-0.12766269,-0.14274734,"('insignificant', 'prestigious')",-0.1276627,-0.1427473,-0.0150846
86,0.08945267,-0.16146588,"('uninfluential', 'influential')",0.0894527,-0.1614659,-0.2509186
87,0.4200195,0.3556797,"('unsuccessful', 'successful')",0.4200195,0.3556797,-0.0643398
88,-0.97832227,-1.0254562,"('low', 'eminent')",-0.9783223,-1.0254562,-0.0471339
