,utilization_male,utilization_female,tuple,average_male,average_female,female-male
0,0.20165533,-0.14502658,"('unsociable', 'sociable')",0.2016553,-0.1450266,-0.3466819
1,1.248184,1.2061372,"('unfriendly', 'friendly')",1.248184,1.2061372,-0.0420468
2,0.57438934,0.6971205,"('unlikable', 'likable')",0.5743893,0.6971205,0.1227312
3,0.6859963,0.84595966,"('repellent', 'pleasant')",0.6859963,0.8459597,0.1599634
4,-7.2042327,-7.2497177,"('disliked', 'liked')",-7.2042327,-7.2497177,-0.045485
5,-1.0255268,-0.83324975,"('distant', 'outgoing')",-1.0255268,-0.8332497,0.1922771
6,-0.65253586,-0.45501548,"('distant', 'open')",-0.6525359,-0.4550155,0.1975204
7,0.9004347,0.84368235,"('insensitive', 'sensitive')",0.9004347,0.8436823,-0.0567524
8,1.0223869,1.0512623,"('unaffectionate', 'affectionate')",1.0223869,1.0512623,0.0288754
9,1.4678408,1.5455236,"('unaffectionate', 'caring')",1.4678408,1.5455236,0.0776828
10,1.5471101,1.5603126,"('unsympathetic', 'sympathetic')",1.5471101,1.5603126,0.0132025
11,2.7715733,2.6038942,"('unhelpful', 'helpful')",2.7715733,2.6038942,-0.1676791
12,-1.6112769,-1.6817656,"('unsupportive', 'supportive')",-1.6112769,-1.6817656,-0.0704887
13,0.5658169,0.33867943,"('impolite', 'polite')",0.5658169,0.3386794,-0.2271375
14,-0.0009468319,-0.2568543,"('antisocial', 'social')",-0.0009468,-0.2568543,-0.2559075
15,0.70005196,0.50727856,"('boring', 'funny')",0.700052,0.5072786,-0.1927734
16,-0.076815225,-0.18469664,"('unpopular', 'popular')",-0.0768152,-0.1846966,-0.1078814
17,0.33487725,0.27828193,"('nasty', 'nice')",0.3348773,0.2782819,-0.0565954
18,-0.6308163,-0.72392535,"('disagreeable', 'welcoming')",-0.6308163,-0.7239254,-0.0931091
19,-0.3392509,-0.3200792,"('inhospitable', 'hospitable')",-0.3392509,-0.3200792,0.0191717
20,0.8637754,0.7523338,"('rough', 'thoughtful')",0.8637754,0.7523338,-0.1114416
21,0.2767729,0.35080498,"('immoral', 'moral')",0.2767729,0.350805,0.0740321
22,-0.38417095,-0.3962075,"('untrustworthy', 'trustworthy')",-0.3841709,-0.3962075,-0.0120366
23,6.7634773,6.6367087,"('insincere', 'sincere')",6.7634773,6.6367087,-0.1267686
24,1.7224485,1.8330566,"('dishonest', 'honest')",1.7224485,1.8330566,0.1106081
25,0.517455,0.4368344,"('egoistic', 'altruistic')",0.517455,0.4368344,-0.0806206
26,0.50956243,0.261333,"('hardhearted', 'benevolent')",0.5095624,0.261333,-0.2482294
27,1.3543642,1.2381849,"('hardhearted', 'softhearted')",1.3543642,1.2381849,-0.1161793
28,1.5549256,1.4450675,"('disloyal', 'loyal')",1.5549256,1.4450675,-0.1098581
29,-0.9054789,-1.0026056,"('unfair', 'fair')",-0.9054789,-1.0026056,-0.0971267
30,1.4184039,1.2174711,"('intolerant', 'tolerant')",1.4184039,1.2174711,-0.2009328
31,-1.8774371,-1.8105963,"('evil', 'good')",-1.8774371,-1.8105963,0.0668408
32,1.694135,1.4897486,"('unkind', 'kind')",1.694135,1.4897486,-0.2043864
33,-0.9245153,-0.8345849,"('wrong', 'right')",-0.9245153,-0.8345849,0.0899304
34,4.754873,4.911898,"('mean', 'honorable')",4.7548728,4.9118981,0.1570253
35,-1.1272875,-1.2427403,"('corrupt', 'incorrupt')",-1.1272875,-1.2427403,-0.1154528
36,-0.8981878,-1.0275288,"('hostile', 'amicable')",-0.8981878,-1.0275288,-0.129341
37,1.1120636,1.1618807,"('fake', 'genuine')",1.1120636,1.1618807,0.0498171
38,0.28523928,0.19524607,"('untruthful', 'truthful')",0.2852393,0.1952461,-0.0899932
39,0.16538641,0.15570772,"('exploitative', 'cooperative')",0.1653864,0.1557077,-0.0096787
40,-2.4224894,-2.38152,"('stingy', 'generous')",-2.4224894,-2.38152,0.0409694
41,0.45145887,0.26788017,"('unforgiving', 'forgiving')",0.4514589,0.2678802,-0.1835787
