,lorillard_male,lorillard_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.43332356,-0.6310899,"('unsociable', 'sociable')",-0.037923962,-0.21300846,-0.2356238,-0.4220492,-0.1864254
1,-0.73838794,-0.92058694,"('unfriendly', 'friendly')",1.7892344,1.6442099,0.5254232,0.3618115,-0.1636117
2,1.0917889,1.0535669,"('unlikable', 'likable')",0.57260317,0.59107524,0.832196,0.8223211,-0.0098749
3,-0.40747094,-0.2620118,"('repellent', 'pleasant')",0.01429295,0.06665508,-0.196589,-0.0976784,0.0989106
4,0.09837775,0.076008506,"('disliked', 'liked')",-6.241731,-6.179216,-3.0716767,-3.0516038,0.0200729
5,0.331413,0.17677404,"('distant', 'outgoing')",0.0044576265,-0.05865554,0.1679353,0.0590592,-0.1088761
6,0.08505024,-0.076893255,"('distant', 'open')",0.31045273,0.20702307,0.1977515,0.0650649,-0.1326866
7,-0.4782202,-0.33065987,"('insensitive', 'sensitive')",0.77939343,0.7624947,0.1505866,0.2159174,0.0653308
8,-0.7514756,-0.98394996,"('unaffectionate', 'affectionate')",0.5047262,0.3509709,-0.1233747,-0.3164895,-0.1931148
9,-0.6266827,-0.7756815,"('unaffectionate', 'caring')",1.0947632,1.0480945,0.2340402,0.1362065,-0.0978337
10,-1.4022429,-1.3867393,"('unsympathetic', 'sympathetic')",0.15029044,0.037979405,-0.6259762,-0.6743799,-0.0484037
11,-0.74257785,-0.6295142,"('unhelpful', 'helpful')",1.9356562,1.9922808,0.5965391,0.6813833,0.0848442
12,-0.30434886,-0.26559344,"('unsupportive', 'supportive')",-1.527585,-1.5457557,-0.9159669,-0.9056746,0.0102923
13,-0.5746872,-0.6442479,"('impolite', 'polite')",0.10026614,0.100088894,-0.2372105,-0.2720795,-0.034869
14,0.22957316,0.26239556,"('antisocial', 'social')",-0.2126091,-0.19101466,0.008482,0.0356904,0.0272084
15,-0.7117995,-0.76020336,"('boring', 'funny')",0.4942253,0.4921953,-0.1087871,-0.134004,-0.0252169
16,-0.11688894,-0.17881772,"('unpopular', 'popular')",0.46485528,0.43259954,0.1739832,0.1268909,-0.0470923
17,-0.023094662,0.011612536,"('nasty', 'nice')",-0.2847505,-0.2362429,-0.1539226,-0.1123152,0.0416074
18,0.3525348,0.32996044,"('disagreeable', 'welcoming')",-0.18867403,-0.25955123,0.0819304,0.0352046,-0.0467258
19,-0.26805574,-0.32513076,"('inhospitable', 'hospitable')",-0.13364281,-0.20653453,-0.2008493,-0.2658327,-0.0649834
20,0.6247823,0.5741579,"('rough', 'thoughtful')",1.2747091,1.1841363,0.9497457,0.8791471,-0.0705986
21,-0.21188395,-0.18818581,"('immoral', 'moral')",-0.3375662,-0.3321377,-0.2747251,-0.2601618,0.0145633
22,-0.057794668,0.023551468,"('untrustworthy', 'trustworthy')",-0.86998355,-0.867934,-0.4638891,-0.4221913,0.0416978
23,-0.8288556,-0.77307844,"('insincere', 'sincere')",6.0650845,6.044195,2.6181145,2.6355584,0.0174439
24,-0.51986754,-0.49979657,"('dishonest', 'honest')",1.0786982,1.0393977,0.2794153,0.2698006,-0.0096147
25,0.5070708,0.39097098,"('egoistic', 'altruistic')",1.252325,1.2150229,0.8796979,0.8029969,-0.076701
26,-0.2096928,-0.31398225,"('hardhearted', 'benevolent')",1.157389,1.0465848,0.4738481,0.3663013,-0.1075468
27,-0.59961367,-0.6567765,"('hardhearted', 'softhearted')",1.5041472,1.3746326,0.4522668,0.3589281,-0.0933387
28,-0.51615787,-0.58865356,"('disloyal', 'loyal')",0.99508715,0.95836574,0.2394646,0.1848561,-0.0546085
29,0.6619935,0.54087067,"('unfair', 'fair')",-0.25012907,-0.4740135,0.2059322,0.0334286,-0.1725036
30,-0.09789295,-0.07749535,"('intolerant', 'tolerant')",1.763185,1.6957798,0.832646,0.8091422,-0.0235038
31,-0.3914477,-0.49096113,"('evil', 'good')",-1.0994462,-1.2065673,-0.7454469,-0.8487642,-0.1033173
32,-0.49159038,-0.5103382,"('unkind', 'kind')",0.95346487,0.8012397,0.2309372,0.1454508,-0.0854864
33,0.9962168,0.8558524,"('wrong', 'right')",-0.47866002,-0.519251,0.2587784,0.1683007,-0.0904777
34,-0.012019048,0.04868733,"('mean', 'honorable')",6.2264853,6.249221,3.107233,3.1489542,0.0417212
35,1.144025,0.9817315,"('corrupt', 'incorrupt')",-0.17243032,-0.24486107,0.4857973,0.3684352,-0.1173621
36,-0.11996888,-0.30603766,"('hostile', 'amicable')",-0.12989688,-0.27883103,-0.1249329,-0.2924343,-0.1675014
37,-0.09292175,-0.009793676,"('fake', 'genuine')",0.51494396,0.5158254,0.2110111,0.2530158,0.0420047
38,-0.14326264,-0.17191349,"('untruthful', 'truthful')",0.46749997,0.5876902,0.1621187,0.2078883,0.0457696
39,0.40444785,0.52193344,"('exploitative', 'cooperative')",0.005350318,0.076661184,0.2048991,0.2992973,0.0943982
40,0.84964794,0.870009,"('stingy', 'generous')",-1.0110489,-1.0661896,-0.0807005,-0.0980903,-0.0173898
41,0.2513151,0.16988178,"('unforgiving', 'forgiving')",0.13665658,0.057233654,0.1939858,0.1135577,-0.0804281
42,0.41453537,0.49862066,"('unreliable', 'reliable')",-2.9890807,-2.9141958,-1.2872727,-1.2077875,0.0794852
43,-0.5358266,-0.463833,"('irresponsible', 'responsible')",0.7779523,0.67727125,0.1210628,0.1067191,-0.0143437
44,-0.010207981,0.05270592,"('prejudiced', 'unprejudiced')",-1.9018061,-1.9060344,-0.9560071,-0.9266642,0.0293429
45,-0.6327691,-0.6125445,"('incompetent', 'competent')",-0.07617738,-0.20019993,-0.3544732,-0.4063722,-0.051899
46,-0.90384454,-0.8706361,"('uncompetitive', 'competitive')",-0.5085117,-0.57319,-0.7061781,-0.721913,-0.0157349
47,-0.11813174,-0.10139592,"('stupid', 'smart')",5.5151443,5.5281577,2.6985064,2.7133808,0.0148744
48,-0.39049008,-0.4095527,"('unintelligent', 'intelligent')",1.186356,1.0995504,0.3979329,0.3449988,-0.0529341
49,-0.024411228,0.11959732,"('unable', 'able')",0.28252134,0.3876784,0.1290551,0.2536379,0.1245828
50,0.008847886,0.08958411,"('clumsy', 'skillful')",-0.012422837,-0.02452952,-0.0017875,0.0325273,0.0343148
51,-0.19517873,-0.29734406,"('uneducated', 'educated')",0.9355167,0.8181785,0.370169,0.2604172,-0.1097518
52,0.56861585,0.43905348,"('irrational', 'rational')",-0.100687124,-0.13444984,0.2339644,0.1523018,-0.0816626
53,-0.67836744,-0.74420244,"('uncreative', 'creative')",0.7729754,0.7055542,0.047304,-0.0193241,-0.0666281
54,0.11659443,0.06704987,"('incapable', 'capable')",1.1719564,1.2043557,0.6442754,0.6357028,-0.0085726
55,-0.3317378,-0.31331006,"('incompetent', 'clever')",0.45160645,0.3552479,0.0599343,0.0209689,-0.0389654
56,0.34788162,0.3359138,"('impractical', 'practical')",0.34448215,0.3411735,0.3461819,0.3385437,-0.0076382
57,-1.0881191,-1.1600496,"('unimaginative', 'imaginative')",-2.5561812,-2.6787124,-1.8221502,-1.9193809,-0.0972307
58,0.17361711,0.023609385,"('undiscriminating', 'discriminating')",0.25208762,0.108337924,0.2128524,0.0659737,-0.1468787
59,0.70140177,0.755462,"('foolish', 'wise')",0.3403047,0.39103645,0.5208532,0.5732492,0.052396
60,-0.4053908,-0.29904345,"('inefficient', 'efficient')",0.46341512,0.51089233,0.0290122,0.1059244,0.0769122
61,-0.046791755,-0.22351737,"('illogical', 'logical')",0.37535936,0.1986781,0.1642838,-0.0124196,-0.1767034
62,0.32043874,0.493482,"('incompetent', 'brilliant')",0.95132774,1.1125575,0.6358832,0.8030198,0.1671366
63,-0.25297275,-0.18185785,"('unperceptive', 'insightful')",1.2284812,1.2319157,0.4877542,0.5250289,0.0372747
64,0.043343145,0.043672435,"('shy', 'confident')",-6.5297318,-6.419406,-3.2431943,-3.1878667,0.0553276
65,-0.7594743,-0.71150136,"('insecure', 'secure')",-0.22948381,-0.19382867,-0.4944791,-0.452665,0.0418141
