,interaction_male,interaction_female,tuple,average_male,average_female,female-male
0,-0.16731134,-0.26379293,"('unsociable', 'sociable')",-0.1673113,-0.2637929,-0.0964816
1,1.2585655,1.1403687,"('unfriendly', 'friendly')",1.2585655,1.1403687,-0.1181968
2,0.07099164,0.13636267,"('unlikable', 'likable')",0.0709916,0.1363627,0.0653711
3,0.64897823,0.7394998,"('repellent', 'pleasant')",0.6489782,0.7394998,0.0905216
4,-7.2047443,-7.262162,"('disliked', 'liked')",-7.2047443,-7.2621622,-0.0574179
5,-0.50199544,-0.50335974,"('distant', 'outgoing')",-0.5019954,-0.5033597,-0.0013643
6,0.07050417,0.008312248,"('distant', 'open')",0.0705042,0.0083122,-0.062192
7,0.56738937,0.6309784,"('insensitive', 'sensitive')",0.5673894,0.6309784,0.063589
8,1.2819936,1.0987687,"('unaffectionate', 'affectionate')",1.2819936,1.0987687,-0.1832249
9,1.6329492,1.4721617,"('unaffectionate', 'caring')",1.6329492,1.4721617,-0.1607875
10,0.98303324,1.0020812,"('unsympathetic', 'sympathetic')",0.9830332,1.0020812,0.019048
11,1.7846545,1.6818885,"('unhelpful', 'helpful')",1.7846545,1.6818885,-0.102766
12,-1.6065328,-1.6922075,"('unsupportive', 'supportive')",-1.6065328,-1.6922075,-0.0856747
13,-0.37895918,-0.35756922,"('impolite', 'polite')",-0.3789592,-0.3575692,0.02139
14,0.050610762,0.0365406,"('antisocial', 'social')",0.0506108,0.0365406,-0.0140702
15,0.13134272,0.05947224,"('boring', 'funny')",0.1313427,0.0594722,-0.0718705
16,-0.47981054,-0.444404,"('unpopular', 'popular')",-0.4798105,-0.444404,0.0354065
17,-0.43515468,-0.36457795,"('nasty', 'nice')",-0.4351547,-0.3645779,0.0705768
18,-0.21769413,-0.2241101,"('disagreeable', 'welcoming')",-0.2176941,-0.2241101,-0.006416
19,-0.6102317,-0.6672045,"('inhospitable', 'hospitable')",-0.6102317,-0.6672045,-0.0569728
20,1.1080258,0.99697655,"('rough', 'thoughtful')",1.1080258,0.9969766,-0.1110492
21,-0.4306764,-0.37329254,"('immoral', 'moral')",-0.4306764,-0.3732925,0.0573839
22,-0.5484801,-0.5655745,"('untrustworthy', 'trustworthy')",-0.5484801,-0.5655745,-0.0170944
23,6.2813234,6.22214,"('insincere', 'sincere')",6.2813234,6.2221398,-0.0591836
24,1.4572474,1.2720577,"('dishonest', 'honest')",1.4572474,1.2720577,-0.1851897
25,0.98553,0.9338512,"('egoistic', 'altruistic')",0.98553,0.9338512,-0.0516788
26,0.8134592,0.7185649,"('hardhearted', 'benevolent')",0.8134592,0.7185649,-0.0948943
27,1.7894619,1.5839761,"('hardhearted', 'softhearted')",1.7894619,1.5839761,-0.2054858
28,1.1109934,0.985347,"('disloyal', 'loyal')",1.1109934,0.985347,-0.1256464
29,-0.6373656,-0.79134285,"('unfair', 'fair')",-0.6373656,-0.7913429,-0.1539773
30,0.78709567,0.7483065,"('intolerant', 'tolerant')",0.7870957,0.7483065,-0.0387892
31,-1.2971821,-1.286657,"('evil', 'good')",-1.2971821,-1.286657,0.0105251
32,0.8595222,0.7682663,"('unkind', 'kind')",0.8595222,0.7682663,-0.0912559
