,latte_male,latte_female,tuple,average_male,average_female,female-male
0,0.4735604,0.5194434,"('unsociable', 'sociable')",0.4735604,0.5194434,0.045883
1,-0.6293846,-0.70068944,"('unfriendly', 'friendly')",-0.6293846,-0.7006894,-0.0713048
2,0.7964709,0.8068769,"('unlikable', 'likable')",0.7964709,0.8068769,0.010406
3,0.09123209,0.14463013,"('repellent', 'pleasant')",0.0912321,0.1446301,0.053398
4,-3.3379962,-3.284643,"('disliked', 'liked')",-3.3379962,-3.2846429,0.0533533
5,-1.6685864,-1.5798783,"('distant', 'outgoing')",-1.6685864,-1.5798783,0.0887081
6,-1.9214112,-1.8504999,"('distant', 'open')",-1.9214112,-1.8504999,0.0709113
7,0.08606821,0.1776557,"('insensitive', 'sensitive')",0.0860682,0.1776557,0.0915875
8,-0.9362699,-1.0910099,"('unaffectionate', 'affectionate')",-0.9362699,-1.0910099,-0.15474
9,-0.2891963,-0.4206997,"('unaffectionate', 'caring')",-0.2891963,-0.4206997,-0.1315034
10,0.9166189,0.9671682,"('unsympathetic', 'sympathetic')",0.9166189,0.9671682,0.0505493
11,1.6252002,1.5842065,"('unhelpful', 'helpful')",1.6252002,1.5842065,-0.0409937
12,-1.0993568,-0.94288,"('unsupportive', 'supportive')",-1.0993568,-0.94288,0.1564768
13,0.5717304,0.49294746,"('impolite', 'polite')",0.5717304,0.4929475,-0.0787829
14,0.8297874,0.8756286,"('antisocial', 'social')",0.8297874,0.8756286,0.0458412
15,0.26400593,0.19815215,"('boring', 'funny')",0.2640059,0.1981522,-0.0658537
16,0.4130313,0.32707548,"('unpopular', 'popular')",0.4130313,0.3270755,-0.0859558
17,0.13479494,0.2016508,"('nasty', 'nice')",0.1347949,0.2016508,0.0668559
18,-0.5323778,-0.5646745,"('disagreeable', 'welcoming')",-0.5323778,-0.5646745,-0.0322967
19,-1.0804513,-0.9824389,"('inhospitable', 'hospitable')",-1.0804513,-0.9824389,0.0980124
20,0.65787727,0.6115735,"('rough', 'thoughtful')",0.6578773,0.6115735,-0.0463038
21,0.9957444,1.1219505,"('immoral', 'moral')",0.9957444,1.1219505,0.1262061
22,0.2724411,0.3119889,"('untrustworthy', 'trustworthy')",0.2724411,0.3119889,0.0395478
23,3.4843535,3.4248211,"('insincere', 'sincere')",3.4843535,3.4248211,-0.0595324
24,0.48386747,0.44319686,"('dishonest', 'honest')",0.4838675,0.4431969,-0.0406706
25,-0.37932667,-0.6137203,"('egoistic', 'altruistic')",-0.3793267,-0.6137203,-0.2343936
