,brighthouse_male,brighthouse_female,tuple,financial_male,financial_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.6214064,-0.7056007,"('unsociable', 'sociable')",0.76526576,0.5840305,-0.40488666,-0.5140902,-0.0870091,-0.2118868,-0.1248777
1,-1.4738677,-1.393184,"('unfriendly', 'friendly')",1.5578852,1.4135743,2.2121084,2.0398142,0.7653753,0.6867348,-0.0786405
2,0.65519196,0.7591645,"('unlikable', 'likable')",2.5127232,2.6418583,0.7429951,0.8930896,1.3036367,1.4313709,0.1277342
3,-0.613502,-0.49914783,"('repellent', 'pleasant')",-0.038496394,-0.00234501,0.040266864,0.06507027,-0.2039105,-0.1454742,0.0584363
4,0.04635302,0.08605665,"('disliked', 'liked')",-0.11328549,-0.15529323,-6.236325,-6.283808,-2.1010858,-2.1176817,-0.0165959
5,-0.5111879,-0.46996713,"('distant', 'outgoing')",0.42495203,0.39946416,-0.17056915,-0.1716078,-0.0856017,-0.0807036,0.0048981
6,-1.1759064,-1.0660394,"('distant', 'open')",-0.51219,-0.54998016,0.32761958,0.272733,-0.4534923,-0.4477622,0.0057301
7,0.40326664,0.42503697,"('insensitive', 'sensitive')",0.69481367,0.74434686,0.648379,0.5784988,0.5821531,0.5826275,0.0004744
8,-0.68650675,-0.6758758,"('unaffectionate', 'affectionate')",0.16188972,0.1436385,0.7287143,0.62934726,0.0680324,0.03237,-0.0356624
9,-0.46780464,-0.44191492,"('unaffectionate', 'caring')",1.4776007,1.4322814,1.2723209,1.2283322,0.7607056,0.7395662,-0.0211394
10,-0.59067786,-0.5405248,"('unsympathetic', 'sympathetic')",-0.4351478,-0.38550708,-0.3205966,-0.3802055,-0.4488074,-0.4354124,0.013395
11,0.13581836,0.19905528,"('unhelpful', 'helpful')",0.36509255,0.34188932,1.9919618,2.0490441,0.8309576,0.8633296,0.032372
12,0.6614709,0.8214682,"('unsupportive', 'supportive')",1.2829438,1.4170508,-1.6270243,-1.6101145,0.1057968,0.2094682,0.1036714
13,0.53552556,0.4473233,"('impolite', 'polite')",0.6063633,0.641217,-0.16799316,-0.20878217,0.3246319,0.2932527,-0.0313792
14,0.9646871,0.92737776,"('antisocial', 'social')",1.8810424,1.9268295,-0.72043085,-0.7293882,0.7084328,0.708273,-0.0001598
15,0.029963635,-0.035656624,"('boring', 'funny')",-0.25303212,-0.24802074,0.3406158,0.33463725,0.0391824,0.0169866,-0.0221958
16,-1.0725883,-0.97869295,"('unpopular', 'popular')",-0.7097667,-0.68211305,0.32195237,0.33068234,-0.4868009,-0.4433746,0.0434263
17,-0.15703963,-0.07329151,"('nasty', 'nice')",-0.2993504,-0.24149816,-0.525738,-0.45380616,-0.327376,-0.2561986,0.0711774
18,-0.10001369,-0.034163095,"('disagreeable', 'welcoming')",-0.0044442415,0.0589751,-0.31151003,-0.37574396,-0.138656,-0.1169773,0.0216787
19,-0.5607613,-0.44625556,"('inhospitable', 'hospitable')",-0.6683288,-0.7050338,-0.11177282,-0.066161096,-0.4469543,-0.4058168,0.0411375
20,-0.25691983,-0.21516873,"('rough', 'thoughtful')",0.18592001,0.21740559,0.8901644,0.82262737,0.2730549,0.2749547,0.0018998
21,0.85952556,0.8374816,"('immoral', 'moral')",1.1154643,1.1638014,-0.5585412,-0.5150149,0.4721496,0.4954228,0.0232732
22,0.3184309,0.36846,"('untrustworthy', 'trustworthy')",-0.25205925,-0.2762921,-0.95208395,-1.0129589,-0.2952374,-0.3069303,-0.0116929
23,-0.26349017,-0.25245604,"('insincere', 'sincere')",0.91866726,0.8601498,5.886322,5.7733827,2.1804997,2.1270254,-0.0534743
24,0.4031378,0.3319022,"('dishonest', 'honest')",0.36355883,0.33694777,0.73325056,0.6390071,0.4999824,0.4359523,-0.0640301
25,-0.92862225,-0.89468086,"('egoistic', 'altruistic')",0.1813745,0.19520135,1.4841586,1.4552122,0.245637,0.2519109,0.0062739
26,-0.30997157,-0.2764985,"('hardhearted', 'benevolent')",1.6261854,1.7059863,1.8556428,1.790355,1.0572855,1.0732809,0.0159954
27,-0.4600632,-0.43096542,"('hardhearted', 'softhearted')",-0.07894267,-0.0855506,1.6309984,1.4562378,0.3639975,0.3132406,-0.0507569
28,-0.87991893,-0.95980656,"('disloyal', 'loyal')",0.124974966,-0.0647745,0.97673595,0.85739416,0.0739307,-0.055729,-0.1296597
29,0.018562857,-0.044506423,"('unfair', 'fair')",-0.29584745,-0.35004094,-0.49828827,-0.6508366,-0.2585243,-0.3484613,-0.089937
30,0.3602225,0.3807683,"('intolerant', 'tolerant')",0.96546376,0.96779096,1.2409381,1.1542358,0.8555414,0.8342651,-0.0212763
31,-1.2035902,-0.99627906,"('evil', 'good')",-1.0181792,-1.0093828,-1.1022002,-1.192689,-1.1079898,-1.066117,0.0418728
32,-0.3052013,-0.3439517,"('unkind', 'kind')",0.5815141,0.5795288,1.177794,1.1002752,0.4847023,0.4452841,-0.0394182
33,0.24374811,0.19224027,"('wrong', 'right')",0.80659807,0.80488116,-0.657975,-0.7021924,0.1307904,0.0983097,-0.0324807
34,-0.25240365,-0.09071205,"('mean', 'honorable')",0.7443731,0.7936667,6.1951365,6.226686,2.2290354,2.3098803,0.0808449
35,-0.17086276,-0.2242895,"('corrupt', 'incorrupt')",-1.3337512,-1.3858863,-0.06905951,-0.19152163,-0.5245578,-0.6005658,-0.076008
36,-1.3810849,-1.2996652,"('hostile', 'amicable')",0.009564143,-0.11503987,0.52366316,0.31676713,-0.2826192,-0.3659793,-0.0833601
37,0.69153,0.69843423,"('fake', 'genuine')",-0.62570775,-0.61717486,0.41904622,0.39120764,0.1616228,0.157489,-0.0041338
38,-0.22127967,-0.13757156,"('untruthful', 'truthful')",0.47719854,0.44882342,0.13208932,0.14541546,0.1293361,0.1522224,0.0228863
39,1.6378597,1.6156733,"('exploitative', 'cooperative')",0.90010136,0.9993667,-0.04847326,-0.038874168,0.8298292,0.858722,0.0288928
40,-0.3252962,-0.26666045,"('stingy', 'generous')",1.5417014,1.5976121,-1.4876268,-1.6396153,-0.0904072,-0.1028879,-0.0124807
