,larch_male,larch_female,tuple,average_male,average_female,female-male
0,-0.49913648,-0.6456122,"('unsociable', 'sociable')",-0.4991365,-0.6456122,-0.1464757
1,-0.035286397,-0.030228738,"('unfriendly', 'friendly')",-0.0352864,-0.0302287,0.0050577
2,0.34001625,0.43836835,"('unlikable', 'likable')",0.3400162,0.4383684,0.0983522
3,-0.41953993,-0.27648684,"('repellent', 'pleasant')",-0.4195399,-0.2764868,0.1430531
4,-3.791262,-3.660509,"('disliked', 'liked')",-3.7912619,-3.6605091,0.1307528
5,-1.016731,-0.9442963,"('distant', 'outgoing')",-1.016731,-0.9442963,0.0724347
6,-1.137435,-1.0260962,"('distant', 'open')",-1.137435,-1.0260962,0.1113388
7,0.117671356,0.2316136,"('insensitive', 'sensitive')",0.1176714,0.2316136,0.1139422
8,0.079581335,0.049048103,"('unaffectionate', 'affectionate')",0.0795813,0.0490481,-0.0305332
9,0.25982377,0.2968675,"('unaffectionate', 'caring')",0.2598238,0.2968675,0.0370437
10,-0.26919228,-0.26420826,"('unsympathetic', 'sympathetic')",-0.2691923,-0.2642083,0.004984
11,1.0610206,1.0720431,"('unhelpful', 'helpful')",1.0610206,1.0720431,0.0110225
12,-1.2863516,-1.2349353,"('unsupportive', 'supportive')",-1.2863516,-1.2349353,0.0514163
13,-0.32429054,-0.4837787,"('impolite', 'polite')",-0.3242905,-0.4837787,-0.1594882
14,-0.069172695,-0.13363074,"('antisocial', 'social')",-0.0691727,-0.1336307,-0.064458
15,0.064044856,0.004417573,"('boring', 'funny')",0.0640449,0.0044176,-0.0596273
16,-0.19846618,-0.20762001,"('unpopular', 'popular')",-0.1984662,-0.20762,-0.0091538
17,-0.17186557,-0.16711445,"('nasty', 'nice')",-0.1718656,-0.1671145,0.0047511
18,-0.36184216,-0.3490296,"('disagreeable', 'welcoming')",-0.3618422,-0.3490296,0.0128126
19,-1.1920401,-1.0697093,"('inhospitable', 'hospitable')",-1.1920401,-1.0697093,0.1223308
20,0.29985684,0.28352344,"('rough', 'thoughtful')",0.2998568,0.2835234,-0.0163334
21,-0.39255652,-0.40345085,"('immoral', 'moral')",-0.3925565,-0.4034508,-0.0108943
22,-0.47086206,-0.42326674,"('untrustworthy', 'trustworthy')",-0.4708621,-0.4232667,0.0475954
23,3.2247746,3.1916757,"('insincere', 'sincere')",3.2247746,3.1916757,-0.0330989
24,0.5235313,0.5683026,"('dishonest', 'honest')",0.5235313,0.5683026,0.0447713
25,0.17907065,0.12409152,"('egoistic', 'altruistic')",0.1790707,0.1240915,-0.0549792
26,0.11847973,0.022544432,"('hardhearted', 'benevolent')",0.1184797,0.0225444,-0.0959353
27,0.284701,0.3206516,"('hardhearted', 'softhearted')",0.284701,0.3206516,0.0359506
28,0.614964,0.6199163,"('disloyal', 'loyal')",0.614964,0.6199163,0.0049523
29,-0.61645746,-0.52937543,"('unfair', 'fair')",-0.6164575,-0.5293754,0.0870821
30,0.7939371,0.660431,"('intolerant', 'tolerant')",0.7939371,0.660431,-0.1335061
31,-1.1537052,-0.99994195,"('evil', 'good')",-1.1537052,-0.9999419,0.1537633
32,0.4543331,0.280768,"('unkind', 'kind')",0.4543331,0.280768,-0.1735651
33,-0.19431543,-0.20877072,"('wrong', 'right')",-0.1943154,-0.2087707,-0.0144553
34,2.0585105,2.0865831,"('mean', 'honorable')",2.0585105,2.0865831,0.0280726
35,-0.54080003,-0.5500544,"('corrupt', 'incorrupt')",-0.5408,-0.5500544,-0.0092544
36,-0.7731834,-0.6280854,"('hostile', 'amicable')",-0.7731834,-0.6280854,0.145098
37,-0.17934553,-0.16693726,"('fake', 'genuine')",-0.1793455,-0.1669373,0.0124082
