,fedex_male,fedex_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.4622687,-0.6741371,"('unsociable', 'sociable')",0.09558455,-0.055244558,-0.1833421,-0.3646908,-0.1813487
1,-1.3004152,-1.4189446,"('unfriendly', 'friendly')",1.380208,1.2974185,0.0398964,-0.0607631,-0.1006595
2,0.5638439,0.53424275,"('unlikable', 'likable')",0.6936377,0.67242813,0.6287408,0.6033354,-0.0254054
3,-0.018240502,0.004080556,"('repellent', 'pleasant')",0.6431283,0.7066505,0.3124439,0.3553655,0.0429216
4,0.2918564,0.2835487,"('disliked', 'liked')",-6.228903,-6.403307,-2.9685233,-3.0598791,-0.0913558
5,-0.56717163,-0.5438965,"('distant', 'outgoing')",-0.419277,-0.45823196,-0.4932243,-0.5010642,-0.0078399
6,-1.0351943,-1.0039793,"('distant', 'open')",-0.6224226,-0.62353915,-0.8288084,-0.8137592,0.0150492
7,-0.5489743,-0.5830249,"('insensitive', 'sensitive')",0.2554958,0.24965328,-0.1467392,-0.1666858,-0.0199466
8,-1.2719841,-1.3075211,"('unaffectionate', 'affectionate')",0.17917895,0.14324093,-0.5464026,-0.5821401,-0.0357375
9,-0.81531703,-0.8657497,"('unaffectionate', 'caring')",0.8402872,0.8568986,0.0124851,-0.0044256,-0.0169107
10,-1.1776842,-1.3056718,"('unsympathetic', 'sympathetic')",-0.33790982,-0.37200677,-0.757797,-0.8388393,-0.0810423
11,-0.36600247,-0.37957448,"('unhelpful', 'helpful')",2.2475417,2.2566824,0.9407696,0.9385539,-0.0022157
12,-0.0056708753,-0.039639547,"('unsupportive', 'supportive')",-1.9683352,-1.9989951,-0.987003,-1.0193173,-0.0323143
13,-0.24570194,-0.3385382,"('impolite', 'polite')",-0.2067435,-0.17531887,-0.2262227,-0.2569285,-0.0307058
14,0.43814388,0.4106672,"('antisocial', 'social')",0.09574253,0.046611898,0.2669432,0.2286396,-0.0383036
15,0.09260322,0.027582902,"('boring', 'funny')",-0.05281447,-0.073834985,0.0198944,-0.023126,-0.0430204
16,-0.21609206,-0.22010669,"('unpopular', 'popular')",0.46262896,0.461397,0.1232684,0.1206452,-0.0026232
17,-0.11757486,-0.07249483,"('nasty', 'nice')",-0.5981655,-0.5116706,-0.3578702,-0.2920827,0.0657875
18,-0.8002631,-0.86794496,"('disagreeable', 'welcoming')",-0.41757828,-0.51695377,-0.6089207,-0.6924493,-0.0835286
19,-0.68981326,-0.6982587,"('inhospitable', 'hospitable')",-0.48656136,-0.521613,-0.5881873,-0.6099359,-0.0217486
20,-0.09167971,-0.088874444,"('rough', 'thoughtful')",0.6459038,0.6461378,0.2771121,0.2786317,0.0015196
21,-0.39777374,-0.5116017,"('immoral', 'moral')",-0.23940653,-0.23579465,-0.3185901,-0.3736982,-0.0551081
22,-0.53792936,-0.55040884,"('untrustworthy', 'trustworthy')",-1.0128897,-1.004057,-0.7754096,-0.7772329,-0.0018233
23,-0.018637603,-0.14532498,"('insincere', 'sincere')",6.284295,6.3274074,3.1328287,3.0910411,-0.0417876
24,-0.20706663,-0.2997005,"('dishonest', 'honest')",1.025771,0.9933529,0.4093522,0.3468262,-0.062526
25,-0.4758479,-0.46504182,"('egoistic', 'altruistic')",0.7240949,0.6490857,0.1241235,0.0920219,-0.0321016
26,-0.5678375,-0.6184467,"('hardhearted', 'benevolent')",1.1547248,1.1044831,0.2934437,0.2430182,-0.0504255
27,-0.64451104,-0.64206207,"('hardhearted', 'softhearted')",0.7244639,0.67812777,0.0399764,0.0180328,-0.0219436
28,-0.9595387,-1.0458119,"('disloyal', 'loyal')",1.0609931,0.99453604,0.0507272,-0.0256379,-0.0763651
29,-0.13378924,-0.1387276,"('unfair', 'fair')",-0.4494084,-0.6159732,-0.2915988,-0.3773504,-0.0857516
30,0.4419627,0.33476394,"('intolerant', 'tolerant')",1.1767043,1.1045457,0.8093335,0.7196548,-0.0896787
31,-0.5377571,-0.54209566,"('evil', 'good')",-1.0709093,-1.1222377,-0.8043332,-0.8321667,-0.0278335
32,0.06854543,-0.002798302,"('unkind', 'kind')",0.92761296,0.7801956,0.4980792,0.3886986,-0.1093806
33,0.0828813,0.02652449,"('wrong', 'right')",-0.8120792,-0.7949629,-0.3645989,-0.3842192,-0.0196203
34,0.2667099,0.26737642,"('mean', 'honorable')",5.8797674,6.0503473,3.0732386,3.1588619,0.0856233
35,-0.69268614,-0.6321641,"('corrupt', 'incorrupt')",-0.59617543,-0.6170675,-0.6444308,-0.6246158,0.019815
36,-0.498443,-0.5650586,"('hostile', 'amicable')",-0.5642847,-0.60711277,-0.5313638,-0.5860857,-0.0547219
37,-0.98528445,-0.98928374,"('fake', 'genuine')",-0.037105165,-0.01170717,-0.5111948,-0.5004954,0.0106994
38,-0.3782817,-0.44835192,"('untruthful', 'truthful')",0.6018503,0.6952253,0.1117843,0.1234367,0.0116524
39,0.4464045,0.471439,"('exploitative', 'cooperative')",-0.14954144,-0.0682572,0.1484315,0.2015909,0.0531594
40,0.09081749,0.09140195,"('stingy', 'generous')",-1.7476325,-1.8546761,-0.8284075,-0.8816371,-0.0532296
41,-0.26491344,-0.38019767,"('unforgiving', 'forgiving')",-0.03111854,-0.099889465,-0.148016,-0.2400436,-0.0920276
42,0.3621387,0.38016766,"('unreliable', 'reliable')",-3.1220791,-3.184066,-1.3799702,-1.4019492,-0.021979
43,-0.7741505,-0.81271756,"('irresponsible', 'responsible')",0.377012,0.32149702,-0.1985692,-0.2456103,-0.0470411
44,-0.4352281,-0.374146,"('prejudiced', 'unprejudiced')",-1.6525185,-1.6937305,-1.0438733,-1.0339383,0.009935
45,-0.9523086,-0.9994566,"('incompetent', 'competent')",0.25926843,0.15597032,-0.3465201,-0.4217431,-0.075223
46,-0.40505362,-0.4750685,"('uncompetitive', 'competitive')",-0.6385136,-0.6142959,-0.5217836,-0.5446822,-0.0228986
47,0.27567443,0.3310767,"('stupid', 'smart')",5.6090813,5.7853956,2.9423778,3.0582361,0.1158583
48,-0.40192726,-0.5202099,"('unintelligent', 'intelligent')",1.0287588,0.99264085,0.3134158,0.2362155,-0.0772003
49,0.2343572,0.2892949,"('unable', 'able')",-0.12520258,-0.02311742,0.0545773,0.1330887,0.0785114
50,-0.3345911,-0.32051858,"('clumsy', 'skillful')",0.052897178,0.04082678,-0.140847,-0.1398459,0.0010011
