,genworth_male,genworth_female,tuple,financial_male,financial_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.32158056,-0.35850513,"('unsociable', 'sociable')",0.7082073,0.5650701,-0.2813828,-0.36909574,0.0350813,-0.0541769,-0.0892582
1,-1.3466285,-1.4202251,"('unfriendly', 'friendly')",1.1520134,0.9611754,2.1428807,1.9468662,0.6494219,0.4959388,-0.1534831
2,-0.08446334,0.009406872,"('unlikable', 'likable')",2.2108252,2.3030107,0.5345721,0.6266922,0.886978,0.9797033,0.0927253
3,-0.32106486,-0.2246575,"('repellent', 'pleasant')",-0.12810995,-0.063770406,-0.0073061306,0.0862346,-0.1521603,-0.0673978,0.0847625
4,-0.28626534,-0.3419919,"('disliked', 'liked')",-0.22601393,-0.28895286,-6.392568,-6.4135823,-2.3016157,-2.3481757,-0.04656
5,-0.84377164,-0.88494,"('distant', 'outgoing')",0.32857978,0.28269047,0.13372147,0.09246519,-0.1271568,-0.1699281,-0.0427713
6,-1.352553,-1.3499985,"('distant', 'open')",-0.3658351,-0.43290663,0.70560944,0.597124,-0.3375929,-0.3952604,-0.0576675
7,0.55654466,0.60934913,"('insensitive', 'sensitive')",0.6794715,0.73648,1.0813842,1.0482522,0.7724668,0.7980271,0.0255603
8,-0.7756135,-0.7775684,"('unaffectionate', 'affectionate')",0.13726522,0.11283898,1.0277531,0.8885854,0.1298016,0.0746187,-0.0551829
9,-0.81700253,-0.81751627,"('unaffectionate', 'caring')",1.4643284,1.3724973,1.5076425,1.4070172,0.7183228,0.6539994,-0.0643234
10,0.34869078,0.37417987,"('unsympathetic', 'sympathetic')",-0.30410632,-0.2608307,0.089112535,0.03684688,0.0445657,0.0500653,0.0054996
11,-0.15077391,-0.068949506,"('unhelpful', 'helpful')",0.5173886,0.5188604,2.114338,2.188896,0.8269842,0.8796023,0.0526181
12,0.44612947,0.48514283,"('unsupportive', 'supportive')",1.229996,1.3357724,-1.5243796,-1.5137321,0.0505819,0.1023944,0.0518125
13,0.6440313,0.73512006,"('impolite', 'polite')",0.9119499,0.8956046,0.090422414,0.12154752,0.5488012,0.5840907,0.0352895
14,0.3788621,0.46856922,"('antisocial', 'social')",1.6345378,1.7526709,-0.6740126,-0.62760603,0.4464624,0.5312113,0.0847489
15,0.29598728,0.27414793,"('boring', 'funny')",-0.07157724,-0.11736456,0.4496203,0.41014132,0.2246768,0.1889749,-0.0357019
16,-0.9060122,-0.8860065,"('unpopular', 'popular')",-0.4684463,-0.34776396,0.3994202,0.45647022,-0.3250128,-0.2591,0.0659128
17,0.41723043,0.4347922,"('nasty', 'nice')",-0.33527815,-0.26311192,-0.51452005,-0.42906097,-0.1441893,-0.0857936,0.0583957
18,-0.5254035,-0.44934595,"('disagreeable', 'welcoming')",-0.44584897,-0.3648323,-0.41911986,-0.4204,-0.4634574,-0.4115261,0.0519313
19,-0.35701156,-0.35777757,"('inhospitable', 'hospitable')",-0.3351062,-0.39555445,0.105742425,0.06308943,-0.1954585,-0.2300809,-0.0346224
20,-0.5835267,-0.49632007,"('rough', 'thoughtful')",-0.23417503,-0.15655655,0.61397064,0.64817786,-0.0679104,-0.0015663,0.0663441
21,0.097346455,0.17971072,"('immoral', 'moral')",0.54231995,0.5913353,-0.85963756,-0.72390836,-0.0733237,0.0157126,0.0890363
22,0.57645637,0.5850565,"('untrustworthy', 'trustworthy')",-0.38889456,-0.43897626,-1.0240675,-0.99965894,-0.2788352,-0.2845262,-0.005691
23,-0.31754175,-0.2769898,"('insincere', 'sincere')",0.66485345,0.63623065,6.0084014,5.9225006,2.118571,2.0939139,-0.0246571
24,0.29806435,0.32060924,"('dishonest', 'honest')",0.20462295,0.17309307,0.88796884,0.81243503,0.4635521,0.4353791,-0.028173
25,-0.58375657,-0.6039847,"('egoistic', 'altruistic')",-0.22599722,-0.22657518,1.5265824,1.4487568,0.2389429,0.2060656,-0.0328773
26,0.0018569808,-0.05968599,"('hardhearted', 'benevolent')",1.2672149,1.327731,1.6138421,1.5150068,0.9609714,0.927684,-0.0332874
27,0.067665294,0.056599025,"('hardhearted', 'softhearted')",0.026954833,0.02988818,1.7202886,1.5904069,0.6049696,0.5589647,-0.0460049
28,-0.71764374,-0.70015174,"('disloyal', 'loyal')",-0.003915943,-0.10938381,0.91501904,0.80748636,0.0644864,-0.0006831,-0.0651695
29,-0.38212845,-0.4237906,"('unfair', 'fair')",-0.49531925,-0.5346819,-0.6713479,-0.817684,-0.5162652,-0.5920521,-0.0757869
30,1.0692054,1.0897359,"('intolerant', 'tolerant')",1.022074,1.0097907,1.4101864,1.4079396,1.1671553,1.1691553,0.002
31,-0.8864398,-0.9151449,"('evil', 'good')",-1.0526077,-1.1224056,-0.91047305,-1.0507878,-0.9498401,-1.0294461,-0.079606
32,0.43503088,0.5003169,"('unkind', 'kind')",0.43229312,0.4472618,0.99423635,0.90051407,0.6205201,0.6160309,-0.0044892
33,-0.09491263,-0.13220663,"('wrong', 'right')",0.9917191,0.9457158,-0.47778508,-0.52021503,0.1396738,0.0977647,-0.0419091
34,-0.5649236,-0.5007574,"('mean', 'honorable')",0.48723403,0.5054198,6.2144,6.262831,2.0455701,2.0891646,0.0435945
35,-0.61103415,-0.6437383,"('corrupt', 'incorrupt')",-1.2752514,-1.2926213,-0.10066475,-0.25996828,-0.6623168,-0.7321093,-0.0697925
