,ingevity_male,ingevity_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-1.2316823,-1.3580276,"('unsociable', 'sociable')",-0.07237849,-0.2838267,-0.6520304,-0.8209271,-0.1688967
1,-2.3378882,-2.338595,"('unfriendly', 'friendly')",1.7169055,1.6102918,-0.3104914,-0.3641515,-0.0536601
2,-0.092943646,-0.07424125,"('unlikable', 'likable')",0.6507928,0.67386144,0.2789246,0.2998101,0.0208855
3,-0.5784921,-0.49112734,"('repellent', 'pleasant')",0.7382041,0.68701446,0.079856,0.0979436,0.0180876
4,-0.21378535,-0.19801049,"('disliked', 'liked')",-6.774289,-6.805316,-3.4940372,-3.5016632,-0.007626
5,-0.023353014,0.045427784,"('distant', 'outgoing')",-0.12586167,-0.01950742,-0.0746073,0.0129602,0.0875675
6,-0.5748696,-0.48369327,"('distant', 'open')",-0.17270015,-0.0969312,-0.3737849,-0.2903122,0.0834727
7,-0.8461245,-0.84452486,"('insensitive', 'sensitive')",0.07235588,0.0539284,-0.3868843,-0.3952982,-0.0084139
8,-1.9487283,-1.9295475,"('unaffectionate', 'affectionate')",0.92428434,0.90708727,-0.512222,-0.5112301,0.0009919
9,-1.6901262,-1.6481837,"('unaffectionate', 'caring')",1.3738874,1.4331584,-0.1581194,-0.1075127,0.0506067
10,-1.8702936,-1.8828081,"('unsympathetic', 'sympathetic')",-0.62326217,-0.6497402,-1.2467779,-1.2662742,-0.0194963
11,-0.57042754,-0.65672797,"('unhelpful', 'helpful')",1.9169762,1.9943877,0.6732743,0.6688299,-0.0044444
12,-1.4747221,-1.4018972,"('unsupportive', 'supportive')",-2.1368132,-2.1409671,-1.8057677,-1.7714322,0.0343355
13,-0.65040624,-0.78671914,"('impolite', 'polite')",-0.68397313,-0.71268445,-0.6671897,-0.7497018,-0.0825121
14,0.2582077,0.21971723,"('antisocial', 'social')",-0.18152677,-0.39936393,0.0383405,-0.0898234,-0.1281639
