,motive_male,motive_female,tuple,average_male,average_female,female-male
0,0.35167032,0.23575923,"('unsociable', 'sociable')",0.3516703,0.2357592,-0.1159111
1,1.342688,1.3650304,"('unfriendly', 'friendly')",1.342688,1.3650304,0.0223424
2,0.6342251,0.7781798,"('unlikable', 'likable')",0.6342251,0.7781798,0.1439547
3,1.1446719,1.263485,"('repellent', 'pleasant')",1.1446719,1.263485,0.1188131
4,-7.5342083,-7.446525,"('disliked', 'liked')",-7.5342083,-7.4465251,0.0876832
5,-0.18432394,-0.101186305,"('distant', 'outgoing')",-0.1843239,-0.1011863,0.0831376
6,-0.08887836,0.032415107,"('distant', 'open')",-0.0888784,0.0324151,0.1212935
7,1.6773022,1.6905602,"('insensitive', 'sensitive')",1.6773022,1.6905602,0.013258
8,0.8863311,0.8097364,"('unaffectionate', 'affectionate')",0.8863311,0.8097364,-0.0765947
9,1.5086004,1.530166,"('unaffectionate', 'caring')",1.5086004,1.530166,0.0215656
10,1.7289987,1.7914358,"('unsympathetic', 'sympathetic')",1.7289987,1.7914358,0.0624371
11,2.499142,2.5183496,"('unhelpful', 'helpful')",2.4991419,2.5183496,0.0192077
12,-1.1016052,-1.0306609,"('unsupportive', 'supportive')",-1.1016052,-1.0306609,0.0709443
13,0.54482514,0.45959675,"('impolite', 'polite')",0.5448251,0.4595968,-0.0852283
14,0.3480139,0.17743905,"('antisocial', 'social')",0.3480139,0.177439,-0.1705749
15,0.29933533,0.337984,"('boring', 'funny')",0.2993353,0.337984,0.0386487
16,-0.5645326,-0.43416697,"('unpopular', 'popular')",-0.5645326,-0.434167,0.1303656
17,-0.022870228,-0.0082704425,"('nasty', 'nice')",-0.0228702,-0.0082704,0.0145998
18,-0.23089316,-0.22524527,"('disagreeable', 'welcoming')",-0.2308932,-0.2252453,0.0056479
19,-0.22428882,-0.09426367,"('inhospitable', 'hospitable')",-0.2242888,-0.0942637,0.1300251
20,0.90332055,0.8048081,"('rough', 'thoughtful')",0.9033206,0.8048081,-0.0985125
21,0.6660799,0.7268713,"('immoral', 'moral')",0.6660799,0.7268713,0.0607914
22,0.11837953,0.056240287,"('untrustworthy', 'trustworthy')",0.1183795,0.0562403,-0.0621392
23,7.422229,7.486945,"('insincere', 'sincere')",7.4222288,7.4869452,0.0647164
24,2.5391173,2.542402,"('dishonest', 'honest')",2.5391173,2.542402,0.0032847
25,0.16586792,0.09543607,"('egoistic', 'altruistic')",0.1658679,0.0954361,-0.0704318
26,0.019096196,-0.013934515,"('hardhearted', 'benevolent')",0.0190962,-0.0139345,-0.0330307
27,1.4758524,1.3895789,"('hardhearted', 'softhearted')",1.4758524,1.3895789,-0.0862735
28,1.404898,1.4098068,"('disloyal', 'loyal')",1.404898,1.4098068,0.0049088
29,-0.22915386,-0.3723837,"('unfair', 'fair')",-0.2291539,-0.3723837,-0.1432298
30,1.3104031,1.2150383,"('intolerant', 'tolerant')",1.3104031,1.2150383,-0.0953648
31,-1.8893126,-1.8663408,"('evil', 'good')",-1.8893126,-1.8663408,0.0229718
32,1.4438529,1.3800966,"('unkind', 'kind')",1.4438529,1.3800966,-0.0637563
33,-0.7446293,-0.71136034,"('wrong', 'right')",-0.7446293,-0.7113603,0.033269
34,4.988874,5.1844606,"('mean', 'honorable')",4.988874,5.1844606,0.1955866
35,-1.3564605,-1.4366169,"('corrupt', 'incorrupt')",-1.3564605,-1.4366169,-0.0801564
36,-1.4225242,-1.4322358,"('hostile', 'amicable')",-1.4225242,-1.4322358,-0.0097116
37,0.98633534,0.937566,"('fake', 'genuine')",0.9863353,0.937566,-0.0487693
38,0.33027762,0.27840883,"('untruthful', 'truthful')",0.3302776,0.2784088,-0.0518688
39,-0.010827005,-0.0394143,"('exploitative', 'cooperative')",-0.010827,-0.0394143,-0.0285873
40,-1.267874,-1.2379497,"('stingy', 'generous')",-1.267874,-1.2379497,0.0299243
41,-0.033713438,-0.14587195,"('unforgiving', 'forgiving')",-0.0337134,-0.145872,-0.1121586
42,-1.5555925,-1.4486384,"('unreliable', 'reliable')",-1.5555925,-1.4486384,0.1069541
43,1.9279419,1.849772,"('irresponsible', 'responsible')",1.9279419,1.849772,-0.0781699
44,-1.5376549,-1.7543143,"('prejudiced', 'unprejudiced')",-1.5376549,-1.7543143,-0.2166594
45,0.64441496,0.6627606,"('incompetent', 'competent')",0.644415,0.6627606,0.0183456
46,-0.022787713,0.0478007,"('uncompetitive', 'competitive')",-0.0227877,0.0478007,0.0705884
47,5.7595882,5.8782086,"('stupid', 'smart')",5.7595882,5.8782086,0.1186204
48,1.2778858,1.2426125,"('unintelligent', 'intelligent')",1.2778858,1.2426125,-0.0352733
49,0.44893798,0.61544967,"('unable', 'able')",0.448938,0.6154497,0.1665117
50,0.2655895,0.46962908,"('clumsy', 'skillful')",0.2655895,0.4696291,0.2040396
51,0.94007343,1.0243858,"('uneducated', 'educated')",0.9400734,1.0243858,0.0843124
52,-0.63613755,-0.60228455,"('irrational', 'rational')",-0.6361375,-0.6022846,0.0338529
53,0.40325665,0.48659715,"('uncreative', 'creative')",0.4032567,0.4865972,0.0833405
54,1.2303911,1.4392973,"('incapable', 'capable')",1.2303911,1.4392973,0.2089062
55,1.4509072,1.4165319,"('incompetent', 'clever')",1.4509072,1.4165319,-0.0343753
56,1.127498,1.1389276,"('impractical', 'practical')",1.127498,1.1389276,0.0114296
57,-2.4123971,-2.2592192,"('unimaginative', 'imaginative')",-2.4123971,-2.2592192,0.1531779
58,-0.02548538,0.007347686,"('undiscriminating', 'discriminating')",-0.0254854,0.0073477,0.0328331
59,-0.06773232,0.13544916,"('foolish', 'wise')",-0.0677323,0.1354492,0.2031815
60,1.4154524,1.3653953,"('inefficient', 'efficient')",1.4154524,1.3653953,-0.0500571
61,0.6105024,0.5300699,"('illogical', 'logical')",0.6105024,0.5300699,-0.0804325
62,1.9919581,2.0606613,"('incompetent', 'brilliant')",1.9919581,2.0606613,0.0687032
63,1.4389592,1.5424755,"('unperceptive', 'insightful')",1.4389592,1.5424755,0.1035163
64,-5.470225,-5.450222,"('shy', 'confident')",-5.4702249,-5.450222,0.0200029
65,1.328081,1.3106437,"('insecure', 'secure')",1.328081,1.3106437,-0.0174373
66,-0.04441467,0.060343456,"('inactive', 'active')",-0.0444147,0.0603435,0.1047582
67,-0.6351027,-0.6945684,"('doubtful', 'determined')",-0.6351027,-0.6945684,-0.0594657
68,-0.12036161,-0.024505801,"('dependent', 'independent')",-0.1203616,-0.0245058,0.0958558
69,-1.9963967,-1.9859382,"('lazy', 'industrious')",-1.9963967,-1.9859382,0.0104585
70,2.049125,2.1461027,"('lethargic', 'energetic')",2.049125,2.1461027,0.0969777
71,0.5220609,0.64596844,"('diffident', 'self-confident')",0.5220609,0.6459684,0.1239075
72,1.2807338,1.3599044,"('unambitious', 'ambitious')",1.2807338,1.3599044,0.0791706
73,-3.0697253,-2.9885678,"('helpless', 'self-reliant')",-3.0697253,-2.9885678,0.0811575
