,borgwarner_male,borgwarner_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.5520402,-0.6486941,"('unsociable', 'sociable')",-0.47119758,-0.5805421,-0.5116189,-0.6146181,-0.1029992
1,-1.4128019,-1.4795368,"('unfriendly', 'friendly')",2.0471456,1.8954054,0.3171719,0.2079343,-0.1092376
2,-0.51726544,-0.52315605,"('unlikable', 'likable')",0.320593,0.41932297,-0.0983362,-0.0519165,0.0464197
3,-0.93498075,-0.86934257,"('repellent', 'pleasant')",0.0807495,0.0813928,-0.4271156,-0.3939749,0.0331407
4,-0.16364323,-0.24094231,"('disliked', 'liked')",-6.5611143,-6.693824,-3.3623788,-3.4673831,-0.1050043
5,-0.63159835,-0.6674913,"('distant', 'outgoing')",0.08627928,0.08196069,-0.2726595,-0.2927653,-0.0201058
6,-0.84985983,-0.85184073,"('distant', 'open')",0.66751057,0.63281333,-0.0911746,-0.1095137,-0.0183391
7,-0.5445822,-0.47192594,"('insensitive', 'sensitive')",0.39384237,0.4651625,-0.0753699,-0.0033817,0.0719882
8,-1.0943199,-1.0883555,"('unaffectionate', 'affectionate')",1.2955165,1.2042776,0.1005983,0.057961,-0.0426373
9,-1.1071279,-1.074529,"('unaffectionate', 'caring')",1.2977606,1.2849197,0.0953164,0.1051953,0.0098789
10,-1.7151632,-1.6820626,"('unsympathetic', 'sympathetic')",-0.67420006,-0.7024641,-1.1946816,-1.1922634,0.0024182
11,-0.8378287,-0.8224151,"('unhelpful', 'helpful')",1.2914565,1.4522377,0.2268139,0.3149113,0.0880974
12,-0.80827296,-0.70773894,"('unsupportive', 'supportive')",-1.8922154,-1.87177,-1.3502442,-1.2897545,0.0604897
13,-0.27969158,-0.3168807,"('impolite', 'polite')",-0.71210515,-0.6480332,-0.4958984,-0.482457,0.0134414
14,-0.6106767,-0.63385344,"('antisocial', 'social')",-0.74541014,-0.7784561,-0.6780434,-0.7061548,-0.0281114
