,waste_male,waste_female,tuple,management_male,management_female,inc_male,inc_female,del_male,del_female,average_male,average_female,female-male
0,-0.41402915,-0.43370253,"('unsociable', 'sociable')",0.67061484,0.56768274,-0.5391682,-0.75229204,-1.1527123,-1.133505,-0.3588237,-0.4379542,-0.0791305
1,1.0009608,1.0077746,"('unfriendly', 'friendly')",-0.6041452,-0.60993946,0.43123186,0.28049138,2.581829,2.6522663,0.8524691,0.8326482,-0.0198209
2,-0.64151967,-0.66715974,"('unlikable', 'likable')",0.9953315,0.9400281,1.0205846,1.0782682,0.13024919,0.18235502,0.3761614,0.3833729,0.0072115
3,-1.3741802,-1.2739103,"('repellent', 'pleasant')",0.3436681,0.40115896,-0.08231082,-0.045168366,0.6233802,0.7406363,-0.1223607,-0.0443209,0.0780398
4,-0.13686493,-0.21407636,"('disliked', 'liked')",-0.9608745,-0.9411809,0.7835014,0.75571764,-6.4813023,-6.574645,-1.6988851,-1.7435461,-0.044661
5,0.56887937,0.5808046,"('distant', 'outgoing')",-1.2412266,-1.1321076,0.52472085,0.54916555,0.7145122,0.6494467,0.1417215,0.1618273,0.0201058
6,0.28619274,0.2755444,"('distant', 'open')",-1.8670001,-1.7837156,0.2012933,0.25104973,1.7073762,1.7239201,0.0819656,0.1166997,0.0347341
7,-0.36129215,-0.27239776,"('insensitive', 'sensitive')",1.1870835,1.1992993,-0.41598445,-0.35540035,0.28004298,0.44307637,0.1724625,0.2536444,0.0811819
8,0.19063231,0.14099954,"('unaffectionate', 'affectionate')",-1.0726324,-1.0171778,-0.18381193,-0.1667861,1.8501508,1.8369048,0.1960847,0.1984851,0.0024004
9,0.88623846,0.8888942,"('unaffectionate', 'caring')",0.27335778,0.31887963,-0.1335234,-0.121986374,1.5240695,1.5745068,0.6375356,0.6650735,0.0275379
10,-0.80167943,-0.7457491,"('unsympathetic', 'sympathetic')",1.017315,1.0349905,-0.9873908,-0.9443147,-1.3170298,-1.2470716,-0.5221963,-0.4755362,0.0466601
11,-0.8703315,-0.7921015,"('unhelpful', 'helpful')",1.0484478,1.1025249,0.1129341,0.23091438,-0.26536858,-0.20056598,0.0064205,0.0851929,0.0787724
12,0.47461736,0.52488524,"('unsupportive', 'supportive')",1.2891709,1.4580112,0.37463722,0.49109045,-2.1374247,-2.060852,0.0002502,0.1032837,0.1030335
13,-0.5310827,-0.4896567,"('impolite', 'polite')",1.176711,1.1492727,-0.5839425,-0.60314465,-1.441189,-1.4197046,-0.3448758,-0.3408083,0.0040675
14,-0.5043705,-0.52652955,"('antisocial', 'social')",1.3282851,1.2670577,-0.42869288,-0.47344106,-1.1302795,-1.1523463,-0.1837645,-0.2213148,-0.0375503
15,-0.98889166,-1.0452683,"('boring', 'funny')",-0.9458874,-0.9793344,0.44333407,0.3991444,0.45531607,0.33384717,-0.2590322,-0.3229028,-0.0638706
16,-1.4902834,-1.527169,"('unpopular', 'popular')",-1.1871914,-1.2515845,-0.43214905,-0.49949527,1.2700168,1.3385675,-0.4599018,-0.4849203,-0.0250185
17,-1.1635677,-1.1392021,"('nasty', 'nice')",-0.76460934,-0.71125025,-0.6493948,-0.6239388,-0.9357805,-1.001205,-0.8783381,-0.868899,0.0094391
18,-1.6906166,-1.703228,"('disagreeable', 'welcoming')",-0.9082154,-0.8902951,0.13033402,0.13616304,-0.101798385,-0.12735589,-0.6425741,-0.646179,-0.0036049
19,-1.8167486,-1.8171892,"('inhospitable', 'hospitable')",-1.7754158,-1.7543858,0.4000989,0.49618936,0.76917785,0.76380783,-0.605722,-0.5778945,0.0278275
20,-0.53025466,-0.5356784,"('rough', 'thoughtful')",0.33914465,0.3037726,0.8753314,0.88104105,0.3900805,0.3141313,0.2685755,0.2408166,-0.0277589
21,-0.49482164,-0.48518285,"('immoral', 'moral')",1.1923586,1.093202,-0.28131703,-0.26496166,-1.4238755,-1.2928846,-0.2519139,-0.2374568,0.0144571
22,-1.5009593,-1.5149512,"('untrustworthy', 'trustworthy')",0.8246002,0.7886552,0.4664771,0.45917162,-1.5557762,-1.5452936,-0.4414145,-0.4531045,-0.01169
23,-0.40076682,-0.33113936,"('insincere', 'sincere')",1.2573613,1.2207421,-0.3962369,-0.46342677,4.9151387,4.9456396,1.3438741,1.3429539,-0.0009202
24,0.22741894,0.18873388,"('dishonest', 'honest')",-0.24748144,-0.2613639,0.1829234,0.21035716,0.4093329,0.29938805,0.1430485,0.1092788,-0.0337697
25,0.8713178,0.8615262,"('egoistic', 'altruistic')",-0.50817144,-0.5234359,0.7997522,0.69614685,1.6541853,1.6274477,0.704271,0.6654212,-0.0388498
26,1.7692103,1.706244,"('hardhearted', 'benevolent')",1.0430441,1.0580946,1.7627447,1.7795404,1.4251442,1.4685444,1.5000358,1.5031059,0.0030701
27,-0.14638492,-0.153411,"('hardhearted', 'softhearted')",-0.12312002,-0.07285611,0.35435814,0.43121085,1.5706662,1.469672,0.4138798,0.4186539,0.0047741
28,0.69189066,0.64537555,"('disloyal', 'loyal')",-0.0878043,-0.17998542,-0.19303273,-0.32059172,0.4585406,0.42603707,0.2173986,0.1427089,-0.0746897
29,-1.2648834,-1.2875718,"('unfair', 'fair')",-0.5778499,-0.6122616,-0.2396889,-0.2850847,-0.2863066,-0.3213501,-0.5921822,-0.6265671,-0.0343849
30,-0.46194148,-0.4335622,"('intolerant', 'tolerant')",1.7478203,1.7205458,0.93049407,0.86675066,-0.28379044,-0.3799811,0.4831456,0.4434383,-0.0397073
31,-1.2165209,-1.1964922,"('evil', 'good')",-2.6444635,-2.551383,0.34916767,0.34876278,0.753832,0.7716125,-0.6894962,-0.656875,0.0326212
32,-0.34748608,-0.3623414,"('unkind', 'kind')",1.448347,1.4421252,0.39737922,0.36680195,0.75548744,0.7742149,0.5634319,0.5552002,-0.0082317
33,1.8584616,1.8308156,"('wrong', 'right')",0.33864367,0.2935772,0.6727628,0.5525001,0.6253701,0.5077521,0.8738096,0.7961612,-0.0776484
34,-0.57530177,-0.46807835,"('mean', 'honorable')",-0.114610985,0.010144517,1.2935318,1.4596962,5.46438,5.6799107,1.5169997,1.6704183,0.1534186
35,-0.941149,-1.0361867,"('corrupt', 'incorrupt')",-1.5899652,-1.6648563,0.1971589,0.13141564,0.8288422,0.6932226,-0.3762783,-0.4691013,-0.092823
36,-0.6014507,-0.6601048,"('hostile', 'amicable')",-2.2600996,-2.2738018,0.33391148,0.1512853,1.6642056,1.6620572,-0.2158583,-0.280141,-0.0642827
37,-0.4312758,-0.4122631,"('fake', 'genuine')",0.8035132,0.8338474,-0.33819133,-0.22226407,0.247165,0.21026425,0.0703028,0.1023961,0.0320933
38,0.19512701,0.23045632,"('untruthful', 'truthful')",0.75163287,0.79458076,-0.13236219,-0.05414099,-0.30613422,-0.22840661,0.1270659,0.1856224,0.0585565
39,-0.18881837,-0.17752182,"('exploitative', 'cooperative')",-0.66533756,-0.6978914,0.7142398,0.7298072,-0.2028952,-0.25387675,-0.0857028,-0.0998707,-0.0141679
40,0.48306444,0.48004907,"('stingy', 'generous')",-0.4540397,-0.4134122,0.524074,0.44691822,-1.399122,-1.4643273,-0.2115058,-0.2376931,-0.0261873
