,celebrity_male,celebrity_female,tuple,average_male,average_female,female-male
0,1.057895,0.8978327,"('unsociable', 'sociable')",1.0578949,0.8978327,-0.1600622
1,1.0315609,1.0962663,"('unfriendly', 'friendly')",1.0315609,1.0962663,0.0647054
2,0.092692606,0.1643521,"('unlikable', 'likable')",0.0926926,0.1643521,0.0716595
3,0.88345003,0.8596448,"('repellent', 'pleasant')",0.88345,0.8596448,-0.0238052
4,-7.406119,-7.439708,"('disliked', 'liked')",-7.4061189,-7.4397082,-0.0335893
5,-1.4812143,-1.3550081,"('distant', 'outgoing')",-1.4812143,-1.3550081,0.1262062
6,-1.4168189,-1.3044579,"('distant', 'open')",-1.4168189,-1.3044579,0.112361
7,1.8030418,1.7705436,"('insensitive', 'sensitive')",1.8030418,1.7705436,-0.0324982
8,0.5473496,0.58832467,"('unaffectionate', 'affectionate')",0.5473496,0.5883247,0.0409751
9,1.9355947,2.1023777,"('unaffectionate', 'caring')",1.9355947,2.1023777,0.166783
10,1.991711,1.9255502,"('unsympathetic', 'sympathetic')",1.991711,1.9255502,-0.0661608
11,2.8442497,2.9356887,"('unhelpful', 'helpful')",2.8442497,2.9356887,0.091439
12,-0.69462395,-0.6305215,"('unsupportive', 'supportive')",-0.6946239,-0.6305215,0.0641024
13,1.1876671,1.0745623,"('impolite', 'polite')",1.1876671,1.0745623,-0.1131048
14,1.0677575,1.00485,"('antisocial', 'social')",1.0677575,1.00485,-0.0629075
15,0.43327406,0.41661882,"('boring', 'funny')",0.4332741,0.4166188,-0.0166553
16,-0.964474,-0.9089359,"('unpopular', 'popular')",-0.964474,-0.9089359,0.0555381
17,-0.6488144,-0.5622224,"('nasty', 'nice')",-0.6488144,-0.5622224,0.086592
18,-0.6463007,-0.6664625,"('disagreeable', 'welcoming')",-0.6463007,-0.6664625,-0.0201618
19,-0.78349584,-0.64323664,"('inhospitable', 'hospitable')",-0.7834958,-0.6432366,0.1402592
20,0.8648633,0.7596419,"('rough', 'thoughtful')",0.8648633,0.7596419,-0.1052214
21,1.0507832,1.0711869,"('immoral', 'moral')",1.0507832,1.0711869,0.0204037
22,0.28716254,0.3360502,"('untrustworthy', 'trustworthy')",0.2871625,0.3360502,0.0488877
23,7.4416504,7.4819026,"('insincere', 'sincere')",7.4416504,7.4819026,0.0402522
24,2.281986,2.259395,"('dishonest', 'honest')",2.281986,2.2593949,-0.0225911
25,-0.051674545,-0.048863463,"('egoistic', 'altruistic')",-0.0516745,-0.0488635,0.002811
26,0.88560295,0.8152004,"('hardhearted', 'benevolent')",0.885603,0.8152004,-0.0704026
27,1.7273681,1.575657,"('hardhearted', 'softhearted')",1.7273681,1.575657,-0.1517111
28,1.3646603,1.41379,"('disloyal', 'loyal')",1.3646603,1.41379,0.0491297
29,-1.1242102,-1.2047975,"('unfair', 'fair')",-1.1242102,-1.2047975,-0.0805873
30,1.6449513,1.6328231,"('intolerant', 'tolerant')",1.6449513,1.6328231,-0.0121282
31,-2.8648713,-2.777631,"('evil', 'good')",-2.8648713,-2.777631,0.0872403
32,2.179512,2.100392,"('unkind', 'kind')",2.179512,2.1003921,-0.0791199
33,-0.6258423,-0.62326014,"('wrong', 'right')",-0.6258423,-0.6232601,0.0025822
34,4.8299932,5.045419,"('mean', 'honorable')",4.8299932,5.0454192,0.215426
35,-2.147841,-2.1918283,"('corrupt', 'incorrupt')",-2.147841,-2.1918283,-0.0439873
36,-2.127785,-2.1240242,"('hostile', 'amicable')",-2.127785,-2.1240242,0.0037608
37,0.88845474,0.78500134,"('fake', 'genuine')",0.8884547,0.7850013,-0.1034534
38,0.8090029,0.9864204,"('untruthful', 'truthful')",0.8090029,0.9864204,0.1774175
39,0.747908,0.7265222,"('exploitative', 'cooperative')",0.747908,0.7265222,-0.0213858
40,-1.6666359,-1.8595424,"('stingy', 'generous')",-1.6666359,-1.8595424,-0.1929065
41,0.8294374,0.71816,"('unforgiving', 'forgiving')",0.8294374,0.71816,-0.1112774
42,-2.5052574,-2.5055382,"('unreliable', 'reliable')",-2.5052574,-2.5055382,-0.0002808
43,2.0399592,2.1126854,"('irresponsible', 'responsible')",2.0399592,2.1126854,0.0727262
44,-1.8462029,-1.9158337,"('prejudiced', 'unprejudiced')",-1.8462029,-1.9158337,-0.0696308
45,0.6652286,0.6005947,"('incompetent', 'competent')",0.6652286,0.6005947,-0.0646339
46,0.53098065,0.44234258,"('uncompetitive', 'competitive')",0.5309806,0.4423426,-0.088638
47,4.8827624,4.915885,"('stupid', 'smart')",4.8827624,4.915885,0.0331226
48,1.5493065,1.462334,"('unintelligent', 'intelligent')",1.5493065,1.462334,-0.0869725
49,0.35802943,0.42000145,"('unable', 'able')",0.3580294,0.4200014,0.061972
50,-0.21219665,-0.15732773,"('clumsy', 'skillful')",-0.2121966,-0.1573277,0.0548689
51,1.6913886,1.4948778,"('uneducated', 'educated')",1.6913886,1.4948778,-0.1965108
52,-1.7249609,-1.8202503,"('irrational', 'rational')",-1.7249609,-1.8202503,-0.0952894
53,0.14806215,0.21175769,"('uncreative', 'creative')",0.1480622,0.2117577,0.0636955
54,0.9377467,1.0832704,"('incapable', 'capable')",0.9377467,1.0832704,0.1455237
55,1.936265,1.8852524,"('incompetent', 'clever')",1.936265,1.8852524,-0.0510126
