,moose_male,moose_female,tuple,average_male,average_female,female-male
0,0.38786748,0.33597517,"('unsociable', 'sociable')",0.3878675,0.3359752,-0.0518923
1,0.9043265,0.98875815,"('unfriendly', 'friendly')",0.9043265,0.9887581,0.0844316
2,0.27153486,0.4349476,"('unlikable', 'likable')",0.2715349,0.4349476,0.1634127
3,0.82405365,0.91526616,"('repellent', 'pleasant')",0.8240536,0.9152662,0.0912126
4,-7.361273,-7.348617,"('disliked', 'liked')",-7.3612728,-7.3486171,0.0126557
5,-0.7436526,-0.600575,"('distant', 'outgoing')",-0.7436526,-0.600575,0.1430776
6,-0.3596894,-0.25981694,"('distant', 'open')",-0.3596894,-0.2598169,0.0998725
7,1.5121757,1.497705,"('insensitive', 'sensitive')",1.5121757,1.497705,-0.0144707
8,0.9029577,0.90190166,"('unaffectionate', 'affectionate')",0.9029577,0.9019017,-0.001056
9,1.2589779,1.3404379,"('unaffectionate', 'caring')",1.2589779,1.3404379,0.08146
10,1.9234587,1.7391092,"('unsympathetic', 'sympathetic')",1.9234587,1.7391092,-0.1843495
11,2.124014,2.1007833,"('unhelpful', 'helpful')",2.1240139,2.1007833,-0.0232306
12,-1.2316908,-1.1800662,"('unsupportive', 'supportive')",-1.2316908,-1.1800662,0.0516246
13,0.26564214,0.22872797,"('impolite', 'polite')",0.2656421,0.228728,-0.0369141
14,0.39756185,0.3640341,"('antisocial', 'social')",0.3975618,0.3640341,-0.0335277
15,0.33801118,0.40626353,"('boring', 'funny')",0.3380112,0.4062635,0.0682523
16,-0.9252536,-0.7653522,"('unpopular', 'popular')",-0.9252536,-0.7653522,0.1599014
17,0.17922851,0.07213052,"('nasty', 'nice')",0.1792285,0.0721305,-0.107098
18,-0.57819206,-0.4899873,"('disagreeable', 'welcoming')",-0.5781921,-0.4899873,0.0882048
19,-0.6344176,-0.60140586,"('inhospitable', 'hospitable')",-0.6344176,-0.6014059,0.0330117
20,0.6320758,0.5156016,"('rough', 'thoughtful')",0.6320758,0.5156016,-0.1164742
21,0.45425996,0.4998996,"('immoral', 'moral')",0.45426,0.4998996,0.0456396
22,0.276235,0.2548085,"('untrustworthy', 'trustworthy')",0.276235,0.2548085,-0.0214265
23,6.3207498,6.448417,"('insincere', 'sincere')",6.3207498,6.4484172,0.1276674
24,1.8551171,1.8470889,"('dishonest', 'honest')",1.8551171,1.8470889,-0.0080282
25,0.16818622,0.23770556,"('egoistic', 'altruistic')",0.1681862,0.2377056,0.0695194
26,0.44186908,0.25520554,"('hardhearted', 'benevolent')",0.4418691,0.2552055,-0.1866636
27,1.6858888,1.4877174,"('hardhearted', 'softhearted')",1.6858888,1.4877174,-0.1981714
28,1.1845421,1.0407124,"('disloyal', 'loyal')",1.1845421,1.0407124,-0.1438297
29,-0.36435142,-0.5172086,"('unfair', 'fair')",-0.3643514,-0.5172086,-0.1528572
30,1.4227312,1.3962119,"('intolerant', 'tolerant')",1.4227312,1.3962119,-0.0265193
31,-1.6621614,-1.6047153,"('evil', 'good')",-1.6621614,-1.6047153,0.0574461
32,1.1944119,1.0962428,"('unkind', 'kind')",1.1944119,1.0962428,-0.0981691
33,-1.0174476,-0.91316044,"('wrong', 'right')",-1.0174476,-0.9131604,0.1042872
34,4.212981,4.504551,"('mean', 'honorable')",4.2129812,4.5045509,0.2915697
35,-1.3355726,-1.5464526,"('corrupt', 'incorrupt')",-1.3355726,-1.5464526,-0.21088
36,-0.94937295,-1.0938699,"('hostile', 'amicable')",-0.9493729,-1.0938699,-0.144497
37,0.68690306,0.64201427,"('fake', 'genuine')",0.6869031,0.6420143,-0.0448888
38,-0.32778218,-0.2757424,"('untruthful', 'truthful')",-0.3277822,-0.2757424,0.0520398
39,0.1458191,0.16009423,"('exploitative', 'cooperative')",0.1458191,0.1600942,0.0142751
40,-1.0053313,-1.0958441,"('stingy', 'generous')",-1.0053313,-1.0958441,-0.0905128
41,0.38277692,0.184623,"('unforgiving', 'forgiving')",0.3827769,0.184623,-0.1981539
42,-1.4070148,-1.4520727,"('unreliable', 'reliable')",-1.4070148,-1.4520727,-0.0450579
43,1.6894089,1.7177002,"('irresponsible', 'responsible')",1.6894089,1.7177002,0.0282913
44,-0.9554405,-1.1608201,"('prejudiced', 'unprejudiced')",-0.9554405,-1.1608201,-0.2053796
45,0.67115283,0.49467167,"('incompetent', 'competent')",0.6711528,0.4946717,-0.1764811
46,-0.12954043,-0.20020953,"('uncompetitive', 'competitive')",-0.1295404,-0.2002095,-0.0706691
47,5.4801564,5.691266,"('stupid', 'smart')",5.4801564,5.6912661,0.2111097
48,1.01726,0.9516214,"('unintelligent', 'intelligent')",1.01726,0.9516214,-0.0656386
49,-0.3043581,-0.16029218,"('unable', 'able')",-0.3043581,-0.1602922,0.1440659
50,-0.12923194,-0.17337868,"('clumsy', 'skillful')",-0.1292319,-0.1733787,-0.0441468
51,0.62959635,0.59646595,"('uneducated', 'educated')",0.6295964,0.5964659,-0.0331305
52,-0.6670849,-0.71890074,"('irrational', 'rational')",-0.6670849,-0.7189007,-0.0518158
53,0.30113125,0.29725757,"('uncreative', 'creative')",0.3011312,0.2972576,-0.0038736
54,0.76904726,0.8909362,"('incapable', 'capable')",0.7690473,0.8909362,0.1218889
55,1.0358423,1.0608556,"('incompetent', 'clever')",1.0358423,1.0608556,0.0250133
56,0.86892384,0.953039,"('impractical', 'practical')",0.8689238,0.953039,0.0841152
57,-2.0530787,-2.151062,"('unimaginative', 'imaginative')",-2.0530787,-2.151062,-0.0979833
58,0.0108434735,-0.09681871,"('undiscriminating', 'discriminating')",0.0108435,-0.0968187,-0.1076622
59,-0.031131826,0.017099127,"('foolish', 'wise')",-0.0311318,0.0170991,0.0482309
60,0.6697925,0.83042115,"('inefficient', 'efficient')",0.6697925,0.8304211,0.1606286
61,0.5132252,0.30530912,"('illogical', 'logical')",0.5132252,0.3053091,-0.2079161
62,1.2391773,1.373176,"('incompetent', 'brilliant')",1.2391773,1.373176,0.1339987
63,0.8491036,0.9170775,"('unperceptive', 'insightful')",0.8491036,0.9170775,0.0679739
64,-5.472195,-5.4504023,"('shy', 'confident')",-5.4721951,-5.4504023,0.0217928
65,1.5043364,1.4404199,"('insecure', 'secure')",1.5043364,1.4404199,-0.0639165
66,0.124101296,0.0103787035,"('inactive', 'active')",0.1241013,0.0103787,-0.1137226
67,-0.7410994,-0.6777882,"('doubtful', 'determined')",-0.7410994,-0.6777882,0.0633112
68,-0.5035773,-0.4494629,"('dependent', 'independent')",-0.5035773,-0.4494629,0.0541144
69,-2.0813806,-1.9895834,"('lazy', 'industrious')",-2.0813806,-1.9895834,0.0917972
70,2.1237745,2.052276,"('lethargic', 'energetic')",2.1237745,2.0522759,-0.0714986
71,0.123538956,0.30878198,"('diffident', 'self-confident')",0.123539,0.308782,0.185243
72,0.8320976,0.97841674,"('unambitious', 'ambitious')",0.8320976,0.9784167,0.1463191
73,-3.2398293,-3.0922804,"('helpless', 'self-reliant')",-3.2398293,-3.0922804,0.1475489
74,0.20752427,0.16101731,"('undedicated', 'dedicated')",0.2075243,0.1610173,-0.046507
75,-0.8445154,-0.7593367,"('meek', 'impulsive')",-0.8445154,-0.7593367,0.0851787
76,1.2914551,1.2112421,"('anxious', 'daring')",1.2914551,1.2112421,-0.080213
