,morphology_male,morphology_female,tuple,average_male,average_female,female-male
0,0.40997612,0.39490137,"('unsociable', 'sociable')",0.4099761,0.3949014,-0.0150747
1,1.1927571,1.2201802,"('unfriendly', 'friendly')",1.1927571,1.2201802,0.0274231
2,0.6688781,0.80194724,"('unlikable', 'likable')",0.6688781,0.8019472,0.1330691
3,1.1116817,1.3175571,"('repellent', 'pleasant')",1.1116817,1.3175571,0.2058754
4,-6.846757,-6.8452477,"('disliked', 'liked')",-6.8467569,-6.8452477,0.0015092
5,-0.3478152,-0.19505061,"('distant', 'outgoing')",-0.3478152,-0.1950506,0.1527646
6,-0.1995182,-0.09115806,"('distant', 'open')",-0.1995182,-0.0911581,0.1083601
7,1.5159167,1.6155732,"('insensitive', 'sensitive')",1.5159167,1.6155732,0.0996565
8,0.8379942,0.77881646,"('unaffectionate', 'affectionate')",0.8379942,0.7788165,-0.0591777
9,1.1920089,1.2922728,"('unaffectionate', 'caring')",1.1920089,1.2922728,0.1002639
10,1.7462806,1.7746539,"('unsympathetic', 'sympathetic')",1.7462806,1.7746539,0.0283733
11,2.2478862,2.2813282,"('unhelpful', 'helpful')",2.2478862,2.2813282,0.033442
12,-0.82300526,-0.75894547,"('unsupportive', 'supportive')",-0.8230053,-0.7589455,0.0640598
13,0.513307,0.46748042,"('impolite', 'polite')",0.513307,0.4674804,-0.0458266
14,0.36216384,0.3487842,"('antisocial', 'social')",0.3621638,0.3487842,-0.0133796
15,0.13742404,0.1775415,"('boring', 'funny')",0.137424,0.1775415,0.0401175
16,-0.72750247,-0.53770745,"('unpopular', 'popular')",-0.7275025,-0.5377074,0.1897951
17,-0.090602554,-0.09365995,"('nasty', 'nice')",-0.0906026,-0.09366,-0.0030574
18,-0.187701,-0.14882484,"('disagreeable', 'welcoming')",-0.187701,-0.1488248,0.0388762
19,-0.29070505,-0.21039678,"('inhospitable', 'hospitable')",-0.2907051,-0.2103968,0.0803083
20,0.7836326,0.6904183,"('rough', 'thoughtful')",0.7836326,0.6904183,-0.0932143
21,0.5961007,0.71934223,"('immoral', 'moral')",0.5961007,0.7193422,0.1232415
22,0.26578337,0.21973136,"('untrustworthy', 'trustworthy')",0.2657834,0.2197314,-0.046052
23,6.6073174,6.772728,"('insincere', 'sincere')",6.6073174,6.772728,0.1654106
24,2.2269633,2.2939513,"('dishonest', 'honest')",2.2269633,2.2939513,0.066988
25,0.30676138,0.21341094,"('egoistic', 'altruistic')",0.3067614,0.2134109,-0.0933505
26,-0.118896425,-0.17409346,"('hardhearted', 'benevolent')",-0.1188964,-0.1740935,-0.0551971
27,1.4287499,1.3013828,"('hardhearted', 'softhearted')",1.4287499,1.3013828,-0.1273671
28,1.1157132,1.1906825,"('disloyal', 'loyal')",1.1157132,1.1906825,0.0749693
29,-0.22692384,-0.28283387,"('unfair', 'fair')",-0.2269238,-0.2828339,-0.0559101
30,1.2729312,1.180927,"('intolerant', 'tolerant')",1.2729312,1.180927,-0.0920042
31,-1.5619823,-1.5455276,"('evil', 'good')",-1.5619823,-1.5455276,0.0164547
32,1.3684782,1.3018544,"('unkind', 'kind')",1.3684782,1.3018544,-0.0666238
33,-0.7378789,-0.6505737,"('wrong', 'right')",-0.7378789,-0.6505737,0.0873052
34,4.171305,4.4530673,"('mean', 'honorable')",4.1713052,4.4530673,0.2817621
35,-1.2375913,-1.2951934,"('corrupt', 'incorrupt')",-1.2375913,-1.2951934,-0.0576021
36,-1.31786,-1.3558205,"('hostile', 'amicable')",-1.31786,-1.3558205,-0.0379605
37,0.995982,0.9825083,"('fake', 'genuine')",0.995982,0.9825083,-0.0134737
38,0.3717608,0.32889026,"('untruthful', 'truthful')",0.3717608,0.3288903,-0.0428705
39,0.027824929,0.059630673,"('exploitative', 'cooperative')",0.0278249,0.0596307,0.0318058
40,-0.93659854,-0.942119,"('stingy', 'generous')",-0.9365985,-0.942119,-0.0055205
41,0.052607283,-0.041187853,"('unforgiving', 'forgiving')",0.0526073,-0.0411879,-0.0937952
42,-1.3116286,-1.2896223,"('unreliable', 'reliable')",-1.3116286,-1.2896223,0.0220063
43,1.7279946,1.6854764,"('irresponsible', 'responsible')",1.7279946,1.6854764,-0.0425182
44,-1.1973941,-1.4265258,"('prejudiced', 'unprejudiced')",-1.1973941,-1.4265258,-0.2291317
45,0.77491575,0.89218104,"('incompetent', 'competent')",0.7749158,0.892181,0.1172652
46,-0.03140653,0.07188612,"('uncompetitive', 'competitive')",-0.0314065,0.0718861,0.1032926
47,5.2610126,5.4863048,"('stupid', 'smart')",5.2610126,5.4863048,0.2252922
48,1.1341195,1.1340833,"('unintelligent', 'intelligent')",1.1341195,1.1340833,-3.62e-05
49,0.11475517,0.33929986,"('unable', 'able')",0.1147552,0.3392999,0.2245447
50,0.20343058,0.3700893,"('clumsy', 'skillful')",0.2034306,0.3700893,0.1666587
51,1.0763862,1.1115968,"('uneducated', 'educated')",1.0763862,1.1115968,0.0352106
52,-0.7361195,-0.68536717,"('irrational', 'rational')",-0.7361195,-0.6853672,0.0507523
53,0.3616525,0.42221528,"('uncreative', 'creative')",0.3616525,0.4222153,0.0605628
54,1.1138034,1.3179855,"('incapable', 'capable')",1.1138034,1.3179855,0.2041821
55,1.4991001,1.5291233,"('incompetent', 'clever')",1.4991001,1.5291233,0.0300232
56,1.1467721,1.2701751,"('impractical', 'practical')",1.1467721,1.2701751,0.123403
57,-2.0774715,-1.9922358,"('unimaginative', 'imaginative')",-2.0774715,-1.9922358,0.0852357
58,-0.1299315,-0.09492988,"('undiscriminating', 'discriminating')",-0.1299315,-0.0949299,0.0350016
59,0.027588625,0.19474202,"('foolish', 'wise')",0.0275886,0.194742,0.1671534
60,1.1810939,1.2474506,"('inefficient', 'efficient')",1.1810939,1.2474506,0.0663567
61,0.49930257,0.48265916,"('illogical', 'logical')",0.4993026,0.4826592,-0.0166434
62,2.03742,2.188561,"('incompetent', 'brilliant')",2.03742,2.188561,0.151141
63,1.4187142,1.6076663,"('unperceptive', 'insightful')",1.4187142,1.6076663,0.1889521
64,-4.694947,-4.6832304,"('shy', 'confident')",-4.6949468,-4.6832304,0.0117164
65,1.5091214,1.505037,"('insecure', 'secure')",1.5091214,1.505037,-0.0040844
66,-0.16130915,-0.0979584,"('inactive', 'active')",-0.1613092,-0.0979584,0.0633508
67,-0.8181138,-0.7529389,"('doubtful', 'determined')",-0.8181138,-0.7529389,0.0651749
68,-0.10201518,0.038032174,"('dependent', 'independent')",-0.1020152,0.0380322,0.1400474
69,-1.8113836,-1.7747252,"('lazy', 'industrious')",-1.8113836,-1.7747252,0.0366584
70,1.8910484,1.9548298,"('lethargic', 'energetic')",1.8910484,1.9548298,0.0637814
71,0.44375086,0.67308354,"('diffident', 'self-confident')",0.4437509,0.6730835,0.2293326
72,1.1820561,1.2112966,"('unambitious', 'ambitious')",1.1820561,1.2112966,0.0292405
73,-2.8807027,-2.8066106,"('helpless', 'self-reliant')",-2.8807027,-2.8066106,0.0740921
74,0.38208556,0.36839908,"('undedicated', 'dedicated')",0.3820856,0.3683991,-0.0136865
75,-0.9345223,-0.89453626,"('meek', 'impulsive')",-0.9345223,-0.8945363,0.039986
76,1.2100798,1.1347886,"('anxious', 'daring')",1.2100798,1.1347886,-0.0752912
77,-0.7436126,-0.70268375,"('unmotivated', 'motivated')",-0.7436126,-0.7026837,0.0409289
78,-0.17803194,-0.10497231,"('nonresilient', 'resilient')",-0.1780319,-0.1049723,0.0730596
