,henry_male,henry_female,tuple,jack_male,jack_female,&_male,&_female,assoc_male,assoc_female,inc_male,inc_female,average_male,average_female,female-male
0,0.754173,0.5118427,"('unsociable', 'sociable')",1.2017576,0.94056016,1.1583059,1.0141509,-0.37927374,-0.50621504,-0.034956276,-0.15845792,0.5400013,0.3603761,-0.1796252
1,-1.1415273,-1.2969867,"('unfriendly', 'friendly')",-0.8837439,-1.0680709,-0.6314114,-0.80114746,-1.5636798,-1.7429527,1.8456666,1.6055868,-0.4749391,-0.6607142,-0.1857751
2,0.64366215,0.7401786,"('unlikable', 'likable')",0.73716617,0.73634535,0.8020426,0.7707051,0.86616415,0.86368394,0.5294275,0.5827006,0.7156925,0.7387227,0.0230302
3,-0.23371737,-0.24181324,"('repellent', 'pleasant')",0.2692142,0.31034678,-0.41774407,-0.46122712,0.025097575,-0.03849437,-0.0022345502,0.047433868,-0.0718768,-0.0767508,-0.004874
4,-0.9851559,-1.192696,"('disliked', 'liked')",-0.85849446,-0.9346463,0.1437701,0.111327246,0.38972023,0.30029732,-5.587354,-5.528556,-1.3795029,-1.4488547,-0.0693518
5,-1.2969086,-1.2495528,"('distant', 'outgoing')",-1.5860445,-1.5529132,-0.32716233,-0.32190043,-0.33156106,-0.23632443,-0.13086417,-0.16279706,-0.7345081,-0.7046975,0.0298106
6,-1.4929183,-1.3806127,"('distant', 'open')",-0.7383995,-0.5643114,-0.2671325,-0.26114592,0.009134166,0.08075615,0.4040068,0.31315166,-0.4170619,-0.3624324,0.0546295
7,0.1791161,0.021057554,"('insensitive', 'sensitive')",1.3844154,1.2110183,-0.14641559,-0.11780305,-0.5517765,-0.5493163,0.834573,0.8041977,0.3399825,0.2738308,-0.0661517
8,-0.5450806,-0.56583625,"('unaffectionate', 'affectionate')",-0.1536107,-0.24045256,-0.22128189,-0.26269338,-1.3771024,-1.4377246,0.7365055,0.54485285,-0.312114,-0.3923708,-0.0802568
9,-0.17752717,-0.24209864,"('unaffectionate', 'caring')",-0.09679951,-0.2445613,-0.10196013,-0.20084791,-0.9724155,-1.0870856,1.2934358,1.1123343,-0.0110533,-0.1324518,-0.1213985
10,0.95561516,0.71414864,"('unsympathetic', 'sympathetic')",1.2937428,1.0349373,0.024288207,-0.13499674,-0.9626671,-1.0791316,0.30516002,0.19440839,0.3232278,0.1458732,-0.1773546
11,0.39265674,0.2975354,"('unhelpful', 'helpful')",-0.5216031,-0.6680956,-0.536897,-0.66066515,-0.35635686,-0.3699954,1.9010272,1.832557,0.1757654,0.0862673,-0.0894981
12,0.64411944,0.56407344,"('unsupportive', 'supportive')",0.8215346,0.7603573,0.4303867,0.48962837,-0.58914375,-0.5115004,-1.3614593,-1.324785,-0.0109125,-0.0044453,0.0064672
13,1.4955266,1.4467674,"('impolite', 'polite')",0.2128133,0.18808529,0.65317994,0.72396654,0.4882401,0.57390416,0.034370393,0.0919051,0.576826,0.6049257,0.0280997
14,1.2331392,0.9701279,"('antisocial', 'social')",1.4924805,1.251819,1.507963,1.3954688,0.12454857,0.030786486,-0.3549507,-0.38376024,0.800636,0.6528884,-0.1477476
15,-0.32674593,-0.3512708,"('boring', 'funny')",0.43811375,0.44236034,0.03671536,0.15459001,0.29566684,0.32624215,0.5319236,0.49369702,0.1951347,0.2131238,0.0179891
16,-1.6763461,-1.5638397,"('unpopular', 'popular')",-1.0529321,-0.99174637,-0.2044644,-0.13406065,0.1755003,0.16868673,0.45568728,0.5471318,-0.460511,-0.3947657,0.0657453
17,-0.66156435,-0.59720284,"('nasty', 'nice')",-1.0146338,-0.9891223,-0.20092532,-0.07902602,-0.006048619,0.07843597,-0.7812565,-0.6776082,-0.5328857,-0.4529047,0.079981
18,-0.3912701,-0.4650286,"('disagreeable', 'welcoming')",-0.61723495,-0.6915832,-0.038935535,0.03350973,-0.8577797,-0.80012214,-0.66031754,-0.74890035,-0.5131076,-0.5344249,-0.0213173
19,-0.60242975,-0.4491046,"('inhospitable', 'hospitable')",-0.5737726,-0.48865372,-1.3641881,-1.3409961,-0.6948327,-0.5929042,-0.26041096,-0.29757187,-0.6991269,-0.6338461,0.0652808
20,0.4216133,0.38303912,"('rough', 'thoughtful')",-0.47653404,-0.5777799,0.02818878,0.040595442,-0.3356559,-0.41744128,0.932569,0.93964076,0.1140362,0.0736108,-0.0404254
21,1.4470804,1.4547868,"('immoral', 'moral')",0.91995585,0.85350716,-0.018419892,0.023001835,-1.0573889,-1.0072758,-0.6407295,-0.5897286,0.1300996,0.1468583,0.0167587
22,0.38395876,0.15846539,"('untrustworthy', 'trustworthy')",0.7022755,0.6196912,0.43789604,0.3612606,-0.6051364,-0.59105295,-1.0437595,-1.0494,-0.0249531,-0.1002071,-0.075254
23,0.27546975,0.12684119,"('insincere', 'sincere')",0.668517,0.47738597,-0.29857317,-0.43925342,-0.8518166,-0.9424091,5.0898633,4.8870635,0.9766921,0.8219256,-0.1547665
