,academics_male,academics_female,tuple,average_male,average_female,female-male
0,0.24724665,0.31590635,"('unsociable', 'sociable')",0.2472467,0.3159063,0.0686596
1,1.0406494,0.89863807,"('unfriendly', 'friendly')",1.0406494,0.8986381,-0.1420113
2,0.45341086,0.5684416,"('unlikable', 'likable')",0.4534109,0.5684416,0.1150307
3,1.1022503,1.1932139,"('repellent', 'pleasant')",1.1022503,1.1932139,0.0909636
4,-7.0261664,-6.9998713,"('disliked', 'liked')",-7.0261664,-6.9998713,0.0262951
5,-0.18033761,-0.2092042,"('distant', 'outgoing')",-0.1803376,-0.2092042,-0.0288666
6,0.11465466,0.018934373,"('distant', 'open')",0.1146547,0.0189344,-0.0957203
7,1.1923265,1.2727048,"('insensitive', 'sensitive')",1.1923265,1.2727048,0.0803783
8,1.1181424,0.9008643,"('unaffectionate', 'affectionate')",1.1181424,0.9008643,-0.2172781
9,1.326613,1.2242984,"('unaffectionate', 'caring')",1.3266129,1.2242984,-0.1023145
10,1.3659861,1.4134884,"('unsympathetic', 'sympathetic')",1.3659861,1.4134884,0.0475023
11,1.9686404,1.987317,"('unhelpful', 'helpful')",1.9686404,1.987317,0.0186766
12,-0.99629897,-0.94209343,"('unsupportive', 'supportive')",-0.996299,-0.9420934,0.0542056
13,0.14419898,0.23184898,"('impolite', 'polite')",0.144199,0.231849,0.08765
14,0.42588177,0.47564477,"('antisocial', 'social')",0.4258818,0.4756448,0.049763
15,0.11953697,0.09758326,"('boring', 'funny')",0.119537,0.0975833,-0.0219537
16,-0.48725548,-0.3715663,"('unpopular', 'popular')",-0.4872555,-0.3715663,0.1156892
17,0.05974031,0.1098857,"('nasty', 'nice')",0.0597403,0.1098857,0.0501454
18,-0.34653318,-0.3008859,"('disagreeable', 'welcoming')",-0.3465332,-0.3008859,0.0456473
19,-0.33547804,-0.3480841,"('inhospitable', 'hospitable')",-0.335478,-0.3480841,-0.0126061
20,0.682689,0.52881527,"('rough', 'thoughtful')",0.682689,0.5288153,-0.1538737
21,0.22690885,0.39119646,"('immoral', 'moral')",0.2269088,0.3911965,0.1642877
22,0.1496815,0.18529323,"('untrustworthy', 'trustworthy')",0.1496815,0.1852932,0.0356117
23,6.2630134,6.280137,"('insincere', 'sincere')",6.2630134,6.2801371,0.0171237
24,1.7593093,1.7377307,"('dishonest', 'honest')",1.7593093,1.7377307,-0.0215786
25,0.29126978,0.16958728,"('egoistic', 'altruistic')",0.2912698,0.1695873,-0.1216825
26,0.06446017,-0.061460853,"('hardhearted', 'benevolent')",0.0644602,-0.0614609,-0.1259211
27,1.6022773,1.3741455,"('hardhearted', 'softhearted')",1.6022773,1.3741455,-0.2281318
28,0.89642155,0.88510245,"('disloyal', 'loyal')",0.8964216,0.8851025,-0.0113191
29,-0.16385815,-0.32475376,"('unfair', 'fair')",-0.1638581,-0.3247538,-0.1608957
30,1.1035409,1.1109127,"('intolerant', 'tolerant')",1.1035409,1.1109127,0.0073718
31,-1.0505514,-1.0725644,"('evil', 'good')",-1.0505514,-1.0725644,-0.022013
32,1.0009946,0.97074014,"('unkind', 'kind')",1.0009946,0.9707401,-0.0302545
33,-0.67885196,-0.64257014,"('wrong', 'right')",-0.678852,-0.6425701,0.0362819
34,4.3822474,4.5071335,"('mean', 'honorable')",4.3822474,4.5071335,0.1248861
35,-1.005235,-1.181259,"('corrupt', 'incorrupt')",-1.005235,-1.181259,-0.176024
36,-0.7483825,-0.96073526,"('hostile', 'amicable')",-0.7483825,-0.9607353,-0.2123528
37,0.77010214,0.74845374,"('fake', 'genuine')",0.7701021,0.7484537,-0.0216484
38,-0.05002047,-0.04556915,"('untruthful', 'truthful')",-0.0500205,-0.0455692,0.0044513
39,-0.10752559,-0.028690599,"('exploitative', 'cooperative')",-0.1075256,-0.0286906,0.078835
40,-1.0504978,-1.0767862,"('stingy', 'generous')",-1.0504978,-1.0767862,-0.0262884
41,-0.010254862,-0.026192367,"('unforgiving', 'forgiving')",-0.0102549,-0.0261924,-0.0159375
42,-1.685796,-1.633499,"('unreliable', 'reliable')",-1.685796,-1.633499,0.052297
43,1.5506451,1.5240628,"('irresponsible', 'responsible')",1.5506451,1.5240628,-0.0265823
44,-1.1381977,-1.2512017,"('prejudiced', 'unprejudiced')",-1.1381977,-1.2512017,-0.113004
45,0.67113674,0.68811655,"('incompetent', 'competent')",0.6711367,0.6881166,0.0169799
46,-0.40739232,-0.28416237,"('uncompetitive', 'competitive')",-0.4073923,-0.2841624,0.1232299
47,5.4522305,5.622288,"('stupid', 'smart')",5.4522305,5.6222882,0.1700577
48,0.7860985,0.78293246,"('unintelligent', 'intelligent')",0.7860985,0.7829325,-0.003166
49,-0.23589614,-0.13711241,"('unable', 'able')",-0.2358961,-0.1371124,0.0987837
50,-0.15745153,-0.14585619,"('clumsy', 'skillful')",-0.1574515,-0.1458562,0.0115953
51,0.58236057,0.6516643,"('uneducated', 'educated')",0.5823606,0.6516643,0.0693037
52,-0.44831264,-0.52702457,"('irrational', 'rational')",-0.4483126,-0.5270246,-0.078712
53,0.3172933,0.21695046,"('uncreative', 'creative')",0.3172933,0.2169505,-0.1003428
54,1.055891,1.1084169,"('incapable', 'capable')",1.055891,1.1084169,0.0525259
55,1.0692319,1.1441259,"('incompetent', 'clever')",1.0692319,1.1441259,0.074894
56,0.7091671,0.8628152,"('impractical', 'practical')",0.7091671,0.8628152,0.1536481
57,-2.3769546,-2.3325586,"('unimaginative', 'imaginative')",-2.3769546,-2.3325586,0.044396
58,-0.002808664,-0.09118438,"('undiscriminating', 'discriminating')",-0.0028087,-0.0911844,-0.0883757
59,-0.055923536,0.05371383,"('foolish', 'wise')",-0.0559235,0.0537138,0.1096373
60,0.5295543,0.7099294,"('inefficient', 'efficient')",0.5295543,0.7099294,0.1803751
61,0.59014034,0.43312043,"('illogical', 'logical')",0.5901403,0.4331204,-0.1570199
62,1.4027292,1.5917003,"('incompetent', 'brilliant')",1.4027292,1.5917003,0.1889711
63,0.9269048,1.0659575,"('unperceptive', 'insightful')",0.9269048,1.0659575,0.1390527
64,-5.4592357,-5.227369,"('shy', 'confident')",-5.4592357,-5.2273688,0.2318669
65,1.1688037,1.242082,"('insecure', 'secure')",1.1688037,1.242082,0.0732783
66,0.08876559,-0.009293111,"('inactive', 'active')",0.0887656,-0.0092931,-0.0980587
67,-0.9164138,-0.7307743,"('doubtful', 'determined')",-0.9164138,-0.7307743,0.1856395
68,-0.26642585,-0.22716583,"('dependent', 'independent')",-0.2664258,-0.2271658,0.03926
69,-1.5385439,-1.5587443,"('lazy', 'industrious')",-1.5385439,-1.5587443,-0.0202004
70,1.6411117,1.6900582,"('lethargic', 'energetic')",1.6411117,1.6900582,0.0489465
71,0.50368774,0.6119964,"('diffident', 'self-confident')",0.5036877,0.6119964,0.1083087
72,0.8647843,0.9579219,"('unambitious', 'ambitious')",0.8647843,0.9579219,0.0931376
73,-2.8923988,-2.844298,"('helpless', 'self-reliant')",-2.8923988,-2.8442979,0.0481009
74,0.064107604,0.030639961,"('undedicated', 'dedicated')",0.0641076,0.03064,-0.0334676
75,-0.78214353,-0.7488093,"('meek', 'impulsive')",-0.7821435,-0.7488093,0.0333342
76,0.85362566,0.85272765,"('anxious', 'daring')",0.8536257,0.8527277,-0.000898
77,-1.1454042,-0.98927057,"('unmotivated', 'motivated')",-1.1454042,-0.9892706,0.1561336
78,-0.41609073,-0.4024702,"('nonresilient', 'resilient')",-0.4160907,-0.4024702,0.0136205
79,-0.0938576,-0.15937799,"('wavering', 'unwavering')",-0.0938576,-0.159378,-0.0655204
80,0.071079254,0.12727918,"('dominated', 'dominating')",0.0710793,0.1272792,0.0561999
81,0.26756072,0.43903515,"('submissive', 'aggressive')",0.2675607,0.4390351,0.1714744
82,6.0598965,6.214636,"('poor', 'rich')",6.0598965,6.2146358,0.1547393
83,-0.61488247,-0.52481395,"('powerless', 'powerful')",-0.6148825,-0.524814,0.0900685
84,-0.16153613,-0.19436799,"('inferior', 'superior')",-0.1615361,-0.194368,-0.0328319
85,-1.4128151,-1.558059,"('insignificant', 'prestigious')",-1.4128151,-1.558059,-0.1452439
86,0.5272901,0.5799182,"('uninfluential', 'influential')",0.5272901,0.5799182,0.0526281
87,-0.025360592,0.16378978,"('unsuccessful', 'successful')",-0.0253606,0.1637898,0.1891504
88,-0.14857882,-0.10340341,"('low', 'eminent')",-0.1485788,-0.1034034,0.0451754
