,citigroup_male,citigroup_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.39903098,-0.4046049,"('unsociable', 'sociable')",-0.3609536,-0.48642614,-0.3799923,-0.4455155,-0.0655232
1,-0.51533186,-0.6345919,"('unfriendly', 'friendly')",1.832186,1.6507751,0.6584271,0.5080916,-0.1503355
2,1.7015703,1.6975377,"('unlikable', 'likable')",0.82062906,0.9149289,1.2610997,1.3062333,0.0451336
3,-0.7621369,-0.57417,"('repellent', 'pleasant')",0.07517399,0.16820219,-0.3434815,-0.2029839,0.1404976
4,0.32075205,0.21168236,"('disliked', 'liked')",-6.180257,-6.218369,-2.9297523,-3.0033433,-0.073591
5,0.49559578,0.41314414,"('distant', 'outgoing')",-0.021754913,-0.08148649,0.2369204,0.1658288,-0.0710916
6,0.045840323,-0.0408462,"('distant', 'open')",0.5348941,0.4187966,0.2903672,0.1889752,-0.101392
7,-0.80072325,-0.6297271,"('insensitive', 'sensitive')",0.6911865,0.73698026,-0.0547684,0.0536266,0.108395
8,-0.66332024,-0.78693753,"('unaffectionate', 'affectionate')",0.78580534,0.65220124,0.0612426,-0.0673681,-0.1286107
9,-0.16634211,-0.2307167,"('unaffectionate', 'caring')",1.2879039,1.242184,0.5607809,0.5057337,-0.0550472
10,-1.5555298,-1.3992692,"('unsympathetic', 'sympathetic')",-0.16673404,-0.15410648,-0.8611319,-0.7766879,0.084444
11,-0.5424071,-0.43999836,"('unhelpful', 'helpful')",1.7596895,1.833149,0.6086411,0.6965753,0.0879342
12,0.13075808,0.27259523,"('unsupportive', 'supportive')",-1.5129975,-1.4474812,-0.6911197,-0.587443,0.1036767
13,-1.0164908,-0.9102357,"('impolite', 'polite')",-0.45295286,-0.4163875,-0.7347218,-0.6633116,0.0714102
14,0.33465812,0.47103626,"('antisocial', 'social')",-0.5743833,-0.57415193,-0.1198626,-0.0515578,0.0683048
15,0.50186074,0.38544223,"('boring', 'funny')",0.6178136,0.5734861,0.5598372,0.4794642,-0.080373
16,0.082591444,0.10469912,"('unpopular', 'popular')",0.43445462,0.43733513,0.258523,0.2710171,0.0124941
17,0.4479287,0.5402205,"('nasty', 'nice')",-0.38518447,-0.35310766,0.0313721,0.0935564,0.0621843
