,welltower_male,welltower_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.0073329955,-0.1233661,"('unsociable', 'sociable')",-0.46560806,-0.6358683,-0.2291375,-0.3796172,-0.1504797
1,-1.0489416,-1.0638336,"('unfriendly', 'friendly')",1.848023,1.7120788,0.3995407,0.3241226,-0.0754181
2,-0.29563767,-0.22238639,"('unlikable', 'likable')",0.585227,0.70801085,0.1447947,0.2428122,0.0980175
3,-0.43643972,-0.33616686,"('repellent', 'pleasant')",-0.08892816,-0.04530009,-0.2626839,-0.1907335,0.0719504
4,-0.5957542,-0.5545541,"('disliked', 'liked')",-6.1980743,-6.206336,-3.3969142,-3.380445,0.0164692
5,-1.0043286,-0.91673326,"('distant', 'outgoing')",0.19884865,0.27911365,-0.40274,-0.3188098,0.0839302
6,-1.3678713,-1.2559946,"('distant', 'open')",0.48927537,0.5248069,-0.439298,-0.3655938,0.0737042
7,0.58848697,0.6679671,"('insensitive', 'sensitive')",0.44276428,0.48000655,0.5156256,0.5739868,0.0583612
8,-1.3811433,-1.3531985,"('unaffectionate', 'affectionate')",0.8246318,0.80036616,-0.2782558,-0.2764162,0.0018396
9,-0.4907404,-0.40645948,"('unaffectionate', 'caring')",1.3937445,1.4499528,0.451502,0.5217467,0.0702447
10,-0.09481871,-0.031154163,"('unsympathetic', 'sympathetic')",-0.5243301,-0.51290035,-0.3095744,-0.2720273,0.0375471
11,0.4004769,0.43418095,"('unhelpful', 'helpful')",1.9188553,2.0917797,1.1596661,1.2629803,0.1033142
12,0.56942606,0.71595716,"('unsupportive', 'supportive')",-1.5351818,-1.4961087,-0.4828779,-0.3900757,0.0928022
13,0.78454846,0.68452555,"('impolite', 'polite')",-0.3983534,-0.38331646,0.1930975,0.1506045,-0.042493
14,0.6671281,0.5517486,"('antisocial', 'social')",-0.77486646,-0.796613,-0.0538692,-0.1224322,-0.068563
15,-0.30666295,-0.35775158,"('boring', 'funny')",0.4595304,0.47061506,0.0764337,0.0564317,-0.020002
16,-1.0260386,-0.9885896,"('unpopular', 'popular')",0.5555936,0.4971153,-0.2352225,-0.2457371,-0.0105146
17,-0.38800862,-0.28677395,"('nasty', 'nice')",-0.3781614,-0.3042061,-0.383085,-0.29549,0.087595
18,-0.82051575,-0.83041507,"('disagreeable', 'welcoming')",-0.280293,-0.32125935,-0.5504044,-0.5758372,-0.0254328
19,-1.3466009,-1.2057165,"('inhospitable', 'hospitable')",-0.013090947,0.08039925,-0.6798459,-0.5626586,0.1171873
20,0.3253127,0.3355473,"('rough', 'thoughtful')",1.1640941,1.0946312,0.7447034,0.7150893,-0.0296141
21,0.64241135,0.567655,"('immoral', 'moral')",-0.6152107,-0.60096,0.0136003,-0.0166525,-0.0302528
22,0.21469738,0.16773048,"('untrustworthy', 'trustworthy')",-0.86700237,-0.9096665,-0.3261525,-0.370968,-0.0448155
23,1.1752673,1.2099538,"('insincere', 'sincere')",5.656077,5.6921253,3.4156721,3.4510396,0.0353675
24,0.08652416,0.07691482,"('dishonest', 'honest')",0.6733159,0.7306122,0.37992,0.4037635,0.0238435
25,-0.50909746,-0.52901655,"('egoistic', 'altruistic')",1.3096051,1.1832721,0.4002538,0.3271278,-0.073126
26,0.058931693,-0.064407334,"('hardhearted', 'benevolent')",1.65495,1.4749511,0.8569409,0.7052719,-0.151669
27,-0.15058205,-0.13205497,"('hardhearted', 'softhearted')",1.4723772,1.3592772,0.6608976,0.6136112,-0.0472864
28,0.62351763,0.5845742,"('disloyal', 'loyal')",0.91405696,0.9036699,0.7687873,0.744122,-0.0246653
29,-0.17159592,-0.1692165,"('unfair', 'fair')",-0.3962936,-0.5621469,-0.2839448,-0.3656817,-0.0817369
30,1.4593606,1.450066,"('intolerant', 'tolerant')",1.4028182,1.4075731,1.4310894,1.4288195,-0.0022699
31,-1.5644076,-1.5049822,"('evil', 'good')",-0.93356884,-1.0557628,-1.2489882,-1.2803725,-0.0313843
32,0.07292546,0.02658601,"('unkind', 'kind')",0.8565585,0.74479514,0.464742,0.3856906,-0.0790514
33,0.295183,0.2536702,"('wrong', 'right')",-0.1924983,-0.21921918,0.0513424,0.0172255,-0.0341169
34,0.51959276,0.65742016,"('mean', 'honorable')",5.896267,6.0534625,3.2079298,3.3554413,0.1475115
35,-0.84930974,-0.83481604,"('corrupt', 'incorrupt')",-0.19786455,-0.28630534,-0.5235872,-0.5605607,-0.0369735
36,-1.9754378,-1.8994386,"('hostile', 'amicable')",0.27729982,0.09339385,-0.849069,-0.9030224,-0.0539534
37,0.001851622,0.06288315,"('fake', 'genuine')",0.1491964,0.1664569,0.075524,0.11467,0.039146
38,0.049612194,0.17911051,"('untruthful', 'truthful')",0.2599756,0.44639713,0.1547939,0.3127538,0.1579599
39,1.3157376,1.284403,"('exploitative', 'cooperative')",0.1687521,0.14633659,0.7422448,0.7153698,-0.026875
40,-0.19641575,-0.15913439,"('stingy', 'generous')",-1.5932698,-1.6984935,-0.8948428,-0.9288139,-0.0339711
41,0.19400345,0.20439033,"('unforgiving', 'forgiving')",0.2097998,0.16291527,0.2019016,0.1836528,-0.0182488
42,0.28826413,0.40920895,"('unreliable', 'reliable')",-2.9581265,-2.8509247,-1.3349313,-1.2208579,0.1140734
43,0.3988379,0.45746928,"('irresponsible', 'responsible')",0.4653234,0.48747796,0.4320806,0.4724736,0.040393
44,-0.715659,-0.7246386,"('prejudiced', 'unprejudiced')",-1.6519878,-1.6613536,-1.1838233,-1.192996,-0.0091727
45,0.4374936,0.50728995,"('incompetent', 'competent')",-0.21427765,-0.18799666,0.111608,0.1596466,0.0480386
