,accelerant_male,accelerant_female,tuple,average_male,average_female,female-male
0,-0.69821954,-0.7673275,"('unsociable', 'sociable')",-0.6982195,-0.7673275,-0.069108
1,-0.36978596,-0.62802035,"('unfriendly', 'friendly')",-0.369786,-0.6280203,-0.2582343
2,0.8081061,0.82483286,"('unlikable', 'likable')",0.8081061,0.8248329,0.0167268
3,-1.1726525,-1.023576,"('repellent', 'pleasant')",-1.1726525,-1.023576,0.1490765
4,-2.1009073,-2.184119,"('disliked', 'liked')",-2.1009073,-2.184119,-0.0832117
5,-0.22081517,-0.36016747,"('distant', 'outgoing')",-0.2208152,-0.3601675,-0.1393523
6,-0.4435197,-0.61473423,"('distant', 'open')",-0.4435197,-0.6147342,-0.1712145
7,0.2130505,0.23073722,"('insensitive', 'sensitive')",0.2130505,0.2307372,0.0176867
8,-0.24249053,-0.43987647,"('unaffectionate', 'affectionate')",-0.2424905,-0.4398765,-0.197386
9,-0.35543573,-0.4876226,"('unaffectionate', 'caring')",-0.3554357,-0.4876226,-0.1321869
10,-1.0703442,-1.0922731,"('unsympathetic', 'sympathetic')",-1.0703442,-1.0922731,-0.0219289
11,-0.06415439,0.038149796,"('unhelpful', 'helpful')",-0.0641544,0.0381498,0.1023042
12,-1.0323904,-0.9493278,"('unsupportive', 'supportive')",-1.0323904,-0.9493278,0.0830626
13,-0.7801905,-0.7337594,"('impolite', 'polite')",-0.7801905,-0.7337594,0.0464311
14,-0.19016203,-0.18292451,"('antisocial', 'social')",-0.190162,-0.1829245,0.0072375
15,0.69941276,0.53633547,"('boring', 'funny')",0.6994128,0.5363355,-0.1630773
16,-0.25578892,-0.16215736,"('unpopular', 'popular')",-0.2557889,-0.1621574,0.0936315
17,-0.31223464,-0.23933062,"('nasty', 'nice')",-0.3122346,-0.2393306,0.072904
18,-0.37580025,-0.2540275,"('disagreeable', 'welcoming')",-0.3758003,-0.2540275,0.1217728
19,-1.0568017,-1.0633706,"('inhospitable', 'hospitable')",-1.0568017,-1.0633706,-0.0065689
20,0.41716263,0.42274612,"('rough', 'thoughtful')",0.4171626,0.4227461,0.0055835
21,-0.7247045,-0.4832964,"('immoral', 'moral')",-0.7247045,-0.4832964,0.2414081
22,-0.12147254,-0.21568097,"('untrustworthy', 'trustworthy')",-0.1214725,-0.215681,-0.0942085
23,1.3170244,1.3611425,"('insincere', 'sincere')",1.3170244,1.3611425,0.0441181
24,-0.11022227,-0.21350273,"('dishonest', 'honest')",-0.1102223,-0.2135027,-0.1032804
25,0.7708629,0.7951782,"('egoistic', 'altruistic')",0.7708629,0.7951782,0.0243153
26,1.4131321,1.0519215,"('hardhearted', 'benevolent')",1.4131321,1.0519215,-0.3612106
27,1.1068904,0.98825544,"('hardhearted', 'softhearted')",1.1068904,0.9882554,-0.118635
28,-0.3228018,-0.4221458,"('disloyal', 'loyal')",-0.3228018,-0.4221458,-0.099344
29,-0.55051774,-0.6904736,"('unfair', 'fair')",-0.5505177,-0.6904736,-0.1399559
30,-0.12749282,-0.047412954,"('intolerant', 'tolerant')",-0.1274928,-0.047413,0.0800798
31,-0.48500282,-0.5373496,"('evil', 'good')",-0.4850028,-0.5373496,-0.0523468
32,0.672335,0.54453343,"('unkind', 'kind')",0.672335,0.5445334,-0.1278016
33,0.174193,0.070278406,"('wrong', 'right')",0.174193,0.0702784,-0.1039146
34,1.8109912,2.0919335,"('mean', 'honorable')",1.8109912,2.0919335,0.2809423
35,0.69757515,0.4731909,"('corrupt', 'incorrupt')",0.6975752,0.4731909,-0.2243843
36,-0.2552902,-0.41994363,"('hostile', 'amicable')",-0.2552902,-0.4199436,-0.1646534
37,0.40152055,0.27428845,"('fake', 'genuine')",0.4015206,0.2742884,-0.1272322
38,0.01598508,-0.012469552,"('untruthful', 'truthful')",0.0159851,-0.0124696,-0.0284547
39,0.45247826,0.5776899,"('exploitative', 'cooperative')",0.4524783,0.5776899,0.1252116
40,-0.5068209,-0.58112913,"('stingy', 'generous')",-0.5068209,-0.5811291,-0.0743082
41,-0.04751904,-0.10853937,"('unforgiving', 'forgiving')",-0.047519,-0.1085394,-0.0610204
42,-0.96339446,-0.8760243,"('unreliable', 'reliable')",-0.9633945,-0.8760243,0.0873702
43,-0.041660875,0.005354166,"('irresponsible', 'responsible')",-0.0416609,0.0053542,0.0470151
44,0.41241917,0.42127886,"('prejudiced', 'unprejudiced')",0.4124192,0.4212789,0.0088597
45,-0.083889306,-0.16198325,"('incompetent', 'competent')",-0.0838893,-0.1619833,-0.078094
46,-0.75527036,-0.66293174,"('uncompetitive', 'competitive')",-0.7552704,-0.6629317,0.0923387
47,1.6919593,1.7593962,"('stupid', 'smart')",1.6919593,1.7593962,0.0674369
48,-0.14650601,0.020225096,"('unintelligent', 'intelligent')",-0.146506,0.0202251,0.1667311
49,0.16577846,0.46973997,"('unable', 'able')",0.1657785,0.46974,0.3039615
50,0.84788173,0.9179257,"('clumsy', 'skillful')",0.8478817,0.9179257,0.070044
51,-0.36843967,-0.36618385,"('uneducated', 'educated')",-0.3684397,-0.3661838,0.0022559
52,-0.31839493,-0.47996023,"('irrational', 'rational')",-0.3183949,-0.4799602,-0.1615653
53,-1.2806983,-1.3538202,"('uncreative', 'creative')",-1.2806983,-1.3538202,-0.0731219
54,0.281986,0.21627882,"('incapable', 'capable')",0.281986,0.2162788,-0.0657072
55,-0.10170555,0.050318073,"('incompetent', 'clever')",-0.1017056,0.0503181,0.1520237
56,-0.7030661,-0.6469989,"('impractical', 'practical')",-0.7030661,-0.6469989,0.0560672
57,-1.4210386,-1.5411687,"('unimaginative', 'imaginative')",-1.4210386,-1.5411687,-0.1201301
58,0.30501434,0.2204541,"('undiscriminating', 'discriminating')",0.3050143,0.2204541,-0.0845602
59,0.0055876337,-0.018200181,"('foolish', 'wise')",0.0055876,-0.0182002,-0.0237878
60,0.095679335,0.43497103,"('inefficient', 'efficient')",0.0956793,0.434971,0.3392917
61,-0.1426433,-0.21541946,"('illogical', 'logical')",-0.1426433,-0.2154195,-0.0727762
62,0.29584336,0.4943046,"('incompetent', 'brilliant')",0.2958434,0.4943046,0.1984612
63,-0.4083726,-0.28466785,"('unperceptive', 'insightful')",-0.4083726,-0.2846678,0.1237048
64,-2.3608162,-2.2826614,"('shy', 'confident')",-2.3608162,-2.2826614,0.0781548
65,-0.12435557,-0.042140264,"('insecure', 'secure')",-0.1243556,-0.0421403,0.0822153
66,-0.53114843,-0.7015677,"('inactive', 'active')",-0.5311484,-0.7015677,-0.1704193
67,-0.44596595,-0.38067925,"('doubtful', 'determined')",-0.4459659,-0.3806792,0.0652867
68,-0.6014434,-0.38506994,"('dependent', 'independent')",-0.6014434,-0.3850699,0.2163735
69,0.81302834,0.79385823,"('lazy', 'industrious')",0.8130283,0.7938582,-0.0191701
70,0.21014053,0.17780118,"('lethargic', 'energetic')",0.2101405,0.1778012,-0.0323393
71,0.42427006,0.5102887,"('diffident', 'self-confident')",0.4242701,0.5102887,0.0860186
72,-0.2879172,-0.3386935,"('unambitious', 'ambitious')",-0.2879172,-0.3386935,-0.0507763
73,-0.27263847,-0.2864837,"('helpless', 'self-reliant')",-0.2726385,-0.2864837,-0.0138452
74,0.1033186,0.04872147,"('undedicated', 'dedicated')",0.1033186,0.0487215,-0.0545971
75,0.4051803,0.31677496,"('meek', 'impulsive')",0.4051803,0.316775,-0.0884053
76,-0.5709713,-0.4110972,"('anxious', 'daring')",-0.5709713,-0.4110972,0.1598741
77,-1.0343713,-0.7028034,"('unmotivated', 'motivated')",-1.0343713,-0.7028034,0.3315679
78,-0.060437545,0.089971505,"('nonresilient', 'resilient')",-0.0604375,0.0899715,0.150409
79,-0.14126676,-0.24370167,"('wavering', 'unwavering')",-0.1412668,-0.2437017,-0.1024349
80,0.077821516,0.028110165,"('dominated', 'dominating')",0.0778215,0.0281102,-0.0497113
81,-0.5845792,-0.43514195,"('submissive', 'aggressive')",-0.5845792,-0.435142,0.1494372
82,1.640564,1.6044989,"('poor', 'rich')",1.640564,1.6044989,-0.0360651
83,-0.060022607,0.027544029,"('powerless', 'powerful')",-0.0600226,0.027544,0.0875666
84,-0.13454702,-0.12007569,"('inferior', 'superior')",-0.134547,-0.1200757,0.0144713
85,0.095128395,0.030359205,"('insignificant', 'prestigious')",0.0951284,0.0303592,-0.0647692
86,-0.98504823,-1.0929303,"('uninfluential', 'influential')",-0.9850482,-1.0929303,-0.1078821
87,0.45347136,0.4126311,"('unsuccessful', 'successful')",0.4534714,0.4126311,-0.0408403
88,0.10359864,0.07879614,"('low', 'eminent')",0.1035986,0.0787961,-0.0248025
