,stryker_male,stryker_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,0.6570583,0.43245786,"('unsociable', 'sociable')",-0.26490963,-0.4980065,0.1960743,-0.0327743,-0.2288486
1,0.69445205,0.6586773,"('unfriendly', 'friendly')",1.3082225,1.1948379,1.0013373,0.9267576,-0.0745797
2,0.7019833,0.7014018,"('unlikable', 'likable')",0.59153056,0.5766222,0.6467569,0.639012,-0.0077449
3,-0.1329162,-0.08845571,"('repellent', 'pleasant')",0.68476623,0.6123969,0.275925,0.2619706,-0.0139544
4,-0.962664,-1.0093386,"('disliked', 'liked')",-6.4652195,-6.504321,-3.7139418,-3.7568297,-0.0428879
5,-0.7753927,-0.7786545,"('distant', 'outgoing')",-0.61011523,-0.51266295,-0.692754,-0.6456587,0.0470953
6,-1.3007832,-1.2489351,"('distant', 'open')",-0.8184799,-0.74915785,-1.0596316,-0.9990464,0.0605852
7,0.17557344,0.13190562,"('insensitive', 'sensitive')",-0.010536766,-0.071892105,0.0825183,0.0300068,-0.0525115
8,0.9039252,0.95001435,"('unaffectionate', 'affectionate')",0.43301344,0.41823724,0.6684693,0.6841258,0.0156565
9,1.3329357,1.2995431,"('unaffectionate', 'caring')",0.9796997,0.9748003,1.1563177,1.1371717,-0.019146
10,0.58273834,0.4096055,"('unsympathetic', 'sympathetic')",-0.6740159,-0.85025746,-0.0456388,-0.220326,-0.1746872
11,0.740222,0.6717361,"('unhelpful', 'helpful')",1.8884965,1.8540902,1.3143592,1.2629132,-0.051446
12,1.4987597,1.5111444,"('unsupportive', 'supportive')",-1.9510444,-1.9360659,-0.2261423,-0.2124608,0.0136815
13,-0.2810592,-0.42328325,"('impolite', 'polite')",-1.2090336,-1.2987919,-0.7450464,-0.8610376,-0.1159912
14,0.68696964,0.49773368,"('antisocial', 'social')",-0.023595706,-0.19150244,0.331687,0.1531156,-0.1785714
15,0.1803743,0.06433354,"('boring', 'funny')",-0.1449145,-0.099014625,0.0177299,-0.0173405,-0.0350704
16,-1.817906,-1.753674,"('unpopular', 'popular')",0.648186,0.6396177,-0.58486,-0.5570282,0.0278318
17,-1.3159225,-1.1979089,"('nasty', 'nice')",-0.66143966,-0.531352,-0.9886811,-0.8646305,0.1240506
18,-0.12871031,-0.14221257,"('disagreeable', 'welcoming')",-0.52380645,-0.6035468,-0.3262584,-0.3728797,-0.0466213
19,-0.740317,-0.70508665,"('inhospitable', 'hospitable')",-0.48340806,-0.40925694,-0.6118625,-0.5571718,0.0546907
20,-0.11044244,-0.10869106,"('rough', 'thoughtful')",0.8138903,0.82022065,0.3517239,0.3557648,0.0040409
21,0.9455707,0.75976425,"('immoral', 'moral')",-0.3851653,-0.5350141,0.2802027,0.1123751,-0.1678276
22,0.5674113,0.40104228,"('untrustworthy', 'trustworthy')",-0.871053,-1.0163419,-0.1518208,-0.3076498,-0.155829
23,1.1893768,1.0490663,"('insincere', 'sincere')",5.7331977,5.589966,3.4612873,3.3195162,-0.1417711
24,1.0236205,0.9147514,"('dishonest', 'honest')",0.40288067,0.32458192,0.7132506,0.6196667,-0.0935839
25,0.17766157,0.20458487,"('egoistic', 'altruistic')",1.1615275,1.2155999,0.6695945,0.7100924,0.0404979
26,1.2024097,1.1533417,"('hardhearted', 'benevolent')",1.6931614,1.6245246,1.4477856,1.3889332,-0.0588524
27,-0.0424103,-0.043086357,"('hardhearted', 'softhearted')",0.767555,0.69613165,0.3625723,0.3265226,-0.0360497
28,1.6239349,1.3378867,"('disloyal', 'loyal')",1.4265047,1.2460611,1.5252198,1.2919738,-0.233246
29,-0.679382,-0.7826556,"('unfair', 'fair')",-0.3132639,-0.42235407,-0.496323,-0.6025048,-0.1061818
30,0.8957065,0.8405301,"('intolerant', 'tolerant')",0.54304403,0.4019389,0.7193753,0.6212345,-0.0981408
31,-1.3605578,-1.1641972,"('evil', 'good')",-0.71839887,-0.61437047,-1.0394783,-0.8892838,0.1501945
32,0.8395644,0.67612654,"('unkind', 'kind')",0.5729914,0.27586263,0.7062778,0.4759946,-0.2302832
33,-0.18711375,-0.28494737,"('wrong', 'right')",-0.77525574,-0.71099675,-0.4811848,-0.4979721,-0.0167873
34,0.027767064,0.23485644,"('mean', 'honorable')",5.4176235,5.591028,2.7226954,2.9129424,0.190247
