,diamond_male,diamond_female,tuple,offshore_male,offshore_female,drilling_male,drilling_female,inc_male,inc_female,average_male,average_female,female-male
0,1.9412206,1.9590472,"('unsociable', 'sociable')",-0.07592896,-0.068829596,0.46637514,0.3374809,-0.10256742,-0.21353073,0.5572749,0.5035419,-0.053733
1,-0.3811794,-0.29373285,"('unfriendly', 'friendly')",0.75539964,0.7194956,1.067379,0.9143825,1.4844942,1.2439435,0.7315234,0.6460222,-0.0855012
2,1.1751333,1.1965764,"('unlikable', 'likable')",1.5944384,1.5973544,1.4023154,1.385614,0.6057169,0.6111353,1.194401,1.1976701,0.0032691
3,1.35207,1.4757833,"('repellent', 'pleasant')",-0.7065157,-0.5772046,-0.10262117,-0.07081166,0.52038825,0.5784721,0.2658303,0.3515598,0.0857295
4,-1.3547487,-1.2939843,"('disliked', 'liked')",0.4949287,0.40534952,0.44984537,0.41397744,-6.320738,-6.2537913,-1.6826781,-1.6821122,0.0005659
5,-1.905811,-1.8755441,"('distant', 'outgoing')",-0.39483768,-0.4229339,0.061865374,0.06761689,-0.12902348,-0.1622081,-0.5919517,-0.5982673,-0.0063156
6,-2.0645385,-1.9934356,"('distant', 'open')",-0.25157958,-0.28943235,-0.20991805,-0.22696951,0.41846564,0.34198874,-0.5268926,-0.5419621,-0.0150695
7,1.758273,1.7466407,"('insensitive', 'sensitive')",0.41375035,0.5471207,0.9848221,0.9968922,0.76941663,0.70362526,0.9815655,0.9985697,0.0170042
8,-0.46793386,-0.4776088,"('unaffectionate', 'affectionate')",0.31422198,0.26429665,-0.48189718,-0.5323899,0.343322,0.1358333,-0.0730718,-0.1524672,-0.0793954
9,0.7480817,0.787802,"('unaffectionate', 'caring')",0.48232874,0.48438954,1.2149084,1.1686546,1.0011667,0.85023946,0.8616214,0.8227714,-0.03885
10,2.6017382,2.609763,"('unsympathetic', 'sympathetic')",-0.57452726,-0.43574083,0.012368067,-0.09100505,0.26214805,0.21947818,0.5754318,0.5756238,0.000192
11,0.48078087,0.4803764,"('unhelpful', 'helpful')",0.1921415,0.25476888,0.33640835,0.3094379,2.1685674,2.141693,0.7944745,0.7965691,0.0020946
12,2.1046624,2.190961,"('unsupportive', 'supportive')",1.2185013,1.2997246,0.96220887,0.9338386,-1.6004598,-1.6645713,0.6712282,0.6899883,0.0187601
13,1.2455468,1.1816233,"('impolite', 'polite')",0.20684297,0.22385089,0.6607214,0.6344269,0.1647817,0.13870981,0.5694733,0.5446527,-0.0248206
14,1.9275384,1.925897,"('antisocial', 'social')",0.2965912,0.38796356,1.0340149,1.0145537,-0.5731133,-0.55655575,0.6712579,0.6929647,0.0217068
15,-0.8421994,-0.89462405,"('boring', 'funny')",1.4704015,1.4210148,-0.27831858,-0.23511964,0.12012285,0.07836325,0.1175016,0.0924086,-0.025093
