,bio_male,bio_female,tuple,rad_male,rad_female,laboratories_male,laboratories_female,inc_male,inc_female,average_male,average_female,female-male
0,0.32350162,0.18085253,"('unsociable', 'sociable')",-0.7331195,-0.8634344,0.7580466,0.6476882,-0.56234723,-0.6924665,-0.0534796,-0.18184,-0.1283604
1,-0.53234124,-0.6698106,"('unfriendly', 'friendly')",-1.73674,-1.892439,-0.47080454,-0.6908408,1.7523624,1.6537969,-0.2468808,-0.3998234,-0.1529426
2,0.94974756,0.9309255,"('unlikable', 'likable')",0.8843246,0.84927064,0.42227453,0.44986963,0.43835342,0.54500884,0.6736751,0.6937687,0.0200936
3,-1.4238993,-1.4221729,"('repellent', 'pleasant')",-0.9900656,-0.99729955,0.35967982,0.42037338,0.4199493,0.49152195,-0.4085839,-0.3768943,0.0316896
4,-0.43049812,-0.5433761,"('disliked', 'liked')",-0.1478702,-0.20703077,-0.59729517,-0.69705045,-6.1582236,-6.298888,-1.8334718,-1.9365864,-0.1031146
5,-0.82503706,-0.7503243,"('distant', 'outgoing')",-1.1019014,-1.1022749,-1.7848114,-1.7963293,-0.231944,-0.21023583,-0.9859235,-0.9647911,0.0211324
6,-1.0087441,-0.9859968,"('distant', 'open')",-1.1081454,-1.1000239,-2.0886383,-2.1181471,0.48094103,0.50898886,-0.9311467,-0.9237947,0.007352
7,-0.5061435,-0.60975075,"('insensitive', 'sensitive')",-0.5782546,-0.6165342,-0.13595901,-0.10626297,0.8986951,0.93310237,-0.0804155,-0.0998614,-0.0194459
8,-0.20187652,-0.22094363,"('unaffectionate', 'affectionate')",-1.4365863,-1.5113748,-0.40377894,-0.45153457,1.0439993,0.97994447,-0.2495606,-0.3009771,-0.0514165
9,0.015426775,-0.00772759,"('unaffectionate', 'caring')",-1.4734963,-1.5779773,-0.36096668,-0.3638613,1.3105032,1.3258858,-0.1271333,-0.1559201,-0.0287868
10,-0.7001375,-0.834748,"('unsympathetic', 'sympathetic')",-1.073278,-1.172493,0.05162857,0.08984181,-0.25156996,-0.19866031,-0.4933392,-0.5290149,-0.0356757
11,0.06727183,0.10237539,"('unhelpful', 'helpful')",-0.88613385,-0.8886901,0.29422504,0.3421178,1.4354292,1.5925938,0.2276981,0.2870992,0.0594011
12,1.0037924,0.973354,"('unsupportive', 'supportive')",-0.1313809,-0.18187381,0.23667954,0.31404895,-1.6956248,-1.6956528,-0.1466334,-0.1475309,-0.0008975
13,0.4177678,0.3756653,"('impolite', 'polite')",-0.20862806,-0.20708446,0.43456262,0.44874915,-0.3596455,-0.3468265,0.0710142,0.0676259,-0.0033883
14,0.34616023,0.3011724,"('antisocial', 'social')",0.08685825,0.058731817,1.2090261,1.297808,-0.37702087,-0.39559713,0.3162559,0.3155288,-0.0007271
15,0.019073963,-0.08322611,"('boring', 'funny')",0.58198893,0.5243406,-0.40691924,-0.47002897,0.6739583,0.62602204,0.2170255,0.1492769,-0.0677486
16,0.2657774,0.1903837,"('unpopular', 'popular')",0.037979715,0.0038233101,0.309998,0.3056741,0.5116089,0.5226594,0.281341,0.2556351,-0.0257059
17,0.56063366,0.54992545,"('nasty', 'nice')",-0.22168647,-0.2097708,-0.64535224,-0.5733011,-0.27085218,-0.19310534,-0.1443143,-0.1065629,0.0377514
18,0.34829068,0.29779148,"('disagreeable', 'welcoming')",0.008476697,-0.036736123,-0.083425604,-0.13242015,-0.287814,-0.28779206,-0.0036181,-0.0397892,-0.0361711
19,-0.92115986,-0.94578123,"('inhospitable', 'hospitable')",-0.8738845,-0.8896204,-1.4801743,-1.5258999,0.16600741,0.20721567,-0.7773028,-0.7885214,-0.0112186
20,0.30530027,0.2872063,"('rough', 'thoughtful')",-0.034291826,-0.06325629,1.2432079,1.3152436,1.0160748,0.9590535,0.6325728,0.6245618,-0.008011
21,0.44512784,0.316327,"('immoral', 'moral')",-0.34608585,-0.42426488,0.6143066,0.56778926,-0.98280543,-0.91490173,-0.0673642,-0.1137626,-0.0463984
22,-0.10697471,-0.20625284,"('untrustworthy', 'trustworthy')",0.17414112,0.1330213,0.47075495,0.36565995,-0.71119165,-0.7462861,-0.0433176,-0.1134644,-0.0701468
23,0.43141615,0.32494885,"('insincere', 'sincere')",-0.6666452,-0.75530255,0.26596236,0.22678086,5.4385333,5.4996424,1.3673166,1.3240174,-0.0432992
24,0.15085995,0.11763931,"('dishonest', 'honest')",-0.7445527,-0.7761599,-0.55179584,-0.4970407,1.0071275,0.9920467,-0.0345902,-0.0408786,-0.0062884
25,0.21489981,0.23529147,"('egoistic', 'altruistic')",-0.15623459,-0.15133809,0.45778614,0.4719348,1.6066103,1.5136577,0.5307654,0.5173864,-0.013379
26,0.115578875,-0.017164275,"('hardhearted', 'benevolent')",0.0732653,-0.03526076,0.97726876,0.9353619,1.5726827,1.4530168,0.6846989,0.5839884,-0.1007105
27,-0.6319427,-0.5554611,"('hardhearted', 'softhearted')",-0.53632313,-0.54876316,-0.22169167,-0.15885508,1.7861807,1.6703904,0.0990558,0.1018278,0.002772
28,-0.044787645,-0.15684518,"('disloyal', 'loyal')",-0.48715732,-0.6069082,0.06578396,-0.03568832,0.87788814,0.77900165,0.1029318,-0.00511,-0.1080418
29,-0.24635102,-0.35543475,"('unfair', 'fair')",-0.63313115,-0.6820435,-0.68743485,-0.6723598,-0.2790746,-0.43962014,-0.4614979,-0.5373645,-0.0758666
30,0.4278001,0.35410738,"('intolerant', 'tolerant')",0.27884057,0.21143708,0.13792829,0.10096898,1.0801464,1.1004392,0.4811788,0.4417382,-0.0394406
31,-0.7934813,-0.80144256,"('evil', 'good')",-1.1813998,-1.122157,-0.925492,-0.9827084,-0.59792507,-0.7138376,-0.8745745,-0.9050364,-0.0304619
32,0.56643474,0.49938226,"('unkind', 'kind')",-0.19925147,-0.23396005,0.6938442,0.7344261,0.93697125,0.8295303,0.4994997,0.4573447,-0.042155
33,0.7574677,0.74456733,"('wrong', 'right')",0.48174685,0.45735353,-0.25487873,-0.34426823,-0.030541882,-0.17617714,0.2384485,0.1703689,-0.0680796
34,0.19084692,0.26499936,"('mean', 'honorable')",-0.18993723,-0.08776233,0.27666032,0.35933653,5.7418885,5.9939895,1.5048647,1.6326407,0.127776
35,-0.6683731,-0.6975983,"('corrupt', 'incorrupt')",0.22447048,0.18609864,-1.2153679,-1.297638,0.15899919,-0.06476859,-0.3750678,-0.4684766,-0.0934088
36,-0.8834792,-1.0283835,"('hostile', 'amicable')",-1.0709995,-1.1680423,-1.8476602,-2.084439,0.34380573,0.115720116,-0.8645833,-1.0412861,-0.1767028
37,-0.37187883,-0.45523268,"('fake', 'genuine')",-0.3128308,-0.26850852,-1.2377552,-1.2165823,0.4421519,0.4843181,-0.3700782,-0.3640013,0.0060769
38,0.30548465,0.29079473,"('untruthful', 'truthful')",-0.5564093,-0.5944733,-0.06742314,-0.08829924,-0.16891839,-0.06835919,-0.1218165,-0.1150843,0.0067322
39,0.78055656,0.7971231,"('exploitative', 'cooperative')",-0.22317065,-0.21236113,0.5608033,0.6567491,0.21614869,0.2331522,0.3335845,0.3686658,0.0350813
40,0.9522651,0.81164294,"('stingy', 'generous')",0.340187,0.26263636,0.5206532,0.48616403,-0.8656866,-0.9903188,0.2368547,0.1425312,-0.0943235
