,dean_male,dean_female,tuple,foods_male,foods_female,co_male,co_female,average_male,average_female,female-male
0,0.2655496,0.3523452,"('unsociable', 'sociable')",0.4603858,0.45921242,-0.36389768,-0.54759306,0.1206792,0.0879882,-0.032691
1,-0.60650647,-0.62885284,"('unfriendly', 'friendly')",0.60387015,0.6234692,1.8321308,1.7577875,0.6098315,0.5841346,-0.0256969
2,0.9731714,1.084647,"('unlikable', 'likable')",0.4730729,0.49027523,0.7659752,0.94751984,0.7374065,0.840814,0.1034075
3,0.29754835,0.60541445,"('repellent', 'pleasant')",-1.7702534,-1.5649527,0.3080279,0.36930376,-0.3882258,-0.1967448,0.191481
4,-1.6272157,-1.7498897,"('disliked', 'liked')",0.552477,0.56924903,-6.9206223,-6.935908,-2.6651204,-2.7055162,-0.0403958
5,-1.4997739,-1.5848798,"('distant', 'outgoing')",0.7381683,0.7212143,-0.43511963,-0.287797,-0.3989084,-0.3838208,0.0150876
6,-1.6682875,-1.701285,"('distant', 'open')",0.59909654,0.6186869,0.074662656,0.20353734,-0.3315094,-0.2930202,0.0384892
7,1.0662873,1.1203183,"('insensitive', 'sensitive')",-0.57211417,-0.40338328,0.07302514,0.046027027,0.1890661,0.2543207,0.0652546
8,-0.26740992,-0.46973446,"('unaffectionate', 'affectionate')",0.9972282,0.8961279,0.8938413,0.9034372,0.5412199,0.4432769,-0.097943
9,0.19573972,0.1298853,"('unaffectionate', 'caring')",0.90663093,0.8646998,1.2645848,1.2981896,0.7889851,0.7642582,-0.0247269
10,0.96086746,1.153679,"('unsympathetic', 'sympathetic')",-0.80196023,-0.6098372,-0.39168507,-0.44288644,-0.0775926,0.0336518,0.1112444
11,0.7639171,0.88015574,"('unhelpful', 'helpful')",-0.3223789,-0.2459157,1.6995744,1.7178938,0.7137042,0.7840446,0.0703404
12,1.4096643,1.5309515,"('unsupportive', 'supportive')",0.55588466,0.74808687,-2.3344653,-2.241005,-0.1229721,0.0126778,0.1356499
13,1.2275465,1.2868586,"('impolite', 'polite')",0.47741067,0.5356235,-0.4547401,-0.5541914,0.416739,0.4227636,0.0060246
14,0.68312615,0.67871594,"('antisocial', 'social')",-0.25131086,-0.2922839,-0.46878725,-0.6558691,-0.012324,-0.0898124,-0.0774884
15,-0.42106524,-0.6929357,"('boring', 'funny')",0.6772161,0.53105867,0.2609852,0.20027226,0.1723787,0.0127984,-0.1595803
16,-1.7618239,-1.7670313,"('unpopular', 'popular')",-0.5265541,-0.44999063,0.08807658,0.07177749,-0.7334338,-0.7150815,0.0183523
17,-0.34245408,-0.32332808,"('nasty', 'nice')",-0.64043695,-0.52569914,-0.51389325,-0.44136363,-0.4989281,-0.4301303,0.0687978
18,0.75310075,0.7388618,"('disagreeable', 'welcoming')",-0.39559954,-0.2791419,-0.82655185,-0.7425016,-0.1563502,-0.0942606,0.0620896
19,-0.5346383,-0.47615552,"('inhospitable', 'hospitable')",0.05333312,0.1274686,-0.34250277,-0.17708525,-0.2746027,-0.1752574,0.0993453
20,0.25460944,0.30914205,"('rough', 'thoughtful')",-0.2726146,-0.16079064,0.63762826,0.6723331,0.206541,0.2735615,0.0670205
21,1.3726432,1.5776595,"('immoral', 'moral')",0.34821013,0.43534267,-0.89082557,-0.87519306,0.2766759,0.3792697,0.1025938
