,broadridge_male,broadridge_female,tuple,financial_male,financial_female,solutns_male,solutns_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.8466155,-0.96158236,"('unsociable', 'sociable')",1.1232605,0.92902565,-0.13049263,-0.07778843,-0.39823118,-0.49793443,-0.0630197,-0.1520699,-0.0890502
1,-2.4216003,-2.4906735,"('unfriendly', 'friendly')",0.40625986,0.17155442,-2.164921,-2.1802971,1.8961768,1.6868134,-0.5710212,-0.7031507,-0.1321295
2,-0.07838173,-0.002075348,"('unlikable', 'likable')",2.217432,2.2948647,0.93251765,1.0225052,0.48072284,0.6739894,0.8880727,0.9973209,0.1092482
3,0.35051933,0.46371898,"('repellent', 'pleasant')",0.028211735,0.047884,-0.34256518,-0.24702401,0.2788652,0.3718616,0.0787578,0.1591102,0.0803524
4,-0.32800132,-0.40442657,"('disliked', 'liked')",-1.1285026,-1.1364068,-0.86118877,-0.87827,-5.8060985,-5.8680563,-2.0309477,-2.07179,-0.0408423
5,-0.8334614,-0.8469949,"('distant', 'outgoing')",-0.53932476,-0.5082576,-1.5408943,-1.510971,-0.2536957,-0.24131784,-0.7918441,-0.7768853,0.0149588
6,-0.94143134,-0.8676863,"('distant', 'open')",-1.1026644,-1.0868125,-2.181947,-2.155751,0.51902586,0.4813442,-0.9267542,-0.9072263,0.0195279
7,0.1678597,0.20068552,"('insensitive', 'sensitive')",0.99199706,1.0508155,0.3770429,0.49286056,0.73988605,0.7647232,0.5691965,0.6272712,0.0580747
8,-1.4519874,-1.461732,"('unaffectionate', 'affectionate')",-0.39697763,-0.47568333,-2.8767314,-2.8732681,0.62728506,0.49749458,-1.0246029,-1.0782971,-0.0536942
9,-1.3284532,-1.3278141,"('unaffectionate', 'caring')",0.9545674,0.82550555,-2.5222018,-2.4840493,1.0478146,0.9653964,-0.4620683,-0.5052404,-0.0431721
10,-0.039358415,0.018135598,"('unsympathetic', 'sympathetic')",0.3444112,0.36694556,-0.58775187,-0.44345623,-0.062332842,-0.100229606,-0.086258,-0.0396512,0.0466068
