,sears_male,sears_female,tuple,holdings_male,holdings_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.1401895,-0.13530892,"('unsociable', 'sociable')",0.29711527,-0.009191819,0.314101,0.12143277,0.1570089,-0.0076893,-0.1646982
1,1.1929431,1.1408424,"('unfriendly', 'friendly')",0.32607862,0.13444287,0.7207524,0.5867682,0.7465914,0.6206845,-0.1259069
2,0.8074615,0.8877621,"('unlikable', 'likable')",1.7166729,1.8886663,0.8034294,0.8778305,1.1091879,1.2180863,0.1088984
3,-0.84587264,-0.63956606,"('repellent', 'pleasant')",0.5571052,0.5843954,1.1565562,1.1022886,0.2892629,0.3490393,0.0597764
4,0.03326251,-0.058083937,"('disliked', 'liked')",0.26346457,0.2878116,-7.116594,-7.2119465,-2.2732889,-2.3274062,-0.0541173
5,0.6819093,0.5576271,"('distant', 'outgoing')",-0.6902562,-0.571177,-0.9335549,-0.8801402,-0.3139672,-0.2978967,0.0160705
6,0.50847715,0.45092332,"('distant', 'open')",-0.9603861,-0.810734,-0.8406792,-0.8028653,-0.4308627,-0.3875587,0.043304
7,0.46008644,0.56659085,"('insensitive', 'sensitive')",0.49596167,0.43288198,0.38065466,0.2966783,0.4455676,0.4320504,-0.0135172
8,1.6144638,1.5455035,"('unaffectionate', 'affectionate')",-0.24592976,-0.29030138,0.10790505,0.075625174,0.4921464,0.4436091,-0.0485373
9,2.120632,2.0712643,"('unaffectionate', 'caring')",0.32142925,0.19758314,0.91296434,0.90176886,1.1183418,1.0568721,-0.0614697
10,0.26473805,0.38795635,"('unsympathetic', 'sympathetic')",0.12200509,-0.014597719,0.30463752,0.20676595,0.2304602,0.1933749,-0.0370853
11,-0.23302148,-0.13204879,"('unhelpful', 'helpful')",-0.15507166,-0.2263035,2.4209383,2.493352,0.677615,0.7116666,0.0340516
12,1.543892,1.6780267,"('unsupportive', 'supportive')",0.95586926,1.0748329,-1.835977,-1.9218643,0.2212615,0.2769984,0.0557369
13,-0.6543579,-0.67873245,"('impolite', 'polite')",0.14048098,0.017637618,0.12436174,0.04168909,-0.1298384,-0.2064686,-0.0766302
14,0.023007695,0.12271467,"('antisocial', 'social')",1.7816181,1.7514815,0.1777067,0.121451564,0.6607775,0.6652159,0.0044384
15,0.3631042,0.23130836,"('boring', 'funny')",-0.8768807,-0.87940985,-0.27914554,-0.24656807,-0.2643074,-0.2982232,-0.0339158
16,-0.88794565,-0.859208,"('unpopular', 'popular')",-0.59620476,-0.4403794,0.33508986,0.3189717,-0.3830202,-0.3268719,0.0561483
17,-0.18132928,-0.1084852,"('nasty', 'nice')",-0.9392452,-0.7763645,-0.6866193,-0.6240822,-0.6023979,-0.5029773,0.0994206
18,-0.6364382,-0.57289886,"('disagreeable', 'welcoming')",-0.28828442,-0.15506987,-0.7222497,-0.78584605,-0.5489908,-0.5046049,0.0443859
19,0.5815326,0.4450068,"('inhospitable', 'hospitable')",-0.8416929,-0.8104055,-0.9119536,-0.8704231,-0.3907046,-0.4119406,-0.021236
20,-0.19650394,-0.11093073,"('rough', 'thoughtful')",0.32796663,0.54626614,0.96073824,0.9257117,0.364067,0.4536823,0.0896153
21,0.1667002,0.18068892,"('immoral', 'moral')",0.5470621,0.4343475,-0.22248995,-0.23620813,0.1637574,0.1262761,-0.0374813
22,-0.47198564,-0.4323178,"('untrustworthy', 'trustworthy')",-0.3675218,-0.34512565,-0.643976,-0.6918275,-0.4944945,-0.489757,0.0047375
23,0.03968248,0.083093554,"('insincere', 'sincere')",0.34965023,0.16547486,6.2566643,6.230928,2.2153323,2.1598322,-0.0555001
24,0.96906066,0.97234344,"('dishonest', 'honest')",-0.16292909,-0.19182144,0.677677,0.65772915,0.4946028,0.479417,-0.0151858
25,0.7020352,0.67392176,"('egoistic', 'altruistic')",0.41144896,0.35076323,0.6230009,0.6094843,0.5788283,0.5447231,-0.0341052
26,1.6299388,1.5544221,"('hardhearted', 'benevolent')",1.1997328,1.2187366,1.4229028,1.285213,1.4175248,1.3527905,-0.0647343
27,1.0346327,1.0610883,"('hardhearted', 'softhearted')",-0.343653,-0.21865612,1.0897536,0.93316495,0.5935778,0.5918657,-0.0017121
28,0.08041145,0.0023328485,"('disloyal', 'loyal')",-0.05099826,-0.29680786,1.1500698,1.0789039,0.393161,0.2614763,-0.1316847
29,-0.0062664077,-0.056515306,"('unfair', 'fair')",-0.93629915,-0.8258679,-0.37046283,-0.4711349,-0.4376761,-0.4511727,-0.0134966
30,0.14357921,0.23791279,"('intolerant', 'tolerant')",1.4033502,1.3017327,0.71270734,0.64782405,0.7532123,0.7291565,-0.0240558
31,-0.09574658,-0.12522294,"('evil', 'good')",-1.670803,-1.5556765,-1.6961083,-1.721997,-1.1542193,-1.1342988,0.0199205
32,0.5521577,0.5231031,"('unkind', 'kind')",0.5250557,0.32851753,1.0822344,0.9268024,0.7198159,0.5928077,-0.1270082
33,0.9459488,0.8399385,"('wrong', 'right')",0.32934436,0.3741332,-0.97650135,-0.9891091,0.0995973,0.0749876,-0.0246097
34,0.8775178,1.0128697,"('mean', 'honorable')",0.14861615,0.27559057,5.7033134,5.8134913,2.2431491,2.3673172,0.1241681
35,0.21158189,0.007180944,"('corrupt', 'incorrupt')",-1.6986551,-1.5125238,-1.0323782,-1.0363566,-0.8398171,-0.8472331,-0.007416
36,0.052664906,0.011044521,"('hostile', 'amicable')",-1.1482278,-1.1499188,-0.6433885,-0.7163358,-0.5796505,-0.6184034,-0.0387529
37,0.5158172,0.43974954,"('fake', 'genuine')",-0.14240609,-0.12652114,0.17836124,0.14908433,0.1839241,0.1541042,-0.0298199
38,0.4176757,0.39705393,"('untruthful', 'truthful')",0.09986713,0.12491701,0.03190352,0.076796,0.1831488,0.199589,0.0164402
39,1.1963322,1.2542058,"('exploitative', 'cooperative')",-0.16026658,-0.09667463,0.035360456,0.08167154,0.357142,0.4130676,0.0559256
40,0.9255978,1.002608,"('stingy', 'generous')",0.7122089,0.69752544,-2.1228116,-2.333176,-0.1616683,-0.2110142,-0.0493459
41,-0.16689724,-0.079575896,"('unforgiving', 'forgiving')",-0.19904912,-0.15173975,0.010186518,-0.109403074,-0.1185866,-0.1135729,0.0050137
42,0.7821269,0.8947365,"('unreliable', 'reliable')",1.6775843,1.8581079,-2.503125,-2.4602244,-0.0144713,0.09754,0.1120113
43,1.1098939,1.183895,"('irresponsible', 'responsible')",0.22275092,0.35856515,0.61639935,0.5838991,0.6496814,0.7087864,0.059105
44,-1.8838654,-1.8304114,"('prejudiced', 'unprejudiced')",-1.0390701,-0.8633199,-1.4099728,-1.3494266,-1.4443027,-1.3477194,0.0965833
45,-0.3252636,-0.15500265,"('incompetent', 'competent')",0.1941228,0.20096463,0.37179258,0.25365445,0.0802173,0.0998721,0.0196548
46,-0.026412725,0.1585213,"('uncompetitive', 'competitive')",1.4993951,1.4359688,-0.09684545,-0.20475696,0.4587123,0.4632444,0.0045321
47,0.18494125,0.29833886,"('stupid', 'smart')",0.5534169,0.6775907,5.902079,5.9730396,2.213479,2.3163231,0.1028441
48,0.5330417,0.5925363,"('unintelligent', 'intelligent')",0.0024609677,-0.12604606,0.7292835,0.63941526,0.4215954,0.3686352,-0.0529602
49,-0.684309,-0.65172744,"('unable', 'able')",-0.8149916,-0.61969817,-0.28132814,-0.16378088,-0.5935429,-0.4784022,0.1151407
50,-0.016414233,-0.047004476,"('clumsy', 'skillful')",0.77915514,0.8907849,0.24254058,0.2343817,0.3350938,0.3593874,0.0242936
51,-0.35647392,-0.4321058,"('uneducated', 'educated')",1.1172043,0.8140079,0.6890407,0.59532213,0.4832571,0.3257414,-0.1575157
52,0.23512988,0.011955611,"('irrational', 'rational')",-1.209857,-1.3265182,-0.50144094,-0.5364524,-0.492056,-0.617005,-0.124949
53,1.4050257,1.3947726,"('uncreative', 'creative')",0.5720718,0.5612095,0.6229051,0.5264086,0.8666675,0.8274636,-0.0392039
54,-0.15416792,-0.2611094,"('incapable', 'capable')",0.061164595,0.093563884,0.34821686,0.45184922,0.0850712,0.0947679,0.0096967
55,-0.46304345,-0.24326894,"('incompetent', 'clever')",0.23651607,0.17110872,0.79785323,0.7564652,0.1904419,0.2281017,0.0376598
56,1.1981653,1.2748164,"('impractical', 'practical')",0.89843315,0.84629744,-0.1299395,-0.10496472,0.6555529,0.6720497,0.0164968
57,-0.5389949,-0.5179136,"('unimaginative', 'imaginative')",-0.08224132,-0.1869038,-2.9901965,-3.1031032,-1.2038109,-1.2693068,-0.0654959
58,0.86056584,0.90288436,"('undiscriminating', 'discriminating')",0.9648552,1.0470266,-0.11147826,-0.12932362,0.5713143,0.6068625,0.0355482
59,0.5080011,0.34056458,"('foolish', 'wise')",-0.66753244,-0.623763,-0.25822234,-0.20385677,-0.1392512,-0.1623517,-0.0231005
60,0.3059799,0.5252306,"('inefficient', 'efficient')",1.2637501,1.1965922,0.7533221,0.79603124,0.7743507,0.8392847,0.064934
61,1.4550055,1.3245932,"('illogical', 'logical')",0.24053545,0.14933331,0.86663544,0.72080356,0.8540588,0.7315767,-0.1224821
62,-0.123872586,0.0861461,"('incompetent', 'brilliant')",0.7690604,0.9242312,0.7752536,0.86538434,0.4734805,0.6252539,0.1517734
63,0.35403708,0.40481293,"('unperceptive', 'insightful')",1.9543086,1.9520825,1.0360743,0.99028444,1.1148067,1.1157266,0.0009199
