,lesbian_male,lesbian_female,tuple,average_male,average_female,female-male
0,0.11882737,0.27967036,"('unsociable', 'sociable')",0.1188274,0.2796704,0.160843
1,1.776865,1.9410084,"('unfriendly', 'friendly')",1.776865,1.9410084,0.1641434
2,-0.0064720307,0.12278511,"('unlikable', 'likable')",-0.006472,0.1227851,0.1292571
3,0.2688626,-0.0037762616,"('repellent', 'pleasant')",0.2688626,-0.0037763,-0.2726389
4,-7.65469,-7.0218787,"('disliked', 'liked')",-7.6546898,-7.0218787,0.6328111
5,0.0102510415,0.3997679,"('distant', 'outgoing')",0.010251,0.3997679,0.3895169
6,0.4772572,0.82329166,"('distant', 'open')",0.4772572,0.8232917,0.3460345
7,0.5680239,0.72610384,"('insensitive', 'sensitive')",0.5680239,0.7261038,0.1580799
8,1.8947792,1.8935357,"('unaffectionate', 'affectionate')",1.8947792,1.8935357,-0.0012435
9,2.031117,2.3038268,"('unaffectionate', 'caring')",2.031117,2.3038268,0.2727098
10,0.43666068,0.68866414,"('unsympathetic', 'sympathetic')",0.4366607,0.6886641,0.2520034
11,1.5932672,1.6914048,"('unhelpful', 'helpful')",1.5932672,1.6914048,0.0981376
12,-1.1218784,-0.5103639,"('unsupportive', 'supportive')",-1.1218784,-0.5103639,0.6115145
13,-0.57149315,-0.6388283,"('impolite', 'polite')",-0.5714931,-0.6388283,-0.0673352
14,-0.2668291,-0.35646766,"('antisocial', 'social')",-0.2668291,-0.3564677,-0.0896386
15,0.528637,0.5933686,"('boring', 'funny')",0.528637,0.5933686,0.0647316
16,-0.90024453,-1.1573027,"('unpopular', 'popular')",-0.9002445,-1.1573027,-0.2570582
17,-0.54463863,-0.48091274,"('nasty', 'nice')",-0.5446386,-0.4809127,0.0637259
18,-0.6821324,-0.4945048,"('disagreeable', 'welcoming')",-0.6821324,-0.4945048,0.1876276
19,-0.27202907,0.2015381,"('inhospitable', 'hospitable')",-0.2720291,0.2015381,0.4735672
20,0.50374544,0.124575526,"('rough', 'thoughtful')",0.5037454,0.1245755,-0.3791699
21,-0.6847149,-0.40882075,"('immoral', 'moral')",-0.6847149,-0.4088207,0.2758942
22,-0.48233294,-0.4295641,"('untrustworthy', 'trustworthy')",-0.4823329,-0.4295641,0.0527688
23,6.656537,6.2051935,"('insincere', 'sincere')",6.6565371,6.2051935,-0.4513436
24,1.9431124,2.003404,"('dishonest', 'honest')",1.9431124,2.0034039,0.0602915
25,0.7621933,0.63666683,"('egoistic', 'altruistic')",0.7621933,0.6366668,-0.1255265
26,0.83182544,0.9738007,"('hardhearted', 'benevolent')",0.8318254,0.9738007,0.1419753
27,1.4641497,1.2944874,"('hardhearted', 'softhearted')",1.4641497,1.2944874,-0.1696623
28,0.8052779,0.7984489,"('disloyal', 'loyal')",0.8052779,0.7984489,-0.006829
29,-0.5748988,-0.8330811,"('unfair', 'fair')",-0.5748988,-0.8330811,-0.2581823
30,0.8959782,0.8619067,"('intolerant', 'tolerant')",0.8959782,0.8619067,-0.0340715
31,-1.731184,-1.7377211,"('evil', 'good')",-1.731184,-1.7377211,-0.0065371
32,0.46497905,0.4590786,"('unkind', 'kind')",0.4649791,0.4590786,-0.0059005
33,-0.662241,-0.51460326,"('wrong', 'right')",-0.662241,-0.5146033,0.1476377
