,lexmark_male,lexmark_female,tuple,international_male,international_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.32602468,-0.46978346,"('unsociable', 'sociable')",0.20178235,-0.014259685,-0.7267756,-0.89073306,-0.2836727,-0.4582587,-0.174586
1,-0.33332565,-0.32315692,"('unfriendly', 'friendly')",0.26625684,0.24655116,1.8754914,1.7661101,0.6028075,0.5631681,-0.0396394
2,0.9873173,1.0235662,"('unlikable', 'likable')",1.3793908,1.4948939,0.8138746,0.9360695,1.0601943,1.1515099,0.0913156
3,-0.5186295,-0.4378926,"('repellent', 'pleasant')",-0.1053502,-0.16171707,0.040340714,0.08081515,-0.1945463,-0.1729315,0.0216148
4,0.033362404,0.030367691,"('disliked', 'liked')",-0.02264549,-0.025385994,-6.3880525,-6.446504,-2.1257785,-2.1471742,-0.0213957
5,-0.3880975,-0.2539006,"('distant', 'outgoing')",-0.47072992,-0.29890168,0.024078328,0.12214813,-0.2782497,-0.1435514,0.1346983
6,-0.96307176,-0.8057363,"('distant', 'open')",-0.6800305,-0.52409554,0.5193596,0.6014967,-0.3745809,-0.2427784,0.1318025
7,0.08904111,0.1364718,"('insensitive', 'sensitive')",-0.113705255,-0.12632719,0.24694027,0.23393573,0.074092,0.0813601,0.0072681
8,-0.50111717,-0.4938817,"('unaffectionate', 'affectionate')",-0.52975523,-0.5147312,0.50094956,0.4786031,-0.1766409,-0.1766699,-2.9e-05
9,-0.036054038,-0.028453946,"('unaffectionate', 'caring')",-0.0110312775,0.026508778,0.8683587,0.90016115,0.2737578,0.2994053,0.0256475
10,-0.7738046,-0.85539496,"('unsympathetic', 'sympathetic')",-0.5564644,-0.66634345,-0.8463951,-0.9114958,-0.7255547,-0.8110781,-0.0855234
11,-0.13473295,-0.19370674,"('unhelpful', 'helpful')",0.4892841,0.4420546,1.6753601,1.7352669,0.6766371,0.6612049,-0.0154322
12,0.031256486,0.13860315,"('unsupportive', 'supportive')",0.20765308,0.33357054,-2.2182767,-2.1507976,-0.659789,-0.5595413,0.1002477
13,0.039638963,-0.07230775,"('impolite', 'polite')",0.68754745,0.62461036,-0.4664846,-0.47075754,0.0869006,0.0271817,-0.0597189
14,-0.23524609,-0.33859834,"('antisocial', 'social')",0.99017155,0.86551166,-0.7531481,-0.82750857,0.0005925,-0.1001984,-0.1007909
15,0.121907964,0.0061607547,"('boring', 'funny')",0.03356058,-0.012480475,0.7601956,0.6989583,0.3052214,0.2308795,-0.0743419
16,-0.4308401,-0.34800068,"('unpopular', 'popular')",0.061385635,0.03643271,0.760024,0.73105425,0.1301898,0.1398288,0.009639
17,-0.11733971,0.035894345,"('nasty', 'nice')",-1.1590965,-1.0560802,-0.49542797,-0.4551058,-0.5906214,-0.4917639,0.0988575
18,-0.7002374,-0.7076504,"('disagreeable', 'welcoming')",0.7015382,0.8195457,-0.37632903,-0.33535957,-0.1250094,-0.0744881,0.0505213
19,-0.629112,-0.51642984,"('inhospitable', 'hospitable')",-1.027399,-0.9676674,0.0677526,0.17061417,-0.5295861,-0.4378277,0.0917584
20,-0.0029797573,0.013735023,"('rough', 'thoughtful')",0.5536915,0.48910192,0.94200116,0.8656308,0.497571,0.4561559,-0.0414151
21,0.35579973,0.23077528,"('immoral', 'moral')",0.34774932,0.21793932,-0.93923634,-0.9711626,-0.0785624,-0.1741493,-0.0955869
22,-0.41358602,-0.5258012,"('untrustworthy', 'trustworthy')",-0.31806302,-0.41308296,-1.1281313,-1.1972175,-0.6199268,-0.7120339,-0.0921071
23,0.11734833,0.058067173,"('insincere', 'sincere')",0.21853545,0.1828556,5.668251,5.591694,2.0013782,1.9442056,-0.0571726
24,0.0959429,0.035820413,"('dishonest', 'honest')",-0.0650924,-0.025156599,0.61969364,0.59786546,0.2168481,0.2028431,-0.014005
25,-0.61367536,-0.5532575,"('egoistic', 'altruistic')",0.21872903,0.27211562,1.5253366,1.4390546,0.3767968,0.3859709,0.0091741
26,-0.34025726,-0.4492094,"('hardhearted', 'benevolent')",1.3374034,1.2878534,1.5036241,1.3155545,0.83359,0.7180661,-0.1155239
27,-0.6741069,-0.4763368,"('hardhearted', 'softhearted')",-0.39864334,-0.30635667,1.2280122,1.1936216,0.051754,0.136976,0.085222
28,-0.32110873,-0.46332914,"('disloyal', 'loyal')",-0.015124179,-0.20820434,0.8401341,0.6779005,0.1679671,0.0021223,-0.1658448
29,-0.43018496,-0.4182461,"('unfair', 'fair')",-0.7387994,-0.7596093,-0.2805953,-0.41604292,-0.4831932,-0.5312994,-0.0481062
30,1.0028929,0.92671025,"('intolerant', 'tolerant')",0.9414465,0.8881012,1.0509962,1.0786813,0.9984452,0.9644976,-0.0339476
31,-1.2899332,-1.0588127,"('evil', 'good')",-0.8051446,-0.7272075,-0.71403795,-0.79090506,-0.9363719,-0.8589751,0.0773968
32,-0.25375053,-0.3720287,"('unkind', 'kind')",-0.12585682,-0.20211567,0.7213913,0.55542016,0.113928,-0.0062414,-0.1201694
33,0.8736177,0.8656276,"('wrong', 'right')",0.4537897,0.5725334,-0.44256896,-0.4821847,0.2949461,0.3186588,0.0237127
34,-0.025577296,0.18390499,"('mean', 'honorable')",0.002172621,0.18304998,6.0907507,6.2632217,2.0224487,2.2100588,0.1876101
35,-0.71272665,-0.6486797,"('corrupt', 'incorrupt')",-0.76820403,-0.7914337,0.13320392,0.03589697,-0.4492423,-0.4680721,-0.0188298
36,-0.62813246,-0.5316564,"('hostile', 'amicable')",-0.13939612,-0.15421724,0.5557379,0.3916785,-0.0705969,-0.098065,-0.0274681
37,-0.20492417,-0.19003351,"('fake', 'genuine')",-0.6198256,-0.62596804,0.22389048,0.27141017,-0.2002864,-0.1815305,0.0187559
38,-0.30402124,-0.2995268,"('untruthful', 'truthful')",-0.09985713,-0.010400787,-0.04504113,0.065470904,-0.1496398,-0.0814856,0.0681542
39,1.3805007,1.3332617,"('exploitative', 'cooperative')",0.9283348,0.8959428,-0.02376586,-0.044685356,0.7616899,0.7281731,-0.0335168
40,0.062283073,0.106784225,"('stingy', 'generous')",0.021253083,0.047214784,-1.7013937,-1.8435144,-0.5392859,-0.5631718,-0.0238859
41,-0.25662622,-0.22840992,"('unforgiving', 'forgiving')",0.17612262,0.16148958,-0.04827967,-0.096064016,-0.0429278,-0.0543281,-0.0114003
42,0.8538695,0.8746638,"('unreliable', 'reliable')",0.6856212,0.7655072,-3.1787434,-3.037651,-0.5464176,-0.4658267,0.0805909
43,0.43038273,0.44337264,"('irresponsible', 'responsible')",0.588766,0.571465,0.31248528,0.31729758,0.443878,0.4440451,0.0001671
44,-0.17662299,-0.21688229,"('prejudiced', 'unprejudiced')",0.11381017,0.14106943,-1.1277497,-1.1674134,-0.3968542,-0.4144087,-0.0175545
45,-0.346609,-0.3300259,"('incompetent', 'competent')",0.39576057,0.251256,-0.3213788,-0.42951012,-0.0907424,-0.1694267,-0.0786843
46,0.43724072,0.42912564,"('uncompetitive', 'competitive')",0.4470635,0.4160486,-0.90356225,-0.9075186,-0.0064193,-0.0207815,-0.0143622
47,0.3090653,0.39114004,"('stupid', 'smart')",0.19344968,0.24718949,5.6184244,5.697485,2.0403131,2.1119382,0.0716251
48,-0.3081725,-0.36485705,"('unintelligent', 'intelligent')",-0.09540355,-0.18564282,0.08441377,0.08268037,-0.1063874,-0.1559398,-0.0495524
49,-0.19200003,-0.07071314,"('unable', 'able')",-0.45345005,-0.37738404,-0.28919938,-0.09396994,-0.3115498,-0.180689,0.1308608
50,0.31788874,0.3345248,"('clumsy', 'skillful')",-0.22835255,-0.23940246,0.06761049,0.12891646,0.0523822,0.0746796,0.0222974
51,-0.8628952,-1.0153726,"('uneducated', 'educated')",0.5048489,0.38643005,0.1557748,0.0761597,-0.0674238,-0.184261,-0.1168372
52,0.27086502,0.13980034,"('irrational', 'rational')",-0.666278,-0.73266524,0.62752867,0.513737,0.0773719,-0.0263759,-0.1037478
53,-0.918893,-0.88772255,"('uncreative', 'creative')",-0.0578349,-0.15256563,1.1709336,1.0675174,0.0647352,0.0090764,-0.0556588
54,-0.1199168,-0.12618424,"('incapable', 'capable')",0.055572536,0.16978362,1.263081,1.337975,0.3995789,0.4605248,0.0609459
55,-0.5870583,-0.6406668,"('incompetent', 'clever')",-0.24232945,-0.40112635,-0.41626126,-0.4583379,-0.4152164,-0.5000437,-0.0848273
56,0.9377821,0.75433624,"('impractical', 'practical')",1.4722868,1.3928823,-0.1748026,-0.17722243,0.7450888,0.6566654,-0.0884234
57,-1.0897378,-1.2358708,"('unimaginative', 'imaginative')",-0.12713438,-0.33461097,-2.7378037,-2.8639793,-1.3182253,-1.4781537,-0.1599284
58,-0.089187264,-0.08851971,"('undiscriminating', 'discriminating')",0.37204084,0.31176803,-0.13663954,-0.16282117,0.048738,0.0201424,-0.0285956
59,0.8036934,0.82120156,"('foolish', 'wise')",0.46358332,0.49821502,0.8110337,0.8341964,0.6927702,0.717871,0.0251008
60,0.5974996,0.5244778,"('inefficient', 'efficient')",1.140334,1.1139561,-0.35765293,-0.21780707,0.4600602,0.4735423,0.0134821
