,ameren_male,ameren_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.6740546,-0.8985115,"('unsociable', 'sociable')",-0.029798768,-0.20409052,-0.3519267,-0.551301,-0.1993743
1,-1.69467,-1.9493965,"('unfriendly', 'friendly')",1.1687074,0.90507424,-0.2629813,-0.5221611,-0.2591798
2,0.5666442,0.4326519,"('unlikable', 'likable')",0.66560745,0.6512214,0.6161258,0.5419366,-0.0741892
3,-0.42799288,-0.3657039,"('repellent', 'pleasant')",0.7657527,0.7874358,0.1688799,0.210866,0.0419861
4,0.038808107,0.009887371,"('disliked', 'liked')",-6.5060015,-6.278573,-3.2335968,-3.1343429,0.0992539
5,-1.2736626,-1.3372456,"('distant', 'outgoing')",-0.6736743,-0.6825234,-0.9736685,-1.0098845,-0.036216
6,-1.2743524,-1.3435097,"('distant', 'open')",-0.7104282,-0.8097576,-0.9923903,-1.0766337,-0.0842434
7,-0.36660343,-0.33467075,"('insensitive', 'sensitive')",0.3111369,0.26490813,-0.0277333,-0.0348813,-0.007148
8,-1.2343906,-1.3377035,"('unaffectionate', 'affectionate')",0.52240574,0.34575737,-0.3559924,-0.4959731,-0.1399807
9,-1.3209412,-1.4731368,"('unaffectionate', 'caring')",0.92381185,0.7588669,-0.1985647,-0.3571349,-0.1585702
10,-1.1730787,-1.3390917,"('unsympathetic', 'sympathetic')",-0.3317083,-0.5347669,-0.7523935,-0.9369293,-0.1845358
11,-0.20622432,-0.30614322,"('unhelpful', 'helpful')",1.7528405,1.7074649,0.7733081,0.7006608,-0.0726473
12,-0.60257334,-0.59945667,"('unsupportive', 'supportive')",-1.9253497,-1.9036113,-1.2639616,-1.251534,0.0124276
13,-0.3281991,-0.4425087,"('impolite', 'polite')",-0.4914315,-0.5141743,-0.4098153,-0.4783415,-0.0685262
14,-0.09971493,-0.08946642,"('antisocial', 'social')",0.24334618,0.20396972,0.0718156,0.0572516,-0.014564
15,-0.008414671,-0.07497063,"('boring', 'funny')",0.16521758,0.1539556,0.0784015,0.0394925,-0.038909
16,-0.5289073,-0.49764737,"('unpopular', 'popular')",0.37788334,0.40088505,-0.075512,-0.0483812,0.0271308
17,0.08367361,0.102924146,"('nasty', 'nice')",-0.5183862,-0.42124212,-0.2173563,-0.159159,0.0581973
18,-0.11805445,-0.07716964,"('disagreeable', 'welcoming')",-0.51966375,-0.5914562,-0.3188591,-0.3343129,-0.0154538
19,-1.4678487,-1.5164202,"('inhospitable', 'hospitable')",-0.8256116,-0.83352375,-1.1467302,-1.1749721,-0.0282419
20,0.2327897,0.2699297,"('rough', 'thoughtful')",0.6990627,0.64357907,0.4659262,0.4567544,-0.0091718
21,0.019911762,-0.055013705,"('immoral', 'moral')",-0.2977217,-0.24680457,-0.138905,-0.1509091,-0.0120041
22,-0.59933496,-0.6166202,"('untrustworthy', 'trustworthy')",-1.0584276,-1.0726045,-0.8288813,-0.8446124,-0.0157311
23,-0.6497199,-0.7671948,"('insincere', 'sincere')",5.4990597,5.2818894,2.42467,2.2573473,-0.1673227
24,-0.9507373,-1.09455,"('dishonest', 'honest')",0.6703582,0.5878205,-0.1401896,-0.2533648,-0.1131752
25,-0.40232903,-0.40893853,"('egoistic', 'altruistic')",0.9562146,0.8546243,0.2769428,0.2228429,-0.0540999
