,pug_male,pug_female,tuple,average_male,average_female,female-male
0,0.37365973,0.18906029,"('unsociable', 'sociable')",0.3736597,0.1890603,-0.1845994
1,-0.33826968,-0.40939918,"('unfriendly', 'friendly')",-0.3382697,-0.4093992,-0.0711295
2,0.26963493,0.2909489,"('unlikable', 'likable')",0.2696349,0.2909489,0.021314
3,-0.61082053,-0.609227,"('repellent', 'pleasant')",-0.6108205,-0.609227,0.0015935
4,-3.2774425,-3.2735085,"('disliked', 'liked')",-3.2774425,-3.2735085,0.003934
5,-0.885739,-0.86493874,"('distant', 'outgoing')",-0.885739,-0.8649387,0.0208003
6,-0.63532794,-0.6292141,"('distant', 'open')",-0.6353279,-0.6292141,0.0061138
7,0.28541335,0.22061588,"('insensitive', 'sensitive')",0.2854134,0.2206159,-0.0647975
8,-0.3846469,-0.4230879,"('unaffectionate', 'affectionate')",-0.3846469,-0.4230879,-0.038441
9,-0.1997209,-0.23271109,"('unaffectionate', 'caring')",-0.1997209,-0.2327111,-0.0329902
10,-0.14602399,-0.1404946,"('unsympathetic', 'sympathetic')",-0.146024,-0.1404946,0.0055294
11,0.4576458,0.43329698,"('unhelpful', 'helpful')",0.4576458,0.433297,-0.0243488
12,-1.4591742,-1.4678026,"('unsupportive', 'supportive')",-1.4591742,-1.4678026,-0.0086284
13,-0.2648579,-0.33747238,"('impolite', 'polite')",-0.2648579,-0.3374724,-0.0726145
14,-0.17023598,-0.25032082,"('antisocial', 'social')",-0.170236,-0.2503208,-0.0800848
15,0.7990125,0.77057856,"('boring', 'funny')",0.7990125,0.7705786,-0.0284339
16,-0.36107638,-0.4369291,"('unpopular', 'popular')",-0.3610764,-0.4369291,-0.0758527
17,-0.33214924,-0.28876874,"('nasty', 'nice')",-0.3321492,-0.2887687,0.0433805
18,-0.17044999,-0.21054201,"('disagreeable', 'welcoming')",-0.17045,-0.210542,-0.040092
19,-0.08041688,-0.0003238665,"('inhospitable', 'hospitable')",-0.0804169,-0.0003239,0.080093
20,-0.13290504,-0.17543101,"('rough', 'thoughtful')",-0.132905,-0.175431,-0.042526
21,-0.3092673,-0.27581152,"('immoral', 'moral')",-0.3092673,-0.2758115,0.0334558
22,-0.11558611,-0.20003574,"('untrustworthy', 'trustworthy')",-0.1155861,-0.2000357,-0.0844496
23,2.7187107,2.668078,"('insincere', 'sincere')",2.7187107,2.6680779,-0.0506328
24,0.5093219,0.4739715,"('dishonest', 'honest')",0.5093219,0.4739715,-0.0353504
25,0.45272148,0.3836661,"('egoistic', 'altruistic')",0.4527215,0.3836661,-0.0690554
26,0.45917135,0.36663896,"('hardhearted', 'benevolent')",0.4591714,0.366639,-0.0925324
27,0.6490897,0.5370288,"('hardhearted', 'softhearted')",0.6490897,0.5370288,-0.1120609
28,0.10757973,0.024769355,"('disloyal', 'loyal')",0.1075797,0.0247694,-0.0828103
29,-0.12255487,-0.16573912,"('unfair', 'fair')",-0.1225549,-0.1657391,-0.0431842
30,1.0117991,0.9549049,"('intolerant', 'tolerant')",1.0117991,0.9549049,-0.0568942
31,-0.78502244,-0.80457056,"('evil', 'good')",-0.7850224,-0.8045706,-0.0195482
32,0.75877184,0.6703141,"('unkind', 'kind')",0.7587718,0.6703141,-0.0884577
33,-0.34636784,-0.36360547,"('wrong', 'right')",-0.3463678,-0.3636055,-0.0172377
34,1.9044656,2.0252728,"('mean', 'honorable')",1.9044656,2.0252728,0.1208072
35,0.02393527,-0.042003684,"('corrupt', 'incorrupt')",0.0239353,-0.0420037,-0.065939
36,-0.9204026,-0.9623168,"('hostile', 'amicable')",-0.9204026,-0.9623168,-0.0419142
37,0.39358598,0.3891293,"('fake', 'genuine')",0.393586,0.3891293,-0.0044567
38,-0.043736167,-0.047768522,"('untruthful', 'truthful')",-0.0437362,-0.0477685,-0.0040323
39,0.40726846,0.5012037,"('exploitative', 'cooperative')",0.4072685,0.5012037,0.0939352
40,-1.3300439,-1.4037608,"('stingy', 'generous')",-1.3300439,-1.4037608,-0.0737169
41,0.46122456,0.39436617,"('unforgiving', 'forgiving')",0.4612246,0.3943662,-0.0668584
42,-1.3496355,-1.2591493,"('unreliable', 'reliable')",-1.3496355,-1.2591493,0.0904862
43,0.11011595,0.13622582,"('irresponsible', 'responsible')",0.110116,0.1362258,0.0261098
44,-0.6828517,-0.59010756,"('prejudiced', 'unprejudiced')",-0.6828517,-0.5901076,0.0927441
45,0.14530864,0.1165718,"('incompetent', 'competent')",0.1453086,0.1165718,-0.0287368
46,-0.49738023,-0.540156,"('uncompetitive', 'competitive')",-0.4973802,-0.540156,-0.0427758
47,2.205547,2.2412534,"('stupid', 'smart')",2.2055471,2.2412534,0.0357063
48,-0.43187276,-0.41939747,"('unintelligent', 'intelligent')",-0.4318728,-0.4193975,0.0124753
49,-0.33982337,-0.24293971,"('unable', 'able')",-0.3398234,-0.2429397,0.0968837
50,-0.50630635,-0.49082038,"('clumsy', 'skillful')",-0.5063064,-0.4908204,0.015486
51,-0.5141366,-0.61199814,"('uneducated', 'educated')",-0.5141366,-0.6119981,-0.0978615
52,-1.0128565,-1.0344466,"('irrational', 'rational')",-1.0128565,-1.0344466,-0.0215901
53,-0.80300176,-0.9105687,"('uncreative', 'creative')",-0.8030018,-0.9105687,-0.1075669
54,-0.15172806,-0.10714181,"('incapable', 'capable')",-0.1517281,-0.1071418,0.0445863
55,0.45897034,0.4327761,"('incompetent', 'clever')",0.4589703,0.4327761,-0.0261942
56,1.0793079,1.0787646,"('impractical', 'practical')",1.0793079,1.0787646,-0.0005433
57,-1.9237086,-1.9990839,"('unimaginative', 'imaginative')",-1.9237086,-1.9990839,-0.0753753
58,-0.55041975,-0.6023626,"('undiscriminating', 'discriminating')",-0.5504197,-0.6023626,-0.0519429
59,0.17290479,0.2045907,"('foolish', 'wise')",0.1729048,0.2045907,0.0316859
60,0.4788311,0.53091407,"('inefficient', 'efficient')",0.4788311,0.5309141,0.052083
61,-0.13794138,-0.21667884,"('illogical', 'logical')",-0.1379414,-0.2166788,-0.0787374
62,0.46933594,0.4988957,"('incompetent', 'brilliant')",0.4693359,0.4988957,0.0295598
63,0.031109104,0.027059957,"('unperceptive', 'insightful')",0.0311091,0.02706,-0.0040491
64,-3.4249651,-3.3912709,"('shy', 'confident')",-3.4249651,-3.3912709,0.0336942
65,0.0987785,0.18244462,"('insecure', 'secure')",0.0987785,0.1824446,0.0836661
66,-0.6857892,-0.6778436,"('inactive', 'active')",-0.6857892,-0.6778436,0.0079456
67,0.16514993,0.24230117,"('doubtful', 'determined')",0.1651499,0.2423012,0.0771513
68,-1.0117263,-1.0427295,"('dependent', 'independent')",-1.0117263,-1.0427295,-0.0310032
69,-1.1774327,-1.152078,"('lazy', 'industrious')",-1.1774327,-1.152078,0.0253547
70,0.2876916,0.29051924,"('lethargic', 'energetic')",0.2876916,0.2905192,0.0028276
71,-0.16796717,-0.14598402,"('diffident', 'self-confident')",-0.1679672,-0.145984,0.0219832
72,-0.7536202,-0.81271154,"('unambitious', 'ambitious')",-0.7536202,-0.8127115,-0.0590913
73,-1.7098224,-1.7182691,"('helpless', 'self-reliant')",-1.7098224,-1.7182691,-0.0084467
74,0.0925086,0.056382015,"('undedicated', 'dedicated')",0.0925086,0.056382,-0.0361266
75,-0.8078377,-0.78518724,"('meek', 'impulsive')",-0.8078377,-0.7851872,0.0226505
76,-0.487799,-0.37524062,"('anxious', 'daring')",-0.487799,-0.3752406,0.1125584
77,-0.7487418,-0.6920357,"('unmotivated', 'motivated')",-0.7487418,-0.6920357,0.0567061
78,-0.85762537,-0.8457605,"('nonresilient', 'resilient')",-0.8576254,-0.8457605,0.0118649
79,-0.538074,-0.46947172,"('wavering', 'unwavering')",-0.538074,-0.4694717,0.0686023
80,0.6757478,0.6271297,"('dominated', 'dominating')",0.6757478,0.6271297,-0.0486181
81,-0.08744342,0.03605488,"('submissive', 'aggressive')",-0.0874434,0.0360549,0.1234983
82,2.3943563,2.3932424,"('poor', 'rich')",2.3943563,2.3932424,-0.0011139
83,-0.21972938,-0.2525193,"('powerless', 'powerful')",-0.2197294,-0.2525193,-0.0327899
84,0.31508717,0.301356,"('inferior', 'superior')",0.3150872,0.301356,-0.0137312
85,-0.80878514,-0.7120058,"('insignificant', 'prestigious')",-0.8087851,-0.7120058,0.0967793
86,-0.6626203,-0.8216836,"('uninfluential', 'influential')",-0.6626203,-0.8216836,-0.1590633
87,0.17442091,0.15205404,"('unsuccessful', 'successful')",0.1744209,0.152054,-0.0223669
88,-0.7480492,-0.76345706,"('low', 'eminent')",-0.7480492,-0.7634571,-0.0154079
