,spouse_male,spouse_female,tuple,average_male,average_female,female-male
0,0.014634348,-0.29453945,"('unsociable', 'sociable')",0.0146343,-0.2945395,-0.3091738
1,1.2028915,1.4246311,"('unfriendly', 'friendly')",1.2028915,1.4246311,0.2217396
2,0.358108,0.4783745,"('unlikable', 'likable')",0.358108,0.4783745,0.1202665
3,1.1213169,0.9019401,"('repellent', 'pleasant')",1.1213169,0.9019401,-0.2193768
4,-7.073089,-7.190305,"('disliked', 'liked')",-7.0730891,-7.1903052,-0.1172161
5,-0.5027915,-0.3935741,"('distant', 'outgoing')",-0.5027915,-0.3935741,0.1092174
6,0.040090293,0.13568741,"('distant', 'open')",0.0400903,0.1356874,0.0955971
7,1.1858563,0.9644891,"('insensitive', 'sensitive')",1.1858563,0.9644891,-0.2213672
8,1.0537353,1.3060365,"('unaffectionate', 'affectionate')",1.0537353,1.3060365,0.2523012
9,1.3265874,1.6099735,"('unaffectionate', 'caring')",1.3265874,1.6099735,0.2833861
10,1.169782,0.8169917,"('unsympathetic', 'sympathetic')",1.169782,0.8169917,-0.3527903
11,1.3543984,1.3552504,"('unhelpful', 'helpful')",1.3543984,1.3552504,0.000852
12,-1.6324376,-1.7870786,"('unsupportive', 'supportive')",-1.6324376,-1.7870786,-0.154641
13,-0.013282329,-0.32697654,"('impolite', 'polite')",-0.0132823,-0.3269765,-0.3136942
14,0.13093992,-0.2123526,"('antisocial', 'social')",0.1309399,-0.2123526,-0.3432925
15,0.21000558,0.28645518,"('boring', 'funny')",0.2100056,0.2864552,0.0764496
16,-0.23728162,-0.16912907,"('unpopular', 'popular')",-0.2372816,-0.1691291,0.0681525
17,-0.16461514,-0.038353235,"('nasty', 'nice')",-0.1646151,-0.0383532,0.1262619
18,-0.17769513,-0.19722487,"('disagreeable', 'welcoming')",-0.1776951,-0.1972249,-0.0195298
19,-0.7728703,-0.46168882,"('inhospitable', 'hospitable')",-0.7728703,-0.4616888,0.3111815
20,0.82946146,0.6663327,"('rough', 'thoughtful')",0.8294615,0.6663327,-0.1631288
21,-0.082740046,-0.28081816,"('immoral', 'moral')",-0.08274,-0.2808182,-0.1980782
22,-0.03696311,-0.20623618,"('untrustworthy', 'trustworthy')",-0.0369631,-0.2062362,-0.1692731
23,6.03808,6.275809,"('insincere', 'sincere')",6.0380802,6.2758088,0.2377286
24,1.5952824,1.5426532,"('dishonest', 'honest')",1.5952824,1.5426532,-0.0526292
