,pension_male,pension_female,tuple,average_male,average_female,female-male
0,0.015663303,-0.102267876,"('unsociable', 'sociable')",0.0156633,-0.1022679,-0.1179312
1,2.56183,2.489012,"('unfriendly', 'friendly')",2.56183,2.489012,-0.072818
2,0.784376,0.8319685,"('unlikable', 'likable')",0.784376,0.8319685,0.0475925
3,-0.46688518,-0.3971835,"('repellent', 'pleasant')",-0.4668852,-0.3971835,0.0697017
4,-6.622237,-6.6244316,"('disliked', 'liked')",-6.6222372,-6.6244316,-0.0021944
5,0.26607835,0.23518525,"('distant', 'outgoing')",0.2660784,0.2351853,-0.0308931
6,0.9343684,0.8835167,"('distant', 'open')",0.9343684,0.8835167,-0.0508517
7,0.49775177,0.5054207,"('insensitive', 'sensitive')",0.4977518,0.5054207,0.0076689
8,1.7053511,1.6052861,"('unaffectionate', 'affectionate')",1.7053511,1.6052861,-0.100065
9,2.6246283,2.568135,"('unaffectionate', 'caring')",2.6246283,2.568135,-0.0564933
10,0.197252,0.18598649,"('unsympathetic', 'sympathetic')",0.197252,0.1859865,-0.0112655
11,1.3951739,1.4035985,"('unhelpful', 'helpful')",1.3951739,1.4035985,0.0084246
12,-1.2176741,-1.2181127,"('unsupportive', 'supportive')",-1.2176741,-1.2181127,-0.0004386
13,-0.24586183,-0.29757467,"('impolite', 'polite')",-0.2458618,-0.2975747,-0.0517129
14,0.57057875,0.48337924,"('antisocial', 'social')",0.5705788,0.4833792,-0.0871996
15,0.86519176,0.780737,"('boring', 'funny')",0.8651918,0.780737,-0.0844548
16,-0.25939488,-0.27880025,"('unpopular', 'popular')",-0.2593949,-0.2788002,-0.0194053
17,0.7229767,0.6925662,"('nasty', 'nice')",0.7229767,0.6925662,-0.0304105
18,-0.3565899,-0.40496922,"('disagreeable', 'welcoming')",-0.3565899,-0.4049692,-0.0483793
19,0.042394888,0.06953254,"('inhospitable', 'hospitable')",0.0423949,0.0695325,0.0271376
20,0.36615038,0.32977676,"('rough', 'thoughtful')",0.3661504,0.3297768,-0.0363736
21,-0.32186142,-0.25454772,"('immoral', 'moral')",-0.3218614,-0.2545477,0.0673137
22,-1.0203112,-1.0338191,"('untrustworthy', 'trustworthy')",-1.0203112,-1.0338191,-0.0135079
23,6.437738,6.428302,"('insincere', 'sincere')",6.4377379,6.4283018,-0.0094361
24,1.4039607,1.3287967,"('dishonest', 'honest')",1.4039607,1.3287967,-0.075164
25,1.424231,1.3229952,"('egoistic', 'altruistic')",1.4242311,1.3229952,-0.1012359
26,3.2739863,3.187583,"('hardhearted', 'benevolent')",3.2739863,3.187583,-0.0864033
27,1.7694244,1.6147399,"('hardhearted', 'softhearted')",1.7694244,1.6147399,-0.1546845
28,1.5613353,1.4570026,"('disloyal', 'loyal')",1.5613353,1.4570026,-0.1043327
29,-0.8638029,-0.9810988,"('unfair', 'fair')",-0.8638029,-0.9810988,-0.1172959
30,1.1986902,1.1703994,"('intolerant', 'tolerant')",1.1986902,1.1703994,-0.0282908
31,-0.77386725,-0.70398545,"('evil', 'good')",-0.7738672,-0.7039855,0.0698817
32,1.3787576,1.3226519,"('unkind', 'kind')",1.3787576,1.3226519,-0.0561057
33,0.83760315,0.7825618,"('wrong', 'right')",0.8376032,0.7825618,-0.0550414
34,5.4745355,5.6285458,"('mean', 'honorable')",5.4745355,5.6285458,0.1540103
35,-0.30262488,-0.4391733,"('corrupt', 'incorrupt')",-0.3026249,-0.4391733,-0.1365484
36,0.77473164,0.6794367,"('hostile', 'amicable')",0.7747316,0.6794367,-0.0952949
37,0.5669102,0.589518,"('fake', 'genuine')",0.5669102,0.589518,0.0226078
38,0.66435945,0.667888,"('untruthful', 'truthful')",0.6643595,0.667888,0.0035285
39,0.57606983,0.556229,"('exploitative', 'cooperative')",0.5760698,0.556229,-0.0198408
40,-1.7622325,-1.8665808,"('stingy', 'generous')",-1.7622325,-1.8665808,-0.1043483
41,0.580005,0.51756865,"('unforgiving', 'forgiving')",0.580005,0.5175686,-0.0624364
42,-3.182668,-3.2033873,"('unreliable', 'reliable')",-3.182668,-3.2033873,-0.0207193
43,0.6250769,0.62071157,"('irresponsible', 'responsible')",0.6250769,0.6207116,-0.0043653
44,-1.8020363,-1.7770334,"('prejudiced', 'unprejudiced')",-1.8020363,-1.7770334,0.0250029
45,-0.83283496,-0.77983433,"('incompetent', 'competent')",-0.832835,-0.7798343,0.0530007
46,-1.8342927,-1.8290975,"('uncompetitive', 'competitive')",-1.8342927,-1.8290975,0.0051952
47,6.041296,6.159645,"('stupid', 'smart')",6.041296,6.1596451,0.1183491
48,0.47481066,0.3695304,"('unintelligent', 'intelligent')",0.4748107,0.3695304,-0.1052803
49,-0.11176977,-0.05811563,"('unable', 'able')",-0.1117698,-0.0581156,0.0536542
50,-0.8920804,-0.9438524,"('clumsy', 'skillful')",-0.8920804,-0.9438524,-0.051772
51,-0.86890715,-0.91356814,"('uneducated', 'educated')",-0.8689072,-0.9135681,-0.0446609
52,0.39528006,0.26084182,"('irrational', 'rational')",0.3952801,0.2608418,-0.1344383
53,0.6859404,0.5986403,"('uncreative', 'creative')",0.6859404,0.5986403,-0.0873001
54,1.679588,1.7204584,"('incapable', 'capable')",1.679588,1.7204584,0.0408704
55,-0.78693604,-0.7886043,"('incompetent', 'clever')",-0.786936,-0.7886043,-0.0016683
56,0.44993407,0.49715796,"('impractical', 'practical')",0.4499341,0.497158,0.0472239
57,-2.881275,-2.8285396,"('unimaginative', 'imaginative')",-2.8812749,-2.8285396,0.0527353
58,0.31252426,0.3391536,"('undiscriminating', 'discriminating')",0.3125243,0.3391536,0.0266293
59,0.36398712,0.34977862,"('foolish', 'wise')",0.3639871,0.3497786,-0.0142085
60,-0.18838444,-0.11869653,"('inefficient', 'efficient')",-0.1883844,-0.1186965,0.0696879
61,0.09318116,-0.0805361,"('illogical', 'logical')",0.0931812,-0.0805361,-0.1737173
62,-0.25909555,-0.18771833,"('incompetent', 'brilliant')",-0.2590955,-0.1877183,0.0713772
63,-0.19956984,-0.14284615,"('unperceptive', 'insightful')",-0.1995698,-0.1428462,0.0567236
64,-7.3903008,-7.3496647,"('shy', 'confident')",-7.3903008,-7.3496647,0.0406361
65,-0.72547305,-0.6939957,"('insecure', 'secure')",-0.725473,-0.6939957,0.0314773
66,0.16872248,0.110447206,"('inactive', 'active')",0.1687225,0.1104472,-0.0582753
67,0.138785,0.18631063,"('doubtful', 'determined')",0.138785,0.1863106,0.0475256
68,-1.900018,-1.9305497,"('dependent', 'independent')",-1.900018,-1.9305497,-0.0305317
69,-0.7669996,-0.7867404,"('lazy', 'industrious')",-0.7669996,-0.7867404,-0.0197408
70,-0.21146014,-0.19481601,"('lethargic', 'energetic')",-0.2114601,-0.194816,0.0166441
71,0.9759882,1.0203061,"('diffident', 'self-confident')",0.9759882,1.0203061,0.0443179
72,0.49520075,0.49294275,"('unambitious', 'ambitious')",0.4952008,0.4929428,-0.002258
73,-3.1009424,-3.0756993,"('helpless', 'self-reliant')",-3.1009424,-3.0756993,0.0252431
74,-0.18896161,-0.2068538,"('undedicated', 'dedicated')",-0.1889616,-0.2068538,-0.0178922
75,-0.86884004,-0.7707693,"('meek', 'impulsive')",-0.86884,-0.7707693,0.0980707
