,contingency_male,contingency_female,tuple,average_male,average_female,female-male
0,-1.0857903,-1.2449512,"('unsociable', 'sociable')",-1.0857903,-1.2449512,-0.1591609
1,-0.7344274,-0.84065735,"('unfriendly', 'friendly')",-0.7344274,-0.8406574,-0.10623
2,-0.24423856,-0.09020865,"('unlikable', 'likable')",-0.2442386,-0.0902086,0.15403
3,-1.550937,-1.3584733,"('repellent', 'pleasant')",-1.5509371,-1.3584733,0.1924638
4,-2.1925392,-2.2431846,"('disliked', 'liked')",-2.1925392,-2.2431846,-0.0506454
5,-0.0054170694,-0.09733241,"('distant', 'outgoing')",-0.0054171,-0.0973324,-0.0919153
6,0.03592865,-0.09852881,"('distant', 'open')",0.0359287,-0.0985288,-0.1344575
7,-0.6741699,-0.6222698,"('insensitive', 'sensitive')",-0.6741699,-0.6222698,0.0519001
8,-0.61974347,-0.7765392,"('unaffectionate', 'affectionate')",-0.6197435,-0.7765392,-0.1567957
9,-0.84526515,-0.9043466,"('unaffectionate', 'caring')",-0.8452652,-0.9043466,-0.0590814
10,-1.6828574,-1.7950842,"('unsympathetic', 'sympathetic')",-1.6828574,-1.7950842,-0.1122268
11,-0.1471372,0.052625522,"('unhelpful', 'helpful')",-0.1471372,0.0526255,0.1997627
12,-1.4935443,-1.3721497,"('unsupportive', 'supportive')",-1.4935443,-1.3721497,0.1213946
13,-1.2786165,-1.1111588,"('impolite', 'polite')",-1.2786165,-1.1111588,0.1674577
14,0.3255051,0.32178423,"('antisocial', 'social')",0.3255051,0.3217842,-0.0037209
15,0.9174655,0.78591853,"('boring', 'funny')",0.9174655,0.7859185,-0.131547
16,-1.3370353,-1.1044858,"('unpopular', 'popular')",-1.3370353,-1.1044858,0.2325495
17,-0.5423907,-0.44743446,"('nasty', 'nice')",-0.5423907,-0.4474345,0.0949562
18,-0.8416533,-0.6079223,"('disagreeable', 'welcoming')",-0.8416533,-0.6079223,0.233731
19,-1.2252367,-1.1849232,"('inhospitable', 'hospitable')",-1.2252367,-1.1849232,0.0403135
20,0.47884914,0.539204,"('rough', 'thoughtful')",0.4788491,0.539204,0.0603549
21,-1.4778231,-1.1442137,"('immoral', 'moral')",-1.4778231,-1.1442137,0.3336094
22,0.11581369,0.2058829,"('untrustworthy', 'trustworthy')",0.1158137,0.2058829,0.0900692
23,0.53627276,0.7133434,"('insincere', 'sincere')",0.5362728,0.7133434,0.1770706
24,-1.0915232,-1.0147375,"('dishonest', 'honest')",-1.0915232,-1.0147375,0.0767857
25,1.034394,1.1097015,"('egoistic', 'altruistic')",1.034394,1.1097015,0.0753075
26,2.4336236,2.0168035,"('hardhearted', 'benevolent')",2.4336236,2.0168035,-0.4168201
27,0.3396452,0.26881903,"('hardhearted', 'softhearted')",0.3396452,0.268819,-0.0708262
28,-0.6839657,-0.8682546,"('disloyal', 'loyal')",-0.6839657,-0.8682546,-0.1842889
29,-0.0849061,-0.13336995,"('unfair', 'fair')",-0.0849061,-0.13337,-0.0484639
30,-1.0030718,-0.9143881,"('intolerant', 'tolerant')",-1.0030718,-0.9143881,0.0886837
31,-0.42811558,-0.49917293,"('evil', 'good')",-0.4281156,-0.4991729,-0.0710573
32,-0.3927738,-0.43008298,"('unkind', 'kind')",-0.3927738,-0.430083,-0.0373092
33,0.6930463,0.7018695,"('wrong', 'right')",0.6930463,0.7018695,0.0088232
34,0.74932545,1.0215994,"('mean', 'honorable')",0.7493255,1.0215994,0.2722739
35,1.0788658,0.8310132,"('corrupt', 'incorrupt')",1.0788658,0.8310132,-0.2478526
36,0.4247563,0.10790908,"('hostile', 'amicable')",0.4247563,0.1079091,-0.3168472
37,-0.54398835,-0.42097497,"('fake', 'genuine')",-0.5439883,-0.420975,0.1230133
38,-0.74506426,-0.66901565,"('untruthful', 'truthful')",-0.7450643,-0.6690156,0.0760487
39,-0.43661913,-0.2381149,"('exploitative', 'cooperative')",-0.4366191,-0.2381149,0.1985042
40,-0.9374428,-1.032381,"('stingy', 'generous')",-0.9374428,-1.0323811,-0.0949383
41,0.20357779,0.082893915,"('unforgiving', 'forgiving')",0.2035778,0.0828939,-0.1206839
42,-0.25755155,-0.17250302,"('unreliable', 'reliable')",-0.2575516,-0.172503,0.0850486
43,-1.2246932,-1.1730326,"('irresponsible', 'responsible')",-1.2246932,-1.1730326,0.0516606
44,0.58442885,0.6485618,"('prejudiced', 'unprejudiced')",0.5844288,0.6485618,0.064133
45,-0.45036623,-0.5976398,"('incompetent', 'competent')",-0.4503662,-0.5976398,-0.1472736
46,-1.9354018,-2.0416589,"('uncompetitive', 'competitive')",-1.9354018,-2.0416589,-0.1062571
47,1.7597905,1.9264435,"('stupid', 'smart')",1.7597905,1.9264435,0.166653
48,-1.8509504,-1.8291321,"('unintelligent', 'intelligent')",-1.8509504,-1.8291321,0.0218183
49,-1.4571224,-1.3899235,"('unable', 'able')",-1.4571224,-1.3899235,0.0671989
50,-0.18789798,-0.12983294,"('clumsy', 'skillful')",-0.187898,-0.1298329,0.0580651
51,-1.1885,-1.1221633,"('uneducated', 'educated')",-1.1885,-1.1221633,0.0663367
52,-0.16826594,-0.24384288,"('irrational', 'rational')",-0.1682659,-0.2438429,-0.075577
53,-0.985949,-1.0548071,"('uncreative', 'creative')",-0.985949,-1.0548071,-0.0688581
54,-0.20023596,-0.14758681,"('incapable', 'capable')",-0.200236,-0.1475868,0.0526492
55,-1.0092976,-0.9274605,"('incompetent', 'clever')",-1.0092976,-0.9274605,0.0818371
56,-0.5724012,-0.4509512,"('impractical', 'practical')",-0.5724012,-0.4509512,0.12145
57,-1.0870483,-1.3599035,"('unimaginative', 'imaginative')",-1.0870483,-1.3599035,-0.2728552
58,0.9417621,0.7344983,"('undiscriminating', 'discriminating')",0.9417621,0.7344983,-0.2072638
59,0.33183846,0.36112234,"('foolish', 'wise')",0.3318385,0.3611223,0.0292838
60,-1.5751727,-1.1946644,"('inefficient', 'efficient')",-1.5751727,-1.1946644,0.3805083
61,-0.29455027,-0.42871767,"('illogical', 'logical')",-0.2945503,-0.4287177,-0.1341674
62,-1.0387614,-0.7828107,"('incompetent', 'brilliant')",-1.0387614,-0.7828107,0.2559507
63,-0.7623181,-0.6467413,"('unperceptive', 'insightful')",-0.7623181,-0.6467413,0.1155768
64,-2.5387697,-2.3754256,"('shy', 'confident')",-2.5387697,-2.3754256,0.1633441
65,-0.3115499,-0.3572573,"('insecure', 'secure')",-0.3115499,-0.3572573,-0.0457074
66,0.17604314,-0.025285471,"('inactive', 'active')",0.1760431,-0.0252855,-0.2013286
67,0.73907506,0.78594697,"('doubtful', 'determined')",0.7390751,0.785947,0.0468719
68,-1.1445063,-0.9764656,"('dependent', 'independent')",-1.1445063,-0.9764656,0.1680407
69,1.0961701,1.0688262,"('lazy', 'industrious')",1.0961701,1.0688262,-0.0273439
70,0.37376994,0.3374427,"('lethargic', 'energetic')",0.3737699,0.3374427,-0.0363272
