,ak_male,ak_female,tuple,steel_male,steel_female,holding_male,holding_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.50182635,-0.6854161,"('unsociable', 'sociable')",0.0703904,0.008874293,0.016997986,-0.08229855,0.018887775,-0.0651426,-0.0988875,-0.2059957,-0.1071082
1,-0.5864584,-0.4647006,"('unfriendly', 'friendly')",-0.20302689,-0.38684893,-0.171574,-0.23543082,0.9713906,0.8555258,0.0025828,-0.0578636,-0.0604464
2,1.301274,1.3783542,"('unlikable', 'likable')",0.9496267,1.0234401,1.7472316,1.9790035,0.76355565,0.80981624,1.1904219,1.2976536,0.1072317
3,-0.15589592,-0.10626672,"('repellent', 'pleasant')",-0.58691823,-0.4558295,0.24964856,0.3134298,0.9669884,0.96468055,0.1184557,0.1790035,0.0605478
4,-0.78195786,-0.64312965,"('disliked', 'liked')",-0.61569744,-0.70980704,-0.09064143,-0.10431501,-6.805963,-6.9950075,-2.073565,-2.1130648,-0.0394998
5,-1.514872,-1.3474633,"('distant', 'outgoing')",-1.2947509,-1.403311,-1.6549228,-1.5468032,-1.1516285,-1.1327578,-1.4040436,-1.3575839,0.0464597
6,-1.2464749,-1.011361,"('distant', 'open')",-1.2566644,-1.3114821,-1.6113348,-1.481224,-0.70913255,-0.73737216,-1.2059017,-1.1353598,0.0705419
7,0.6652023,0.5491772,"('insensitive', 'sensitive')",0.32312864,0.40834758,0.2313727,0.24199408,0.39143053,0.39754072,0.4027835,0.3992649,-0.0035186
8,0.513568,0.54703724,"('unaffectionate', 'affectionate')",0.46678552,0.50173867,0.34944415,0.37231,0.40574703,0.3640042,0.4338862,0.4462726,0.0123864
9,0.14262325,0.05952315,"('unaffectionate', 'caring')",0.273167,0.20307103,0.34019688,0.25723082,0.88700336,0.8961409,0.4107476,0.3539914,-0.0567562
10,-0.4348805,-0.5427631,"('unsympathetic', 'sympathetic')",-0.7948842,-0.7669386,-0.83346736,-0.8883791,-0.5219819,-0.53240144,-0.6463035,-0.6826205,-0.036317
11,-0.38986072,-0.5508691,"('unhelpful', 'helpful')",-0.70557433,-0.74971724,-0.07632325,-0.17416306,1.799331,1.8535528,0.1568932,0.0947008,-0.0621924
12,0.36491007,0.39018404,"('unsupportive', 'supportive')",0.63608015,0.6887649,-0.019076465,0.14513433,-2.1382034,-2.1649933,-0.2890724,-0.2352275,0.0538449
13,-1.0382053,-1.2374746,"('impolite', 'polite')",-0.551363,-0.5680816,-0.40215135,-0.42543864,-0.7598665,-0.6687856,-0.6878965,-0.7249451,-0.0370486
14,0.62030196,0.46170583,"('antisocial', 'social')",1.1299088,1.2054291,2.4058864,2.3796055,0.5035127,0.44647703,1.1649026,1.1233044,-0.0415982
15,1.1160642,0.96471953,"('boring', 'funny')",0.40934426,0.32606184,0.26719475,0.12497833,-0.12526098,-0.16817763,0.4168356,0.3118955,-0.1049401
16,-1.5339705,-1.4597502,"('unpopular', 'popular')",-0.6247966,-0.74612427,-0.5840602,-0.55541724,0.68768394,0.6059821,-0.5137858,-0.5388274,-0.0250416
17,-0.64537305,-0.6169204,"('nasty', 'nice')",-1.0701522,-1.0299202,-0.6352161,-0.6329774,-0.49516314,-0.4691241,-0.7114761,-0.6872355,0.0242406
18,0.22660115,0.32660222,"('disagreeable', 'welcoming')",-0.8187494,-0.7119834,-0.010549143,0.22979741,-0.36281046,-0.40554088,-0.241377,-0.1402812,0.1010958
19,-1.41346,-1.2522863,"('inhospitable', 'hospitable')",-1.2035887,-1.2203778,-1.8162484,-1.684519,-1.076589,-1.0323718,-1.3774716,-1.2973888,0.0800828
20,0.14386165,0.010361832,"('rough', 'thoughtful')",-0.5218531,-0.36752975,0.40312362,0.56226116,0.6192832,0.68868047,0.1611038,0.2234434,0.0623396
21,-0.23324975,-0.31778052,"('immoral', 'moral')",1.0292042,0.9620836,0.38844573,0.29321086,-0.53367233,-0.46842125,0.162682,0.1172732,-0.0454088
22,-0.18793799,-0.18437603,"('untrustworthy', 'trustworthy')",-0.71471167,-0.64570373,-0.30557984,-0.25409058,-0.97767264,-0.98149645,-0.5464755,-0.5164167,0.0300588
23,0.12428164,0.029922284,"('insincere', 'sincere')",0.12009223,0.12481844,0.059794582,-0.00074893795,5.9648232,5.978459,1.5672479,1.5331126,-0.0341353
24,0.8078935,0.74528456,"('dishonest', 'honest')",0.91340464,0.927576,-0.2287016,-0.1446567,0.27731368,0.32077608,0.4424776,0.462245,0.0197674
25,0.23666492,0.2677445,"('egoistic', 'altruistic')",1.148289,1.0375599,0.2982806,0.28237325,1.0755169,1.0273103,0.6896878,0.653747,-0.0359408
26,1.1819638,1.2089827,"('hardhearted', 'benevolent')",0.38195822,0.3461017,2.1083553,2.1648934,1.7328961,1.6640338,1.3512933,1.3460029,-0.0052904
27,-0.15134247,-0.11568614,"('hardhearted', 'softhearted')",-1.967065,-1.7715973,-0.9900046,-0.92599416,0.7260939,0.6431688,-0.5955795,-0.5425272,0.0530523
28,-0.14602861,-0.26474035,"('disloyal', 'loyal')",0.36319995,0.17997319,-0.063727655,-0.16798271,1.2944218,1.2261989,0.3619664,0.2433623,-0.1186041
29,-0.85349554,-0.87685484,"('unfair', 'fair')",-0.2257083,-0.18778169,-0.72560877,-0.7402353,-0.5623028,-0.6782341,-0.5917789,-0.6207765,-0.0289976
30,0.38360602,0.36477855,"('intolerant', 'tolerant')",0.004335857,0.06615947,0.70485646,0.7252624,0.936344,0.9624845,0.5072856,0.5296712,0.0223856
31,-1.147567,-0.80296373,"('evil', 'good')",-0.9432854,-0.88510436,-1.3212165,-1.2281228,-1.239031,-1.322555,-1.1627749,-1.0596865,0.1030884
32,0.010002286,-0.20599921,"('unkind', 'kind')",0.41956228,0.40354252,0.6414439,0.54920805,0.8917739,0.7787295,0.4906956,0.3813702,-0.1093254
