,johnson_male,johnson_female,tuple,controls_male,controls_female,intl_male,intl_female,plc_male,plc_female,average_male,average_female,female-male
0,-0.08665492,-0.28809667,"('unsociable', 'sociable')",0.79684675,0.67049944,-1.5969969,-1.7237197,-0.66236126,-0.7697547,-0.3872916,-0.5277679,-0.1404763
1,0.08390836,0.012017883,"('unfriendly', 'friendly')",-0.6219906,-0.70935655,-1.5013301,-1.5321414,2.1076186,1.926891,0.0170515,-0.0756473,-0.0926988
2,0.6114913,0.7021948,"('unlikable', 'likable')",0.5969137,0.65807706,0.72576904,0.7724637,0.33235598,0.3538669,0.5666325,0.6216506,0.0550181
3,-0.38910076,-0.36241665,"('repellent', 'pleasant')",-0.3509349,-0.35165948,-0.2535225,-0.26983804,-0.14021046,-0.14538625,-0.2834422,-0.2823251,0.0011171
4,-0.9934205,-1.0266005,"('disliked', 'liked')",-1.4357134,-1.466696,-0.046093747,-0.06812463,-5.9391003,-5.92299,-2.1035819,-2.1211028,-0.0175209
5,-0.1126298,0.04079605,"('distant', 'outgoing')",-1.5260681,-1.4459277,-0.24237867,-0.175957,0.3961741,0.34158543,-0.3712256,-0.3098758,0.0613498
6,-0.34203237,-0.1697137,"('distant', 'open')",-2.0042999,-1.9283495,-0.17029801,-0.11855965,0.5642225,0.44508213,-0.488102,-0.4428852,0.0452168
7,0.17083336,0.05967705,"('insensitive', 'sensitive')",1.0673159,1.0100913,-0.6981217,-0.7072501,0.27611783,0.34254888,0.2040364,0.1762668,-0.0277696
8,-0.2355362,-0.20163766,"('unaffectionate', 'affectionate')",-0.6625027,-0.6960351,-1.422941,-1.4462186,1.1779195,0.9943011,-0.2857651,-0.3373976,-0.0516325
9,-0.13481677,-0.15691407,"('unaffectionate', 'caring')",-0.028572664,-0.091251045,-1.9242808,-1.9425234,1.3863121,1.2578084,-0.1753395,-0.23322,-0.0578805
10,-0.29851153,-0.47855297,"('unsympathetic', 'sympathetic')",0.7774191,0.66040444,-2.1778758,-2.2146552,-0.9520968,-0.89931136,-0.6627662,-0.7330288,-0.0702626
11,0.38913456,0.29003882,"('unhelpful', 'helpful')",0.8480258,0.7559455,-1.4626318,-1.5394281,0.79153764,0.81747997,0.1415165,0.081009,-0.0605075
12,0.777451,0.812427,"('unsupportive', 'supportive')",1.0420064,1.0526206,-1.8892591,-1.8473872,-1.8994204,-1.8388383,-0.4923055,-0.4552945,0.037011
13,0.0007205419,-0.110749826,"('impolite', 'polite')",1.2099717,1.1339446,-0.4775468,-0.5075459,-0.9701172,-0.96286637,-0.059243,-0.1118044,-0.0525614
14,0.09696865,-0.04195815,"('antisocial', 'social')",1.8031718,1.7056847,-0.32985833,-0.44655314,-0.027269613,0.0085064005,0.3857531,0.30642,-0.0793331
15,-0.08059942,-0.1410794,"('boring', 'funny')",-0.38292646,-0.4250217,0.86121655,0.8391677,0.0106437225,-0.0021372233,0.1020836,0.0677324,-0.0343512
16,-1.2775488,-1.197025,"('unpopular', 'popular')",-1.3507906,-1.2739137,0.3264532,0.3158016,0.28400928,0.21209955,-0.5044692,-0.4857594,0.0187098
17,-0.095072106,-0.018125309,"('nasty', 'nice')",-1.510219,-1.4397122,-0.7849156,-0.7768081,-0.66338974,-0.7010139,-0.7633991,-0.7339149,0.0294842
18,-0.435035,-0.4131455,"('disagreeable', 'welcoming')",-1.18147,-1.1345675,-0.58313894,-0.5783372,-0.7970926,-0.9166698,-0.7491842,-0.76068,-0.0114958
19,-0.5713469,-0.3952585,"('inhospitable', 'hospitable')",-1.6223191,-1.6038342,-0.5326762,-0.49554235,-0.34606907,-0.43201226,-0.7681028,-0.7316618,0.036441
20,-0.43646374,-0.44532818,"('rough', 'thoughtful')",-0.06821666,-0.022939296,-0.31568173,-0.3676189,1.0853596,1.0716934,0.0662494,0.0589518,-0.0072976
21,0.018268384,-0.09401088,"('immoral', 'moral')",0.7853953,0.7225039,-1.1054503,-1.1036278,-1.6374013,-1.4829895,-0.484797,-0.4895311,-0.0047341
22,-0.1502829,-0.2769654,"('untrustworthy', 'trustworthy')",-0.22908801,-0.3034742,-0.9985109,-1.1033523,-1.4256113,-1.5230916,-0.7008733,-0.8017209,-0.1008476
23,0.030444534,-0.1546937,"('insincere', 'sincere')",0.74542063,0.6003612,-1.2047008,-1.3562967,5.2362113,5.019406,1.201844,1.0271941,-0.1746499
24,0.3866331,0.24637704,"('dishonest', 'honest')",-0.38040242,-0.43369314,-0.88263476,-0.9097308,0.44032285,0.30122182,-0.1090203,-0.1989563,-0.089936
25,0.109758675,0.17980316,"('egoistic', 'altruistic')",-0.5023223,-0.44306174,0.12078516,0.13450733,1.6621629,1.5984071,0.3475961,0.367414,0.0198179
26,0.26571056,0.20553134,"('hardhearted', 'benevolent')",1.0874678,1.0676477,0.6109908,0.5832957,2.1434498,2.0101357,1.0269048,0.9666526,-0.0602522
27,-0.21951756,-0.10077167,"('hardhearted', 'softhearted')",-0.7636169,-0.75269616,-0.542709,-0.6396765,0.8292131,0.64311844,-0.1741576,-0.2125065,-0.0383489
28,-0.22553426,-0.40268645,"('disloyal', 'loyal')",-0.16369915,-0.33340904,-1.3556238,-1.4530507,0.9989957,0.85367393,-0.1864654,-0.3338681,-0.1474027
29,0.07577668,0.041882366,"('unfair', 'fair')",-0.35387275,-0.40120482,-0.8231864,-0.873114,-0.4602331,-0.60947156,-0.3903789,-0.460477,-0.0700981
30,-0.14405194,-0.2782734,"('intolerant', 'tolerant')",1.4775232,1.3570234,-0.76208,-0.864065,0.12703748,0.07543306,0.1746072,0.0725295,-0.1020777
31,-0.50486624,-0.2966815,"('evil', 'good')",-1.6590841,-1.5137753,-0.14083555,-0.017982524,0.08583792,0.026886716,-0.554737,-0.4503882,0.1043488
32,0.26399687,0.13246432,"('unkind', 'kind')",0.5833895,0.49894777,-0.5350328,-0.5778856,0.5726273,0.43327442,0.2212452,0.1217002,-0.099545
33,1.0510122,1.057637,"('wrong', 'right')",0.41814402,0.4397425,0.71315235,0.731997,0.3365266,0.24245152,0.6297088,0.617957,-0.0117518
34,-1.1384869,-1.001985,"('mean', 'honorable')",-0.36270696,-0.27105182,-0.21327654,-0.107406184,4.8594394,4.873238,0.7862422,0.8731988,0.0869566
35,-0.26769117,-0.16668622,"('corrupt', 'incorrupt')",-2.8531477,-2.8316045,0.99326885,0.96097267,0.35080984,0.19093466,-0.4441901,-0.4615959,-0.0174058
36,-0.534359,-0.4159466,"('hostile', 'amicable')",-2.1509073,-2.1894324,0.49357602,0.49182582,1.434834,1.1802421,-0.1892141,-0.2333278,-0.0441137
37,-0.10430156,-0.13421603,"('fake', 'genuine')",0.57362825,0.5273353,-0.21252352,-0.16435613,0.5033297,0.4916874,0.1900332,0.1801126,-0.0099206
38,-0.27515292,-0.2870331,"('untruthful', 'truthful')",-0.002668051,-0.08497495,-1.2798353,-1.3044564,-0.09198912,-0.03471202,-0.4124114,-0.4277941,-0.0153827
39,1.5509659,1.5396682,"('exploitative', 'cooperative')",0.70504904,0.68816334,0.41662398,0.4417329,0.18097119,0.18974103,0.7134025,0.7148264,0.0014239
40,0.13002208,0.12905675,"('stingy', 'generous')",-0.6178545,-0.5562025,-0.5728608,-0.53837174,-1.7152299,-1.8151097,-0.6939808,-0.6951568,-0.001176
41,0.027558768,-0.016059544,"('unforgiving', 'forgiving')",-0.14895247,-0.18105268,-0.6947685,-0.7612973,0.20545712,0.13659616,-0.1526763,-0.2054534,-0.0527771
42,0.15408826,0.12006657,"('unreliable', 'reliable')",0.038159207,0.050536886,-0.13696206,-0.113375306,-3.4589076,-3.519758,-0.8509055,-0.8656325,-0.014727
43,0.23860072,0.1235568,"('irresponsible', 'responsible')",1.7673628,1.6596192,-1.3718724,-1.3998526,0.5670839,0.5809681,0.3002937,0.2410729,-0.0592208
44,-0.14242184,-0.115240455,"('prejudiced', 'unprejudiced')",-1.1027768,-1.0590662,0.25154826,0.22152759,-1.4027606,-1.4556063,-0.5991027,-0.6020963,-0.0029936
45,-0.72399807,-0.86154765,"('incompetent', 'competent')",0.7241852,0.61366963,-0.5918906,-0.7130429,0.13571656,0.09292057,-0.1139967,-0.2170001,-0.1030034
46,0.22704346,0.08661904,"('uncompetitive', 'competitive')",2.2303767,2.1237588,-1.3884754,-1.4084715,-1.4370794,-1.3831122,-0.0920337,-0.1453014,-0.0532677
47,0.314047,0.3942454,"('stupid', 'smart')",0.57515764,0.5975791,0.06711925,0.045727834,5.5582595,5.5289145,1.6286459,1.6416167,0.0129708
48,-0.15395485,-0.26510158,"('unintelligent', 'intelligent')",-0.2801455,-0.3166151,-1.940965,-1.9249793,-0.44157258,-0.4082157,-0.7041595,-0.7287279,-0.0245684
49,-1.5644767,-1.5825229,"('unable', 'able')",-0.33331782,-0.3294736,-0.8677713,-0.8876298,-0.5346787,-0.4628499,-0.8250611,-0.8156191,0.009442
50,-0.1456251,-0.13560379,"('clumsy', 'skillful')",-0.7384645,-0.75168616,0.41669518,0.38443035,-0.2742531,-0.41623396,-0.1854119,-0.2297734,-0.0443615
51,-0.28667158,-0.34628904,"('uneducated', 'educated')",0.45582247,0.41140592,-0.5458654,-0.565426,0.013844602,0.0038162246,-0.0907175,-0.1241232,-0.0334057
52,0.123368174,0.11810462,"('irrational', 'rational')",-1.3542725,-1.3943034,-0.5419531,-0.536182,0.7129277,0.55771345,-0.2649824,-0.3136668,-0.0486844
53,0.049891368,0.0019063391,"('uncreative', 'creative')",-0.68690854,-0.74467456,-0.79006803,-0.8342529,0.92649126,0.74266577,-0.1251485,-0.2085888,-0.0834403
54,-0.823369,-0.799508,"('incapable', 'capable')",-0.65593827,-0.67489326,-0.13349786,-0.12623069,0.86605674,0.8100206,-0.1866871,-0.1976528,-0.0109657
55,0.12575155,-0.02206416,"('incompetent', 'clever')",1.5192534,1.420059,-1.239261,-1.3077071,-0.5043269,-0.42222774,-0.0246457,-0.082985,-0.0583393
56,0.9038565,0.7114338,"('impractical', 'practical')",2.3792062,2.268065,-0.39893126,-0.49044853,-0.12479542,-0.036061622,0.689834,0.6132472,-0.0765868
57,-0.59173375,-0.76188385,"('unimaginative', 'imaginative')",-0.20983072,-0.30187204,-0.75904447,-0.82829195,-2.5445857,-2.4524672,-1.0262986,-1.0861287,-0.0598301
58,-0.25869808,-0.2736067,"('undiscriminating', 'discriminating')",1.0004491,0.92309916,-0.6995287,-0.77087265,0.36627185,0.40360942,0.1021235,0.0705573,-0.0315662
59,0.95633507,1.00897,"('foolish', 'wise')",-1.2004771,-1.1907328,0.7722448,0.80565745,0.41868424,0.35967654,0.2366967,0.2458928,0.0091961
60,0.18053888,-0.02088571,"('inefficient', 'efficient')",2.368678,2.2635972,-1.3866464,-1.4360096,-0.9124304,-0.7265917,0.062535,0.0200275,-0.0425075
61,0.33258435,0.21921025,"('illogical', 'logical')",0.834687,0.67880297,-0.2916763,-0.38614184,0.5852447,0.5061582,0.3652099,0.2545074,-0.1107025
62,-0.7293455,-0.7619188,"('incompetent', 'brilliant')",0.677701,0.68314546,-0.9812699,-1.0020955,-0.3449845,-0.21006694,-0.3444747,-0.3227339,0.0217408
63,0.24724764,0.21198747,"('unperceptive', 'insightful')",0.8259338,0.7845131,-0.79396325,-0.797298,0.30200535,0.39791358,0.1453059,0.149279,0.0039731
64,0.44359234,0.3198796,"('shy', 'confident')",0.93072,0.9030787,-0.61072886,-0.5890856,-6.4783764,-6.3233347,-1.4286983,-1.4223654,0.0063329
65,0.6239783,0.36808226,"('insecure', 'secure')",1.6163378,1.4933368,-0.5972493,-0.6615054,-0.40313604,-0.3626801,0.3099827,0.2093084,-0.1006743
