,divorce_male,divorce_female,tuple,average_male,average_female,female-male
0,0.30644882,0.10965179,"('unsociable', 'sociable')",0.3064488,0.1096518,-0.196797
1,1.039045,1.2458997,"('unfriendly', 'friendly')",1.039045,1.2458997,0.2068547
2,0.37264466,0.4953972,"('unlikable', 'likable')",0.3726447,0.4953972,0.1227525
3,1.1296028,1.060272,"('repellent', 'pleasant')",1.1296028,1.060272,-0.0693308
4,-7.309982,-7.1253147,"('disliked', 'liked')",-7.3099818,-7.1253147,0.1846671
5,-0.50668097,-0.20271403,"('distant', 'outgoing')",-0.506681,-0.202714,0.303967
6,-0.0695799,0.18727365,"('distant', 'open')",-0.0695799,0.1872737,0.2568536
7,1.2915679,1.0802693,"('insensitive', 'sensitive')",1.2915679,1.0802693,-0.2112986
8,1.0342923,1.1679542,"('unaffectionate', 'affectionate')",1.0342923,1.1679542,0.1336619
9,1.1868937,1.3351946,"('unaffectionate', 'caring')",1.1868937,1.3351946,0.1483009
10,1.6340204,1.292763,"('unsympathetic', 'sympathetic')",1.6340204,1.292763,-0.3412574
11,1.7371314,1.6119009,"('unhelpful', 'helpful')",1.7371314,1.6119009,-0.1252305
12,-1.2794262,-1.3165517,"('unsupportive', 'supportive')",-1.2794262,-1.3165517,-0.0371255
13,0.20242684,-0.04489657,"('impolite', 'polite')",0.2024268,-0.0448966,-0.2473234
14,0.1932064,-0.104234986,"('antisocial', 'social')",0.1932064,-0.104235,-0.2974414
15,0.013243792,0.11103691,"('boring', 'funny')",0.0132438,0.1110369,0.0977931
16,-0.76218736,-0.5117216,"('unpopular', 'popular')",-0.7621874,-0.5117216,0.2504658
17,0.24048755,0.3347748,"('nasty', 'nice')",0.2404875,0.3347748,0.0942873
18,-0.58750623,-0.5229554,"('disagreeable', 'welcoming')",-0.5875062,-0.5229554,0.0645508
19,-0.54880214,-0.29800242,"('inhospitable', 'hospitable')",-0.5488021,-0.2980024,0.2507997
20,0.7664632,0.48962265,"('rough', 'thoughtful')",0.7664632,0.4896227,-0.2768405
21,0.1595161,-0.02813648,"('immoral', 'moral')",0.1595161,-0.0281365,-0.1876526
22,0.16174878,-0.06202011,"('untrustworthy', 'trustworthy')",0.1617488,-0.0620201,-0.2237689
23,6.4221582,6.3868837,"('insincere', 'sincere')",6.4221582,6.3868837,-0.0352745
24,1.609283,1.5268439,"('dishonest', 'honest')",1.609283,1.5268439,-0.0824391
25,0.25040144,0.38955462,"('egoistic', 'altruistic')",0.2504014,0.3895546,0.1391532
26,0.18890198,0.12744327,"('hardhearted', 'benevolent')",0.188902,0.1274433,-0.0614587
27,1.8385842,1.726134,"('hardhearted', 'softhearted')",1.8385842,1.7261339,-0.1124503
28,0.8496745,0.8059661,"('disloyal', 'loyal')",0.8496745,0.8059661,-0.0437084
29,-0.28156197,-0.35483357,"('unfair', 'fair')",-0.281562,-0.3548336,-0.0732716
30,1.1548674,0.9360055,"('intolerant', 'tolerant')",1.1548674,0.9360055,-0.2188619
31,-1.3017199,-0.9655328,"('evil', 'good')",-1.3017199,-0.9655328,0.3361871
