,doorpost_male,doorpost_female,tuple,average_male,average_female,female-male
0,0.8667406,0.9380791,"('unsociable', 'sociable')",0.8667406,0.9380791,0.0713385
1,-0.031508073,-0.08754055,"('unfriendly', 'friendly')",-0.0315081,-0.0875406,-0.0560325
2,-0.18731564,-0.13517882,"('unlikable', 'likable')",-0.1873156,-0.1351788,0.0521368
3,0.18792251,0.31927997,"('repellent', 'pleasant')",0.1879225,0.31928,0.1313575
4,-4.165539,-4.219762,"('disliked', 'liked')",-4.1655388,-4.2197618,-0.054223
5,-0.7392711,-0.8391391,"('distant', 'outgoing')",-0.7392711,-0.8391391,-0.099868
6,-0.36116543,-0.5908652,"('distant', 'open')",-0.3611654,-0.5908652,-0.2296998
7,1.3799849,1.5831215,"('insensitive', 'sensitive')",1.3799849,1.5831215,0.2031366
8,-0.14823395,-0.16338846,"('unaffectionate', 'affectionate')",-0.148234,-0.1633885,-0.0151545
9,0.3997332,0.4367935,"('unaffectionate', 'caring')",0.3997332,0.4367935,0.0370603
10,0.6485282,0.83626294,"('unsympathetic', 'sympathetic')",0.6485282,0.8362629,0.1877347
11,1.1120806,1.3543098,"('unhelpful', 'helpful')",1.1120806,1.3543098,0.2422292
12,-0.62568617,-0.463496,"('unsupportive', 'supportive')",-0.6256862,-0.463496,0.1621902
13,0.82334995,1.0727208,"('impolite', 'polite')",0.82335,1.0727208,0.2493708
14,0.8673306,1.0450809,"('antisocial', 'social')",0.8673306,1.0450809,0.1777503
15,0.913526,0.78151304,"('boring', 'funny')",0.913526,0.781513,-0.132013
16,-0.47188932,-0.5786451,"('unpopular', 'popular')",-0.4718893,-0.5786451,-0.1067558
17,0.26986536,0.27042454,"('nasty', 'nice')",0.2698654,0.2704245,0.0005591
18,-0.7422616,-0.6085513,"('disagreeable', 'welcoming')",-0.7422616,-0.6085513,0.1337103
19,-0.58693177,-0.598416,"('inhospitable', 'hospitable')",-0.5869318,-0.598416,-0.0114842
20,0.0015901998,0.04640446,"('rough', 'thoughtful')",0.0015902,0.0464045,0.0448143
21,-0.026845513,0.28167698,"('immoral', 'moral')",-0.0268455,0.281677,0.3085225
22,0.055757284,0.15071931,"('untrustworthy', 'trustworthy')",0.0557573,0.1507193,0.094962
23,3.6433733,3.8405914,"('insincere', 'sincere')",3.6433733,3.8405914,0.1972181
24,0.7670521,0.8979851,"('dishonest', 'honest')",0.7670521,0.8979851,0.130933
25,-0.16593847,-0.24097532,"('egoistic', 'altruistic')",-0.1659385,-0.2409753,-0.0750368
26,0.5775811,0.45976526,"('hardhearted', 'benevolent')",0.5775811,0.4597653,-0.1178158
27,0.6602718,0.5537175,"('hardhearted', 'softhearted')",0.6602718,0.5537175,-0.1065543
28,0.54246783,0.5405591,"('disloyal', 'loyal')",0.5424678,0.5405591,-0.0019087
29,-0.14734098,-0.25147545,"('unfair', 'fair')",-0.147341,-0.2514755,-0.1041345
30,0.8703039,1.0359414,"('intolerant', 'tolerant')",0.8703039,1.0359414,0.1656375
31,-1.2253779,-1.4717209,"('evil', 'good')",-1.2253779,-1.4717209,-0.246343
32,0.9174274,0.90856886,"('unkind', 'kind')",0.9174274,0.9085689,-0.0088585
33,-0.015871529,-0.09996048,"('wrong', 'right')",-0.0158715,-0.0999605,-0.084089
34,2.5658798,2.7522457,"('mean', 'honorable')",2.5658798,2.7522457,0.1863659
35,-0.7389017,-1.2034955,"('corrupt', 'incorrupt')",-0.7389017,-1.2034955,-0.4645938
36,-1.3309821,-1.713407,"('hostile', 'amicable')",-1.3309821,-1.713407,-0.3824249
37,0.18156023,0.27490062,"('fake', 'genuine')",0.1815602,0.2749006,0.0933404
38,-0.113199316,-0.07524687,"('untruthful', 'truthful')",-0.1131993,-0.0752469,0.0379524
39,0.34323865,0.44639844,"('exploitative', 'cooperative')",0.3432387,0.4463984,0.1031597
40,-1.2301726,-1.2504125,"('stingy', 'generous')",-1.2301726,-1.2504125,-0.0202399
41,0.5356824,0.4805697,"('unforgiving', 'forgiving')",0.5356824,0.4805697,-0.0551127
42,-1.318824,-1.2098595,"('unreliable', 'reliable')",-1.3188241,-1.2098595,0.1089646
43,1.2479539,1.4883311,"('irresponsible', 'responsible')",1.2479539,1.4883311,0.2403772
44,-1.2991205,-1.3748112,"('prejudiced', 'unprejudiced')",-1.2991205,-1.3748112,-0.0756907
45,1.0685023,1.1695529,"('incompetent', 'competent')",1.0685023,1.1695529,0.1010506
46,-0.047372345,0.15035233,"('uncompetitive', 'competitive')",-0.0473723,0.1503523,0.1977246
47,3.45323,3.5440602,"('stupid', 'smart')",3.4532299,3.5440602,0.0908303
